Event,Driver,Trip,Starttime,Endtime,AvgHeadway
1.0,,,,,1.994224164399093
2.0,,,,,1.5200961054945055
3.0,,,,,1.2136737766249999
4.0,,,,,1.404939136734694
5.0,,,,,1.0958983679411765
6.0,,,,,2.101526841350211
7.0,,,,,1.049291203030303
8.0,,,,,1.0371701
9.0,,,,,0.90036539675
10.0,,,,,1.5813333425981873
11.0,,,,,1.947627985729387
12.0,,,,,1.8786401
13.0,,,,,1.620211013253012
14.0,,,,,2.2288590854974704
15.0,,,,,1.1534680866666667
16.0,,,,,1.318744578966132
17.0,,,,,1.2314991225
18.0,,,,,0.8915215898305083
19.0,,,,,0.5597970666666665
20.0,,,,,1.9849097155045874
21.0,,,,,0.8319573945945946
22.0,,,,,1.350821492369478
23.0,,,,,1.0090678960526316
24.0,,,,,0.9561574838709678
25.0,,,,,1.0661224862068965
26.0,,,,,1.152629510869565
27.0,,,,,1.0005104327102805
28.0,,,,,1.0765475938650308
29.0,,,,,0.8292081454198473
30.0,,,,,0.9577972055555557
31.0,,,,,0.9113893523809525
32.0,,,,,2.110740147
33.0,,,,,1.2378894669902913
34.0,,,,,1.4518566032258067
35.0,,,,,2.0972608220417635
36.0,,,,,1.405976557251462
37.0,,,,,1.3004987583399208
38.0,,,,,0.8826998754527163
39.0,,,,,1.22335484734748
40.0,,,,,0.9765777044600938
41.0,,,,,1.4966284419607845
42.0,,,,,1.6036595090671315
43.0,,,,,1.2398891085901025
44.0,,,,,0.9053424375
45.0,,,,,1.41253485
46.0,,,,,1.5619980547272727
47.0,,,,,1.4225816307119203
48.0,,,,,1.565046519852941
49.0,,,,,1.2657018980836237
50.0,,,,,0.6768486347826087
51.0,,,,,1.0753197153116532
52.0,,,,,1.5420659280612246
53.0,,,,,1.1130477146788988
54.0,,,,,1.1311509381016043
55.0,,,,,1.0037416993150685
56.0,,,,,1.2536465734346507
57.0,,,,,0.9018783757281553
58.0,,,,,1.173989013477089
59.0,,,,,0.632504037037037
60.0,,,,,1.7863124917316688
61.0,,,,,0.8299636418367347
62.0,,,,,1.0043627507246378
63.0,,,,,1.6245081997975708
64.0,,,,,1.1446845226865672
65.0,,,,,0.7322480794520547
66.0,,,,,1.0593181036842105
67.0,,,,,0.9041199858823531
68.0,,,,,0.9156039583333334
69.0,,,,,2.0864044597864764
70.0,,,,,1.0630032490566037
71.0,,,,,1.8762543055238097
72.0,,,,,0.9200862964835164
73.0,,,,,0.9749350173333334
74.0,,,,,1.0777360816216217
75.0,,,,,1.1110074234756098
76.0,,,,,0.8821234569767441
77.0,,,,,0.9520417527272729
78.0,,,,,1.2631595945007237
79.0,,,,,0.8645875268292682
80.0,,,,,0.9857946002881846
81.0,,,,,1.6069833115384615
82.0,,,,,1.21306364393531
83.0,,,,,1.023450595038168
84.0,,,,,1.2830574348837207
85.0,,,,,0.9140044928994083
86.0,,,,,0.8249501674796749
87.0,,,,,0.91488105
88.0,,,,,0.5700272363636364
89.0,,,,,0.44806492133333314
90.0,,,,,0.9009277610778443
91.0,,,,,0.5548814887931034
92.0,,,,,1.063314651851852
93.0,,,,,0.9263943754098359
94.0,,,,,1.5291923942148757
95.0,,,,,1.3652392533591735
96.0,,,,,0.5621732855614974
97.0,,,,,0.9319929583333333
98.0,,,,,0.8790202050505052
99.0,,,,,0.9405418497942386
100.0,,,,,0.663879864556962
101.0,,,,,1.1914424199554068
102.0,,,,,1.7588583764112902
103.0,,,,,0.829792081081081
104.0,,,,,0.748610327225131
105.0,,,,,1.6940059327037775
106.0,,,,,1.5247114254237288
107.0,,,,,1.0089149255474452
108.0,,,,,1.067933189221557
109.0,,,,,1.2962776904761906
110.0,,,,,0.5366415884696017
111.0,,,,,1.4447838211940303
112.0,,,,,1.3782708564356436
113.0,,,,,0.8002199523076924
114.0,,,,,0.5159614392197126
115.0,,,,,1.2111928414141413
116.0,,,,,0.7360537151898734
117.0,,,,,0.6155610571428571
118.0,,,,,1.2464700728747566
119.0,,,,,1.6090963502469133
120.0,,,,,1.142625429767726
121.0,,,,,1.1595974683720929
122.0,,,,,0.618798719607843
123.0,,,,,1.8744835883512543
124.0,,,,,2.10357410419916
125.0,,,,,1.0137831446794872
126.0,,,,,2.001523518873239
127.0,,,,,1.7152302628019322
128.0,,,,,1.0996272357933579
129.0,,,,,0.8908551352373291
130.0,,,,,1.2390628730975346
131.0,,,,,2.2769528454409564
132.0,,,,,1.0969229647058825
133.0,,,,,0.5384632753424659
134.0,,,,,0.9165328978593271
135.0,,,,,1.1798364238095238
136.0,,,,,1.0495784031612645
137.0,,,,,1.5033330118733508
138.0,,,,,0.7291125879310345
139.0,,,,,0.8530373803508773
140.0,,,,,1.1779649795607614
141.0,,,,,0.9401779168000001
142.0,,,,,1.1873986273333335
143.0,,,,,0.9352268873737373
144.0,,,,,1.18400501
145.0,,,,,0.7156779253807107
146.0,,,,,0.9183896746268657
147.0,,,,,1.4734028300411521
148.0,,,,,0.6591342023684211
149.0,,,,,2.025241034476424
150.0,,,,,1.6122540453927494
151.0,,,,,2.0664759632495167
152.0,,,,,1.0367679660952382
153.0,,,,,0.982717021728395
154.0,,,,,1.1037937708333334
155.0,,,,,1.9386086626297578
156.0,,,,,0.9843767744038155
157.0,,,,,1.023450489212828
158.0,,,,,0.94133605703125
159.0,,,,,1.7001382387734914
160.0,,,,,1.5768949503021148
161.0,,,,,0.9212861527272728
162.0,,,,,1.1387065213235292
163.0,,,,,0.7538505120879122
164.0,,,,,1.8987988394106814
165.0,,,,,1.8265238641957005
166.0,,,,,1.5898327677152317
167.0,,,,,0.945968833962264
168.0,,,,,1.3374219656964657
169.0,,,,,1.515039210648148
170.0,,,,,2.059921468067227
171.0,,,,,1.2324603376262626
172.0,,,,,0.8250048025157232
173.0,,,,,1.0251746176
174.0,,,,,1.7354327846456694
175.0,,,,,1.986085609869848
176.0,,,,,0.708767362345679
177.0,,,,,1.031772239434276
178.0,,,,,1.1661758311512413
179.0,,,,,0.6280812951871658
180.0,,,,,1.6330768319735394
181.0,,,,,0.7808439745490984
182.0,,,,,0.8968650583333334
183.0,,,,,1.376906747671233
184.0,,,,,1.5137159376666667
185.0,,,,,1.619132014131898
186.0,,,,,0.8524558841121496
187.0,,,,,0.5291433792079208
188.0,,,,,1.5090028849462367
189.0,,,,,0.985545739976415
190.0,,,,,1.117790461344538
191.0,,,,,1.522586822974963
192.0,,,,,1.0364887837837835
193.0,,,,,0.8281932201342282
194.0,,,,,0.9668630641921399
195.0,,,,,1.1664208052336447
196.0,,,,,1.5367735695205476
197.0,,,,,1.198831484695201
198.0,,,,,0.9599655516752577
199.0,,,,,1.04052176284153
200.0,,,,,0.6172411667731629
201.0,,,,,1.1077448907672303
202.0,,,,,1.2315590087230215
203.0,,,,,1.0800429278481014
204.0,,,,,1.2040959101941748
205.0,,,,,1.1038045729253112
206.0,,,,,1.424010536199422
207.0,,,,,1.7835321159898478
208.0,,,,,1.2013001778247097
209.0,,,,,1.0902780728813557
210.0,,,,,0.8481823712446352
211.0,,,,,1.1196204321008403
212.0,,,,,1.190447744191344
213.0,,,,,1.208603265717415
214.0,,,,,1.3716221715705768
215.0,,,,,1.1521542860465117
216.0,,,,,0.8406871445070423
217.0,,,,,1.2932650800000003
218.0,,,,,0.805089907800752
219.0,,,,,1.233822587845304
220.0,,,,,1.6670035691876752
221.0,,,,,1.58752023095624
222.0,,,,,1.113351485492228
223.0,,,,,0.5255369461038961
224.0,,,,,0.7813672957020058
225.0,,,,,1.0387714024640657
226.0,,,,,1.1300393382999045
227.0,,,,,0.6393464789223454
228.0,,,,,0.6691161322274882
229.0,,,,,1.6406958807121665
230.0,,,,,0.7434922118811882
231.0,,,,,0.8856000172463767
232.0,,,,,1.5996481993690852
233.0,,,,,0.9722597083333333
234.0,,,,,0.9297295900651467
235.0,,,,,1.247116420604915
236.0,,,,,1.1076639516260163
237.0,,,,,0.667906379347826
238.0,,,,,0.6699849426332288
239.0,,,,,1.0921755072319204
240.0,,,,,1.0763073175527424
241.0,,,,,0.8592127481481482
242.0,,,,,1.1829392523404256
243.0,,,,,0.9904996264705884
244.0,,,,,0.7335072841584158
245.0,,,,,0.7369890504098362
246.0,,,,,1.035592314117647
247.0,,,,,1.9413396151079136
248.0,,,,,1.517880403697479
249.0,,,,,0.6468341024691358
250.0,,,,,0.9934732394607036
251.0,,,,,0.9331450889596603
252.0,,,,,0.802553368503937
253.0,,,,,1.0514812294117646
254.0,,,,,0.7389912554487179
255.0,,,,,1.0084766952338924
256.0,,,,,0.8287608957446809
257.0,,,,,0.6254571473837209
258.0,,,,,1.2077662040816326
259.0,,,,,0.8025792173913046
260.0,,,,,1.1202212355140186
261.0,,,,,0.8087372312138729
262.0,,,,,1.9120710195312498
263.0,,,,,0.8651543864179104
264.0,,,,,0.44018078857938714
265.0,,,,,0.8807559516042781
266.0,,,,,0.9751050279720278
267.0,,,,,0.9645845866028707
268.0,,,,,0.7014792767258383
269.0,,,,,1.0940693528169014
270.0,,,,,0.9311092040650406
271.0,,,,,0.970906225974026
272.0,,,,,0.9701087193939395
273.0,,,,,0.7628692867346938
274.0,,,,,0.9838062392156861
275.0,,,,,1.5702756954876271
276.0,,,,,0.9336617894736843
277.0,,,,,0.5658328510739856
278.0,,,,,1.5183278626716603
279.0,,,,,0.8567458784313726
280.0,,,,,0.7617070280405406
281.0,,,,,0.8019051196428573
282.0,,,,,0.6717607620370372
283.0,,,,,0.8656512867924528
284.0,,,,,0.6976908811387901
285.0,,,,,1.13313686
