Event,AvgAx,MinAx
212.0,-2.627729874000001,-5.557434
213.0,-2.647042544444445,-4.789397
214.0,-2.1209612946666665,-3.232749
215.0,-0.8850928536239782,-3.16127
216.0,-1.77977011125,-3.260256
217.0,-2.397963529411765,-3.185819
218.0,-2.204250387532467,-3.435907
219.0,-1.6319425538461538,-3.021891
220.0,-2.0383689417266186,-3.0257709999999998
221.0,-2.6242837459016393,-5.65207
222.0,-2.4798751108108106,-3.397938
223.0,-2.142660782926829,-3.205336
224.0,-1.9225309012499998,-3.143965
225.0,-1.1505071115532257,-3.407779
226.0,-1.7145704555555557,-3.5217059999999996
227.0,-2.4190599444444443,-4.095058
228.0,-2.0299256000000003,-3.847353
229.0,-0.9641912542682926,-3.262109
230.0,-0.6307941122112858,-2.981945
231.0,-1.3659055000000002,-3.3948419999999997
232.0,-0.7189161708433734,-3.2633360000000002
233.0,-3.368579544897959,-5.182024
234.0,-2.452642514642857,-3.6725589999999997
235.0,-2.0479560210526313,-3.8892589999999996
236.0,-2.335486804347826,-3.885539
237.0,-1.5276521399999998,-3.101852
238.0,-2.4452229749999996,-4.868652
239.0,-1.8777259307692309,-3.678579
240.0,-3.0040172884615384,-4.221164
241.0,-2.2607962840000004,-4.285878
242.0,-2.611983665217391,-3.6383099999999997
243.0,-2.261992945833333,-5.3072989999999995
244.0,-2.1133644054054055,-3.512497
245.0,-2.0986568166666664,-4.453951999999999
246.0,-1.9551363455555557,-3.8510660000000003
247.0,-2.068824041860465,-4.2979400000000005
248.0,-2.904388762068966,-4.4511199999999995
249.0,-1.9348746499999998,-3.0543009999999997
250.0,-1.7861623339240504,-3.593288
251.0,-1.4027806857142855,-3.4411389999999997
252.0,-1.8070946857142853,-4.847496
253.0,-2.0060735,-4.178525
254.0,-2.253349213333333,-3.875668
255.0,-2.3127465666666662,-5.658962
256.0,-3.2918092,-5.942216
257.0,-2.284701340740741,-4.288044999999999
258.0,-1.8423346954545459,-3.929504
259.0,-2.3004241042857143,-4.041532
260.0,-1.9845841807692308,-3.107416
261.0,-2.5355244482608694,-4.9064559999999995
262.0,-2.4364292333333335,-4.731802
263.0,-1.9188460285714284,-4.164139
264.0,-2.670622264516129,-3.628744
265.0,-1.9778211537142856,-3.5397190000000003
266.0,-2.317266950689655,-3.089654
267.0,-1.1961918776271183,-2.980544
268.0,-3.6509266800000004,-4.487492
269.0,-2.0944646307692305,-3.270627
270.0,-2.1181320096774194,-3.274425
271.0,-1.5296111758620694,-3.9874680000000002
272.0,-1.1571868810421944,-4.7211110000000005
273.0,-0.7086975083606557,-4.433448
274.0,-1.924803509523809,-4.124873
275.0,-2.8755434688888886,-3.658246
276.0,-1.1837669666666668,-3.10624
277.0,-1.9696306611111112,-3.234102
278.0,-1.844867218695652,-3.09567
279.0,-1.9123550535714284,-2.989423
280.0,-1.6235343281818182,-3.3761419999999998
281.0,-2.1968255915,-3.4974480000000003
282.0,-2.976569146428571,-5.1584
283.0,-1.7556437692307694,-3.198178
284.0,-2.2981558148148147,-4.299293
285.0,-3.6734427333333333,-5.85232
286.0,-1.833626619047619,-3.259404
287.0,-2.5242665000000004,-4.376008000000001
288.0,-4.011464252380952,-5.784268
289.0,-1.4443410666666667,-3.098118
290.0,-1.7285382754716982,-4.878229
291.0,-1.4488711682464455,-3.9201370000000004
292.0,-1.1442116831858409,-3.02792
293.0,-1.6574586921052632,-2.9609259999999997
294.0,-0.25746865683333336,-3.090808
295.0,-1.5454834172413796,-3.234298
296.0,-1.8208512871287132,-3.053484
297.0,-2.379954422727273,-3.2078599999999997
298.0,-0.9566856509900991,-3.3115989999999997
299.0,-1.0880566985576923,-3.473447
300.0,-1.1236012210313902,-2.981842
301.0,-1.2970544144444445,-3.022895
302.0,-1.1196872719186046,-3.143565
303.0,-2.819347638032787,-4.715273000000001
304.0,-1.90465779744,-3.4383440000000003
305.0,-1.6226670504651164,-3.913135
306.0,-1.41966967512,-4.253206
307.0,-1.7515160139534884,-2.951436
308.0,-1.0694293638690477,-3.00589
309.0,-1.5295584551724137,-3.280586
310.0,-1.9307778487804879,-3.017984
311.0,-2.85016974375,-6.546887
312.0,-2.0766875685714288,-3.2458709999999997
313.0,-1.0139297473588234,-2.9462200000000003
314.0,-1.4105356527419353,-3.367516
315.0,-0.7874809800628931,-3.3227599999999997
316.0,-2.2440013720930234,-3.9569389999999998
317.0,-1.3401669143046357,-3.5812660000000003
318.0,-0.7476520178363637,-3.03275
319.0,-1.5870290227272728,-2.986742
320.0,-1.4912408999999998,-4.94304
321.0,-2.1316049416666663,-3.021919
322.0,-1.3919456144321838,-4.008074
323.0,-1.450648392682927,-3.326487
324.0,-1.88367805,-3.4060599999999996
325.0,-1.6918878207142858,-4.434549
326.0,-2.231091353846154,-3.3539800000000004
327.0,-1.4737185949275362,-3.7195150000000003
328.0,-2.3964532707317074,-3.898252
329.0,-2.036585103125,-3.080116
330.0,-3.9618667160000003,-6.799060000000001
331.0,-1.76973854,-2.999587
332.0,-2.634735992771084,-3.713861
333.0,-3.6283683714285715,-4.5165169999999994
334.0,-2.2424090472916665,-3.3445099999999996
335.0,-1.5832049333333333,-2.934084
336.0,-3.48813087437037,-7.382485000000001
337.0,-1.4233998676923076,-3.091866
338.0,-2.061424812666667,-3.118846
339.0,-2.0214267963636363,-3.146102
340.0,-1.263111635,-3.8176910000000004
341.0,-1.538765348,-3.3609910000000003
342.0,-2.364693358333333,-3.0068599999999996
343.0,-1.6023156027777778,-3.12113
344.0,-0.7078789339519999,-3.482382
345.0,-2.8909900333333334,-4.2659720000000005
346.0,-2.2005069333333336,-2.921545
347.0,-2.5741175321428575,-3.1718599999999997
348.0,-1.5114145066037736,-2.992569
349.0,-2.6023608553846156,-4.629832
350.0,-2.11313269,-3.253222
351.0,-1.2171686680082987,-3.4085300000000003
352.0,-2.167931878125,-3.562336
353.0,-1.1435357508717947,-2.953017
354.0,-3.5528211283018867,-8.332341
355.0,-2.6030055531914895,-3.2612229999999998
356.0,0.02654370260473267,-4.097134
357.0,-2.4517154083333335,-3.355328
358.0,-1.760078785915493,-4.074969
359.0,-1.73742135,-3.5189510000000004
360.0,-1.4145828312500002,-3.117943
361.0,-2.172194543,-3.8873309999999996
362.0,-2.840213625,-3.912385
363.0,-2.3392686584905658,-3.562453
364.0,-1.3146044537209305,-5.017576999999999
365.0,-2.616648981818182,-3.558327
366.0,-1.1098663965765765,-3.186389
367.0,-1.5600548897727273,-3.194066
368.0,-2.3127976263157892,-3.023888
369.0,-2.248481746875,-3.421043
370.0,-0.8038991451882354,-3.019768
371.0,-1.937097671111111,-3.7289999999999996
372.0,-2.039675766666667,-3.4429269999999996
373.0,-1.5492335857142858,-3.2116029999999998
374.0,-1.6650932945833332,-3.021407
375.0,-2.017309782954545,-4.036094
376.0,-2.8845086826315787,-4.790704
377.0,-1.081752332142857,-3.1860009999999996
378.0,-2.916457886363636,-3.619668
379.0,-1.7689277483146064,-5.475176
380.0,-1.2284157127272726,-3.578721
381.0,-2.094718158823529,-3.136421
382.0,-1.3155470329113925,-3.137859
383.0,-1.9476771249999998,-3.6998050000000005
384.0,-2.3119067808988767,-3.84406
385.0,-2.1487795599999995,-2.975108
386.0,-1.512631708736842,-4.445483
387.0,-2.5511682710714294,-5.134217
388.0,-1.556894338235294,-2.942313
389.0,-1.9603531399999998,-3.223921
390.0,-1.5775482488888892,-3.011772
391.0,-1.6575747352500003,-3.486239
392.0,-1.7974940491666667,-3.263657
393.0,-1.7388218656565657,-4.326793
394.0,-1.37347471,-3.494762
395.0,-2.349402890909091,-4.280686
396.0,-0.7099769874130436,-3.481873
397.0,-2.001645692307692,-3.3508620000000002
398.0,-1.509311454107143,-2.978446
399.0,-1.4229112368749999,-3.2045049999999997
400.0,-1.2670551932584269,-2.998137
401.0,-1.8622154216666666,-2.988011
402.0,-2.402876264285714,-3.216643
403.0,-2.3887487399999996,-3.2302020000000002
404.0,-2.5973254270270267,-3.019478
407.0,-1.174190358139535,-3.08527
408.0,-2.6130208324999997,-4.671492
409.0,-1.3984767000000002,-3.0283700000000002
410.0,-1.7830964142857144,-4.142531
411.0,-1.5532897559322032,-3.040739
412.0,-0.8728760672222222,-3.1869080000000003
413.0,-1.8141938492063492,-3.6844080000000003
416.0,-1.6080270775,-2.9830509999999997
417.0,-2.3055319285714284,-3.8453449999999996
418.0,-2.4208387846153845,-3.7797629999999995
419.0,-2.4265538242424247,-3.5190449999999998
420.0,-1.55690791971831,-2.94769
421.0,-2.1843964972972976,-3.047674
422.0,-1.7138425553571428,-3.5406769999999996
423.0,-0.6006834091240876,-4.524795
424.0,-2.5467091346938773,-3.3805330000000002
425.0,-0.7173144219320988,-3.495619
426.0,-1.515429228346457,-3.6301910000000004
427.0,-1.5459631565822782,-3.175081
428.0,-1.0357537174252336,-3.712339
429.0,-2.1795260785714285,-3.002614
430.0,-1.845533559459459,-3.756147
431.0,-1.4729192011651515,-3.0776630000000003
432.0,-0.7783491373727811,-3.12203
433.0,-0.8017218548235293,-4.038378
434.0,-2.0172603886363634,-3.2147919999999996
435.0,-1.046419548059633,-3.094718
436.0,-0.9379523734740741,-3.417957
437.0,-1.7632755976470582,-3.207866
438.0,-1.1164012105627708,-3.879224
439.0,-2.698377530357143,-4.341579
440.0,-1.89601070625,-3.170587
441.0,-2.74369714057971,-4.178717
442.0,-2.188941716393442,-3.029943
443.0,-2.0493460958333336,-3.033142
444.0,-0.5564134443055555,-3.170953
445.0,-1.7606727964912279,-3.120981
446.0,-2.477677648611111,-4.375291000000001
447.0,-1.3542505678571426,-3.020525
450.0,-2.3414242266666663,-3.3313910000000004
451.0,-2.291779333333333,-3.452181
452.0,-2.4922443647058827,-3.1425110000000003
453.0,-2.25978482631579,-3.280819
454.0,-1.3637442904761907,-3.1863810000000004
455.0,-2.228476173333333,-3.4872160000000005
456.0,-0.32512289777777775,-3.267723
457.0,-1.8614903666666667,-3.331882
458.0,-1.2173906039455782,-3.998621
459.0,-0.6391178410149253,-3.447398
460.0,-1.5683639079365077,-3.368437
461.0,-2.5124216211111112,-4.059876999999999
462.0,-2.0384349559322037,-2.986095
463.0,-1.3632160365079369,-2.963764
464.0,-1.8760670906730768,-3.140375
465.0,-1.707966462295082,-4.066311
466.0,-2.6163218272727273,-3.749767
467.0,-1.3489486084109374,-13.984420000000002
470.0,-1.836637436153846,-3.379321
471.0,-2.688529458333333,-4.395141000000001
472.0,-2.8704917000000005,-3.9636449999999996
473.0,-2.447256750625,-4.243561
474.0,-2.611137528,-3.7923370000000003
475.0,-2.173285883870968,-3.1928099999999997
476.0,-2.6367866500000003,-3.938672
477.0,-1.4489539808510634,-3.21097
478.0,-2.1260301096774192,-3.5725949999999997
479.0,-1.2631540109375001,-2.974107
480.0,-1.6078707566037735,-3.0963119999999997
481.0,-1.3604874818181818,-3.183331
482.0,-0.9259711014705884,-3.8696989999999998
483.0,-1.9543656692307694,-2.964441
484.0,-2.2068656900000003,-3.325394
485.0,-1.8581107481481483,-3.001225
486.0,-2.1938907125,-3.1381650000000003
487.0,-2.969802896296296,-3.823515
488.0,-2.266676076666667,-3.8034239999999997
489.0,-1.8032831714285713,-2.8848979999999997
490.0,-1.7853062628571428,-3.034067
491.0,-1.57523034,-3.124141
492.0,-1.4981112599999997,-3.918074
493.0,-1.8772805124999998,-3.266275
494.0,-1.7285950302325581,-3.195635
495.0,-2.7903047695652172,-4.23835
496.0,-2.104252808888889,-3.147375
497.0,-1.9434610225641022,-3.340518
498.0,-1.723149366,-2.989026
499.0,-2.467552831818182,-3.750606
500.0,-1.6756438462962961,-2.984068
501.0,-1.8238166500000002,-3.1774720000000003
502.0,-1.8751892785714286,-3.105619
503.0,-1.8864283035714282,-3.066409
504.0,-2.3105602760563393,-4.937558
505.0,-2.6142676580645166,-3.3975739999999996
506.0,-2.1360724756250002,-2.999977
507.0,-2.532721753846154,-3.310344
508.0,-1.9130995078947373,-2.974954
509.0,-3.1285807675,-4.117064
510.0,-2.954432535714285,-6.601755000000001
511.0,-1.382703701010101,-3.127657
512.0,-3.72568969590909,-5.351042
513.0,-1.5377404684615386,-3.001465
514.0,-3.2555695449318183,-4.457771
515.0,-0.40605147042236023,-3.22765
516.0,-2.0253907425,-2.9951790000000003
517.0,-2.028633356363636,-3.495839
518.0,-1.2600158440625,-2.971149
519.0,-2.173203642857143,-2.990116
520.0,-4.058032275,-5.288688
521.0,-2.32638014375,-3.355976
522.0,-2.2585253055555556,-3.025441
523.0,-2.01470182,-3.253438
524.0,-2.6155992440909093,-3.6580239999999997
525.0,-1.989620869230769,-3.193898
526.0,-0.4530289902243767,-3.958737
527.0,-1.9972190175000002,-3.0798389999999998
528.0,-1.1648136293,-3.2867870000000003
529.0,-2.1634645454545454,-3.425156
530.0,-1.9820500713220337,-3.729109
531.0,-1.5868590606557378,-2.942167
532.0,-2.0500798884615388,-3.421253
533.0,-0.875490398097257,-4.364663
534.0,-2.6834725571428573,-6.199089
535.0,-1.2650592220779222,-3.241011
536.0,-2.4767396919999998,-3.164807
537.0,-2.5113953865777776,-3.104575
538.0,-2.194820358333333,-5.907928
539.0,-2.2066282297297297,-4.703541
540.0,-2.111281880952381,-3.11219
541.0,-1.50765531076,-4.235898000000001
542.0,-2.988535165384616,-4.874844
543.0,-0.40857125256183746,-3.0666290000000003
544.0,-0.9975061277729258,-2.957852
545.0,-0.7602065891965812,-3.5405339999999996
546.0,-1.8197029658227848,-3.586261
547.0,-1.670048145283019,-3.3207139999999997
548.0,-1.847497128125,-3.9070440000000004
549.0,-2.009281736764706,-4.321942
550.0,-3.7286808318181826,-5.217327
551.0,-3.8431868666666666,-5.323481
552.0,-1.2827320476190476,-3.082596
553.0,-2.528920416438356,-4.071578
554.0,-2.117008317857143,-3.053068
555.0,-2.1269534428571433,-3.065989
556.0,-1.461944619642857,-3.3207709999999997
557.0,-1.6922071833333334,-3.05444
558.0,-0.5524735578666666,-3.670368
559.0,-1.261831678125,-2.9536189999999998
560.0,-1.383279895652174,-3.046935
561.0,-1.9012115142857144,-3.017498
562.0,-3.8276782303030297,-5.995458
563.0,-3.637431830952381,-6.610233999999999
564.0,-2.2125936384615383,-3.267117
565.0,-2.0679291593749998,-5.481832
566.0,-0.6337257683636364,-3.213181
567.0,-1.248084687826087,-2.9421720000000002
568.0,-1.843475057368421,-3.363809
569.0,-2.2960507210526315,-4.1637699999999995
570.0,-2.6478145529411763,-4.610847
571.0,-1.7354412615384613,-2.974191
572.0,-2.1946379777777776,-3.9834970000000003
573.0,-1.5300052836065574,-3.9700839999999995
574.0,-2.4267965543478267,-3.245961
575.0,-1.6572685929166668,-2.970328
576.0,-1.5039660689655174,-3.294839
577.0,-1.4537989761204817,-3.0128340000000002
578.0,-0.8192996180092166,-3.061541
579.0,-0.7034974644772926,-4.261483
580.0,-2.2503987416666664,-3.24377
581.0,-2.020333248,-3.2746020000000002
582.0,-1.4888639869565217,-3.260043
583.0,-1.395282692155435,-3.5925339999999997
584.0,-2.159755690909091,-3.2223580000000003
585.0,-1.2268308368421055,-3.267137
586.0,-0.4965257519294403,-3.085875
587.0,-1.5420052111111113,-3.85184
588.0,-1.037755798054054,-3.2814349999999997
589.0,-0.9767611555576209,-2.969138
590.0,-2.058353234482758,-3.3956160000000004
591.0,-1.6978646500000003,-3.2674630000000002
592.0,-2.325908478571429,-3.627486
593.0,-2.986724562068965,-4.372871
594.0,-1.9986971346666669,-4.069724
595.0,-2.1513102896551723,-3.2976959999999997
596.0,-3.0355035875000005,-5.028245
597.0,-1.4743364230769227,-3.9249169999999998
598.0,-1.6761869776470588,-3.164288
599.0,-1.9112139148148146,-3.473157
600.0,-1.2010006613636361,-3.009145
601.0,-1.340727881818182,-3.656664
602.0,-1.7616623755555556,-4.185951
603.0,-1.44691559,-3.0816220000000003
604.0,-3.637271015157894,-5.194062000000001
607.0,-2.2774282833333337,-4.565361
608.0,-1.5241831000000003,-3.128662
609.0,-2.222648677777778,-3.564343
610.0,-0.9878378160573477,-3.9425739999999996
611.0,-1.633305081443299,-3.092006
612.0,-1.655193005128205,-3.801214
613.0,-2.4090053071428565,-3.461499
614.0,-1.4930598428571427,-3.621638
615.0,-2.2364643337209302,-3.9988660000000005
616.0,-1.9545517735294118,-3.280839
617.0,-1.0471410462962965,-3.6944529999999998
618.0,-1.7129894452380952,-3.224611
619.0,-2.0420138837837833,-3.5328510000000004
620.0,-2.229910449514563,-3.074337
621.0,-1.9015768085714289,-2.947584
622.0,-2.7991424508474583,-4.045414
623.0,-1.902022096875,-3.3009129999999995
624.0,-2.3422885455555553,-3.3252949999999997
625.0,-1.7726068780821918,-4.263769
626.0,-2.205822280392157,-3.185402
627.0,-1.893484276923077,-3.4758080000000002
628.0,-1.9143971666666664,-3.496809
629.0,-1.712800921739131,-3.081752
630.0,-1.87565324375,-2.989847
631.0,-2.1664465093749996,-3.200352
632.0,-1.7149238111111114,-3.083177
633.0,-2.18161575,-2.970603
634.0,-2.123888216,-3.41002
635.0,-2.5591487791666667,-4.091444
636.0,-1.7076685903225808,-3.186999
637.0,-1.8582192434782607,-2.964466
638.0,-1.015276667142857,-2.999118
639.0,-1.313814956097561,-3.438725
640.0,-2.0805667333333333,-3.056194
641.0,-2.1728724133333333,-3.957449
642.0,-2.26755596875,-4.696352
643.0,-1.9852421684210526,-3.3671059999999997
644.0,-2.8707697119999995,-4.068828
645.0,-1.5176648391304344,-3.130782
646.0,-1.9301115687500001,-3.387838
647.0,-2.1447614612244896,-3.253579
648.0,-1.197638061797753,-3.301832
649.0,-1.2024038363636362,-3.0755369999999997
651.0,-2.491120468292683,-4.242401
652.0,-2.2319782468421057,-3.106328
653.0,-2.4750748212121216,-3.027508
654.0,-1.9453440555555557,-3.312661
655.0,-1.0385514919212837,-3.047397
656.0,-1.5457031620689654,-4.053901000000001
657.0,-1.9325411785714288,-3.409421
658.0,-1.32179762,-3.100135
659.0,-0.8354846093714285,-3.0035950000000002
660.0,-2.528674666666667,-3.7344660000000003
661.0,-2.605404770833333,-3.8675269999999995
662.0,-2.772516352459016,-4.143772
663.0,-3.0975054166666665,-3.981243
664.0,-2.4514889150943397,-4.336394
665.0,-1.1794418429243696,-2.96747
666.0,-1.421869022689076,-7.647499000000001
667.0,-1.6313443712765958,-3.7409410000000003
668.0,-0.8885509510679013,-3.97035
669.0,-1.5551935051754386,-4.353554
670.0,-2.744792262962963,-3.311289
671.0,-2.930404409090909,-4.637487999999999
672.0,-3.4580337733333333,-4.992126
673.0,-2.8734012171428573,-3.358712
674.0,-2.882795639655172,-3.9850839999999996
675.0,-1.9230002062500002,-2.999579
676.0,-1.9940708375,-3.4268949999999996
677.0,-2.275068095945946,-3.307836
678.0,-2.525826625,-3.29125
679.0,-2.9237510310344828,-4.017548000000001
680.0,-2.197269153125,-3.4882739999999997
681.0,-1.6622813437500001,-3.208991
682.0,-1.9285782759999996,-3.212663
683.0,-2.919051448148148,-4.380451
684.0,-2.0853949133125003,-2.962265
685.0,-2.1313880099999998,-3.253597
686.0,-2.081189283333333,-3.361475
687.0,-2.17388026,-3.202605
688.0,-3.1874333576923073,-6.7933
689.0,-2.1617459437499997,-3.2871099999999998
690.0,-1.1886731627118645,-3.465146
691.0,-1.6647018137931033,-3.2410259999999997
692.0,-2.2075412852941176,-3.401903
693.0,-3.0571745800000003,-4.887816
694.0,-1.9016805596491226,-2.940547
695.0,-0.24571560000000003,-3.441122
696.0,-1.3887858000000002,-3.416667
697.0,-1.9847295342105264,-2.949935
