Event,AvgAx,MinAx
698.0,-1.529531289289474,-5.2506129999999995
699.0,-1.5602731649166666,-4.3441339999999995
700.0,-2.1948501192857144,-2.995211
701.0,-0.7133689569671361,-3.3627
702.0,-1.3979852000000001,-3.063607
703.0,-1.784036005063291,-3.5357339999999997
704.0,-2.6822489352941177,-3.5434339999999995
705.0,-1.9898071774818185,-3.9212300000000004
706.0,-0.3141526254926624,-3.771985
707.0,-0.3837329912039312,-4.33702
708.0,-1.778103680645161,-3.310189
709.0,-2.5663717136363635,-3.5031550000000005
710.0,-3.9713860271186445,-5.499306
711.0,-3.925282566666666,-6.256702
712.0,-1.9383832526315787,-3.321825
713.0,-1.2000554254545455,-2.96762
714.0,-1.3901217942857143,-2.943868
715.0,-2.1933522549999998,-3.2135599999999998
716.0,-1.6323274766666667,-3.143722
717.0,-1.9251769961538463,-2.887955
720.0,-2.1909795766666664,-3.264391
721.0,-2.0381543666666664,-2.973744
722.0,-2.042755546181818,-3.064689
723.0,-1.033068143522388,-3.1279790000000003
724.0,-2.2754613431526316,-3.5002769999999996
725.0,-1.556260037142857,-3.663786
726.0,-1.6622110969444444,-3.0966080000000002
727.0,-1.7862990446428573,-3.037848
728.0,-2.2702551295454545,-5.195443
729.0,-1.6440585800000003,-3.595876
730.0,-2.3743359821428567,-3.207318
731.0,-1.8379686403846154,-3.0627470000000003
732.0,-1.4239724936331788,-3.2104790000000003
733.0,-2.1105364428571427,-3.0493669999999997
734.0,-2.677345261111111,-3.498158
735.0,-1.7384832638297874,-3.404701
736.0,-1.4363703918367348,-3.121225
737.0,-2.1933693202020206,-3.613585
738.0,-2.5731631930232552,-3.016238
739.0,-1.7239375157142858,-4.068521
740.0,-1.6021411354838708,-3.6713160000000005
741.0,-2.4990618614035087,-3.310278
742.0,-1.327184544680851,-3.0338950000000002
743.0,-1.9107083235294118,-3.058713
744.0,-1.7344191551724137,-4.254617
745.0,-1.1535441285714285,-2.957033
746.0,-2.447581560416667,-3.859783
747.0,-2.9725981616666663,-4.257426000000001
748.0,-2.1136037388888886,-3.4852839999999996
749.0,-1.9167180041666665,-3.2528349999999997
750.0,-2.23797180860215,-3.860403
751.0,-2.2531313696969697,-3.375398
752.0,-1.5258516577096775,-2.994049
753.0,-1.3656964278260866,-3.193307
754.0,-1.7013135903846157,-3.10874
755.0,-1.9629133461538462,-4.122824
756.0,-0.9469906482278477,-3.685864
757.0,-1.2488027083333333,-3.509761
758.0,-1.5560525787916666,-3.5888400000000003
759.0,-1.6241870536363638,-3.424293
760.0,-2.2554423545454547,-4.152191999999999
761.0,-2.5956265434782613,-4.281358999999999
762.0,-1.9754810444444442,-3.180504
763.0,-1.2415072545454546,-3.3393089999999996
764.0,-1.3926657770114939,-3.9179809999999997
765.0,-2.7741613654320987,-7.1753919999999995
766.0,-1.598765798571429,-3.326337
767.0,-2.012013190243902,-3.389755
768.0,-1.5096934833333333,-3.319674
769.0,-1.2905273599435485,-3.422913
770.0,-1.2081114469892473,-3.367169
771.0,-2.0331767563636363,-3.2202
772.0,-1.8834700867924525,-3.055773
773.0,-1.3496237418181813,-2.991441
774.0,-1.8584558620338982,-3.020283
775.0,-1.8311927533333334,-3.23785
776.0,-2.9375275107142858,-5.12817
777.0,-1.938746695890411,-3.0603700000000003
778.0,-1.4928335619565216,-3.249643
779.0,-1.9715885828571431,-3.273069
780.0,-2.1542205888888892,-3.13585
781.0,-0.9397646775816733,-3.9258339999999996
782.0,-2.214812892727273,-2.9423470000000003
783.0,-1.5601934616949156,-3.41984
784.0,-2.622801780952381,-3.7491309999999998
785.0,-2.2497231,-4.35366
786.0,-1.649702844,-3.253791
787.0,-1.8961315578947364,-3.56106
788.0,-1.6765489333333332,-2.949795
789.0,-1.4613767546721312,-3.76261
790.0,-2.2066207218181817,-3.8867809999999996
791.0,-2.637034855813954,-3.310954
792.0,-1.370569931521739,-3.191896
793.0,-1.0064032298850578,-3.114561
794.0,-1.2452683115384615,-3.171256
795.0,-2.661972755,-4.003386
796.0,-1.6600484953488375,-3.4107879999999997
797.0,-1.4998674772857143,-3.244781
798.0,-0.9436454677522124,-3.106402
799.0,-0.5922631053170732,-3.17633
800.0,-0.79602830712,-3.108477
801.0,-2.3004385895,-5.032557
802.0,-2.407560284375,-4.732404
803.0,-2.4189052142857146,-4.33774
804.0,-2.4825824692307696,-4.467475
805.0,-2.33892504516129,-3.7792519999999996
806.0,-1.762040193292683,-3.105236
807.0,-2.0499788150000002,-3.055895
808.0,-2.3433036948717954,-4.483693
809.0,-2.5369982514285714,-3.9257089999999994
814.0,-2.1169530672413797,-4.039714
815.0,-2.095961758064516,-3.234126
816.0,-2.322438280731707,-3.170154
817.0,-2.8353178454545453,-4.607291
818.0,-1.2692339032258062,-3.086747
819.0,-0.8919168704950495,-3.527746
820.0,-1.9741536641025634,-3.185343
826.0,-1.9348357111111116,-3.328877
