Event,Driver,Trip,Starttime,Endtime
20091,103,165,47060,53470
20092,103,165,60120,62100
20093,103,165,67780,69210
20094,103,166,14870,17860
20095,103,166,18860,22380
20096,103,166,27160,38730
20097,103,166,40470,68770
20098,103,166,72440,72740
20099,103,166,91590,91900
20100,103,166,156850,156860
20101,103,166,158090,165820
20102,103,166,177270,183010
20103,103,166,184410,195590
20104,103,166,197790,226360
20105,103,166,237140,250570
20106,103,170,27440,37970
20107,103,170,39580,42290
20108,103,170,52590,55910
20109,103,170,72260,75890
20110,103,174,91410,100430
20111,103,174,103460,111580
20112,103,174,116170,117770
20113,103,174,132810,137660
20114,104,1,34940,35920
20115,104,1,45770,60310
20116,104,1,62820,76710
20117,104,1,77840,80940
20118,104,1,84060,86670
20119,104,11,76880,96260
20120,104,11,98010,98480
20121,104,11,101420,105140
20122,104,13,47860,48900
20123,104,13,71910,107450
20124,104,14,55360,58220
20125,104,16,10070,15100
20126,104,16,17140,20950
20127,104,16,22690,26810
20128,104,16,30050,35120
20129,104,16,36800,37660
20130,104,19,174750,176450
20131,104,19,178660,184400
20132,104,19,195050,201010
20133,104,19,210230,211340
20134,104,19,216810,224210
20135,104,19,240820,246480
20136,104,19,255310,256990
20137,104,19,260020,262090
20138,104,19,264370,269900
20139,104,20,59530,62440
20140,104,20,70830,72270
20141,104,20,78250,93380
20142,104,20,94540,98760
20143,104,20,103040,103160
20144,104,20,104350,106210
20145,104,20,116410,167480
20146,104,20,169810,170620
20147,104,32,110790,153910
20148,104,37,166610,169530
20149,104,37,171960,178610
20150,104,37,188340,196650
20151,104,39,80420,81600
20152,104,39,82790,86130
20153,104,42,30990,59880
20154,104,42,62360,62990
20155,104,42,71290,84730
20156,104,42,85880,88230
20157,104,42,92650,92970
20158,104,42,97780,101040
20159,104,47,23830,48400
20160,104,47,49700,51640
20161,104,47,54590,54960
20162,104,47,56220,59820
20163,104,47,62940,67800
20164,104,48,74110,78970
20165,104,48,80280,94530
20166,104,48,95980,96060
20167,104,48,100320,116420
20168,104,49,27600,30550
20169,104,49,34040,61320
20170,104,49,68800,71860
20171,104,49,74550,75620
20172,104,49,77650,80410
20173,104,50,75550,103980
20174,104,59,30710,31240
20175,104,59,40980,43430
20176,104,59,46630,57300
20177,104,60,23970,24780
20178,104,60,27510,35250
20179,104,60,37230,54230
20180,104,61,14120,16520
20181,104,61,31150,36410
20182,104,61,37600,38380
20183,104,61,40780,41620
20184,104,61,85860,89790
20185,104,61,92140,94410
20186,104,61,97170,100090
20187,104,69,15450,22980
20188,104,75,42810,51760
20189,104,75,53000,54020
20190,104,75,60910,61070
20191,104,75,64050,71930
20192,104,75,74360,75610
20193,104,75,87980,89390
20194,104,84,28840,53670
20195,104,84,55070,59800
20196,104,84,75960,79070
20197,104,84,81380,83380
20198,104,84,85560,85870
20199,104,84,88530,89280
20200,104,84,99270,99850
20201,104,87,37790,38490
20202,104,87,39730,54970
20203,104,87,57110,71570
20204,104,101,69310,71030
20205,104,101,73200,79320
20206,104,101,80340,87470
20207,104,101,90320,92640
20208,104,101,93660,109760
20209,104,102,25480,37670
20210,104,102,38890,49610
20211,104,102,59850,64850
20212,104,104,32580,38930
20213,104,104,40320,44040
20214,104,104,45500,58310
20215,104,104,60510,61700
20216,104,114,58850,67150
20217,104,114,89980,90580
20218,104,114,100370,104060
20219,104,114,105470,117270
20220,104,114,118720,119360
20221,104,114,124550,138630
20222,104,114,148750,159460
20223,104,115,21270,64810
20224,104,128,134070,148040
20225,104,128,149450,151170
20226,104,128,154490,174310
20227,104,128,180910,186590
20228,104,128,193160,193540
20229,104,129,52690,53050
20230,104,129,78630,79010
20231,104,129,83020,84360
20232,104,129,92480,95250
20233,104,129,126720,127080
20234,104,129,139600,140120
20235,104,129,141630,176210
20236,104,129,180740,181520
20237,104,131,27610,32160
20238,104,131,33870,51730
20239,104,131,58970,59870
20240,104,131,61690,78050
20241,104,132,62220,64760
20242,104,132,67140,78320
20243,104,132,81180,85590
20244,104,132,87700,107320
20245,104,133,28840,30400
20246,104,133,34900,43300
20247,104,133,51140,54360
20248,104,134,26490,34220
20249,104,134,40650,41230
20250,104,134,46020,51510
20251,104,134,53500,54810
20252,104,134,57410,76930
20253,104,134,80740,80910
20254,104,134,85510,85870
20255,104,134,89830,93830
20256,104,134,103170,105510
20257,104,134,107550,111940
20258,104,134,114490,114730
20259,104,134,121090,121750
20260,104,134,125080,126260
20261,104,134,133260,138680
20262,104,134,141020,150030
20263,104,134,159800,160610
20264,104,134,161780,170330
20265,104,134,171910,202830
20266,104,134,203860,204720
20267,104,135,33530,37430
20268,104,135,66740,67270
20269,104,135,73040,73440
20270,104,135,88060,94820
20271,104,135,105070,109080
20272,104,135,110630,111080
20273,104,135,113340,114270
20274,104,135,116970,149090
20275,104,135,155180,160930
20276,104,135,165070,174410
20277,104,135,176500,183590
20278,104,135,185470,188240
20279,104,135,192500,207700
20280,104,135,208830,209050
20281,104,135,213780,214210
20282,104,135,219190,219930
20283,104,135,229600,240130
20284,104,135,241370,246710
20285,104,135,251460,255330
20286,104,135,257830,262540
20287,104,145,26490,29490
20288,104,145,59640,59700
20289,104,145,79960,84090
20290,104,145,110470,132260
20291,104,145,133670,137910
20292,104,145,140830,145040
20293,104,145,146600,148250
20294,104,145,149360,159350
20295,104,145,160360,160950
20296,104,145,161960,168010
20297,104,146,12410,14500
20298,104,146,15520,19700
20299,104,146,27450,40910
20300,104,146,44830,67010
20301,104,146,71180,72530
20302,104,146,73700,84750
20303,104,146,85850,89410
20304,104,146,91720,92620
20305,104,146,107750,122560
20306,104,146,124320,139250
20307,104,151,28410,49940
20308,104,151,53150,59680
20309,104,151,63080,69970
20310,104,151,71090,72480
20311,104,151,74170,74880
20312,104,151,79460,81260
20313,104,152,51590,99080
20314,104,161,29800,36610
20315,104,161,38380,62030
20316,104,161,72180,80010
20317,104,161,84240,85440
20318,104,161,88430,92840
20319,104,161,96270,96680
20320,104,161,100210,103980
20321,104,161,107040,107290
20322,104,161,108320,109310
20323,104,161,111010,111880
20324,104,161,112910,135010
20325,104,161,141040,152560
20326,104,161,157260,157810
20327,104,161,159340,161940
20328,104,161,163810,165900
20329,104,161,167210,169010
20330,104,161,170220,170400
20331,104,161,173000,179030
20332,104,161,180280,180690
20333,104,161,181750,183170
20334,104,161,186580,194250
20335,104,161,196200,210640
20336,104,162,8400,22920
20337,104,162,26280,33800
20338,104,169,26580,26830
20339,104,169,44970,47300
20340,104,169,54980,55120
20341,104,169,59930,60470
20342,104,169,65050,65060
20343,104,169,75720,78550
20344,104,169,80340,81270
20345,104,169,87920,90170
20346,104,169,130600,131040
20347,104,169,136310,136380
20348,104,169,141620,161910
20349,104,169,164460,187950
20350,104,169,189120,189270
20351,104,169,194220,201590
20352,104,169,211080,230930
20353,104,169,232060,234580
20354,104,169,236420,238660
20355,104,169,253500,256260
20356,104,169,259510,261870
20357,104,169,269370,270340
20358,104,169,272080,282420
20359,104,172,135290,136170
20360,104,172,138360,143350
20361,104,172,147370,166010
20362,104,172,167300,175010
20363,104,172,233820,235530
20364,104,172,241370,247740
20365,104,172,249460,253150
20366,104,172,254270,255180
20367,104,172,260890,264610
20368,104,172,267290,268110
20369,104,172,270650,283420
20370,104,172,289050,305190
20371,104,172,328670,329540
20372,104,172,332490,332830
20373,104,172,334750,335950
20374,104,182,27690,33710
20375,104,182,40030,41280
20376,104,182,47110,50230
20377,104,182,51340,52340
20378,104,182,65120,65370
20379,104,182,68140,80030
20380,104,183,54010,61830
20381,104,183,62980,67140
20382,104,185,23770,43840
20383,104,186,98150,100040
20384,104,186,111920,115870
20385,104,186,117440,120250
20386,104,186,123750,125090
20387,104,186,126810,128250
20388,104,186,132680,157770
20389,104,186,160250,165680
20390,104,186,184710,185570
20391,104,186,187820,189030
20392,104,186,190220,197680
20393,104,186,206390,207780
20394,104,187,39190,40110
20395,104,187,51250,51390
20396,104,187,82910,83930
20397,104,187,115170,118910
20398,104,187,120630,121680
20399,104,187,127360,128690
20400,104,187,134390,136460
20401,104,187,138260,138260
20402,104,187,140680,149270
20403,104,187,172960,172960
20404,104,187,176390,177860
20405,104,187,183280,184330
20406,104,187,185450,187660
20407,104,187,190080,190450
20408,104,187,192210,193130
20409,104,187,198820,201950
20410,104,187,207860,218020
20411,104,187,219170,229270
20412,104,190,89890,94410
20413,104,190,95630,110740
20414,104,190,112840,113160
20415,104,207,25480,29550
20416,104,207,30620,31620
20417,104,207,32960,42580
20418,104,207,44850,46640
20419,104,207,48190,53780
20420,105,21,173630,174130
20421,105,23,188020,189970
20422,105,23,210960,214840
20423,105,64,77200,81240
20424,105,64,86280,94790
20425,105,64,96070,97570
20426,105,64,99140,99980
20427,105,64,105140,105170
20428,105,64,108910,108920
20429,105,64,113490,113620
20430,105,64,120330,126030
20431,105,64,129770,130620
20432,105,64,134060,134360
20433,105,64,135600,155330
20434,105,64,156870,163670
20435,105,64,165730,175230
20436,105,64,176290,178970
20437,105,64,184290,194950
20438,105,65,97830,101460
20439,105,65,111180,115320
20440,105,65,117200,136810
20441,105,65,140720,142210
20442,105,65,143350,144260
20443,105,65,149060,153480
20444,105,65,172170,176180
20445,105,65,177580,179290
20446,105,65,184250,187820
20447,105,81,62180,63540
20448,105,81,64610,66060
20449,105,107,12310,14830
20450,105,107,18150,28850
20451,105,128,54870,55570
20452,105,129,67750,68920
20453,105,133,21170,22050
20454,105,159,28260,33490
20455,105,159,36250,36740
20456,105,159,42980,43790
20457,105,194,53070,56130
20458,105,194,60370,61000
20459,105,209,234020,234150
20460,105,209,241160,241820
20461,106,11,286660,287250
20462,106,11,293000,293580
20463,106,11,296260,296620
20464,106,11,300310,302490
20465,106,11,345440,347030
20466,106,16,68630,69060
20467,106,16,72320,73540
20468,106,16,78940,82550
20469,106,20,76200,77890
20470,106,27,75480,75570
20471,106,27,123790,127480
20472,106,27,130820,133660
20473,106,27,134790,137480
20474,106,27,138960,139110
20475,106,27,140940,141750
20476,106,27,145940,146820
20477,106,27,149080,150030
20478,106,27,151580,152410
20479,106,27,157750,159100
20480,106,27,160620,161200
20481,106,27,170670,171630
20482,106,27,172810,173800
20483,106,27,182890,182960
20484,106,35,136570,136610
20485,106,35,212560,212620
20486,106,35,293080,293760
20487,106,35,299810,300300
20488,106,35,305430,306190
20489,106,35,308880,309380
20490,106,35,442440,443820
20491,106,41,188190,258150
20492,106,42,22800,22980
20493,106,42,27960,29120
20494,106,42,44530,44550
20495,106,42,52510,52880
20496,106,42,56590,56590
20497,106,42,64010,64020
20498,106,42,66650,66650
20499,106,42,92180,93330
20500,106,42,103120,103440
20501,106,42,106440,107180
20502,106,42,113460,114010
20503,106,42,115450,115970
20504,106,42,158890,160360
20505,106,42,173080,174420
20506,106,42,184260,184760
20507,106,42,193240,193820
20508,106,42,196670,197900
20509,106,42,203500,203750
20510,106,42,207400,207540
20511,106,42,218610,218750
20512,106,42,220880,224360
20513,106,42,227240,227670
20514,106,42,228730,229170
20515,106,42,232140,233490
20516,106,42,238660,238700
20517,106,42,245060,245620
20518,106,42,249930,250670
20519,106,42,261730,264600
20520,106,42,267060,269200
20521,106,42,297300,300400
20522,106,42,302340,308610
20523,106,42,310590,322220
20524,106,42,348040,349710
20525,106,42,352090,353330
20526,106,42,354730,361720
20527,106,44,31120,34550
20528,106,44,62840,66950
20529,106,45,125060,128980
20530,106,45,134690,137210
20531,106,45,139000,139000
20532,106,45,140190,143420
20533,106,45,144420,147040
20534,106,45,148580,151160
20535,106,45,152550,154720
20536,106,45,158620,162620
20537,106,45,164220,164640
20538,106,45,170450,175800
20539,106,45,188120,241360
20540,106,45,246350,247000
20541,106,45,248360,248980
20542,106,45,254910,254910
20543,106,45,268230,347890
20544,106,45,349060,351680
20545,106,45,395350,396090
20546,106,47,44200,60950
20547,106,58,269120,269570
20548,106,58,456280,463330
20549,106,58,482710,486520
20550,106,58,487820,491080
20551,106,58,597180,598100
20552,106,58,611680,611830
20553,106,58,615180,615660
20554,106,58,630100,630550
20555,106,58,632430,680710
20556,106,58,681790,743680
20557,106,58,750430,752210
20558,106,58,756130,758770
20559,106,58,761090,766550
20560,106,58,767770,771890
20561,106,58,773270,773870
20562,106,58,789690,790250
20563,106,58,791880,793490
20564,106,58,831990,835670
20565,106,58,858090,858990
20566,106,65,68200,68590
20567,106,99,140250,145090
20568,106,99,146150,147860
20569,106,99,149060,153870
20570,106,99,154930,157440
20571,106,99,158920,161940
20572,106,99,163110,163900
20573,106,99,164940,167630
20574,106,99,169510,172330
20575,106,99,174560,178850
20576,106,99,179860,179940
20577,106,99,181920,182930
20578,106,99,184420,191610
20579,106,99,197350,200480
20580,106,99,202650,212150
20581,106,99,213370,214650
20582,106,99,217630,234170
20583,106,99,235580,235690
20584,106,99,239040,239970
20585,106,99,246600,247650
20586,106,99,249980,273000
20587,106,99,274960,275870
20588,106,99,277180,280210
20589,106,99,281560,283250
20590,106,99,284930,285320
20591,106,99,287190,323890
20592,106,99,328760,329380
20593,106,99,337350,338220
20594,106,99,362570,363880
20595,106,99,368070,368440
20596,106,99,375550,376320
20597,106,123,309200,309400
20598,106,124,56990,61020
20599,106,124,196730,204030
20600,106,124,212580,212890
20601,106,124,228800,230530
20602,106,124,234570,239150
20603,106,124,240350,256190
20604,106,125,51740,80220
20605,106,125,85920,132380
20606,106,125,162220,165100
20607,106,125,166840,167600
20608,106,125,169030,172860
20609,106,125,175930,179040
20610,106,125,181410,184090
20611,106,125,215370,219500
20612,106,125,221050,221380
20613,106,136,141400,190820
20614,106,136,198590,336190
20615,106,136,338240,349260
20616,106,136,353060,360760
20617,106,143,317710,318900
20618,106,143,408100,408580
20619,106,144,50890,51350
20620,106,144,68440,68770
20621,106,144,70550,71360
20622,106,144,76090,94590
20623,106,144,118160,120880
20624,106,144,123130,131310
20625,106,144,148640,195570
20626,106,144,208980,209120
20627,106,144,212090,239170
20628,106,144,252380,256770
20629,106,144,272380,279920
20630,106,144,282210,282900
20631,106,144,290280,291170
20632,106,144,294890,298750
20633,106,144,300080,300940
20634,106,144,304990,306580
20635,106,151,67900,68460
20636,106,151,74830,75250
20637,106,151,79420,81430
20638,106,151,92350,96700
20639,106,151,98750,114110
20640,106,159,158640,165530
20641,106,159,166740,166780
20642,106,159,187380,187820
20643,106,159,190250,191770
20644,106,159,221280,221820
20645,106,159,251050,252210
20646,106,159,258870,260410
20647,106,159,291430,291860
20648,106,159,446030,447310
20649,106,159,449400,451870
20650,106,159,490040,492410
20651,106,160,31430,31610
20652,106,160,39070,39130
20653,106,160,40480,40900
20654,106,161,54900,56910
20655,106,161,59010,62900
20656,106,161,65500,68630
20657,106,161,180850,181210
20658,106,161,185140,188080
20659,106,161,197200,200460
20660,106,161,202790,204000
20661,106,161,205800,208430
20662,106,161,222950,223020
20663,107,52,77270,77440
20664,107,52,80980,82060
20665,107,147,104890,106170
20666,107,147,117010,120090
20667,107,148,58600,60600
20668,107,148,67240,69190
20669,107,148,73140,73710
20670,107,148,75890,79400
20671,107,148,82990,89140
20672,107,148,102370,102450
20673,108,1,187390,191530
20674,108,1,193870,194260
20675,108,1,196260,196540
20676,108,1,199410,202310
20677,108,1,205250,233070
20678,108,2,109510,126630
20679,108,2,130650,131850
20680,108,2,133120,134200
20681,108,2,148700,149980
20682,108,2,154170,156310
20683,108,2,158700,160800
20684,108,14,166770,166810
20685,108,15,173450,173790
20686,108,15,175100,175290
20687,108,15,181630,181810
20688,108,24,107190,115000
20689,108,24,134330,139420
20690,108,24,158360,160010
20691,108,24,162750,172470
20692,108,28,116050,118150
20693,108,28,121650,133820
20694,108,40,131760,135300
20695,108,42,118030,121160
20696,108,42,174530,175450
20697,108,46,103770,103870
20698,108,46,108230,115890
20699,108,46,121490,123700
20700,108,47,111740,117260
20701,108,47,118270,119600
20702,108,47,129350,129420
20703,108,50,202280,214110
20704,108,50,216550,217390
20705,108,51,104640,105360
20706,108,51,107670,112800
20707,108,51,117470,117790
20708,108,51,120240,135790
20709,108,51,151130,157540
20710,108,51,160780,162500
20711,108,51,168570,168690
20712,108,51,170050,170660
20713,108,51,174350,174470
20714,108,56,73170,85790
20715,108,56,87150,87380
20716,108,56,93550,94530
20717,108,56,98350,104940
20718,108,66,55680,120590
20719,108,67,56680,57090
20720,108,67,58700,59230
20721,108,67,75540,75800
20722,108,67,77830,78220
20723,108,67,84020,87540
20724,108,67,91520,98920
20725,108,73,167590,171090
20726,108,73,172120,180550
20727,108,75,108880,111280
20728,108,75,113280,116720
20729,108,76,107110,115470
20730,108,76,116950,117570
20731,108,76,119390,120290
20732,108,76,121440,121740
20733,108,76,129010,136280
20734,108,76,147510,148040
20735,108,76,155940,159810
20736,108,76,162620,168390
20737,108,76,169650,170810
20738,108,90,214710,217110
20739,108,90,218220,225080
20740,108,90,227950,228580
20741,108,91,113940,115950
20742,108,93,204430,224700
20743,108,94,112330,113460
20744,108,94,114890,119900
20745,108,94,130280,132110
20746,108,94,135630,139320
20747,108,94,147490,150770
20748,108,94,152690,153900
20749,108,94,156660,167690
20750,108,94,168790,170510
20751,108,103,199880,203220
20752,108,104,106200,117660
20753,108,104,122300,122490
20754,108,104,123550,125200
20755,108,104,126210,137910
20756,108,104,147550,149960
20757,108,104,162830,164700
20758,108,104,166250,172000
20759,108,118,34230,35410
20760,108,118,38900,49260
20761,108,118,52600,55740
20762,108,118,59230,67150
20763,108,118,71070,71880
20764,108,118,78130,78670
20765,108,118,82620,84190
20766,108,118,87300,87890
20767,108,118,97420,98140
20768,108,135,89860,106980
20769,108,135,108250,111450
20770,108,135,119650,123360
20771,108,135,126650,127010
20772,108,135,128600,134500
20773,108,135,135600,155040
20774,108,138,165380,178630
20775,108,138,183160,183560
20776,108,139,102740,114570
20777,108,155,104280,105630
20778,108,155,106900,107780
20779,108,155,144680,145630
20780,108,155,155870,157730
20781,108,155,161840,163810
20782,108,155,170080,171010
20783,108,155,173520,174140
20784,108,156,177650,182000
20785,108,156,184750,196170
20786,108,158,110220,119100
20787,108,160,177080,178370
20788,108,165,108320,119150
20789,108,165,120860,121220
20790,108,165,123240,124200
20791,108,165,125590,125910
20792,108,166,102470,115110
20793,108,166,123770,124680
20794,108,166,130060,133950
20795,108,166,137240,150210
20796,108,166,157770,159520
20797,108,166,162950,164870
20798,108,167,185100,188690
20799,108,167,189910,198020
20800,108,167,199560,202090
20801,108,169,114110,121490
20802,108,169,125390,127150
20803,108,180,127630,136540
20804,108,180,143920,145470
20805,108,180,149850,150400
20806,108,181,117110,131950
20807,108,181,136850,137050
20808,108,181,147460,148290
20809,108,187,113880,124490
20810,108,187,128000,133440
20811,108,187,141870,142390
20812,108,187,145070,146190
20813,108,187,150780,151900
20814,108,197,85270,97620
20815,108,197,102740,106020
20816,108,197,107960,118790
20817,108,197,122070,123230
20818,108,197,127180,127650
20819,108,197,129480,131720
20820,108,197,135860,138380
20821,108,213,88520,89310
20822,108,213,95120,101030
20823,108,213,102110,132850
20824,108,213,137560,139990
20825,108,213,141290,141660
20826,108,213,143880,144010
20827,108,215,65070,67250
20828,108,215,70750,76640
20829,108,215,88980,102740
20830,108,226,114390,114860
20831,108,233,126690,130100
20832,108,233,132650,140860
20833,108,234,67130,68050
20834,108,234,85480,85980
20835,108,234,92840,94980
20836,108,234,102600,102880
20837,109,1,74710,77130
20838,109,1,88330,88450
20839,109,1,90180,90850
20840,109,1,105640,109650
20841,109,1,118100,119130
20842,109,1,120830,122010
20843,109,1,123020,123740
20844,109,1,124840,126250
20845,109,1,136450,151060
20846,109,1,157630,158030
20847,109,4,133600,137860
20848,109,4,147250,147440
20849,109,4,148750,150030
20850,109,4,151310,160610
20851,109,4,161720,162220
20852,109,4,164800,165050
20853,109,4,173100,173360
20854,109,4,174570,181060
20855,109,4,183900,186090
20856,109,4,188400,189350
20857,109,4,191340,201960
20858,109,4,204430,208600
20859,109,4,212620,214380
20860,109,4,215610,218890
20861,109,4,220410,235580
20862,109,4,237140,242820
20863,109,4,256580,256580
20864,109,4,258110,276890
20865,109,4,278150,293080
20866,109,4,297950,300030
20867,109,4,310450,315870
20868,109,4,319200,321120
20869,109,4,327060,338410
20870,109,4,340130,345770
20871,109,4,347980,398840
20872,109,4,403000,408770
20873,109,4,414140,416830
20874,109,4,429730,430240
20875,109,4,431850,432450
20876,109,4,437580,442990
20877,109,4,446130,564550
20878,109,4,566000,577910
20879,109,4,579360,580380
20880,109,5,34860,38120
20881,109,5,39520,44040
20882,109,5,48190,48970
20883,109,5,50680,83460
20884,109,5,85170,110590
20885,109,5,111890,117390
20886,109,5,123990,128730
20887,109,5,130680,130970
20888,109,5,133450,164260
20889,109,5,167080,168440
20890,109,5,170250,179830
20891,109,5,180960,183330
20892,109,5,184950,189020
20893,109,5,194780,208860
20894,109,5,213970,232990
20895,109,5,234510,235350
20896,109,5,236970,249970
20897,109,5,251020,263360
20898,109,5,265440,307380
20899,109,5,310430,315370
20900,109,5,316740,317240
20901,109,5,327250,331160
20902,109,5,332850,333390
20903,109,5,339680,350350
20904,109,5,353420,358280
20905,109,5,360960,366170
20906,109,5,371240,379040
20907,109,5,381950,390780
20908,109,5,409620,425060
20909,109,5,427060,429710
20910,109,5,439540,440850
20911,109,14,55880,71450
20912,109,14,72500,82200
20913,109,14,84350,84990
20914,109,14,87170,87570
20915,109,14,92630,102300
20916,109,14,131760,133920
20917,109,14,139150,142100
20918,109,21,49380,49690
20919,109,21,51220,57500
20920,109,21,59850,61570
20921,109,21,63030,63180
20922,109,21,64220,65240
20923,109,21,69810,71780
20924,109,27,88010,88170
20925,109,27,89480,90350
20926,109,27,91660,91930
20927,109,27,103190,103240
20928,109,27,106400,106770
20929,109,30,100200,101540
20930,109,30,106620,109830
20931,109,30,111070,112090
20932,109,30,134840,140200
20933,109,37,85240,86360
20934,109,37,100660,102470
20935,109,37,123410,124370
20936,109,53,22840,23230
20937,109,53,26090,26090
20938,109,53,30400,37190
20939,109,61,48340,49790
20940,109,64,40530,42850
20941,109,64,46590,46620
20942,109,64,53600,55500
20943,109,65,12210,12870
20944,109,65,13980,13980
20945,109,65,25460,26120
20946,109,65,29330,29570
20947,109,65,31010,31640
20948,109,68,35040,36420
20949,109,68,41400,43170
20950,109,68,47210,47770
20951,109,72,16390,17140
20952,109,72,18170,18220
20953,109,72,20790,36790
20954,109,72,38120,38400
20955,109,80,36130,37070
20956,109,80,42730,42790
20957,109,87,84020,84810
20958,109,87,89420,97200
20959,109,87,98360,107220
20960,109,87,109760,115620
20961,109,87,117110,138660
20962,109,87,139890,145530
20963,109,87,147070,147380
20964,109,87,148600,149140
20965,109,87,153060,153920
20966,109,87,157830,172270
20967,109,87,176450,179580
20968,109,87,184150,194460
20969,109,87,204430,207920
20970,109,87,213580,216440
20971,109,87,222430,223530
20972,109,87,227720,228500
20973,109,87,229970,231090
20974,109,87,238140,240250
20975,109,87,242290,250170
20976,109,87,252100,290060
20977,109,87,293280,300670
20978,109,87,302110,302490
20979,109,87,304610,331950
20980,109,87,339120,343800
20981,109,87,344950,346950
20982,109,87,350590,358610
20983,109,87,359680,359830
20984,109,87,366820,367330
20985,109,87,369220,370100
20986,109,87,374240,376480
20987,109,87,383660,386190
20988,109,87,389640,424210
20989,109,87,429450,439010
20990,109,87,447440,448100
20991,109,87,460860,460960
20992,109,87,464260,466940
20993,109,87,468590,476430
20994,109,87,478120,484730
20995,109,87,486470,492080
20996,109,87,493650,498220
20997,109,87,504080,512690
20998,109,87,514300,515590
20999,109,87,519160,519290
21000,109,87,520580,521540
21001,109,87,523070,523720
21002,109,87,527160,530040
21003,109,87,533500,534910
21004,109,89,60270,67680
21005,109,89,71130,71600
21006,109,89,171220,172740
21007,109,89,178710,182510
21008,109,89,261780,263370
21009,109,89,265100,265110
21010,109,89,272440,272730
21011,109,89,288670,297510
21012,109,89,300480,302120
21013,109,89,304950,325010
21014,109,89,326700,331740
21015,109,89,339830,345830
21016,109,89,351300,353050
21017,109,89,505480,506210
21018,109,90,22320,45370
21019,109,90,49220,49660
21020,109,90,55930,67390
21021,109,90,73630,76900
21022,109,90,78290,78610
21023,109,90,84720,87770
21024,109,90,109930,111170
21025,109,93,52330,59120
21026,109,93,61380,63410
21027,109,93,68520,72330
21028,109,93,106280,111640
21029,109,93,126930,129380
21030,109,93,140600,142730
21031,109,96,89110,91970
21032,109,96,94080,96710
21033,109,96,98040,99570
21034,109,96,110800,111360
21035,109,96,117240,117690
21036,109,96,127950,138760
21037,109,96,149090,151070
21038,109,96,156520,160060
21039,109,96,193100,196390
21040,109,97,23220,23340
21041,109,97,28850,40080
21042,109,97,43200,44740
21043,109,102,43650,44160
21044,109,102,49480,50940
21045,109,103,87580,88010
21046,109,103,91370,91830
21047,109,103,94050,94250
21048,109,103,95880,106660
21049,109,103,108420,113590
21050,109,103,123520,139880
21051,109,103,143200,144690
21052,109,103,146710,149980
21053,109,103,151390,164500
21054,109,103,166070,166200
21055,109,103,174580,175060
21056,109,103,183310,187100
21057,109,103,189000,191400
21058,109,103,194500,195410
21059,109,104,23540,28150
21060,109,104,53770,55480
21061,109,104,57230,57720
21062,109,104,191780,192560
21063,109,104,193650,203420
21064,109,104,204810,206430
21065,109,107,72580,84870
21066,109,107,108020,126040
21067,109,107,128650,129110
21068,109,107,140150,143730
21069,109,107,170870,171740
21070,109,107,173770,180810
21071,109,108,26410,32460
