Event,Driver,Trip,Starttime,Endtime,Speedingtime
18949,96,77,195960,198840,2890
18950,96,77,211610,216480,3170
18951,96,77,218810,232240,13440
18952,96,77,233380,236180,2810
18953,96,77,241440,245600,4160
18954,96,77,272470,273140,680
18955,96,78,17230,36990,19120
18956,96,78,38850,39530,670
18957,96,78,65890,67070,890
18958,96,78,69450,70820,1380
18959,96,78,76530,77290,370
18960,96,79,29500,42990,13490
18961,96,79,55470,58070,2570
18962,96,79,80680,83760,3090
18963,96,79,92450,93010,20
18964,96,80,19040,46700,26780
18965,96,80,47940,49440,990
18966,96,80,57960,97030,39080
18967,96,80,99650,170740,70340
18968,96,80,173890,209670,35790
18969,96,80,211410,212280,880
18970,96,80,215060,238620,23460
18971,96,80,244880,255410,9830
18972,96,83,24490,25380,900
18973,96,83,26510,26830,320
18974,96,83,37210,37490,120
18975,96,83,40220,47760,7550
18976,96,83,50470,64660,12710
18977,96,83,76250,82300,6030
18978,96,83,89520,90700,1170
18979,96,83,104660,105040,370
18980,96,83,143220,143940,710
18981,96,83,146480,160060,12900
18982,96,83,161080,186750,25050
18983,96,83,194420,197440,2320
18984,96,83,203370,206870,2890
18985,96,83,207960,214610,5780
18986,96,83,217360,225950,7290
18987,96,83,227910,228430,530
18988,96,83,234530,248970,14430
18989,96,83,250690,254220,3540
18990,96,84,18260,35720,17450
18991,96,84,38400,38900,510
18992,96,84,41120,41690,540
18993,96,84,42990,49670,6450
18994,96,84,62150,67110,4960
18995,96,85,20350,23500,2140
18996,96,85,56650,62170,4330
18997,96,85,64010,64380,360
18998,96,85,66560,72520,5970
18999,96,86,16700,54410,34070
19000,96,86,61040,118020,55870
19001,96,86,119020,134220,14510
19002,96,86,139630,178000,38230
19003,96,86,179190,184440,4150
19004,96,86,187480,188110,640
19005,96,86,190180,197980,7170
19006,96,86,202420,206180,3770
19007,96,86,219730,243930,20390
19008,96,86,247580,248130,530
19009,96,86,253600,263520,9930
19010,96,86,270070,271010,930
19011,96,87,45600,47590,2000
19012,96,87,60120,60240,110
19013,96,87,61290,65750,4450
19014,96,87,70360,75060,4710
19015,96,87,79310,157870,78220
19016,96,87,159740,162320,2230
19017,96,87,167760,167900,140
19018,96,87,172640,173030,400
19019,96,87,177400,199580,21620
19020,96,87,202230,255880,52920
19021,96,87,262570,270000,7440
19022,96,87,279390,283210,2230
19023,96,88,14710,27960,13240
19024,96,88,34880,35960,1090
19025,96,88,43060,43960,910
19026,96,88,65800,72820,5680
19027,96,88,76840,89190,12350
19028,96,88,98020,98190,180
19029,96,88,99330,99780,460
19030,96,88,103240,116450,11330
19031,96,88,118710,139300,19950
19032,96,88,153000,170100,16570
19033,96,88,171710,189430,17710
19034,96,88,190840,202080,9570
19035,96,88,205400,206150,750
19036,96,88,207620,208730,1120
19037,96,89,14520,14920,390
19038,96,89,17070,19100,2030
19039,96,89,20270,21010,590
19040,96,89,29440,36130,5830
19041,96,89,40870,47100,6150
19042,96,89,100480,101860,1390
19043,96,89,103120,116730,13140
19044,96,89,118100,121000,2910
19045,96,89,122710,129380,5680
19046,96,89,131700,133170,1480
19047,96,89,134210,135190,990
19048,96,89,136270,138910,2650
19049,96,89,141600,148650,7060
19050,96,89,151410,169190,17340
19051,96,89,172570,190260,17050
19052,96,89,191420,243520,51980
19053,96,89,244710,267250,21680
19054,96,89,268260,272390,4130
19055,96,89,275680,305350,28230
19056,96,89,310980,311670,700
19057,96,91,14030,15800,1460
19058,96,91,35360,41600,5200
19059,96,91,48960,52720,3770
19060,96,91,60250,61470,1120
19061,96,91,63060,66180,3130
19062,96,94,24800,27390,2240
19063,96,94,37100,37430,310
19064,96,94,41200,66850,23460
19065,96,94,69260,72190,2940
19066,96,97,26380,31500,5030
19067,96,97,32880,34990,2120
19068,96,97,65620,73750,7860
19069,96,97,75840,128670,52410
19070,96,97,154350,190550,36210
19071,96,97,193580,205150,11570
19072,96,97,236840,241870,5000
19073,96,97,243030,243480,460
19074,96,97,252400,257810,5360
19075,96,97,262330,268760,5690
19076,96,127,25730,26260,530
19077,96,127,29200,35930,6580
19078,96,127,41200,52510,9400
19079,96,127,66920,104290,37380
19080,96,127,105520,141530,36020
19081,96,127,143000,225460,79500
19082,96,127,231660,243460,11390
19083,96,127,250940,253090,1240
19084,96,127,258270,261990,3730
19085,96,128,16490,21950,4570
19086,96,128,23040,49840,26810
19087,96,128,57710,136640,77100
19088,96,128,143340,154250,9590
19089,96,128,155660,181160,25510
19090,96,128,190390,198190,7800
19091,96,128,199800,228640,27010
19092,96,128,234300,235260,970
19093,96,128,240230,241840,1620
19094,96,128,251270,251520,260
19095,96,128,265450,266860,1420
19096,96,129,10950,13910,2970
19097,96,129,22240,29910,6230
19098,96,129,35670,44960,8370
19099,96,129,47150,49210,2060
19100,96,129,51320,62620,10890
19101,96,129,64400,69990,4190
19102,96,129,73650,84380,10340
19103,96,129,94150,94310,150
