Event,Driver,Trip,Starttime,Endtime,Speedingtime
5412,27,38,82320,83160,850
5413,27,39,66390,68890,2490
5414,27,39,69990,70430,430
5415,27,39,71440,74910,3090
5416,27,39,81990,82130,120
5417,27,39,87350,90970,3620
5418,27,39,95900,106400,10510
5419,27,39,113600,116320,2690
5420,27,39,117570,123680,5060
5421,27,39,128170,136770,6780
5422,27,39,138260,144080,5000
5423,27,39,147850,148250,400
5424,27,39,149720,151190,1180
5425,27,39,153350,154020,650
5426,27,39,158120,159920,1650
5427,27,39,170860,172310,970
5428,27,39,173350,175590,1710
5429,27,39,184600,184730,140
5430,27,39,187390,188060,640
5431,27,39,189570,190550,940
5432,27,42,24190,27200,3010
5433,27,42,28960,30010,570
5434,27,42,32260,41670,9400
5435,27,42,44100,47350,3260
5436,27,42,57760,59760,2010
5437,27,42,67280,72190,4910
5438,27,42,75710,78100,2390
5439,27,42,84780,84780,10
5440,27,43,59360,59960,610
5441,27,43,61600,71560,9330
5442,27,43,73670,83440,9210
5443,27,43,85390,87540,1570
5444,27,43,91040,99770,8140
5445,27,43,143450,143770,310
5446,27,43,178310,184800,6240
5447,27,43,205340,205370,30
5448,27,44,12510,13320,820
5449,27,44,22390,23360,970
5450,27,44,30370,30680,270
5451,27,44,32770,37560,4530
5452,27,44,66570,68450,1760
5453,27,44,69720,78450,8560
5454,27,44,84830,99000,12710
5455,27,44,100510,112100,9830
5456,27,44,114370,131850,16920
5457,27,44,147150,147660,500
5458,27,44,149770,155600,5240
5459,27,44,159010,165630,6610
5460,27,44,168540,174170,5640
5461,27,46,65250,79350,13670
5462,27,46,81690,90610,8930
5463,27,46,92450,157670,63280
5464,27,46,168470,169880,1420
5465,27,46,174770,176560,1570
5466,27,46,178110,178280,170
5467,27,46,184670,187650,2360
5468,27,46,190040,192310,2280
5469,27,47,25040,32820,7510
5470,27,48,51300,62720,11080
5471,27,48,68320,70100,1790
5472,27,48,87320,88890,1580
5473,27,48,92440,97530,5100
5474,27,48,100350,105830,4680
5475,27,49,72280,83370,9360
5476,27,49,88120,90730,2610
5477,27,49,92930,95180,2260
5478,27,49,96960,97510,540
5479,27,49,98820,101230,2420
5480,27,49,102700,105290,1520
5481,27,49,106460,122490,15530
5482,27,49,123730,126080,1460
5483,27,49,127520,132310,4480
5484,27,49,135050,137620,2580
5485,27,49,139650,146540,6710
5486,27,49,147750,154530,6230
5487,27,49,156150,159300,2840
5488,27,49,161000,164250,3240
5489,27,49,186100,193000,5710
5490,27,49,197670,197710,50
5491,27,50,58340,80180,21850
5492,27,50,92560,98310,5160
5493,27,50,130520,133290,2770
5494,27,50,134400,134580,140
5495,27,50,145440,163920,18490
5496,27,50,167430,168240,800
5497,27,50,171160,177660,5280
5498,27,51,66050,71270,4600
5499,27,51,87560,108640,19840
5500,27,51,111870,122450,10540
5501,27,51,127030,154160,26540
5502,27,51,158230,161170,2950
5503,27,51,175150,175680,540
5504,27,51,177060,177170,110
5505,27,51,184050,184490,450
5506,27,51,185630,186600,980
5507,27,53,52680,53180,510
5508,27,53,58650,59060,420
5509,27,53,65460,71200,4910
5510,27,53,72490,73150,670
5511,27,53,75660,81920,6220
5512,27,53,84680,95700,11030
5513,27,54,8920,40520,30570
5514,27,55,75040,79730,3730
5515,27,55,80810,81110,310
5516,27,55,83270,91600,7380
5517,27,55,102330,104750,2400
5518,27,55,144860,161790,16200
5519,27,55,168020,168450,430
5520,27,55,172940,175330,2380
5521,27,56,35580,37510,1940
5522,27,56,40550,46910,6070
5523,27,56,49220,63170,13140
5524,27,56,70960,75330,4080
5525,27,56,78620,79310,700
5526,27,56,112510,112880,380
5527,27,56,116740,127360,9940
5528,27,56,140540,155680,12680
5529,27,57,70630,82050,10830
5530,27,57,84680,104900,20220
5531,27,57,131300,132510,1220
5532,27,57,143070,151790,8730
5533,27,57,205930,222580,16080
5534,27,57,225080,227430,2360
5535,27,57,228780,229030,250
5536,27,57,232780,233720,950
5537,27,58,61870,63670,950
5538,27,58,86920,86920,10
5539,27,58,128200,128990,710
5540,27,58,130100,130580,400
5541,27,59,15230,22540,7300
5542,27,59,24040,40130,14670
5543,27,59,42050,51900,9000
5544,27,60,58390,61180,2750
5545,27,60,62420,69820,6330
5546,27,60,72930,73020,40
5547,27,60,74040,99480,22910
5548,27,60,132950,136710,3770
5549,27,60,138550,141840,2800
5550,27,60,142850,155530,12130
5551,27,60,159360,159560,210
5552,27,60,166260,172840,4450
5553,27,61,35810,36960,1150
5554,27,61,54880,55660,790
5555,27,61,80310,83360,2690
5556,27,61,121850,122320,480
5557,27,61,123600,125010,510
5558,27,61,126750,129050,2120
5559,27,62,41020,42720,1710
5560,27,62,61850,62190,330
5561,27,62,63380,63590,150
5562,27,62,70720,72030,1320
5563,27,62,78400,83310,4910
5564,27,62,84750,94890,9940
5565,27,65,293350,295150,1810
5566,27,65,307930,309930,1940
5567,27,65,312710,312890,150
5568,27,65,318580,322440,3870
5569,27,65,324330,324720,400
5570,27,65,326400,327050,660
5571,27,65,329700,334660,4070
5572,27,65,335830,336090,270
5573,27,65,338400,346780,7970
5574,27,65,350000,354720,4730
5575,27,65,358790,362150,3350
5576,27,65,364710,368110,3400
5577,27,65,375050,377590,2550
5578,27,65,383920,384350,430
5579,27,65,386000,386400,380
5580,27,65,387460,387670,220
5581,27,65,390030,390530,490
5582,27,65,392280,394670,2390
5583,27,69,61030,61720,570
5584,27,69,63070,64100,1030
5585,27,69,68190,73520,5190
5586,27,69,75140,75800,670
5587,27,69,77400,91590,13380
5588,27,69,93060,93780,720
5589,27,69,95560,96790,1230
5590,27,69,98050,101770,3720
5591,27,69,133700,134520,830
5592,27,69,136510,136580,30
5593,27,69,137710,140310,2590
5594,27,69,142910,143000,100
5595,27,69,144430,144470,30
5596,27,69,146940,153420,5810
5597,27,69,157360,167890,8980
5598,27,69,169070,177110,6640
5599,27,70,47870,52050,3690
5600,27,70,55580,65750,10180
5601,27,70,75060,78180,3110
5602,27,70,113670,113910,230
5603,27,70,115240,116130,890
5604,27,70,117180,117930,760
5605,27,70,121030,122500,1350
5606,27,70,123770,125900,2100
5607,27,70,129630,141620,11770
5608,27,70,143380,145000,1600
5609,27,70,149900,150350,460
5610,27,70,153130,155260,2130
5611,27,71,62970,66430,3420
5612,27,71,68640,73090,4430
5613,27,71,77380,93000,15240
5614,27,71,101120,104640,3170
5615,27,71,137160,144040,4900
5616,27,71,153420,153680,270
5617,27,71,156100,168320,11930
5618,27,71,171130,173170,1690
5619,27,71,175020,175120,80
5620,27,74,35430,41750,5340
5621,27,76,13400,16820,2890
5622,27,76,25250,28490,2790
5623,27,76,33610,36850,3240
5624,27,76,38150,38530,390
5625,27,76,40480,50550,8050
5626,27,76,52330,52530,160
5627,27,77,70210,70500,230
5628,27,77,72070,74890,2800
5629,27,77,79770,91410,10900
5630,27,77,93250,93310,20
5631,27,77,97020,97190,180
5632,27,77,99440,102130,2640
5633,27,77,193230,194220,1000
5634,27,77,195370,203080,7720
5635,27,78,40910,48530,7620
5636,27,78,50210,66630,16390
5637,27,78,67640,72430,4330
5638,27,78,73440,73440,10
5639,27,78,105550,106550,970
5640,27,78,110650,112160,1520
5641,27,78,113270,128350,11990
5642,27,78,130940,143880,10740
5643,27,78,147540,152720,5060
5644,27,79,58930,78630,17630
5645,27,79,81990,89750,6970
5646,27,79,99420,99930,500
5647,27,79,134830,134900,50
5648,27,79,136810,138760,1960
5649,27,79,139860,154170,13430
5650,27,79,155900,164790,8900
5651,27,79,167410,173780,4520
5652,27,79,177210,177400,110
5653,27,82,24500,28140,2460
5654,27,82,43190,50360,5930
5655,27,82,52250,52870,630
5656,27,82,96010,98750,2130
5657,27,82,108650,116110,5710
5658,27,82,117220,130030,11890
5659,27,82,136320,136650,310
5660,27,82,149710,149790,90
5661,27,83,50920,59990,9060
5662,27,83,61710,67000,4720
5663,27,83,69510,80230,10720
5664,27,83,98950,99080,110
5665,27,83,130520,134780,4260
5666,27,83,135840,137850,1660
5667,27,83,141190,161820,20360
5668,27,84,66360,68150,1800
5669,27,84,73000,78780,5590
5670,27,84,83480,85080,1510
5671,27,84,88640,97190,8390
5672,27,84,98730,99600,880
5673,27,84,101430,105050,3570
5674,27,84,148970,153620,4270
5675,27,84,154770,178900,22370
5676,27,85,49060,53920,3730
5677,27,85,56200,56200,10
5678,27,85,57780,65920,8140
5679,27,85,67420,68300,890
5680,27,85,73600,81860,6980
5681,27,85,127200,129210,2020
5682,27,85,132780,138390,5610
5683,27,85,140980,142200,1230
5684,27,85,144120,150610,5730
5685,27,85,152290,168430,16140
5686,28,1,40080,40080,10
5687,28,1,69170,72090,2900
5688,28,1,83150,84770,1630
5689,28,1,124950,125700,760
5690,28,4,63010,63240,230
5691,28,13,162320,162680,370
5692,28,14,52940,54700,1760
5693,28,14,61670,62530,870
5694,28,14,66080,67590,610
5695,28,14,75210,75420,200
5696,28,14,97130,97180,50
5697,28,19,53450,57150,2710
5698,28,21,62280,63320,1050
5699,28,21,99730,100220,500
5700,28,23,70770,70940,170
5701,28,24,66570,69430,2390
5702,28,24,102650,103500,840
5703,28,27,54430,54970,550
5704,28,27,57050,57120,70
5705,28,27,71120,71540,430
5706,28,35,62020,62670,650
5707,28,35,77080,79740,2660
5708,28,38,52440,52560,90
5709,28,38,94060,94060,10
5710,28,42,78760,82340,2680
5711,28,42,85870,88990,2450
5712,28,42,92990,95650,1790
5713,28,54,38390,41100,950
5714,28,54,87610,90350,2750
5715,28,54,91760,92070,300
5716,28,55,51240,52320,1010
5717,28,55,54470,54870,410
5718,28,55,57590,58980,940
5719,28,55,61100,61190,100
5720,28,55,67650,67770,120
5721,28,55,102100,102520,430
5722,28,57,97910,99160,1030
5723,28,57,100420,102880,2470
5724,28,61,78240,80400,1520
5725,28,61,83600,83630,40
5726,28,64,49610,52360,2760
5727,28,64,69860,70080,190
5728,28,64,74510,75450,890
5729,28,71,61720,63090,400
5730,28,71,64510,66440,1850
5731,28,71,67500,68830,380
5732,28,71,70640,71070,140
5733,28,71,72280,72350,20
5734,28,71,75940,76230,300
5735,28,72,258940,260560,1360
5736,28,74,33500,36530,2390
5737,28,74,38590,38590,10
5738,28,74,53830,53830,10
5739,28,74,56040,56720,620
5740,28,74,69500,69500,10
5741,28,74,70650,71000,350
5742,28,74,88430,88880,450
5743,28,74,93920,94220,300
5744,28,76,104850,106590,1050
5745,28,76,108610,110050,1420
5746,28,76,112820,113690,880
5747,28,76,114870,115140,160
5748,28,76,117110,117550,410
5749,28,76,120350,120440,50
5750,28,78,132100,132270,160
5751,28,84,32730,33850,400
5752,28,84,44100,44290,190
5753,28,84,45660,46670,1010
5754,28,85,86460,86460,10
5755,28,85,93450,93860,420
5756,28,87,65200,102520,33010
5757,28,89,96690,98020,1020
5758,28,89,102620,103020,410
5759,28,93,103860,107860,4010
5760,28,93,116710,116710,10
5761,28,94,48760,49430,630
5762,28,94,55290,55880,580
5763,28,94,71330,71400,70
5764,28,94,72800,74160,1370
5765,28,94,208740,212030,3300
5766,28,94,214200,214340,120
5767,28,102,31770,33980,2220
5768,28,102,35720,36100,370
5769,28,105,31610,32860,1260
5770,28,106,34510,34680,160
5771,28,112,81890,83220,1330
5772,28,115,37530,38030,510
5773,28,117,67060,67220,110
5774,28,118,85190,87470,2230
5775,28,118,92760,93070,310
5776,28,120,38850,39750,910
5777,28,125,49540,53420,3890
5778,28,125,55690,61470,5640
5779,28,125,64290,64450,150
5780,28,125,65740,68330,1490
5781,28,128,96520,96790,270
5782,28,136,43310,44750,1060
5783,28,136,58310,58360,60
5784,28,136,74920,77120,1660
5785,28,136,78370,82050,3660
5786,28,150,14760,15040,280
5787,28,150,16240,16500,270
5788,28,150,18900,20350,1450
5789,28,164,74600,76010,1410
5790,28,168,203990,205980,1980
5791,28,168,250880,252520,1540
5792,28,168,253530,254950,1410
5793,28,169,67330,71110,3790
5794,28,169,76160,78170,2010
5795,28,173,130790,131190,390
5796,28,174,20900,24170,2110
5797,28,174,34150,34370,180
5798,28,174,55010,55240,200
5799,28,177,55730,57570,1840
5800,28,177,59000,60020,960
5801,29,2,47690,49750,2060
5802,29,2,54430,62540,7840
5803,29,2,76460,76660,210
5804,29,2,77900,81420,2520
5805,29,2,100490,102230,1730
5806,29,2,105560,111160,5590
5807,29,2,115540,116050,520
5808,29,2,118020,118550,510
5809,29,2,125670,126540,860
5810,29,2,129320,139740,9390
5811,29,2,152320,153860,1550
5812,29,2,170600,176900,4960
5813,29,2,178020,178070,60
5814,29,2,180000,182750,2760
5815,29,2,197640,199010,430
5816,29,2,201790,203290,1500
5817,29,2,206360,207390,1040
5818,29,2,209060,216520,6870
5819,29,2,219240,219520,290
5820,29,2,248760,266340,16820
5821,29,2,271940,272460,530
5822,29,2,274380,276580,2210
5823,29,2,279000,296260,17260
5824,29,2,298450,298940,480
5825,29,2,302570,304630,1080
5826,29,3,155020,159530,4520
5827,29,3,172770,178270,5440
5828,29,3,181310,184580,2950
5829,29,3,185710,186360,540
5830,29,3,190990,191530,540
5831,29,3,198080,208510,8990
5832,29,3,210390,210700,210
5833,29,3,217640,221600,3970
5834,29,3,223330,224100,780
5835,29,4,112760,113910,1150
5836,29,4,116390,119850,3460
5837,29,4,120890,122280,1370
5838,29,4,127720,138250,10070
5839,29,4,145980,152230,6260
5840,29,4,164370,164960,600
5841,29,4,167730,169780,2060
5842,29,4,171790,174500,2700
5843,29,4,175940,182710,6780
5844,29,4,441150,442590,1450
5845,29,4,526940,527600,660
5846,29,4,530880,533470,2540
5847,29,4,541620,545930,4180
5848,29,4,549880,552400,2530
5849,29,4,564600,568370,2390
5850,29,4,574350,574670,330
5851,29,4,592960,594840,1890
5852,29,6,8050,9200,1130
5853,29,7,35210,36690,1400
5854,29,13,57150,57500,350
5855,29,13,62180,65940,3770
5856,29,13,67060,67350,300
5857,29,13,70420,73350,2910
5858,29,13,77010,77860,850
5859,29,13,85690,92390,5970
5860,29,13,95000,101170,6160
5861,29,13,107970,108280,320
5862,29,13,112170,144050,31080
5863,29,13,147720,148270,560
5864,29,13,150070,155670,5610
5865,29,13,159560,186110,25520
5866,29,13,192910,204580,11680
5867,29,16,216690,221430,4750
5868,29,16,277100,277920,830
5869,29,16,280050,281740,1410
5870,29,16,282840,288550,5170
5871,29,16,292400,295250,2630
5872,29,16,299390,299660,270
5873,29,16,318740,319650,150
5874,29,16,320690,321230,540
5875,29,16,340310,357930,17110
5876,29,16,366510,366840,330
5877,29,16,374380,384240,9420
5878,29,21,188840,188920,50
5879,29,21,194580,195580,1010
5880,29,21,198470,200240,1780
5881,29,21,201820,202330,520
5882,29,21,205180,212250,7080
5883,29,21,215110,219870,4410
5884,29,21,223640,225160,1520
5885,29,23,71760,84420,12670
5886,29,46,40130,45510,5370
5887,29,46,47750,58860,11120
5888,29,46,60250,62850,2610
5889,29,46,72900,80480,7590
5890,29,48,25530,28040,2520
5891,29,48,30180,38030,6330
5892,29,48,43900,46180,2280
5893,29,54,40340,77960,37630
5894,29,54,79930,101570,21210
5895,29,54,102860,174170,70000
5896,29,54,176630,177330,700
5897,29,54,179330,179910,570
5898,29,54,277670,292550,13420
5899,29,54,293620,300540,5890
5900,29,54,303150,306960,3110
5901,29,54,310370,310750,390
5902,29,54,326930,329410,1630
5903,29,54,336800,337690,900
5904,29,54,340680,341000,330
5905,29,54,343040,352180,8990
5906,29,54,353230,356470,2710
5907,29,54,359770,382520,19470
5908,29,54,386310,388840,2540
5909,29,54,390250,396720,6480
5910,29,54,397730,405280,6850
5911,29,54,410110,416390,6210
5912,29,54,417680,422150,4300
5913,29,54,428500,429200,710
5914,29,54,445650,446610,970
5915,29,59,45820,51430,5610
5916,29,59,52970,54790,1830
5917,29,59,97210,97270,60
5918,29,59,114540,121580,6780
5919,29,59,144470,147340,2880
5920,29,59,154700,159530,4840
5921,29,59,170200,175930,4600
5922,29,59,184440,185470,1020
5923,29,59,190060,192320,2270
5924,29,59,219530,220140,620
5925,29,59,232040,233790,1760
5926,29,59,235990,236320,340
5927,29,59,264810,270740,5910
5928,29,59,275560,275960,410
5929,29,59,277550,291790,13540
5930,29,59,301940,307860,5920
5931,29,59,309190,309360,40
5932,29,59,311270,364540,52910
5933,29,59,370900,380140,9230
5934,29,59,394110,402350,8250
5935,29,59,404150,404860,720
5936,29,62,159280,293680,133430
5937,29,63,18380,80940,53910
5938,29,63,81960,84450,2380
5939,29,63,85450,102670,14140
5940,29,63,107150,107820,680
5941,29,63,109610,110630,1030
5942,29,64,20950,22480,1540
5943,29,64,50760,51930,1180
5944,29,64,59760,83210,20870
5945,29,64,84780,85600,820
5946,29,64,88030,90210,2080
5947,29,64,91410,91780,370
5948,29,64,108750,110100,1350
5949,29,64,115590,121320,4800
5950,29,64,133660,136810,3100
5951,29,64,141830,147110,5290
5952,29,64,152940,158630,5680
5953,29,64,178130,179400,1240
5954,29,64,180440,180720,290
5955,29,64,181810,186800,5000
5956,29,64,192670,192820,160
5957,29,64,206520,211450,4880
5958,29,64,228150,228970,820
5959,29,64,230690,239410,7960
5960,29,64,244820,252690,7880
5961,29,64,262770,294170,30040
5962,29,64,296660,326310,28200
5963,29,64,328240,329220,980
5964,29,64,330260,353800,21790
5965,29,64,354940,356900,1970
5966,29,64,358320,359850,1540
5967,29,64,364650,369960,4290
5968,29,64,371090,385590,14440
5969,29,68,22280,36840,14570
5970,29,68,38190,41880,3700
5971,29,68,43630,71430,26240
5972,29,68,75130,82750,6540
5973,29,68,86520,88630,1430
5974,29,68,98510,98940,440
5975,29,68,109930,119290,9370
5976,29,68,120940,121630,670
5977,29,68,124100,133230,9100
5978,29,68,135870,136260,380
5979,29,68,139520,143270,3760
5980,29,69,61500,66220,4730
5981,29,69,68320,69590,1280
5982,29,69,74170,87790,13340
5983,29,69,131530,131910,390
5984,29,69,158060,158290,240
5985,29,69,172460,179760,7140
5986,29,85,69690,144140,72490
5987,29,85,149470,150360,850
5988,29,85,153930,156180,2240
5989,29,85,157270,160670,3410
5990,29,85,161980,212680,50170
5991,29,85,331060,331450,400
5992,29,85,345270,346330,1060
5993,29,85,439730,439800,50
5994,29,85,446140,446460,320
5995,29,85,450470,450500,40
5996,29,85,452460,452530,20
5997,29,85,477460,477460,10
5998,29,85,497290,497890,610
5999,29,85,505450,506700,1260
6000,29,85,511490,511940,460
6001,29,85,536860,542860,5990
6002,29,85,547940,548000,30
6003,29,85,564400,572010,7230
6004,29,85,574310,574420,120
6005,29,85,659660,660020,360
6006,29,85,672710,673860,1160
6007,29,85,683180,683310,120
6008,29,85,685810,686050,200
6009,29,85,688350,691500,2600
6010,29,85,809310,812630,3310
6011,29,85,814130,822720,8580
6012,29,85,831190,833230,2050
6013,29,85,856680,856840,160
6014,29,85,867840,868160,330
6015,29,85,873340,874460,1110
6016,29,85,879320,883250,3450
6017,29,85,884280,884830,560
6018,29,85,887740,888420,690
6019,29,85,896060,904140,8090
6020,29,85,907440,909420,1990
6021,29,86,13660,14300,650
6022,29,86,16490,19510,3010
6023,29,86,27380,33340,5970
6024,29,86,35580,36140,460
6025,29,86,40520,40670,100
6026,29,86,45670,45750,50
6027,29,86,48110,48170,50
6028,29,86,53010,53010,10
6029,29,86,57110,58450,520
6030,29,86,62700,62700,10
6031,29,86,75760,76050,180
6032,29,86,79380,79700,270
6033,29,86,85710,85890,80
6034,29,86,88960,89250,270
6035,29,86,93900,94030,140
6036,29,86,100510,105020,4160
6037,29,86,108560,110200,1650
6038,29,86,119640,129250,9610
6039,29,86,173270,177280,4020
6040,29,86,179380,181130,1740
6041,29,86,202260,207100,4350
6042,29,86,212050,213430,1370
6043,29,86,239050,240360,1320
6044,29,86,241610,242090,490
6045,29,86,251550,256330,4070
6046,29,86,259600,259850,250
6047,29,86,316150,316380,240
6048,29,86,318160,320020,1870
6049,29,86,323380,329450,5860
6050,29,86,332700,333280,580
6051,29,86,335900,345440,9540
6052,29,86,446950,447150,200
6053,29,86,474010,475000,1000
6054,29,86,490920,495050,4140
6055,29,86,499450,523810,23240
6056,29,86,526170,554090,27640
6057,29,86,557090,570630,13550
6058,29,86,574190,576700,2520
6059,29,86,584990,586060,1060
6060,29,86,589570,599350,9000
6061,29,86,600670,622110,21450
6062,29,87,6660,9390,2730
6063,29,87,11810,13530,1380
6064,29,87,68890,71700,2820
6065,29,87,78980,81520,2540
6066,29,87,84890,87800,2900
6067,29,87,92260,92340,50
6068,29,87,106660,108250,1570
6069,29,87,118210,119910,1680
6070,29,87,123590,124930,1350
6071,29,87,136490,140180,3580
6072,29,87,145820,146700,890
6073,29,87,148140,151050,2730
6074,29,87,172390,173330,830
6075,29,87,199470,199940,400
6076,29,87,218090,218510,430
6077,29,87,232380,234290,1920
6078,29,87,240280,241460,1190
6079,29,87,243760,245840,2080
6080,29,87,262330,280680,17810
6081,29,87,282250,288110,3920
6082,29,87,303240,309500,5520
6083,29,87,313870,314590,730
6084,29,87,318940,319210,280
6085,29,87,321880,322450,580
6086,29,91,15180,16020,850
6087,29,91,17290,19910,2630
6088,29,91,21760,22650,900
6089,29,91,23730,25170,1450
6090,29,91,29480,30470,1000
6091,29,91,38910,43720,4440
6092,29,91,83570,84630,1040
6093,29,91,89170,98280,9090
6094,29,91,100010,104710,3910
6095,29,91,106330,111360,3670
6096,29,91,112700,113880,1180
6097,29,91,128330,136200,7880
6098,29,91,139390,140090,710
6099,29,91,141250,141400,60
6100,29,91,161010,166000,5000
6101,29,91,170280,171120,850
6102,29,91,173050,176520,3480
6103,29,91,180250,180770,490
6104,29,92,154070,156080,2020
6105,29,92,173350,181500,7620
6106,29,92,184290,184930,550
6107,29,92,186280,192840,6570
6108,29,92,209230,213990,4770
6109,29,92,215420,219010,3200
6110,29,92,220470,221960,1490
6111,29,93,24950,25270,320
6112,29,101,21720,53500,31790
6113,29,101,55960,56030,60
6114,29,101,57060,68920,11870
6115,29,101,73160,74180,1030
6116,29,101,83450,86170,2720
6117,29,101,98400,112780,14340
6118,29,101,114410,143260,27670
6119,29,101,144440,144900,470
6120,29,101,146900,150730,3560
6121,29,101,152440,156230,3160
6122,29,101,171170,174260,3100
6123,29,101,179380,180850,1480
6124,29,101,186430,187850,1430
6125,29,105,44030,46190,2160
6126,29,105,49710,55330,4060
6127,29,105,56380,56860,430
6128,29,105,57880,61630,2450
6129,29,105,79290,83020,3710
6130,29,105,95640,95640,10
6131,29,105,101420,104000,2580
6132,29,105,110220,110560,350
6133,29,105,127000,129660,2660
6134,29,105,131630,135860,4240
6135,29,105,139370,140470,1110
6136,29,105,142520,162420,18420
6137,29,105,163990,168070,4090
6138,29,105,173950,174610,670
6139,29,105,182530,191150,8630
6140,29,105,192400,198820,6430
6141,29,105,210720,214130,3420
6142,29,107,41270,65360,23830
6143,29,107,71460,72880,1420
6144,29,107,75520,77110,1600
6145,29,107,78870,89280,10260
6146,29,107,96480,97130,540
6147,29,107,99340,108020,8680
6148,29,107,111170,115030,3870
6149,29,107,116050,119860,3820
6150,29,107,121970,129550,7580
6151,29,107,131050,136920,5600
6152,29,107,140450,141350,910
6153,29,107,146860,175380,28520
6154,29,107,177540,177830,300
6155,29,107,185450,204680,18580
6156,29,107,208380,210450,1310
6157,29,117,22860,25460,2600
6158,29,117,45470,48940,3460
6159,29,117,55660,59240,3550
6160,29,117,64540,65310,680
6161,29,117,67010,67670,670
6162,29,118,18890,67170,46580
6163,29,118,80380,82970,2600
6164,29,118,85910,86080,180
6165,29,118,87990,168610,71410
6166,29,118,170490,170870,390
6167,29,118,176750,194260,17520
6168,29,118,265040,295730,30350
6169,29,118,341210,416420,74970
6170,29,118,417550,427110,9560
6171,29,118,428670,431140,2480
6172,29,118,432810,438750,5950
6173,29,118,445740,453650,7820
6174,29,118,456430,456430,10
6175,29,118,458260,458930,680
6176,29,119,18070,20530,2470
6177,29,119,25810,44410,18610
6178,29,119,175150,176120,960
6179,29,119,180350,181670,1330
6180,29,119,193170,194350,760
6181,29,119,198050,198380,340
6182,29,119,199570,200320,750
6183,29,119,208440,210510,2050
6184,29,119,402530,404070,1550
6185,29,119,406550,407880,1040
6186,29,119,410960,413490,2030
6187,29,119,492170,494790,2630
6188,29,119,497350,500320,2550
6189,29,119,508590,510910,1320
6190,29,119,512660,516430,3780
6191,29,119,539750,544000,4260
6192,29,119,545520,549870,3400
6193,29,119,551170,555830,3810
6194,29,119,557070,557920,860
6195,29,119,559420,560280,840
6196,29,119,569880,571520,1640
6197,29,119,574100,583470,7860
6198,29,119,584710,586320,1620
6199,29,119,609000,610230,1090
6200,29,119,612020,614330,2290
6201,29,119,619110,622070,2200
6202,29,119,624180,624880,710
6203,29,119,638960,642720,3770
6204,29,119,651920,666300,14390
6205,29,119,668840,679730,10360
6206,29,119,681880,686010,4140
6207,29,119,688510,705110,16060
6208,29,119,711150,721350,9380
6209,29,119,724260,724960,710
6210,29,119,726200,726800,610
6211,29,119,728850,739210,9770
6212,29,119,740900,742310,1420
6213,29,119,771750,774150,2410
6214,29,119,777500,780840,3340
6215,29,119,782240,788680,6450
6216,29,119,791690,794270,2310
6217,29,119,798570,799250,40
6218,29,119,805330,806040,720
6219,29,119,816830,820110,3290
6220,29,119,825560,864250,37220
6221,29,119,868570,874020,5460
6222,29,119,877030,878240,1210
6223,29,119,888410,888840,420
6224,29,119,900530,901460,930
6225,29,119,902620,903860,1250
6226,29,119,905130,905320,200
6227,29,119,923560,924890,1340
6228,29,119,928600,939210,10270
6229,29,119,942030,957870,13710
6230,29,119,961660,971620,9480
6231,29,119,975160,976350,1200
6232,29,119,990360,991830,1470
6233,29,119,1012280,1013470,1200
6234,29,119,1020070,1024410,4350
6235,29,119,1026250,1028450,2210
6236,29,119,1033130,1035600,1780
6237,29,119,1057540,1066050,7380
6238,29,119,1070970,1072950,1970
6239,29,119,1079150,1080050,910
6240,29,119,1098980,1101930,2270
6241,29,119,1110750,1111400,600
6242,29,119,1121730,1123170,1430
6243,29,119,1130120,1136000,5890
6244,29,119,1138380,1155530,14540
6245,29,119,1158950,1172300,13330
6246,29,119,1173470,1185580,10340
6247,29,119,1190230,1198110,7880
6248,29,119,1201300,1202290,1000
6249,29,119,1215670,1217720,2060
6250,29,119,1224950,1235210,9460
6251,29,119,1238130,1243940,5820
6252,29,119,1256140,1257360,760
6253,29,119,1259770,1262110,2350
6254,29,119,1269660,1273300,3100
6255,29,119,1274480,1274590,120
6256,29,147,33060,39420,6370
6257,29,147,40420,52330,11660
6258,29,147,55000,59110,3150
6259,29,147,60160,63080,2930
6260,29,148,12800,16340,3540
6261,29,148,31840,33250,1420
6262,29,148,35160,39850,4700
6263,29,156,78930,97710,18380
6264,29,156,101910,103540,1640
6265,29,168,168280,170140,1850
6266,29,168,173660,178800,5150
6267,29,168,188290,188860,530
6268,29,168,190690,191690,1000
6269,29,168,193200,194050,860
6270,29,168,202410,208610,6210
6271,29,168,210290,210430,150
6272,29,168,219600,221350,1750
6273,29,168,223760,230180,6430
6274,29,169,190310,193140,2030
6275,29,202,30510,30870,360
6276,29,202,52830,57310,3440
6277,29,202,64690,67910,3200
6278,29,202,78940,82280,3330
6279,29,203,29580,33670,4090
6280,29,203,40880,42650,1780
6281,29,203,45750,47970,2230
6282,29,203,49030,51530,2500
6283,29,203,53450,55530,2090
6284,29,203,63170,65480,2320
6285,29,203,73930,76000,2070
6286,29,211,23660,25810,2140
6287,29,211,30040,30270,240
6288,29,211,33030,40330,7300
6289,29,215,11870,13070,1210
6290,29,215,17210,18120,920
6291,29,215,23090,26090,3010
6292,29,247,40710,49970,9270
6293,29,255,8930,10470,1550
6294,29,255,24590,29490,4780
6295,29,255,32890,38290,5410
6296,29,256,33310,34480,1170
6297,29,256,39200,42450,3260
6298,29,256,49370,49930,560
6299,30,1,54230,54910,690
6300,30,1,60630,62120,1500
