Driver,Trip,Tailgating,Total,Ratio
16,39,13990,82810,0.16894094916072938
16,48,6560,8300,0.7903614457831325
16,57,1640,25760,0.06366459627329192
16,71,1300,63250,0.020553359683794466
16,72,1880,8290,0.22677925211097708
16,75,1620,9410,0.17215727948990436
16,78,2970,8850,0.33559322033898303
16,82,2700,8500,0.3176470588235294
16,100,2150,141960,0.015145111298957454
16,101,29200,50599,0.5770750988142294
16,103,7110,58650,0.12122762148337596
16,104,1460,63760,0.022898368883312422
16,115,7300,45260,0.16129032258064516
17,1,88620,306020,0.2895889157571401
17,27,34020,83220,0.40879596250901223
17,48,5410,5430,0.996316758747698
17,62,37430,77159,0.4850959046137896
17,63,7900,17060,0.4630715123094959
17,64,5990,47800,0.12531380753138074
17,98,15410,47590,0.32380752258877915
17,107,4980,49410,0.100789313904068
17,116,26060,62609,0.4162274397061173
17,122,5540,78650,0.07043865225683407
17,135,11210,509929,0.021983409487576728
17,136,8530,358840,0.023771040017835247
17,139,4960,423279,0.01171801171801172
17,144,38960,87310,0.44622609094032756
17,152,3480,8120,0.42857142857142855
17,153,6160,213580,0.028841651840059927
17,154,4040,5390,0.7495361781076066
17,162,14950,405590,0.036859883133213346
17,163,36090,509239,0.07087031655015318
17,164,40830,387710,0.10531067034639291
17,176,3660,77240,0.047384774728120145
17,177,6310,34440,0.18321718931475028
17,222,114940,360280,0.31902964361052516
18,1,56700,159300,0.3559322033898305
18,2,34880,151569,0.23012469486046055
18,18,6260,298020,0.021005301657606872
18,25,1160,186490,0.0062201726634135875
18,27,24110,125519,0.19208094327597197
18,28,8010,36440,0.21981339187705817
18,29,28130,59970,0.46906786726696675
18,32,3580,144140,0.024836964062716804
18,33,3660,84590,0.04326752571225913
18,34,11980,95409,0.12556335813855993
18,36,2060,20770,0.0991815117958594
18,43,750,162570,0.004613397305775973
18,48,4760,66900,0.07115097159940209
18,49,18410,141549,0.1300600494524903
18,52,26630,67920,0.3920789163722026
18,53,49460,99250,0.49833753148614607
18,68,1820,30459,0.059750492449113596
18,71,5810,212340,0.027361778280116794
18,78,6540,192440,0.0339846185824153
18,80,14620,386040,0.0378717231374987
18,85,1380,14310,0.09643605870020965
18,92,8510,394410,0.021576532035191807
18,96,32180,386500,0.08326002587322122
18,102,11940,12200,0.978688524590164
18,120,9870,97720,0.1010028653295129
18,121,5870,35130,0.16709365214916025
18,126,4720,196339,0.02403993073240298
18,128,17910,138880,0.12896025345622117
18,129,10490,133740,0.07843577089875879
18,139,14830,50880,0.2914701257861635
18,145,60600,149710,0.4047825796539977
18,150,3320,71040,0.046734234234234236
18,152,117760,306420,0.3843091182037726
18,153,10750,121950,0.08815088150881509
18,166,31320,211680,0.14795918367346936
18,170,15900,350880,0.045314637482900134
18,172,2250,186740,0.012048837956517082
18,173,35260,385540,0.09145613944078436
18,185,24680,204510,0.12067869541831695
18,186,10910,182480,0.059787373958790004
18,187,36810,265370,0.13871198703696724
18,188,3030,120709,0.025101482892883775
18,191,6750,84930,0.07947721653126104
18,192,2040,9810,0.20795107033639143
18,193,4530,59329,0.07635260407888085
18,202,2980,22450,0.13273942093541202
18,207,33900,190169,0.17826155545038652
18,212,5310,120040,0.04423525491502832
18,213,12490,55160,0.22643219724438
18,214,1390,57979,0.023973784063470165
18,217,22880,116509,0.1963779933052957
18,218,6940,43060,0.1611704598235021
18,219,5810,90800,0.06398678414096916
18,227,19300,22960,0.8405923344947736
18,231,1200,59850,0.020050125313283207
18,238,5670,121959,0.046490652673007546
18,239,20700,138200,0.14978292329956586
18,241,70470,74370,0.9475594997983058
18,242,10550,156619,0.06736049035883031
18,255,43210,380370,0.11359991587138839
18,267,14700,242880,0.06052371541501975
18,269,56100,384179,0.14602530064032487
18,270,7630,64750,0.11783783783783784
19,8,5000,120660,0.04143875352229404
19,10,4120,68370,0.060260348105894396
19,15,81250,707730,0.11480366806550521
19,16,66790,516829,0.12923011435094714
19,17,24280,104930,0.23139235680930145
19,21,34040,442400,0.07694394213381556
19,22,32570,146890,0.22173054666757439
19,24,194310,562940,0.3451700003552777
19,26,7740,144450,0.05358255451713396
19,28,18130,442270,0.040993058538901575
19,45,9700,578520,0.016766922491875818
19,62,40620,226350,0.17945659377070908
19,63,85710,417510,0.2052884960839261
19,71,17790,530210,0.03355274325267347
19,72,21270,310300,0.06854656783757654
19,75,22450,55270,0.40618780531934134
19,83,48200,705789,0.06829226823842788
19,85,9440,190440,0.049569418189456
19,127,18750,107959,0.17367543534642463
19,155,145340,1108600,0.13110229117806238
19,156,5940,46390,0.1280448372494072
19,158,5760,636480,0.00904977375565611
19,160,107580,203500,0.5286486486486487
19,161,36070,595979,0.06052216517332797
20,20,12880,135480,0.0950693829347505
20,21,28740,152920,0.18794140727177608
20,23,1980,152230,0.013006634697497209
20,29,660,29239,0.0225718194254446
20,34,19170,26910,0.7123745819397992
20,38,1550,14869,0.10423671822461333
20,45,3270,17330,0.18869013271783036
20,52,1860,20600,0.09029126213592233
20,88,12790,27750,0.4609009009009009
20,93,2970,18489,0.16062736614386158
20,99,4010,43949,0.09124004550625713
20,100,13030,29560,0.44079837618403245
20,104,59770,132969,0.4494998871925999
20,105,6170,75690,0.08151671290791385
20,109,67240,136900,0.49116143170197213
20,113,62650,115600,0.541955017301038
20,115,1590,91450,0.01738655002733734
20,116,6350,7250,0.8758620689655172
20,118,2180,130750,0.01667304015296367
20,121,28930,138560,0.208790415704388
20,125,17070,27730,0.6155787955283087
20,136,13670,116470,0.11736927964282648
20,140,19640,96580,0.20335473182853592
20,157,1120,13210,0.08478425435276306
20,164,3050,31450,0.09697933227344992
20,169,17290,109680,0.15764040846097738
20,174,920,30800,0.02987012987012987
20,178,5540,39379,0.14068054850177758
20,185,1330,31439,0.0423027989821883
20,188,9020,30180,0.2988734261100066
20,212,7460,15579,0.478818998716303
20,217,26330,49930,0.5273382735830162
21,1,10990,79500,0.13823899371069182
21,2,30770,128180,0.24005305039787797
21,4,2120,121309,0.01747588822026214
21,7,5190,108430,0.04786498201604722
21,12,1620,7520,0.2154255319148936
21,21,20440,65220,0.3134007973014412
21,23,30200,83300,0.3625450180072029
21,26,10400,277070,0.03753564081279099
21,28,40480,249960,0.16194591134581532
21,32,16210,67370,0.24061154816683983
21,36,7440,59179,0.12571814802298076
21,37,6540,70230,0.09312259718069202
21,39,920,14590,0.06305688827964359
21,42,7880,18389,0.42849374660141387
21,43,18470,266550,0.06929281560682798
21,46,2500,65670,0.03806913354652048
21,47,11150,72990,0.15276065214412934
21,49,4280,83860,0.05103744335797758
21,50,5140,5950,0.8638655462184874
21,56,2220,79270,0.028005550649678315
21,58,6510,37790,0.17226779571315162
21,62,26930,82910,0.3248100349776866
21,67,101380,605279,0.16749273063706058
21,69,425640,1141109,0.3730052317480349
21,85,249190,1152220,0.21626946242905
21,87,326490,991770,0.3291993103239662
21,88,233620,589779,0.39611380514768224
21,106,4680,99600,0.046987951807228916
21,107,21950,47900,0.4582463465553236
21,109,51260,625750,0.08191769876148622
21,114,3590,169400,0.02119244391971665
21,115,2060,152230,0.013532155291335479
21,118,129540,406100,0.31898547155872936
21,123,5230,14740,0.3548168249660787
21,124,4930,6340,0.7776025236593059
21,134,15990,53950,0.2963855421686747
21,135,5380,73440,0.07325708061002179
21,138,640,47870,0.013369542510967202
21,143,119250,283990,0.41990915173069476
21,144,20090,100160,0.20057907348242812
21,145,5370,201840,0.02660523186682521
21,149,15320,70410,0.2175827297258912
21,151,5820,55679,0.10452586206896552
21,152,17740,108840,0.1629915472252848
21,159,5410,6270,0.8628389154704944
21,161,5100,79170,0.06441834028040924
21,180,13250,82159,0.1612706913339825
21,183,1730,27980,0.06182987848463188
21,194,10950,170450,0.06424171311234966
21,195,10280,244019,0.04212769445127449
21,205,2340,80350,0.02912258867454885
21,209,3460,6580,0.5258358662613982
21,210,1440,59720,0.02411252511721366
21,214,29870,235260,0.12696591005695826
21,216,970,220890,0.004391325999366201
21,222,18160,133770,0.13575540106152348
21,224,112410,195630,0.5746051219138169
21,228,84940,415860,0.20425143076997063
21,238,6240,78930,0.0790573926263778
22,1,660,42890,0.015388202378176731
22,3,620,134220,0.004619281776188347
22,5,6380,145590,0.04382169105020949
22,13,3450,68650,0.050254916241806266
22,16,1830,71360,0.02564461883408072
22,22,7520,38540,0.1951219512195122
22,31,2300,138080,0.01665701042873696
22,43,23440,153190,0.1530125987335988
22,44,21260,159440,0.13334169593577522
22,46,30390,169230,0.17957808899131356
22,47,2450,127140,0.01927009595721252
22,49,30960,169940,0.18218194656937742
22,50,11630,144780,0.0803287746926371
22,53,8830,201049,0.043919423029097245
22,56,17900,161380,0.11091832940884867
22,60,28590,141430,0.20214947323764407
22,61,1890,52330,0.036116950124211726
22,66,59650,301540,0.19781786827618225
22,70,11380,325949,0.03491333026537813
22,81,8150,68200,0.11950146627565983
22,82,7110,230839,0.03080055449662104
22,83,55990,290090,0.1930090661518839
22,84,760,74650,0.010180843938379102
22,105,3790,75690,0.05007266481701677
22,107,2200,73880,0.02977801840822956
22,109,6380,198320,0.03217022993142396
22,121,7080,77570,0.09127239912337244
22,123,960,141530,0.006783014201935986
22,136,14830,196370,0.07552070071803228
22,138,1800,188530,0.009547552113721955
22,141,1270,43800,0.02899543378995434
22,144,22650,124650,0.18170878459687123
22,145,2860,132430,0.021596315034357768
22,153,950,29870,0.031804486106461326
22,154,5210,41390,0.1258758154143513
23,1,16390,258740,0.0633454433021566
23,5,10370,109600,0.09461678832116788
23,6,27080,102480,0.2642466822794692
23,19,9450,19070,0.49554273728369164
23,21,13420,17170,0.7815958066394875
23,38,22450,61500,0.3650406504065041
23,40,3640,82320,0.04421768707482993
23,62,37230,488789,0.07616767937150924
23,63,28510,255960,0.11138459134239724
23,86,199740,818320,0.24408544334734578
23,95,3810,31759,0.11996221662468515
23,102,8570,10270,0.8344693281402142
23,113,4900,15900,0.3081761006289308
23,122,3070,3950,0.7772151898734178
23,159,12070,60140,0.20069837046890587
23,162,29780,59660,0.49916191753268524
23,171,82340,286450,0.287449816721941
25,4,5410,52300,0.1034416826003824
25,9,990,52979,0.01868629671574179
25,15,970,37260,0.026033279656468063
25,37,11640,136530,0.08525598769501208
25,100,7320,48500,0.1509278350515464
25,116,10430,73140,0.1426032266885425
25,119,3520,29889,0.11776513884242223
25,142,1540,47000,0.03276595744680851
25,143,6270,47610,0.13169502205419029
25,156,3350,20490,0.16349438750610054
25,158,2690,96100,0.027991675338189387
25,161,18090,82130,0.22026056252282966
25,173,1030,40240,0.025596421471172963
25,177,1550,19740,0.07852077001013172
25,186,8310,39910,0.20821849160611375
25,188,5090,36379,0.13991203958218804
25,200,1360,19539,0.06960081883316276
25,202,10580,563269,0.018783176806859946
25,204,16880,424670,0.03974851060823698
25,211,41420,480839,0.08614092005656768
25,212,54120,497850,0.10870744200060259
25,217,8540,37750,0.22622516556291392
25,220,4730,58640,0.08066166439290587
25,223,8210,50730,0.16183717721269467
25,249,2520,94780,0.026587887740029542
25,256,8290,40680,0.20378564405113078
25,258,890,41010,0.021702023896610582
25,270,680,40860,0.016642192853646598
25,276,5510,99570,0.05533795319875465
25,280,8080,95090,0.08497213166473867
25,327,5020,39820,0.12606730286288298
25,333,5030,21470,0.2342803912435957
25,347,2710,104470,0.025940461376471713
25,348,1350,96780,0.013949163050216987
25,349,5790,39420,0.14687975646879756
25,350,1490,39570,0.03765478898155168
25,376,2020,19850,0.1017632241813602
25,405,960,38140,0.025170424750917672
25,430,11950,74180,0.16109463467241844
27,1,980,103840,0.00943759630200308
27,4,17140,134910,0.1270476614038989
27,5,5910,129000,0.04581395348837209
27,6,16310,40320,0.4045138888888889
27,7,1200,53490,0.022434099831744252
27,8,8090,58929,0.13728152044798916
27,11,12550,130140,0.09643460888274165
27,12,4230,138940,0.030444796314956096
27,13,19880,129939,0.15299368939510544
27,15,16750,148750,0.11260504201680673
27,17,13170,128930,0.10214845264872412
27,19,2040,38370,0.053166536356528536
27,20,49250,148829,0.33091446616945513
27,21,11590,127169,0.09113784697648818
27,25,3140,139860,0.02245102245102245
27,26,20280,26200,0.7740458015267175
27,28,17450,131120,0.1330841976815131
27,29,36090,138449,0.2606717226435537
27,30,3370,131529,0.02562153120960998
27,31,4560,168300,0.027094474153297677
27,33,16420,130430,0.12589128268036495
27,34,23840,144600,0.1648686030428769
27,35,17880,135210,0.13223873973818503
27,36,2420,46070,0.052528760581723455
27,42,8650,63459,0.13630633469902304
27,43,8210,128290,0.06399563488970302
27,44,1630,146130,0.011154451515773626
27,46,28550,122159,0.23370988867059597
27,47,4900,85020,0.057633498000470476
27,49,12750,127009,0.10038579639398473
27,50,48170,130409,0.3693735143010506
27,51,46840,127790,0.3665388528053838
27,53,6210,87970,0.07059224735705354
27,54,9500,40570,0.23416317475967463
27,55,27170,129720,0.20945112550107925
27,57,23020,128220,0.1795351739198253
27,58,24100,105770,0.22785288834263023
27,61,12700,109150,0.11635364177737059
27,65,6660,287370,0.023175696836830566
27,70,5700,135240,0.04214729370008873
27,71,25700,130780,0.19651322832237345
27,75,1000,43260,0.02311604253351826
27,77,19560,154860,0.12630763270050369
27,79,29900,129250,0.23133462282398448
27,82,21410,128020,0.1672394938290892
27,83,39880,137800,0.28940493468795353
27,84,7890,130050,0.06066897347174164
27,85,12690,143620,0.08835816738615791
27,86,3950,37670,0.10485797717016192
28,1,16220,115900,0.13994823123382227
28,4,1830,66280,0.027610138805069403
28,5,13100,61370,0.21345934495681926
28,13,3340,53160,0.06282919488337095
28,14,14220,66400,0.2141566265060241
28,19,1350,75820,0.017805328409390662
28,24,10830,68030,0.15919447302660591
28,30,2830,8140,0.3476658476658476
28,35,10450,61929,0.16873889875666076
28,38,27590,68710,0.4015427157618978
28,39,10720,52020,0.20607458669742404
28,42,3810,65500,0.05816793893129771
28,43,1070,59900,0.017863105175292153
28,48,1190,67230,0.01770043135504983
28,49,19630,68230,0.28770335629488497
28,54,2230,65109,0.03424973122408233
28,55,9170,61100,0.15008183306055647
28,57,8050,97480,0.08258104226508002
28,59,37050,106169,0.34896863520768584
28,61,11980,66640,0.17977190876350535
28,62,20800,86980,0.2391354334329731
28,63,50450,87770,0.5747977668907371
28,64,5480,173910,0.031510551434650105
28,65,24990,115350,0.21664499349804942
28,68,11470,79800,0.143734335839599
28,71,2130,42880,0.04967350746268657
28,72,1190,211350,0.005630470783061272
28,73,21550,109200,0.19734432234432234
28,74,39750,65630,0.6056681395703184
28,76,39490,63379,0.6230672136320606
28,77,40490,71670,0.56495046742012
28,78,5170,105959,0.04879199697999246
28,81,900,67650,0.013303769401330377
28,84,24240,53640,0.4519015659955257
28,85,46080,67540,0.682262363044122
28,87,11060,58010,0.19065678331322186
28,88,11200,66230,0.1691076551411747
28,92,16970,63040,0.2691941624365482
28,93,24690,85250,0.28961876832844574
28,94,26010,93000,0.2796774193548387
28,97,2970,7230,0.4107883817427386
28,102,2190,66490,0.0329372838020755
28,105,1810,9670,0.18717683557394002
28,106,3550,6759,0.5251479289940829
28,112,22280,47950,0.4646506777893639
28,116,6000,7000,0.8571428571428571
28,117,3780,6790,0.556701030927835
28,118,12280,67850,0.18098747236551216
28,120,3660,62259,0.05878573723096692
28,123,57530,65270,0.881415658035851
28,124,3690,65440,0.05638753056234719
28,125,12720,59590,0.21345863399899312
28,128,12150,66370,0.18306463763748682
28,135,2770,64340,0.0430525334162263
28,136,4080,73550,0.05547246770904147
28,148,11190,68250,0.16395604395604396
28,168,4090,54890,0.07451266168701039
28,169,4050,61150,0.06623058053965658
28,177,7030,66050,0.1064345193035579
29,2,99520,270860,0.3674222845750572
29,3,13950,71680,0.19461495535714285
29,4,22660,244630,0.09262968564771286
29,13,24010,144240,0.16645867997781474
29,16,61030,173550,0.3516565831172573
29,21,33140,38220,0.8670852956567242
29,23,2070,27389,0.07557502738225631
29,46,4590,42160,0.10887096774193548
29,48,9560,37970,0.25177771925204107
29,54,28900,355030,0.08140157169816635
29,59,127210,374500,0.33967957276368493
29,62,8820,267830,0.032931337042153605
29,64,224880,364110,0.6176155557386503
29,68,2590,129820,0.019950700970574643
29,69,3610,125150,0.028845385537355175
29,85,236600,798529,0.2962944410354026
29,86,109760,601900,0.18235587306861606
29,87,36640,284790,0.12865620281611012
29,91,59540,168440,0.3534789836143434
29,101,22430,172630,0.12993106644268085
29,105,28490,174320,0.16343506195502525
29,107,3470,165770,0.020932617482053446
29,118,53670,428079,0.125373761913661
29,119,449130,1245050,0.360732500702783
29,147,2830,32760,0.08638583638583637
29,148,1320,24740,0.05335489086499596
29,168,29570,70820,0.41753741880824624
29,202,5450,51950,0.10490856592877768
29,211,2180,20520,0.10623781676413255
29,247,5670,21510,0.26359832635983266
29,255,14060,31730,0.4431137724550898
29,256,24880,37710,0.6597719437814903
30,1,87560,186629,0.46916358570433486
30,20,3170,21580,0.1468952734012975
30,23,17960,52129,0.3445233071168234
30,69,161490,248410,0.6500946016665996
30,70,113260,236240,0.4794277006434135
30,72,6220,39810,0.1562421502135142
30,74,12280,40750,0.30134969325153377
30,89,11320,27480,0.4119359534206696
30,110,35310,116520,0.303038105046344
30,111,44920,117109,0.3835710016224063
