Driver,Trip,Tailgating,Total,Ratio
30,120,17320,71680,0.24162946428571427
30,127,9240,75410,0.12253016841267736
30,128,2850,100890,0.02824858757062147
30,134,69700,76500,0.9111111111111111
30,135,3580,88660,0.04037897586284683
30,145,9120,101670,0.08970197698436116
30,146,17640,37700,0.4679045092838196
30,171,9710,10470,0.9274116523400191
30,211,1180,8640,0.13657407407407407
30,239,2710,8090,0.3349814585908529
30,242,6850,9080,0.7544052863436124
30,257,10940,48950,0.22349336057201225
30,273,4870,68280,0.07132396016403046
30,274,67510,87630,0.7703982654342121
30,285,36930,196650,0.18779557589626236
31,1,4420,41320,0.10696999031945789
31,2,7910,89850,0.08803561491374513
31,30,11390,189640,0.060061168529846026
31,34,11850,195100,0.06073808303434136
31,35,23540,255740,0.09204660983811684
31,58,3570,12390,0.288135593220339
31,63,1470,12000,0.1225
31,64,5320,12240,0.434640522875817
31,68,1190,18089,0.06578220011055834
31,77,9660,12130,0.7963726298433635
31,83,1830,12070,0.1516155758077879
31,89,3160,14010,0.22555317630264096
31,102,43350,204720,0.21175263774912076
31,103,53500,191040,0.2800460636515913
31,115,6260,85300,0.07338804220398593
31,117,5780,14000,0.41285714285714287
31,118,1930,97890,0.019716007763816525
32,118,2440,49350,0.04944275582573454
32,119,12420,50180,0.2475089677162216
32,123,1080,125809,0.008584373261266992
32,127,4670,64000,0.07296875
32,176,7830,63659,0.1229971724787936
32,186,10940,55250,0.19800904977375566
32,203,7010,63050,0.11118160190325138
32,229,4370,15780,0.2769328263624841
32,237,12740,119490,0.10661980082015231
32,286,2180,50970,0.04277025701392976
32,291,5450,48130,0.11323498857261584
32,292,6060,28209,0.21481744062389227
32,296,2660,47370,0.056153683766096675
32,309,600,15069,0.039814200398142006
32,316,16440,60070,0.27368070584318294
32,332,4980,31640,0.15739570164348923
32,334,4100,31040,0.13208762886597936
32,346,1150,7240,0.15883977900552484
32,355,34370,59269,0.5798886451830606
32,359,16170,92830,0.174189378433696
32,361,7340,56140,0.1307445671535447
32,364,2670,34980,0.07632933104631218
32,373,26460,65419,0.40446346682971573
32,375,13300,25820,0.5151045701006971
32,396,10240,87400,0.11716247139588101
32,408,24210,60729,0.3986497612382678
32,410,17420,48060,0.3624635871826883
32,440,19540,82140,0.2378865351838325
32,450,5810,52110,0.11149491460372289
32,456,870,63579,0.013683548285624412
32,459,2470,88070,0.028045872601339842
32,518,9260,80300,0.1153175591531756
32,519,5720,66880,0.08552631578947369
32,524,24950,73550,0.3392250169952413
33,1,59040,198119,0.2980012113870382
33,39,1590,44220,0.03595658073270014
33,105,7770,34000,0.22852941176470587
33,218,8130,12040,0.675249169435216
33,219,7570,8910,0.8496071829405163
33,310,2390,31730,0.0753230381342578
33,312,840,81650,0.010287813839559094
33,322,6420,79180,0.08108108108108109
33,326,4890,24240,0.20173267326732675
33,328,10880,77170,0.14098743034858105
33,354,3450,84290,0.04093012219717641
33,362,4270,76650,0.055707762557077614
33,366,16440,74070,0.22195220737140542
33,400,21970,216160,0.10163767579570689
33,401,14110,164960,0.08553588748787584
33,407,56160,206489,0.27197442975446756
34,1,37340,211519,0.1765317700453858
34,30,97050,496079,0.19563376874697633
34,33,66580,400090,0.16641255717463566
34,53,2270,25800,0.087984496124031
34,55,1570,30289,0.05183228788379004
34,57,2200,29250,0.07521367521367521
34,104,5820,23230,0.25053809728798965
34,153,5150,43080,0.11954503249767874
34,273,1350,28800,0.046875
34,274,4650,26750,0.17383177570093458
34,290,820,14490,0.05659075224292615
34,309,13250,75810,0.1747790528953964
34,329,5030,36790,0.13672193530850774
34,477,3020,23510,0.1284559761803488
34,488,2740,24510,0.11179110567115462
34,555,1280,28289,0.04524566984800284
34,566,10510,133819,0.07853833507696908
34,567,3260,20980,0.1553860819828408
34,611,16320,19240,0.8482328482328483
34,636,6680,90980,0.07342273027038909
34,665,214860,220310,0.9752621306341065
35,1,17570,123550,0.14220963172804532
35,35,4750,42750,0.1111111111111111
35,44,8320,161740,0.05144058365277606
35,45,1880,63390,0.0296576747120997
35,71,4530,38179,0.11864850707176534
35,139,19880,54290,0.36618161724074416
35,174,1140,143940,0.007919966652771988
36,2,24990,106609,0.2344057780695995
36,4,6450,114830,0.05616999042062178
36,5,15070,121390,0.12414531674767278
36,20,1240,15240,0.08136482939632546
36,21,4870,46980,0.10366113239676458
36,23,9030,122600,0.07365415986949429
36,24,21190,124860,0.16971007528431842
36,25,1510,49430,0.030548250050576573
36,27,1800,14669,0.1226993865030675
36,29,3460,79050,0.04376976597090449
36,32,1390,13290,0.10458991723100075
36,39,6080,15310,0.39712606139777923
36,44,2840,61390,0.04626160612477602
36,46,2870,33200,0.08644578313253012
36,47,41470,53360,0.7771739130434783
36,50,13730,87670,0.15661001482833353
36,58,49560,80309,0.6171087037728802
36,60,1860,13790,0.1348803480783176
36,61,5740,69660,0.0824002296870514
36,68,42350,100010,0.42345765423457654
36,74,3290,53010,0.062063761554423696
36,77,14830,105889,0.14005099631693269
36,79,2110,60179,0.03506148222000665
36,82,15220,148160,0.1027267818574514
36,83,18170,76040,0.23895318253550762
36,84,3960,21020,0.18839200761179828
36,85,4280,26930,0.15893056071295952
36,89,29490,201559,0.14630879142687042
36,100,740,39020,0.018964633521271142
36,101,4870,28539,0.1706377014716188
36,111,8250,54340,0.15182186234817813
36,113,13600,22950,0.5925925925925926
36,114,40870,56300,0.7259325044404973
36,119,1380,11680,0.11815068493150685
36,124,1270,73630,0.01724840418307755
36,125,32170,173340,0.18558901580708434
36,127,37540,167560,0.2240391501551683
36,131,3060,53680,0.05700447093889716
36,132,22400,80359,0.2787456445993032
36,136,1280,13719,0.09329446064139943
36,138,11760,51860,0.2267643655996915
36,146,11890,73630,0.16148309113133233
36,151,1580,73030,0.021634944543338353
36,153,23290,77980,0.2986663246986407
36,157,1510,16240,0.09298029556650246
36,158,32530,54240,0.5997418879056047
36,160,9430,46640,0.20218696397941682
36,164,2920,56350,0.0518189884649512
36,166,49680,105950,0.46890042472864557
36,170,60910,234199,0.26007685738684894
36,171,4510,110330,0.040877367896311065
36,173,10040,121639,0.08253863860572182
36,182,37600,101030,0.37216668316341683
36,187,10070,56969,0.17675969808671232
36,189,3950,124970,0.031607585820596945
36,190,61590,138610,0.44434023519226606
36,194,5030,60179,0.08358258557660353
36,199,81210,130670,0.6214892477232724
36,201,5230,16230,0.3222427603203943
36,202,4300,92999,0.04623655913978495
36,203,2590,65150,0.0397544128933231
37,1,6680,103440,0.06457849961330239
37,27,12350,70700,0.1746817538896747
37,45,1110,31759,0.034949622166246856
37,135,2590,12360,0.20954692556634305
37,149,25220,354400,0.07116252821670428
37,193,5500,82809,0.06641709938413236
37,214,12930,533300,0.02424526532908307
37,223,35640,532150,0.06697359766982994
37,279,23140,275860,0.08388312912346843
37,308,19980,110670,0.1805367308213608
37,309,26730,70480,0.3792565266742338
37,325,5680,450920,0.012596469440255477
37,326,59790,952810,0.06275123057062791
37,332,20540,47049,0.436556854410202
38,60,13140,159019,0.08263111558294556
38,63,4980,203830,0.024432124809890595
38,65,42130,159180,0.26466892825731875
38,66,1080,17670,0.06112054329371817
38,67,9570,305550,0.03132056946489936
38,68,9790,158690,0.06169260822988216
38,72,6000,202190,0.02967505811365547
38,78,8770,25989,0.3374374759522894
38,83,18910,58269,0.32452376866312
38,87,7340,43390,0.1691634017054621
38,93,116510,297909,0.39109126917525433
38,99,5590,67840,0.08239976415094338
38,100,28620,86450,0.3310584152689416
38,104,1220,8870,0.1375422773393461
38,114,760,87190,0.008716595939901364
38,116,4110,41830,0.0982548410231891
38,124,24430,155870,0.1567331750817989
38,125,18540,295230,0.06279849608779596
38,131,22830,47950,0.47612095933263815
38,136,2930,75970,0.038567855732525996
38,137,1550,84550,0.018332347723240685
38,138,7440,157330,0.0472891374817263
38,142,3120,43210,0.0722055079842629
38,148,14930,156790,0.09522290962433828
38,149,5160,18400,0.28043478260869564
38,151,47710,154820,0.30816431985531584
38,152,27890,161790,0.17238395450893132
38,157,31040,129420,0.23983928295472107
38,164,13280,155550,0.08537447765991643
38,165,29760,262860,0.11321616069390547
38,174,8100,43960,0.1842584167424932
38,176,10060,84009,0.11974764908939414
38,179,21090,42160,0.5002371916508539
38,182,3250,123740,0.02626474866655891
39,1,16210,107690,0.15052465409973068
39,16,890,34910,0.02549412775708966
39,26,5100,95070,0.05364468286525718
39,27,3350,84250,0.039762611275964393
39,32,4630,23780,0.1947014297729184
39,33,7110,62470,0.11381463102289098
39,34,1240,59870,0.020711541673626186
39,43,8190,63620,0.1287331027978623
39,44,24860,40740,0.6102110947471773
39,52,12330,84559,0.1458136234626301
39,56,42640,117670,0.3623693379790941
39,57,8020,146240,0.05484135667396061
39,74,33370,166090,0.200915166476007
39,86,10750,164490,0.06535351693112043
39,92,3530,22700,0.15550660792951543
39,109,4280,58740,0.0728634661218931
39,112,37770,61500,0.6141463414634146
39,114,8660,39110,0.22142674507798518
39,120,3910,67670,0.05778040490616226
39,121,1890,97230,0.019438444924406047
39,122,21710,99100,0.21907164480322905
39,144,4740,64310,0.07370548903747473
39,145,12580,37820,0.33262823902696986
39,148,3740,61170,0.06114108222985123
39,149,7250,116600,0.062178387650085765
39,150,18520,120450,0.15375674553756746
39,155,13230,34370,0.384928716904277
39,156,3330,33300,0.1
39,157,5060,71510,0.07075933435883093
39,159,700,92500,0.0075675675675675675
39,161,29190,48830,0.5977882449313946
39,185,8110,68890,0.11772390767890838
39,195,2440,61329,0.03978477091146258
39,205,15610,139000,0.11230215827338129
40,5,1550,212329,0.007299957613149344
40,6,19930,144669,0.13776180272343957
40,8,3240,66190,0.04894999244598882
40,21,6540,244419,0.026757221176663123
40,25,36010,164860,0.21842775688462937
40,26,1110,69209,0.016038144776766367
40,32,8030,208730,0.03847075168878455
40,34,50020,119089,0.4200184734234613
40,39,18130,212900,0.08515735086895256
40,41,77310,227269,0.34016808201698423
40,46,36210,213670,0.1694669349932138
40,47,4380,226050,0.01937624419376244
40,53,7820,215500,0.0362877030162413
40,54,38500,173410,0.22201718470676432
40,55,7450,61630,0.1208826870030829
40,63,10930,213689,0.051148860498853484
40,64,1420,17610,0.08063600227143668
40,65,7620,191360,0.039820234113712376
40,70,6080,260879,0.02330573443728918
40,73,9270,218290,0.04246644372165468
40,77,22040,212430,0.10375182413030173
40,80,58310,218819,0.26647472808701217
40,95,650,208530,0.00311705749772215
40,100,19990,74970,0.26663998932906496
40,106,32010,196619,0.16280134269148613
40,127,20900,170449,0.12261660310941627
40,131,18270,205700,0.08881866796305299
40,139,5970,154080,0.03874610591900311
40,144,36390,241360,0.15077063307921776
40,145,5860,383740,0.015270756241204983
40,154,27380,210449,0.13010216203373726
40,155,56450,199570,0.2828581450117753
40,166,5500,150750,0.036484245439469314
40,168,43290,240420,0.18005989518342896
40,175,23170,211310,0.10964933036770622
40,176,8410,293020,0.02870111255204423
40,178,3360,73309,0.0458327649706725
40,179,15040,132779,0.11327007079379427
40,182,20360,180930,0.11252970762173216
40,185,11650,108960,0.10691997063142436
40,186,12470,335939,0.03711972376019528
40,203,25250,188769,0.13376066112200033
40,207,1650,78810,0.020936429387133613
40,208,980,136270,0.007191604902032729
40,209,1000,154600,0.00646830530401035
40,214,24590,207410,0.11855744660334601
40,215,23220,235300,0.09868253293667659
40,217,5910,160030,0.036930575517090544
40,221,6880,209350,0.03286362550752329
40,232,13730,217719,0.06306264927429729
40,234,4220,182770,0.023089128412759206
41,3,74880,362159,0.20675944333996027
41,65,125480,438100,0.28641862588450123
41,66,89940,135830,0.6621512184348082
41,67,327260,684800,0.47789135514018694
41,69,14930,54679,0.2730431602048281
41,72,157790,432040,0.36522081288769553
41,198,203000,669030,0.3034243606415258
41,202,148260,661090,0.2242659849642257
41,246,131150,304770,0.4303245070052827
42,1,6210,41260,0.15050896752302473
42,2,60780,49250,1.2341116751269035
42,14,3010,36080,0.08342572062084257
42,23,10310,142810,0.07219382396190743
42,25,16960,81040,0.20927936821322798
42,41,21530,45260,0.4756959787892179
42,43,3090,253729,0.012178299767469359
42,45,18470,251790,0.07335477977679812
42,54,43910,390710,0.11238514499244964
42,60,26670,248260,0.10742769676951582
42,61,94110,264300,0.3560726447219069
42,64,630,59540,0.010581121934833725
42,66,7470,60820,0.12282144031568562
42,75,10080,16069,0.6272557560672061
42,102,57180,633920,0.09020065623422514
42,103,117650,706510,0.16652276683981826
42,106,2560,99880,0.025630756908289948
42,107,90570,818640,0.11063471122837877
42,108,106500,521320,0.20428911225351032
42,110,1430,16329,0.08756889161053277
42,116,2700,56579,0.04772004241781549
42,132,13860,7400,1.872972972972973
42,153,4430,17050,0.2598240469208211
42,157,14490,98209,0.1475409836065574
43,1,24700,255179,0.0967944196253625
43,3,17250,116259,0.1483743333906761
43,4,25680,63079,0.4071020925808498
43,6,5170,19440,0.26594650205761317
43,15,1150,24289,0.04734458624948539
43,19,52310,65260,0.8015629788538156
43,20,46050,382750,0.1203135205747877
43,24,4450,157550,0.028245001586797838
43,27,7390,53320,0.1385971492873218
43,28,5940,20680,0.2872340425531915
43,32,9300,37560,0.2476038338658147
43,33,37540,44110,0.8510541827250057
43,36,1570,22080,0.07110507246376811
43,37,13060,21670,0.6026765113059529
43,42,7570,69270,0.10928251768442328
43,44,600,89290,0.006719677455482137
43,47,6300,66510,0.09472259810554803
43,53,5880,23570,0.2494696648281714
43,56,17050,67450,0.25277983691623424
43,57,14240,28439,0.5007032348804501
43,66,6330,20580,0.3075801749271137
43,67,3450,4670,0.7387580299785867
43,73,21740,54120,0.4016999260901699
43,75,23060,45730,0.5042641591952767
43,78,2940,7459,0.39410187667560326
43,84,153580,204319,0.7516640563821457
43,88,30420,117350,0.2592245419684704
43,93,2280,48610,0.04690392923266817
43,107,1790,15200,0.11776315789473685
43,113,3040,19020,0.1598317560462671
43,117,2240,68250,0.03282051282051282
43,119,38190,81480,0.4687039764359352
43,122,29240,59790,0.48904499080113734
43,124,33910,49960,0.6787429943955164
43,131,7000,13510,0.5181347150259067
43,134,12990,24910,0.5214773183460457
43,135,3090,19470,0.15870570107858242
43,136,7200,21370,0.33692091717360784
43,138,29230,94510,0.3092794413289599
43,139,13480,65250,0.20659003831417624
43,148,16150,499070,0.03236018995331316
43,149,15430,92640,0.1665587219343696
43,157,11600,36400,0.31868131868131866
43,161,3530,3540,0.9971751412429378
43,162,3170,40510,0.07825228338681807
43,169,5370,70470,0.07620263942103023
43,174,1000,19290,0.05184033177812338
43,183,18830,29110,0.6468567502576433
43,189,870,26060,0.033384497313891016
43,190,5210,20110,0.2590750870213824
43,193,5230,34710,0.15067703831748774
43,195,1230,33049,0.037216338880484125
43,201,6970,32320,0.2156559405940594
43,208,2720,75820,0.03587443946188341
43,212,3130,84709,0.03694959272813128
43,221,5170,105940,0.048801208231074186
43,229,1620,186250,0.008697986577181209
44,1,2660,35179,0.07561114269471292
44,85,6260,17220,0.3635307781649245
44,114,2440,15600,0.1564102564102564
44,143,6110,7680,0.7955729166666666
44,240,11870,35260,0.33664208735110607
44,286,22250,213319,0.10430339396212265
44,287,8940,149979,0.059607947726363526
44,296,5500,11190,0.4915102770330652
44,330,7690,13740,0.5596797671033479
44,332,252630,569340,0.44372431236168197
44,340,128750,244900,0.5257247856267865
44,341,172070,273030,0.6302237849320588
45,5,14090,38770,0.36342532886252255
45,6,2390,37320,0.06404072883172561
45,17,1530,40650,0.037638376383763834
45,24,3740,21850,0.17116704805491992
45,32,18820,200660,0.09379049137845111
45,34,4640,236669,0.01960535767101872
45,35,5840,39300,0.1486005089058524
45,36,6380,27130,0.23516402506450423
45,44,3670,34470,0.10646939367566
45,48,2570,13069,0.19663351185921962
45,49,6110,41260,0.14808531265147842
45,53,1580,67910,0.023266087468708584
45,56,7470,36520,0.20454545454545456
45,59,5860,43220,0.13558537714021288
45,61,9650,15730,0.6134774316592497
45,62,3610,3620,0.9972375690607733
45,70,1110,41170,0.026961379645372846
45,73,21420,35810,0.5981569394024016
45,74,2830,34820,0.08127512923607122
45,75,7800,16200,0.48148148148148145
45,77,12840,21900,0.5863013698630137
45,80,30680,164030,0.18703895628848377
45,81,21260,219480,0.09686531802442135
45,85,1750,21330,0.08204406938584154
45,89,10030,30110,0.3331119229491863
45,96,2150,35170,0.06113164628945124
45,99,38190,40180,0.9504728720756596
45,103,5190,36100,0.14376731301939058
45,104,15180,43480,0.34912603495860167
45,105,2690,36640,0.07341703056768559
45,114,5830,28910,0.20166032514700793
45,115,7050,23160,0.30440414507772023
45,117,114700,270190,0.42451608127613893
45,122,3030,48200,0.06286307053941909
47,1,33040,253229,0.13047427240058446
47,15,2140,21789,0.09821018815970631
47,79,15780,411389,0.03835776270692044
47,81,27870,339540,0.08208163986570065
47,82,72560,589420,0.12310406840622985
47,83,100900,676670,0.149112565947951
47,95,13580,531690,0.025541198818860616
47,98,4850,398040,0.012184705054768366
47,100,57130,649410,0.0879721593446359
47,101,17030,649630,0.026214922340409157
47,149,1440,23580,0.061068702290076333
47,174,4940,375390,0.013159647300141186
47,179,54610,356280,0.1532783204221399
47,180,48450,275570,0.175817396668723
47,186,16320,34040,0.4794359576968273
47,237,1760,10160,0.1732283464566929
47,254,57440,353410,0.16253077162502474
47,255,52060,369220,0.14099994583175343
47,264,11000,20610,0.5337214944201844
48,1,16980,104630,0.16228615119946477
48,52,7950,49130,0.1618155912884185
48,72,5160,9740,0.5297741273100616
48,74,10100,11170,0.9042076991942704
48,100,7350,47210,0.1556873543740733
48,101,12200,48150,0.2533748701973001
48,102,7160,93290,0.07674991960553113
48,105,56330,350569,0.1606811763699119
48,106,90350,349140,0.2587787134100934
48,110,39210,236980,0.16545700059076712
48,111,7110,205830,0.03454306952339309
48,115,6280,485000,0.01294845360824742
48,116,2020,147410,0.013703276575537616
48,161,116850,551360,0.2119304991294254
48,164,13390,205900,0.06503156872268091
48,165,44370,460989,0.09624937634222001
48,199,15430,96999,0.15907216494845364
49,4,15490,16390,0.9450884685784015
49,26,23670,31420,0.753341820496499
49,27,12960,33040,0.3922518159806295
49,44,20410,165010,0.12368947336525059
49,48,1220,19810,0.061585058051489144
49,61,3790,14220,0.2665260196905766
49,91,9820,83540,0.11754847977016995
49,92,47670,96060,0.4962523422860712
49,94,15130,65290,0.23173533466074436
49,116,56910,283700,0.20059922453295734
49,117,25020,58790,0.42558258207178085
49,119,3080,35290,0.08727684896571267
49,129,8060,82430,0.0977799344898702
49,131,5480,185020,0.02961841963031023
49,145,2480,16750,0.1480597014925373
49,155,17920,142450,0.1257985257985258
49,171,7130,10250,0.6956097560975609
50,6,3570,121570,0.029365797482931645
50,77,8350,81350,0.10264290104486785
50,79,49400,543400,0.09090909090909091
50,80,11450,348540,0.03285132266023986
50,81,1780,174840,0.010180736673530085
50,82,19920,115850,0.17194648252050065
50,88,23970,732210,0.0327365100176179
50,90,39420,649940,0.06065175246945872
50,91,6830,282789,0.024152197743908914
50,135,21840,361180,0.06046846447754582
50,136,20880,59229,0.35252405875400983
50,137,7630,282810,0.026979244015416706
50,138,14150,355980,0.03974942412495084
50,143,15660,563529,0.027789115042677413
50,144,40640,388730,0.10454557147634605
50,146,5490,717910,0.007647198116755582
50,210,11480,103070,0.11138061511594062
50,213,1770,55970,0.03162408433089155
50,230,3700,56420,0.06557958170861396
50,240,15760,75330,0.2092127970264171
50,320,1380,26639,0.05180180180180181
51,1,37440,269880,0.13872832369942195
51,3,3890,75380,0.05160520031838684
51,13,600,30110,0.019926934573231483
51,31,23500,552429,0.04253932624947958
51,49,90210,530180,0.17014976045871213
51,75,2160,41110,0.05254196059352956
51,90,35460,75100,0.4721704394141145
51,100,7540,28379,0.26568005637773084
51,120,12540,60179,0.2083748753738784
51,152,13990,232999,0.06004291845493564
52,3,16380,71830,0.22803842405680078
52,114,2200,13240,0.1661631419939577
52,152,3170,65030,0.04874673227741042
52,155,3180,23280,0.13659793814432988
52,194,12710,45230,0.2810081804112315
52,224,4750,25350,0.1873767258382643
52,229,72820,315330,0.23093267370691023
52,231,16300,339950,0.04794822768054124
53,10,16920,221260,0.07647111994938081
53,28,2770,14519,0.19077134986225897
53,29,8520,43300,0.19676674364896074
53,31,15000,92370,0.16239038648911985
53,38,5150,18639,0.27628755364806873
53,84,2870,39040,0.07351434426229508
53,103,20630,24130,0.8549523414836303
53,110,13890,17310,0.8024263431542461
53,114,2090,24860,0.084070796460177
53,115,27680,65140,0.4249309180227203
53,125,8170,33980,0.24043555032371983
53,134,1360,69230,0.019644662718474648
53,142,4180,29580,0.14131169709263017
53,171,68990,275520,0.25039924506387923
53,172,58350,410209,0.14224421637697768
53,177,2500,47420,0.0527203711514129
53,186,9820,35550,0.27623066104078764
53,187,17040,155530,0.10956085642641292
53,201,18630,137600,0.13539244186046512
53,207,850,39790,0.02136215129429505
53,208,1530,30289,0.05051172003961704
53,217,750,31839,0.02355527638190955
53,234,1160,38030,0.030502235077570338
53,240,2200,38290,0.057456254896839906
53,244,6330,25050,0.2526946107784431
53,246,20700,33350,0.6206896551724138
53,247,3180,165580,0.01920521802150018
53,251,10170,39940,0.2546319479218828
53,254,11900,26920,0.44205052005943535
53,255,3420,29920,0.1143048128342246
53,270,22160,28330,0.7822096717260855
53,285,37870,59479,0.6366845998655011
53,306,4830,36490,0.1323650315154837
54,1,28770,38910,0.7393986121819583
54,6,8100,35040,0.23116438356164384
54,12,13300,241589,0.05505194751438388
54,13,7860,490330,0.016030020598372524
54,30,52750,274889,0.1918949397940995
54,31,24280,257829,0.09417057751231432
54,36,94080,470820,0.19982158786797502
54,42,5550,343750,0.016145454545454546
54,45,32330,483670,0.06684309549899724
54,59,2560,36429,0.07027175404886084
56,1,3130,144290,0.02169242497747591
56,12,1780,63479,0.02804032766225583
56,13,6070,56800,0.10686619718309859
56,25,112340,838010,0.1340556795264973
56,26,34210,765160,0.04470960322024152
56,29,10650,599050,0.01777814873549787
56,46,5010,162500,0.03083076923076923
56,48,2560,241140,0.010616239528904371
56,49,34760,645390,0.05385890701746231
56,52,2860,318550,0.008978182388949929
56,54,113630,423770,0.2681407367203908
56,61,26440,60530,0.43680819428382617
56,62,68130,82620,0.8246187363834423
56,64,11380,17710,0.64257481648786
56,71,86700,128130,0.6766565207211426
56,80,11830,32220,0.36716325263811295
56,83,3530,107440,0.032855547282204016
56,84,21290,53150,0.40056444026340543
56,94,4480,17689,0.25325042396834374
56,95,8480,82020,0.10338941721531333
56,96,4690,80750,0.05808049535603714
56,105,11710,112370,0.10420930853430628
56,108,7420,34410,0.2156349898285382
56,109,3810,17930,0.21249302844394868
56,110,4340,21720,0.1998158379373849
56,119,5420,76240,0.0710912906610703
56,120,9410,80030,0.11758090715981508
56,126,940,48160,0.01951827242524917
56,127,50230,50399,0.9966269841269842
56,140,10870,147530,0.0736799295058632
57,373,33380,342410,0.0974854706346193
57,384,1010,151480,0.006667546870874043
57,669,4650,161300,0.028828270303781774
58,1,12760,119490,0.10678717884341785
58,2,1470,69790,0.02106318956870612
58,4,9470,121230,0.07811597789326075
58,7,13930,72370,0.192483073096587
58,12,17290,97660,0.17704280155642024
58,14,1990,90900,0.021892189218921894
58,23,7860,96930,0.08108944599195296
58,27,2530,131730,0.01920595156760039
58,28,17080,80610,0.2118843815903734
58,34,21460,196450,0.10923899210995164
58,37,115150,197060,0.5843397949862986
58,38,23810,104419,0.22802145182915154
58,43,28590,118359,0.24155119972963843
58,50,9000,127359,0.07066582914572865
58,52,29650,66500,0.44586466165413535
58,53,39810,338660,0.11755152660485442
58,54,57280,400520,0.14301408169379806
58,59,58140,209840,0.2770682424704537
58,60,9000,146590,0.06139572958591991
58,73,10210,118980,0.08581274163724995
58,75,11650,108400,0.10747232472324723
58,76,60680,84400,0.718957345971564
58,84,61340,106390,0.5765579471754864
58,85,66430,127550,0.5208153665229321
58,86,6000,23180,0.25884383088869717
58,87,17150,154780,0.11080242925442564
58,90,9600,142400,0.06741573033707865
58,93,6830,170189,0.04013161760385452
58,98,13530,142500,0.09494736842105263
58,104,900,158919,0.0056632267807702
58,106,21100,152780,0.1381070820788061
58,107,26880,101270,0.2654290510516441
58,108,1890,21110,0.08953102794883941
58,112,24680,67500,0.36562962962962964
58,114,46410,126950,0.3655769988184325
58,115,14550,67520,0.21549170616113744
58,120,3570,90090,0.039627039627039624
58,121,7730,157260,0.049154266819280173
58,123,24020,131770,0.1822873188130834
58,127,3120,83720,0.037267080745341616
58,128,9500,154060,0.06166428664156822
58,132,3010,22100,0.13619909502262442
58,133,16160,116270,0.13898684097359595
58,143,810,165869,0.004883342376559957
58,152,69640,112880,0.6169383416017008
58,153,600,21630,0.027739251040221916
58,154,14020,100750,0.13915632754342433
58,157,18150,58580,0.30983270740867186
58,158,1340,22220,0.06030603060306031
58,160,8140,84930,0.09584363593547628
58,163,58850,99550,0.5911602209944752
58,174,40420,81050,0.4987045033929673
58,175,2780,20490,0.13567593948267448
58,176,45980,104950,0.4381133873272987
58,177,2710,100150,0.027059410883674487
58,180,17500,104090,0.16812373907195693
58,187,20490,47650,0.43001049317943335
58,192,57480,90800,0.6330396475770925
58,197,34060,108240,0.3146711012564671
58,198,57600,212770,0.270714856417728
59,1,37040,158580,0.23357296002017908
59,6,10000,52759,0.1895375284306293
59,10,3980,25380,0.15681639085894405
59,16,2020,45360,0.0445326278659612
59,19,2320,50140,0.046270442760271244
59,21,2070,43500,0.04758620689655172
59,33,42080,75120,0.5601703940362087
59,35,11950,67150,0.17795979151154132
59,50,13240,47210,0.28044905740309256
59,51,12010,204360,0.05876883930319045
59,57,11950,49060,0.24357929066449246
59,62,11950,29170,0.40966746657524855
59,65,24870,57129,0.43532294766322427
59,67,5550,25970,0.2137081247593377
59,71,12860,41740,0.3080977479635841
59,83,5300,43690,0.12130922407873655
59,85,1770,53650,0.03299161230195713
59,86,9350,29539,0.3165199729180772
59,101,19880,44040,0.4514078110808356
59,103,23690,95900,0.24702815432742437
59,105,9950,31470,0.3161741340959644
59,107,2030,59010,0.034400948991696316
59,112,64210,545270,0.11775817484915728
59,113,29960,288920,0.1036965249896165
59,115,2720,121200,0.022442244224422443
59,120,2620,70360,0.03723706651506538
59,123,8960,49640,0.18049959709911362
59,125,11810,51860,0.22772849980717316
59,135,11070,17450,0.6343839541547278
59,136,3490,48799,0.07151639344262296
59,147,3870,11370,0.3403693931398417
59,151,5270,44029,0.11969111969111972
59,154,19490,71880,0.2711463550361714
59,159,6260,59779,0.1047172967547675
59,167,7540,58940,0.12792670512385476
59,169,9400,90090,0.10434010434010432
59,184,9190,57279,0.16043994413407822
59,194,10310,60610,0.17010394324368916
59,200,19800,152350,0.1299638989169675
60,151,18210,400739,0.04544093427159755
60,152,80560,209130,0.3852149380767943
60,153,97160,715010,0.135886211381659
60,155,16110,81200,0.1983990147783251
60,156,44920,744580,0.060329313169840706
60,157,109990,205970,0.5340098072534835
60,161,88910,1016950,0.08742809380992182
60,169,43950,890269,0.04936704595235154
60,171,30700,230640,0.1331078737426292
60,172,55450,204660,0.27093716407700574
60,304,14450,183630,0.0786908457223765
61,40,51340,337930,0.15192495487231084
61,71,48830,176010,0.2774274188966536
61,73,1040,120000,0.008666666666666666
61,102,149970,398189,0.3766292473442327
61,104,4530,290950,0.015569685512974737
61,143,89300,292000,0.30582191780821916
61,193,1100,60260,0.018254231662794558
62,15,146460,493480,0.29679014347086
62,16,35350,464209,0.07615087998965986
62,72,3690,244900,0.015067374438546345
62,73,61900,501509,0.12342724970588823
62,74,24640,168370,0.14634436063431727
62,76,8130,17970,0.4524207011686144
62,77,7370,48670,0.1514279843846312
62,79,11450,39910,0.2868955149085442
62,398,2390,88990,0.026856950219125743
62,428,15680,21730,0.7215830648872527
62,429,31650,160330,0.19740535146260837
62,431,84210,200490,0.4200209486757444
62,435,15300,163770,0.09342370397508701
