Driver,Trip,Speeding,Total,Ratio
50,256,3790,37610,0.10077107152353097
50,265,6880,34120,0.20164126611957797
50,274,7080,23090,0.30662624512776093
50,278,8420,33880,0.2485242030696576
50,300,390,61750,0.00631578947368421
50,304,5740,22760,0.2521968365553603
50,306,6970,23510,0.29646958740961293
50,309,12990,21230,0.6118699952896844
50,317,12330,21730,0.5674183156925909
50,362,7090,56770,0.12488990664083141
50,367,2070,75540,0.027402700555996824
51,1,6400,269880,0.023714243367422557
51,3,11730,75380,0.15561156805518706
51,10,2190,22540,0.09716060337178349
51,14,3480,20960,0.16603053435114504
51,31,445800,552429,0.8069800698731062
51,49,417510,530180,0.7874872684748576
51,91,10880,122589,0.08875112162492864
51,120,2730,60179,0.04536390827517448
51,152,34010,232999,0.14596566523605153
52,6,190,25150,0.0075546719681908545
52,48,2260,12200,0.18524590163934426
52,59,1210,62150,0.019469026548672566
52,70,1610,36330,0.04431599229287091
52,86,1660,12490,0.13290632506004804
52,97,3920,24130,0.16245337753833403
52,98,5380,19450,0.2766066838046273
52,99,1710,24980,0.06845476381104884
52,101,980,13010,0.07532667179093006
52,104,830,25320,0.032780410742496054
52,117,930,36830,0.025251153950583763
52,130,1860,22900,0.08122270742358079
52,146,1590,22270,0.07139649753030983
52,148,5270,33870,0.15559492175966932
52,151,5470,23370,0.23406076166024817
52,152,31710,65030,0.48762109795479003
52,154,16450,93070,0.17674868378639733
52,155,2450,23280,0.1052405498281787
52,171,770,54860,0.014035727305869486
52,172,5960,36000,0.16555555555555557
52,194,13330,45230,0.29471589652885255
52,201,5920,12150,0.4872427983539094
52,202,1080,24780,0.043583535108958835
52,205,410,23680,0.01731418918918919
52,221,9400,11610,0.8096468561584841
52,224,12970,25350,0.5116370808678501
52,229,147590,315330,0.46804934513049823
52,230,7970,42320,0.18832703213610585
52,231,179350,339950,0.5275775849389615
52,232,7990,23750,0.33642105263157895
52,239,4730,23170,0.20414328873543375
52,242,3520,9060,0.38852097130242824
53,10,19070,221260,0.08618819488384706
53,19,2140,36979,0.05786911844240131
53,22,6370,17130,0.37186223000583774
53,29,14700,43300,0.3394919168591224
53,30,26820,45770,0.5859733449857986
53,31,56280,92370,0.6092887301071777
53,38,160,18639,0.008583690987124465
53,81,5330,15940,0.3343789209535759
53,84,60,39040,0.0015368852459016393
53,90,3720,38070,0.09771473601260836
53,109,8790,20740,0.42381870781099323
53,114,4280,24860,0.17216411906677392
53,119,3360,31789,0.1056936143441334
53,120,4520,59940,0.07540874207540874
53,125,5590,33980,0.16450853443201882
53,126,3680,13840,0.2658959537572254
53,134,19430,69230,0.2806586739852665
53,135,4180,51329,0.08143385934151569
53,142,20770,29580,0.7021636240703177
53,143,2330,32850,0.07092846270928463
53,166,6480,31589,0.20512820512820515
53,167,7730,31600,0.24462025316455696
53,171,10400,275520,0.03774680603948897
53,172,410,410209,0.0009994880670875894
53,177,13050,47420,0.2752003374103753
53,183,5870,11160,0.5259856630824373
53,186,8960,35550,0.2520393811533052
53,187,37670,155530,0.24220407638397737
53,201,52480,137600,0.3813953488372093
53,203,31280,84420,0.3705283108268183
53,207,18390,39790,0.4621764262377482
53,208,14060,30289,0.46417959722680757
53,209,1430,12470,0.11467522052927025
53,216,5830,28370,0.20549876630243213
53,217,6970,31839,0.21890703517587942
53,225,4630,29370,0.15764385427306776
53,228,1100,68810,0.015986048539456475
53,234,8920,38030,0.23455166973442018
53,235,11260,23670,0.4757076468103084
53,240,6270,38290,0.16375032645599374
53,241,14190,38680,0.3668562564632885
53,244,6650,25050,0.26546906187624747
53,247,11590,165580,0.06999637637395821
53,248,1160,37290,0.031107535532314292
53,251,1500,39940,0.03755633450175263
53,253,2530,40010,0.06323419145213696
53,254,17800,26920,0.6612184249628529
53,255,19760,29920,0.660427807486631
53,257,6690,36520,0.18318729463307776
53,270,1400,28330,0.049417578538651606
53,285,12810,59479,0.21536650975117688
53,319,9710,35780,0.2713806595863611
53,325,830,32460,0.02556993222427603
53,327,440,40350,0.01090458488228005
54,12,33890,241589,0.14027898505732855
54,13,10800,490330,0.022025982501580568
54,29,220940,253800,0.8705279747832939
54,30,8930,274889,0.03248572156135182
54,31,36390,257829,0.14113951053019433
54,36,224770,470820,0.4774011299435028
54,37,20780,273190,0.07606427760899008
54,42,14590,343750,0.042443636363636364
54,45,3910,483670,0.00808402423139744
56,1,2920,144290,0.020237022662693182
56,8,1180,20550,0.05742092457420925
56,12,830,63479,0.013074984247006934
56,25,105900,838010,0.12637080703094236
56,26,41000,765160,0.05358356422186209
56,27,120,44560,0.0026929982046678637
56,29,34630,599050,0.057808196310825476
56,30,24220,153460,0.1578261436204874
56,48,7040,241140,0.02919465870448702
56,49,20430,645390,0.03165527820387672
56,52,4310,318550,0.013530058075655313
56,54,5810,423770,0.013710267362012413
56,58,160,48150,0.0033229491173416407
56,61,70,60530,0.0011564513464397818
56,64,3520,17710,0.19875776397515527
56,71,4800,128130,0.037461952704284714
56,93,1000,12530,0.07980845969672784
56,96,170,80750,0.0021052631578947364
56,105,14650,112370,0.13037287532259498
56,108,10820,34410,0.3144434757337983
56,109,120,17930,0.006692693809258227
56,110,80,21720,0.003683241252302026
56,119,2580,76240,0.03384050367261279
56,120,1620,80030,0.020242409096588778
56,126,420,48160,0.00872093023255814
56,140,1340,147530,0.009082898393547074
57,373,4060,342410,0.011857130340819484
57,382,91070,162720,0.559673058013766
57,384,84140,151480,0.555452865064695
57,508,1890,67420,0.028033224562444378
57,669,76490,161300,0.4742095474271544
57,676,1440,161060,0.008940767415869862
58,1,35000,119490,0.2929115407147041
58,2,5770,69790,0.08267660123226823
58,7,7510,72370,0.10377228133204366
58,14,4740,90900,0.05214521452145215
58,19,5130,69809,0.07348517404383327
58,23,13700,96930,0.14133911069844218
58,34,99950,196450,0.5087808602697887
58,37,60500,197060,0.3070130924591495
58,42,22430,68860,0.3257333720592507
58,48,20490,121769,0.16826804631682682
58,50,810,127359,0.0063599246231155785
58,51,980,73820,0.013275535085342726
58,52,37540,66500,0.5645112781954887
58,53,92880,338660,0.27425736727100924
58,54,122270,400520,0.3052781384200539
58,59,106820,209840,0.5090545177277926
58,60,24460,146590,0.1668599495190668
58,75,42330,108400,0.3904981549815498
58,76,11740,84400,0.1390995260663507
58,77,3040,38660,0.07863424728401448
58,83,2680,19840,0.1350806451612903
58,84,57080,106390,0.5365165899050662
58,86,2130,23180,0.09188955996548749
58,87,6040,154780,0.03902312960330792
58,98,34210,142500,0.2400701754385965
58,104,34070,158919,0.21438459602315635
58,106,49870,152780,0.3264170702971593
58,112,17160,67500,0.25422222222222224
58,115,20980,67520,0.3107227488151659
58,120,750,90090,0.008325008325008326
58,121,14670,157260,0.09328500572300649
58,123,2320,131770,0.017606435455718297
58,125,1940,20710,0.09367455335586673
58,127,5240,83720,0.06258958432871477
58,128,3650,154060,0.023692068025444633
58,132,860,22100,0.03891402714932127
58,133,16230,116270,0.1395888879332588
58,138,1660,35490,0.04677373908143139
58,152,3770,112880,0.033398299078667606
58,154,80400,100750,0.798014888337469
58,157,22370,58580,0.38187094571526115
58,160,32510,84930,0.3827858236194513
58,163,5100,99550,0.051230537418382724
58,167,4170,20090,0.20756595321055252
58,168,51760,69190,0.748084983379101
58,174,19300,81050,0.23812461443553362
58,176,44850,104950,0.42734635540733684
58,177,3560,100150,0.03554667998002996
58,179,730,22260,0.032794249775381853
58,180,65970,104090,0.6337784609472571
58,192,870,90800,0.009581497797356828
58,196,6640,19200,0.3458333333333333
58,197,41230,108240,0.38091278640059123
58,198,46430,212770,0.21821685387977627
59,1,2710,158580,0.017089166351368396
59,18,20,50690,0.0003945551390806865
59,21,60,43500,0.001379310344827586
59,22,1370,142260,0.00963025446365809
59,51,67950,204360,0.3325014679976512
59,56,4990,30870,0.16164561062520247
59,57,90,49060,0.0018344883815735833
59,58,2610,231019,0.011297723140853607
59,67,2130,25970,0.08201771274547555
59,83,570,43690,0.013046463721675441
59,93,280,20539,0.013631937682570596
59,98,430,34819,0.012349224583572661
59,105,1530,31470,0.04861773117254528
59,107,1290,59010,0.02186070157600406
59,112,174550,545270,0.32011663946301827
59,113,130660,288920,0.4522359130555171
59,115,4310,121200,0.03556105610561056
59,123,13570,49640,0.2733682514101531
59,125,470,51860,0.009062861550327806
59,136,5170,48799,0.10594262295081969
59,141,2860,29739,0.0961667787491594
59,147,3080,11370,0.27088830255057167
59,151,900,44029,0.020440608675902798
59,159,1610,59779,0.02693208430913349
59,172,620,42549,0.014571092831962399
59,174,2830,38050,0.07437582128777924
59,194,350,60610,0.005774624649397789
59,200,1920,152350,0.012602559894978667
60,151,21520,400739,0.05370065379048761
60,152,21490,209130,0.10275904939511307
60,153,59950,715010,0.08384498118907428
60,155,3410,81200,0.041995073891625614
60,156,277400,744580,0.3725590265653119
60,157,58850,205970,0.28572122153711704
60,161,489110,1016950,0.48095776586852845
60,169,194900,890269,0.21892234939962038
60,171,47980,230640,0.2080298300381547
60,172,68260,204660,0.33352877943906967
60,304,9530,183630,0.0518978380438926
61,1,9690,62090,0.15606377838621355
61,7,4010,11000,0.36454545454545456
61,12,410,22990,0.01783384080034798
61,14,6890,23140,0.29775280898876405
61,40,201310,337930,0.5957150889237416
61,44,173120,296699,0.583485001685204
61,50,11620,22090,0.5260298777727479
61,52,12090,22780,0.5307287093942055
61,55,340,6560,0.05182926829268292
61,71,46690,176010,0.26526901880574966
61,72,370,29220,0.012662559890485968
61,73,75620,120000,0.6301666666666667
61,102,228280,398189,0.5732941560561542
61,104,209030,290950,0.718439594432033
61,143,150010,292000,0.5137328767123288
61,188,2950,26230,0.11246664125047655
61,193,1280,60260,0.02124128775307003
62,15,314710,493480,0.6377360784631596
62,16,276200,464209,0.5949893367226041
62,43,6930,80350,0.08624766645924083
62,47,20,61750,0.00032388663967611336
62,72,93470,244900,0.3816659861167824
62,73,329230,501509,0.6564774381368269
62,74,87830,168370,0.5216487497772763
62,77,1190,48670,0.024450380110951304
62,398,28480,88990,0.3200359590965277
62,404,3170,43780,0.07240749200548195
62,405,14500,78020,0.185849782107152
62,407,1460,74790,0.019521326380532156
62,429,63970,160330,0.39898958398303497
62,431,84180,200490,0.41987131527756993
62,435,11790,163770,0.07199120718080235
62,438,3370,75370,0.04471275043120605
62,443,8820,55059,0.1601888848528878
62,458,11870,49190,0.24130920918885954
62,478,9300,106600,0.08724202626641651
62,479,10640,75990,0.14001842347677326
62,484,20140,146540,0.13743687730312543
62,485,53920,534050,0.10096432918266078
62,494,10,75390,0.00013264358668258389
62,498,7770,144390,0.05381259089964679
62,501,7510,38500,0.19506493506493505
62,502,150880,259690,0.5810004235819631
62,505,100740,254400,0.39599056603773586
62,517,310,21560,0.01437847866419295
62,524,9670,35310,0.27386009629000285
62,532,2720,92100,0.02953311617806732
62,533,1240,21900,0.05662100456621005
62,537,155610,389960,0.3990409272745922
62,546,5610,39160,0.14325842696629212
62,549,36130,61819,0.5844386929796184
62,550,24670,59770,0.4127488706709051
62,559,33770,143630,0.23511801155747405
62,562,55580,140160,0.396546803652968
62,575,6020,35890,0.1677347450543327
62,576,1570,42820,0.03666510976179355
62,578,7690,59540,0.12915686933154183
62,579,1210,78120,0.015488991295442909
62,582,91590,486310,0.18833665768748328
62,590,270,36810,0.007334963325183374
62,623,1680,29739,0.05648957632817755
62,626,30970,110200,0.2810344827586207
62,627,1710,96020,0.017808789835450946
62,638,19250,71590,0.2688923033943288
62,640,6800,37640,0.1806588735387885
62,647,58090,152160,0.3817691903259727
62,654,270,41670,0.0064794816414686825
63,5,20,13869,0.0014419610670511898
63,12,93320,118240,0.7892422192151555
63,13,34930,126489,0.27614831211953517
63,35,70990,197390,0.3596433456608744
63,36,64810,151369,0.4281561736143226
63,83,91280,135450,0.6739018087855297
63,84,9580,145990,0.06562093294061237
63,91,1230,11810,0.10414902624894158
63,92,1030,13480,0.07640949554896141
63,97,24650,80230,0.30724168016951264
63,98,84490,266610,0.3169048422789843
63,102,14740,34730,0.42441693060754393
63,103,8760,50840,0.17230527143981117
63,136,91870,118560,0.7748819163292846
63,138,54540,116009,0.4701318851823119
64,1,159110,449259,0.35416017450919296
64,7,2660,44380,0.05993690851735016
64,9,188470,381480,0.49404949145433574
64,10,246070,500700,0.4914519672458558
64,15,23240,94790,0.2451735415128178
64,18,6580,131570,0.05001140077525272
64,32,29240,43880,0.6663628076572471
64,34,55170,76409,0.7220259128386338
64,35,109700,115920,0.9463423050379572
64,36,13400,67970,0.1971457996174783
64,39,480,73050,0.006570841889117043
64,40,14500,67290,0.21548521325605588
64,48,17220,57179,0.3011542497376706
64,51,4510,84710,0.05324046747727541
64,60,660,40970,0.016109348303636806
64,61,50750,109900,0.46178343949044587
64,66,73350,107800,0.6804267161410018
64,67,73050,100780,0.7248461996427863
64,71,35200,60940,0.5776173285198556
64,75,10370,53519,0.19375934230194322
64,82,11500,70940,0.1621088243586129
64,85,80530,139550,0.5770691508419921
64,94,20290,62419,0.325056071771868
64,95,4670,71540,0.06527816606094493
64,98,16270,66210,0.24573327291949856
64,99,290,87890,0.0032995790192285814
64,103,20140,64419,0.31263582738280044
64,104,6110,70200,0.08703703703703704
64,106,17550,66020,0.26582853680702817
64,109,300,74370,0.004033884630899556
64,126,13150,67810,0.19392419997050583
64,129,6660,71330,0.09336884901163606
64,148,170,79440,0.0021399798590130917
64,153,1220,2990,0.4080267558528428
64,166,67870,195810,0.34661151115877636
64,167,39900,212130,0.1880922076085419
64,171,9340,76460,0.12215537535966518
64,172,8860,68810,0.12876035459962215
64,182,21370,64740,0.3300895891257337
64,183,1480,73709,0.020078686745353416
64,185,10950,69040,0.158603707995365
64,190,2680,70970,0.03776243483161899
64,210,18630,63740,0.2922811421399435
64,213,7330,72890,0.1005624914254356
64,217,40120,66560,0.6027644230769231
64,225,32170,60800,0.5291118421052632
64,228,12590,67290,0.18710060930301678
64,235,12770,39830,0.3206126035651519
64,238,352400,423279,0.8325458325458327
65,1,41670,232010,0.17960432739968102
65,23,570,39330,0.014492753623188406
65,29,1680,20660,0.08131655372700872
65,31,3100,14819,0.20917678812415658
65,49,1210,14590,0.08293351610692255
65,57,4480,20230,0.22145328719723184
65,64,16560,71300,0.23225806451612904
65,66,116540,554610,0.21012964064838355
65,67,51840,254310,0.20384570012976289
65,68,18420,42630,0.43209007741027444
65,70,6420,101780,0.06307722538809196
65,74,1370,94980,0.014424089281954095
65,76,3560,5160,0.689922480620155
65,77,286500,341620,0.8386511328376557
65,79,149230,295050,0.5057786815793933
65,80,19610,63750,0.3076078431372549
65,87,210,14090,0.014904187366926898
65,93,1240,20510,0.06045831301803997
65,138,2310,31589,0.0731244064577398
65,144,3030,21930,0.1381668946648427
65,146,2230,23220,0.09603789836347976
65,156,2190,21090,0.10384068278805121
65,164,5810,18010,0.3225985563575791
65,172,7270,21100,0.34454976303317536
65,174,2430,25860,0.0939675174013921
65,175,1710,23390,0.07310816588285592
65,177,58770,210900,0.2786628733997155
65,179,5870,164280,0.03573167762356952
65,182,1450,35520,0.040822072072072065
65,192,620,23840,0.026006711409395974
65,197,2880,22790,0.12637121544537078
65,225,10,17360,0.000576036866359447
65,236,3180,21880,0.1453382084095064
65,243,14860,37690,0.39426903687980897
65,245,2050,196670,0.010423552143184012
65,258,3610,35000,0.10314285714285715
65,261,11870,23370,0.5079161317928969
65,283,6710,19780,0.3392315470171891
65,284,73660,176700,0.41686474250141475
65,285,37710,123909,0.30433379065450733
66,1,8500,152270,0.05582189531752808
66,39,1640,13660,0.12005856515373352
66,65,110,156390,0.0007033697806765138
66,70,1680,21000,0.08
66,100,2650,13140,0.20167427701674276
66,131,2520,13410,0.18791946308724833
66,145,3780,28650,0.1319371727748691
66,188,19750,151550,0.1303200263939294
67,1,6540,15910,0.4110622250157134
67,5,34500,90850,0.379746835443038
67,6,6140,25160,0.24403815580286167
67,7,12860,35560,0.36164229471316084
67,8,10980,54810,0.20032840722495895
67,11,4130,46810,0.08822901089510789
67,14,13240,80490,0.16449248353832774
67,20,2780,37550,0.074034620505992
67,21,440,46270,0.009509401339961098
67,26,6510,116689,0.0557888422315537
67,29,210,54050,0.0038852913968547642
67,30,4870,111950,0.04350156319785618
67,44,4380,48810,0.08973570989551322
67,50,2320,94800,0.024472573839662448
67,51,9880,32380,0.3051266213712168
67,60,13660,52910,0.25817425817425815
67,64,7750,119250,0.0649895178197065
67,67,11880,45340,0.2620202911336568
67,69,34320,99130,0.3462120447896701
67,72,9200,123759,0.07433742727860376
67,79,530,48219,0.010991289921194526
67,81,8990,98409,0.09135250482674526
67,82,1040,41940,0.02479732951835956
67,87,14360,54940,0.2613760465962868
67,95,6960,95930,0.07255290315855312
67,97,170,109980,0.0015457355882887798
67,99,18930,115870,0.16337274531802884
67,100,30280,134310,0.22544858908495272
67,108,18040,103830,0.17374554560339014
67,110,6490,51729,0.12545911463367487
67,116,3470,159120,0.021807440925087983
67,121,8420,48899,0.17218813905930472
67,130,2480,51840,0.047839506172839504
67,136,8040,44260,0.18165386353366472
67,138,14020,48950,0.286414708886619
67,144,49080,182500,0.26893150684931505
67,155,17320,142810,0.12128002240739444
67,166,360,57260,0.0062871114215857496
67,167,42450,75370,0.5632214408916014
67,168,43780,79709,0.5492409986199976
67,171,24170,69920,0.3456807780320366
67,177,2740,42980,0.0637505816658911
67,181,43340,78200,0.5542199488491049
67,184,48180,95020,0.5070511471269207
67,186,16670,67110,0.24839815228728954
67,191,8420,68870,0.1222593291709017
67,193,19220,92260,0.20832430088879253
67,195,350,51450,0.006802721088435374
67,197,3160,53100,0.05951035781544256
67,201,16490,74540,0.2212235041588409
67,203,3020,28900,0.10449826989619378
67,205,96560,131290,0.7354710945235737
67,207,65640,144260,0.45501178427838623
67,213,23020,109190,0.21082516713984795
67,222,7660,41010,0.1867837112899293
67,223,17930,56190,0.3190959245417334
67,227,20200,76320,0.2646750524109014
67,229,280,59090,0.004738534438991368
67,234,2640,36340,0.07264722069345074
67,237,3610,11360,0.31778169014084506
67,240,4090,12290,0.33279088689991865
67,248,18380,39550,0.4647281921618204
67,249,2820,13450,0.20966542750929368
68,1,86210,208110,0.41425207822786025
68,3,9560,20190,0.4735017335314512
68,13,22190,96200,0.23066528066528064
68,14,2530,96130,0.02631852699469468
68,15,3870,32340,0.1196660482374768
68,18,2500,42050,0.059453032104637336
68,19,6020,47940,0.12557363370880267
68,21,3560,43110,0.08257944792391557
68,22,6910,42190,0.16378288694003318
68,33,6870,32189,0.21342031686859275
68,36,2210,43490,0.050816279604506784
68,40,3850,40340,0.0954387704511651
68,41,3010,42400,0.07099056603773585
68,42,6080,40470,0.15023474178403753
68,44,660,49170,0.013422818791946308
68,45,830,39260,0.021141110545084055
68,51,11660,39010,0.2988977185337093
68,56,57720,77460,0.7451587916343919
68,58,21970,65400,0.33593272171253824
68,59,20760,231030,0.08985845994026749
68,60,1310,100220,0.013071243264817402
68,63,23150,388350,0.059611175486030635
68,64,970,29290,0.03311710481392967
68,68,740,58929,0.012557271338876635
68,69,3590,36410,0.09859928591046416
68,73,1800,19630,0.09169638308711156
68,80,54350,78660,0.6909483854563946
68,81,25230,90000,0.2803333333333333
68,83,1590,39929,0.03981968444778363
68,86,2160,43270,0.04991911254911024
68,87,2570,33790,0.07605800532701983
68,93,2030,39520,0.0513663967611336
68,97,1270,31030,0.04092813406380922
68,102,3100,73390,0.04224008720534133
68,103,7690,39790,0.19326463935662228
68,106,2700,26389,0.10231148162182646
68,109,14500,39700,0.36523929471032746
68,114,2690,41220,0.06525958272683162
68,117,4130,43900,0.0940774487471526
68,121,450,82859,0.005430847212165099
68,122,23330,92339,0.25265323803335504
68,130,46600,363370,0.12824393868508682
68,131,260,32820,0.007921998781230954
68,132,54200,298220,0.18174502045469787
68,134,100,1800,0.05555555555555555
68,138,26780,87390,0.3064423847122096
68,139,1870,31470,0.0594216714331109
68,140,48960,89219,0.5487558843308676
68,141,3460,86760,0.039880129091747346
68,143,1710,11370,0.1503957783641161
68,144,6590,41190,0.15999028890507405
68,145,35660,115169,0.30962924372666495
68,146,18550,59760,0.31040829986613117
69,2,4500,190330,0.02364314611464299
69,42,2530,30300,0.0834983498349835
69,129,11700,106200,0.11016949152542373
69,130,30230,89749,0.336824512534819
70,1,14730,420820,0.03500308920678675
70,8,9080,210660,0.043102629830057915
70,9,26340,307030,0.0857896622479888
70,11,1930,30839,0.06258106355382621
70,14,32860,113229,0.2902057758544556
70,16,12820,170220,0.07531429914228645
70,33,26920,518550,0.05191399093626459
70,35,500,10240,0.048828125
70,43,37240,355170,0.1048511980178506
70,44,2710,20330,0.13330054107230693
70,46,3920,305880,0.012815483196024584
70,47,1400,21000,0.06666666666666667
70,49,140,63659,0.002199183160540371
70,50,17460,134210,0.1300946278220699
70,51,16920,288440,0.05866037997503814
70,66,1420,16970,0.08367707719505009
70,89,84650,518620,0.16322162662450349
70,94,6690,313670,0.02132814741607422
70,102,3010,94650,0.031801373481246696
70,126,510,73500,0.0069387755102040816
70,135,86620,519680,0.16667949507389163
70,142,1570,21890,0.07172224760164458
70,157,2830,242210,0.01168407580199001
70,158,52790,282770,0.186688828376419
70,191,780,33330,0.023402340234023402
70,197,47080,536090,0.08782107481952657
70,210,7090,210119,0.0337426232628974
70,211,54710,303690,0.18015081168296618
70,222,4540,665550,0.006821425888363007
70,256,4370,80280,0.0544344793223717
70,257,18570,133590,0.1390074107343364
70,258,79210,317320,0.24962183285011974
70,274,109490,526210,0.2080728226373501
70,278,320,240470,0.0013307273256539275
70,279,49050,278800,0.1759325681492109
70,281,92600,284980,0.32493508316373076
70,282,7320,199830,0.03663113646599609
70,283,11450,240900,0.04753009547530095
70,284,40760,283780,0.14363239128902672
70,287,59670,517089,0.11539577249608386
70,290,1830,19290,0.09486780715396578
70,296,3300,195470,0.016882386043894203
70,297,40600,293600,0.138283378746594
70,302,114330,516250,0.2214624697336562
70,307,78370,188830,0.41502939151617857
70,308,34180,321380,0.10635384902607505
70,312,1120,42470,0.02637155639274782
70,319,6910,94760,0.07292106373997467
70,320,130,58429,0.002224884477152148
70,321,3110,80800,0.03849009900990099
70,322,18250,27110,0.6731833271855403
71,1,180,192530,0.0009349192333662287
71,24,320,33470,0.009560800717060051
71,247,17500,214469,0.08159649368210008
72,1,89310,157250,0.5679491255961844
72,2,85520,134420,0.6362148489808064
72,3,78500,132850,0.5908919834399698
72,11,110660,125480,0.8818935288492189
72,13,5690,6390,0.8904538341158059
72,14,10020,20370,0.49189985272459497
72,15,83200,148290,0.5610627823858655
72,17,108370,139090,0.7791358113451722
72,19,103520,135849,0.7620169304379832
72,20,119580,137750,0.8680943738656985
72,21,78320,159490,0.49106527054987775
72,22,85570,137300,0.6232337946103423
72,23,77910,164210,0.4744534437610377
72,24,95480,136110,0.7014914407464551
72,26,78400,165390,0.4740310780579237
72,32,109820,140130,0.7837008492114463
72,33,106560,139350,0.7646932185145316
72,35,72550,144940,0.5005519525320823
72,36,72400,162340,0.4459775779228779
72,37,95150,143130,0.6647802696849017
72,38,82120,151980,0.540334254507172
72,40,97480,142710,0.6830635554621259
72,41,99760,147930,0.6743730142635028
72,46,109020,130979,0.832340815391663
72,47,109650,133420,0.8218408034777392
72,49,116670,132790,0.8786053166654115
72,50,106550,122630,0.868873848161135
72,52,114710,119109,0.9630593568969861
72,53,121630,131970,0.9216488595893007
72,54,108180,134550,0.8040133779264214
72,55,116420,129919,0.8960899014778326
72,56,110980,138120,0.8035041992470315
72,57,69140,152230,0.4541811732247257
72,60,116340,127349,0.9135453474676092
72,62,45890,190030,0.2414881860758827
72,63,110100,140169,0.7854747806235287
72,65,5840,27580,0.21174764321972445
72,66,10470,15430,0.678548282566429
72,67,90570,145930,0.6206400328924827
72,70,106870,131000,0.8158015267175572
72,71,121720,132760,0.9168424224163905
72,72,100710,137650,0.7316382128586996
72,73,80010,86750,0.9223054755043227
72,74,32810,33670,0.9744579744579744
72,75,65200,147940,0.4407192104907395
72,76,67420,167980,0.4013573044410048
72,79,95980,143059,0.6709073116175033
72,82,84430,117580,0.71806429664909
72,83,118450,131490,0.900828960377215
72,86,105580,141780,0.7446748483566088
72,91,112300,135690,0.8276217849509913
72,92,94690,143429,0.6601826675033119
72,93,107210,132010,0.8121354442845239
72,95,92050,136310,0.6752989509206955
72,99,120380,133459,0.9019931065487788
72,125,84220,154440,0.5453250453250452
72,127,105300,138950,0.7578265563152211
72,128,95870,140390,0.6828833962532944
72,132,116440,136240,0.8546682325308278
72,133,10780,26820,0.40193885160328113
72,134,72750,188140,0.3866801318167322
72,144,52980,106950,0.4953716690042076
72,146,37920,85010,0.44606516880367014
72,149,60670,166670,0.36401271974560506
72,150,3880,41229,0.09410623332524862
73,1,20,46070,0.0004341219882787063
73,14,3400,101530,0.03348763912144194
73,47,33020,425310,0.0776374879499659
73,52,15520,256029,0.060617896340272634
73,78,720,413140,0.0017427506414290552
73,111,880,46120,0.019080659150043366
73,112,230,33960,0.006772673733804476
73,192,1520,863910,0.0017594425345232722
73,209,650,481080,0.00135112663174524
73,213,440,508950,0.0008645250024560369
73,225,1070,20090,0.053260328521652564
73,245,143940,426220,0.3377129182112524
74,1,1810,68050,0.02659808963997061
74,7,13170,20710,0.6359246740704974
74,8,2210,23450,0.09424307036247334
74,10,66020,81770,0.8073865720924545
74,13,82860,122080,0.6787352555701178
74,16,57480,81460,0.7056223913577215
74,19,62200,124280,0.5004827808175089
74,22,1910,22500,0.08488888888888889
74,23,40880,83670,0.48858611210708736
74,26,72480,123940,0.5847990963369372
74,28,13210,89409,0.14774633709875856
74,29,35610,86250,0.4128695652173913
74,34,2390,21780,0.10973370064279155
74,46,63810,81600,0.7819852941176471
74,49,64850,126169,0.5139890623761592
74,51,58440,81450,0.7174953959484346
74,52,64190,123490,0.519799174022188
74,54,37290,85500,0.436140350877193
74,57,42580,83140,0.5121481837863844
74,60,32810,87840,0.37352003642987247
74,63,7520,91850,0.0818726183995645
74,64,33580,88060,0.38133091074267544
74,67,82450,123409,0.6680982092212949
74,74,2680,80030,0.03348744220917156
74,77,890,26130,0.03406046689628779
74,82,56600,85470,0.6622206622206622
74,83,59110,83600,0.7070574162679426
74,90,62180,81520,0.7627576054955839
74,92,71610,77900,0.9192554557124518
74,95,51890,83759,0.61950811843362
74,96,60330,123180,0.48977106673161225
74,100,49920,84490,0.5908391525624335
74,101,10880,90710,0.11994267445706096
74,102,46410,85020,0.5458715596330275
74,106,52260,84090,0.621476988940421
74,109,73760,94300,0.7821845174973489
74,115,2970,56440,0.052622253720765406
74,161,15740,82840,0.19000482858522452
74,162,34490,45780,0.753385757972914
74,172,60570,85209,0.7108320619645583
74,173,19020,83250,0.22846846846846847
74,176,54670,82520,0.6625060591371789
74,177,43560,82520,0.5278720310227824
74,181,31020,165310,0.18764745024499424
74,185,43960,63120,0.6964512040557667
74,186,650,104850,0.00619933237958989
74,187,38800,81460,0.47630739013012524
74,196,57150,82440,0.6932314410480348
74,201,37090,85870,0.43193199021777107
74,202,63490,96890,0.6552791825781814
74,205,41900,86409,0.4848975812984609
74,206,15190,83980,0.18087639914265302
74,211,65290,81200,0.804064039408867
74,212,2250,28289,0.07953340402969249
74,214,61810,79950,0.7731081926203878
74,215,52380,81720,0.6409691629955947
74,217,65910,127910,0.5152841841920099
74,218,40810,85500,0.47730994152046774
74,225,70410,78750,0.894095238095238
74,226,43840,86190,0.5086436941640562
74,228,47880,83370,0.5743073047858942
75,3,89600,219919,0.4074208803201165
75,62,49390,71260,0.6930957058658433
75,65,40090,70190,0.5711639834734292
75,102,7880,40450,0.19480840543881334
75,122,11220,83040,0.1351156069364162
75,134,19460,52360,0.3716577540106952
75,136,2280,43150,0.05283893395133256
75,187,18480,263490,0.07013548901286576
76,7,2020,34980,0.0577472841623785
