Driver,Trip,Distance,SecInMotion
65,23,3449.177,117
65,28,5423.882,194.4
65,29,3227.453,116.8
65,29,2651,89.8
65,31,1831.797,55.8
65,31,573.7892,20.5
65,31,2102.164,71.9
65,33,139.4867,5.1
65,33,863.3859,47.9
65,34,6475.372,216
65,35,5517.774,207.4
65,44,4275.059,144.3
65,49,4269.603,145.9
65,56,2831.505,174.9
65,56,1342.264,83.5
65,56,1967.628,97.5
65,57,6440.318,202.3
65,58,6307.792,246.7
65,61,6457.746,219.4
65,64,3255.488,115.1
65,64,11.58167,0.7
65,64,19326.21,597.2
65,66,3203.123,105.2
65,66,5282.442,192.4
65,66,73011.84,2686.1
65,66,27629.27,895.7
65,66,20966.66,670.6
65,66,497.5964,14.8
65,66,4149.689,122.3
65,66,13930.31,431.4
65,66,14119.65,427.6
65,67,6007.668,201.9
65,67,43454.69,1339.5
65,67,12488.24,394
65,67,16680.74,530.6
65,67,2217.492,77.1
65,68,2493.168,83.2
65,68,11528.26,343.1
65,70,2461.96,76.9
65,70,10007.44,309.2
65,70,3293.205,109.5
65,70,489.762,19.1
65,70,1033.798,37.6
65,70,135.4911,5.8
65,70,10266.92,452.9
65,70,183.6042,6.8
65,74,3656.36,116.5
65,74,9563.877,410.1
65,74,542.9123,21.6
65,74,11451.72,401.6
65,76,1741.029,51.6
65,77,16679.73,489.9
65,77,42689.75,1234.4
65,77,24821.48,707.8
65,77,33112.51,983.8
65,77,8.345835,0.3
65,79,58931.92,1788.8
65,79,11899.92,351.7
65,79,1857.994,56.6
65,79,882.0654,26.5
65,79,18415.22,551.4
65,79,2474.187,79.1
65,79,75.76751,2.6
65,79,12.08639,0.4
65,79,2718.947,93.4
65,80,14063.78,429
65,80,4152.683,124.8
65,80,2835.128,83.7
65,87,4152.639,135
65,87,186.3572,5.9
65,92,2802.86,178.5
65,92,1371.887,91.2
65,92,1963.916,102.8
65,93,4177.643,134.9
65,93,2141.113,70.2
65,97,2771.614,141.2
65,97,1404.104,72.9
65,97,1965.26,92.5
65,98,4176.105,147.6
65,98,159.8434,5.4
65,102,8464.281,304.3
65,103,2152.672,100.2
65,103,206.4889,21.1
65,105,3086.333,130.7
65,107,136.3525,4.7
65,107,6029.772,237.3
65,110,5198.527,188.9
65,111,5401.629,204.3
65,113,221.1403,7.9
65,113,3991.958,148.5
65,113,1958.653,85
65,114,4237.009,156.4
65,114,142.255,4.9
65,121,6322.994,274.8
65,122,4202.321,160.5
65,131,6315.963,672.5
65,135,2140.744,73.4
65,135,2882.368,102.2
65,137,6458.195,235.8
65,138,163.7745,5.7
65,138,2572.401,144.9
65,138,3397.655,165.3
65,139,6476.308,247.3
65,143,2814.135,98.6
65,143,3410.177,164.5
65,144,6453.093,219.3
65,145,4270.613,161.2
65,145,1975.815,92.1
65,146,6448.703,232.2
65,148,2831.26,99.7
65,148,3409.313,153.9
65,148,15239.18,564.5
65,150,5406.18,219.8
65,155,160.4106,6.9
65,155,6030.74,239.5
65,156,6454.749,210.9
65,164,2791.306,91.8
65,164,290.4559,10.3
65,164,2626.428,78
65,165,1835.456,62
65,165,654.8295,24.2
65,165,2142.207,76
65,171,2817.492,95.1
65,171,1369.2,57.7
65,171,1971.939,88.9
65,172,4225.663,146.9
65,172,2168.031,64.1
65,174,153.0786,6.6
65,174,4002.853,142.5
65,174,1950.298,109.5
65,175,78.42612,3.9
65,175,6276.192,230
65,177,11491.63,358.1
65,177,5823.558,174.3
65,177,25760.76,776
65,177,23965.34,800.6
65,178,2468.777,92.6
65,178,22841.65,792
65,179,9860.123,322.2
65,179,19999,621.9
65,179,17376.05,558.1
65,179,440.8642,18.4
65,179,3442.42,122.2
65,182,2834.398,93.6
65,182,3387.871,261.6
65,185,6497.626,229.3
65,191,4254.36,163.3
65,192,6492.895,238.4
65,196,2853.388,99
65,196,1331.035,57.6
65,197,6457.788,227.9
65,199,5152.473,182.3
65,199,124.7008,4.5
65,199,10.73528,0.4
65,201,3268.271,136.3
65,201,204.3722,9.7
65,204,6304.482,299.4
65,207,6462.1,222.7
65,222,9165.586,304.7
65,222,1752.971,62
65,222,3439.169,121.1
65,224,4270.755,194
65,224,1957.869,87.6
65,225,4253.092,164.2
65,225,231.5361,9.4
65,228,6301.912,277.6
65,230,6469.967,243.5
65,231,2800.323,100.9
65,231,9692.72,321.9
65,233,4368.7,140.8
65,233,3142.046,103.5
65,236,1705.87,70.1
65,236,4602.639,148.7
65,243,2801.243,92
65,243,9510.907,284.9
65,245,7298.722,264
65,245,26072.46,877.9
65,245,15534.15,555.9
65,245,7479.881,268.9
65,247,4552.151,155.7
65,247,4115.968,134.5
65,247,13441.33,556.1
65,258,2648.116,99.5
65,258,7878.714,250.5
65,261,7753.915,233.7
65,267,11670.34,404.4
65,268,11728.8,445.2
65,282,6319.722,247.3
65,283,6456.279,197.8
65,284,3208.547,100.6
65,284,25641.81,773.6
65,284,6300.675,199.5
65,284,633.9229,19.2
65,284,4477.576,134.5
65,284,13845.25,438.7
65,284,3214.182,100.9
65,285,731.9609,22.9
65,285,4147.958,137.4
65,285,94.19695,3.6
65,285,26854.35,821.4
65,285,1107.629,39.1
65,285,6512.033,214.7
66,1,8870.323,351.8
66,1,19819.79,653
66,1,2055.316,65.9
66,1,2150.533,66.7
66,1,9819.783,317.6
66,1,1239.602,55.7
66,1,215.7364,9.6
66,1,40.6175,2.4
66,10,3984.167,169
66,11,3153.299,127
66,11,56.63251,2.4
66,17,3971.335,172.8
66,18,445.2109,16.6
66,18,2356.243,92.4
66,25,3998.183,171
66,25,4.055278,0.2
66,27,478.8142,19.2
66,27,10.27889,0.4
66,27,2356.284,89.7
66,37,2474.082,106.9
66,38,3119.048,124.7
66,38,36.71278,1.7
66,39,406.7628,16.7
66,39,2966.449,94.4
66,39,161.8495,25.5
66,42,1195.903,54.6
66,42,3.545556,0.2
66,42,105.1181,5.6
66,43,3150.004,121.9
66,43,56.82528,2.8
66,51,3970.91,175.8
66,52,3140.373,119
66,52,48.74001,2.1
66,52,279.5461,34
66,57,3969.451,161.8
66,57,4.113612,0.2
66,58,466.4634,16.7
66,58,2603.127,101.8
66,65,15622.69,842.5
66,65,673.1195,23.9
66,65,3064.35,114.8
66,65,15905.64,571.9
66,65,239.9161,9.2
66,65,41.53723,1.6
66,68,3764.126,143.7
66,68,194.1145,8.2
66,69,3160.76,123
66,70,6364.315,210
66,76,3979.393,179.1
66,76,4.006667,0.2
66,77,457.9023,16
66,77,1936.496,76.1
66,83,3976.199,164.9
66,84,445.1687,18
66,84,10.64806,0.4
66,84,4243.738,176.6
66,84,4497.163,147.7
66,85,6486.58,230.3
66,100,409.7806,15.7
66,100,2975.615,93.2
66,100,151.2306,22.5
66,101,1339.305,45.4
66,101,240.54,8.9
66,101,39.96778,1.5
66,105,3979.942,163.6
66,105,56.42445,2.9
66,106,445.9503,15.8
66,106,2625.369,100.5
66,106,60.64445,2.7
66,113,3970.44,162.6
66,113,60.23223,3.2
66,115,451.2053,18.9
66,115,10.28195,0.4
66,115,2334.21,97.1
66,115,48.30611,2.6
66,120,4025.971,161.3
66,122,462.2462,16.7
66,122,2423.684,89.1
66,122,48.71889,1.9
66,127,3963.316,153.4
66,128,743.8459,26.4
66,128,1692.03,60.6
66,128,1342.758,63
66,131,412.535,20.3
66,131,2956.483,90.5
66,131,151.7617,23.3
66,132,1203.472,40.4
66,132,313.562,12.7
66,143,6365.243,203.6
66,144,469.9045,18.5
66,145,8913.303,286.5
66,149,3982.013,163.4
66,149,10.80861,0.5
66,156,1206.695,51.4
66,156,98.8964,4.4
66,169,3766.325,152.5
66,169,203.6425,10.1
66,170,487.5831,19.4
66,170,2631.516,108.8
66,170,62.79029,2.8
66,178,226.5459,34.8
66,179,8.122779,5
66,181,3968.095,160.2
66,181,59.68528,3
66,182,447.9631,15.2
66,182,690.6251,28.6
66,188,415.2328,16.6
66,188,2796.919,83.9
66,188,3499.191,110.8
66,188,19930.44,639.2
66,188,7880.946,278.9
66,188,2902.812,93
66,188,7929.527,293.1
67,1,1440.166,57.4
67,1,3423.02,101.7
67,5,1587.956,53
67,5,9581.586,311.7
67,5,1229.351,40.3
67,5,730.2828,25.7
67,5,4214.818,124.3
67,5,970.2707,34.7
67,5,2310.461,70.4
67,5,8717.748,248.4
67,6,7910.277,251.6
67,7,1092.83,49.1
67,7,5.664445,0.2
67,7,456.8153,14.1
67,7,9613.865,292.2
67,8,12180.92,381
67,8,4550.829,167.1
67,11,199.5778,7
67,11,947.2131,36.9
67,11,3259.312,107
67,11,5567.363,173.6
67,11,916.1951,31.7
67,11,2967.179,100.8
67,11,334.2303,11.1
67,14,5869.366,192.7
67,14,8714.201,299.1
67,14,1276.387,39
67,14,725.4028,20.5
67,14,4384.709,136.9
67,14,1055.058,33.4
67,14,780.3048,31.7
67,14,11.41639,0.4
67,14,1415.215,51.2
67,15,181.0914,6.6
67,15,1349.782,65.5
67,15,3237.131,118.8
67,15,7.984168,0.3
67,15,5418.729,209.7
67,15,5909.64,206.6
67,15,1336.615,47.5
67,20,678.2401,23
67,20,1498.05,53.3
67,20,8975.625,294.1
67,20,146.8789,5.1
67,21,9779.913,329.2
67,21,636.4048,27
67,21,2719.131,106.5
67,26,508.9345,16.4
67,26,1322.29,47.2
67,26,2.531667,0.1
67,26,11337.77,392.7
67,26,2182.741,78.4
67,26,4720.049,206.9
67,26,2331.453,83.3
67,26,9659.854,341.9
67,29,140.8497,7.1
67,29,1027.529,48.8
67,29,3248.652,130.9
67,29,6539.167,224.7
67,29,5.708889,0.2
67,29,3293.492,128.8
67,30,6926.003,249
67,30,7072.951,231
67,30,1240.157,38.2
67,30,72.34056,2.1
67,30,17.48417,0.5
67,30,5634.986,182.6
67,30,2340.029,82.2
67,30,9659.377,333.9
67,31,9802.079,378.4
67,31,7.916667,0.3
67,31,8.055001,0.3
67,31,520.1265,20.1
67,31,2740.918,104.8
67,33,643.2159,21.9
67,33,1475.933,49
67,38,2862.273,110.9
67,38,342.2722,15.6
67,38,2623.109,99.6
67,44,165.3672,6.2
67,44,1059.001,41.6
67,44,9790.177,342.6
67,44,6.563612,0.2
67,44,6.567223,0.2
67,44,6.581667,0.2
67,44,9.78639,0.3
67,44,528.7295,16.1
67,44,2729.334,80.7
67,46,586.1481,20.9
67,46,4520.962,146.4
67,46,8694.798,299.9
67,46,241.7811,9.5
67,46,1195.592,45.1
67,49,373.3967,17.5
67,49,989.2229,85.4
67,49,7480.314,308.9
67,49,1636.847,62.2
67,50,1208.637,46.4
67,50,5629.784,203.5
67,50,2062.851,83.2
67,50,1631.418,66.8
67,50,1897.712,91.4
67,50,9778.108,313.7
67,50,3764.221,143
67,51,641.209,18.9
67,51,3202.594,95.4
67,51,3203.256,100.4
67,51,1499.889,58.3
67,51,1608.583,50.8
67,60,200.9425,7.4
67,60,1459.109,81.6
67,60,11223.99,356.8
67,60,2737.732,83.3
67,64,652.5348,26.2
67,64,4720.108,170.1
67,64,1786.077,59.7
67,64,8694.466,296.5
67,64,1336.085,47.9
67,64,96.23306,3.2
67,64,148.5164,5
67,64,5641.754,188.3
67,64,27.71945,1.3
67,64,2324.379,74.2
67,64,9676.188,320.1
67,67,188.4311,7.4
67,67,1044.08,42.5
67,67,6381.3,209.3
67,67,10.82222,0.3
67,67,7.24889,0.2
67,67,7.066112,0.2
67,67,3.469445,0.1
67,67,2514.612,80
67,67,3749.981,113.4
67,69,14125.96,449.2
67,69,1263.235,37
67,69,62.85445,1.7
67,69,4353.927,138.4
67,69,997.6551,28.2
67,69,813.6628,25.5
67,69,1509.559,45
67,69,8571.744,266.3
67,70,9793.296,361.2
67,70,4.591112,0.2
67,70,4.903612,0.2
67,70,5.025278,0.2
67,70,7.77889,0.3
67,70,3383.002,126.8
67,72,3940.778,136.2
67,72,3270.11,131.7
67,72,8699.441,304.7
67,72,1283.485,43.7
67,72,942.8976,27.6
67,72,5452.836,174.5
67,72,2305.559,73.6
67,72,9682.77,345.6
67,75,3393.983,118.9
67,79,178.6911,7.2
67,79,1095.249,45.3
67,79,9782.052,333.9
67,79,2514.732,94.7
67,79,5.624445,0.2
67,79,11.38722,0.4
67,79,2.851945,0.1
67,79,9.201112,0.4
67,81,510.2337,18.1
67,81,2.547223,0.1
67,81,5.607779,0.2
67,81,12299.42,448.2
67,81,1268.899,43.9
67,81,28.42834,1
67,81,70.59445,2.6
67,81,3274.953,114.5
67,81,2346.514,81.4
67,81,8729.701,274.1
67,82,5353.602,183.4
67,82,2716.837,91.7
67,82,3320.75,127.7
67,82,368.3414,14.8
67,82,33.47806,1.8
67,86,1264.584,43.3
67,86,6196.907,198.8
67,87,7422.071,244.5
67,87,8680.738,267
67,87,1143.196,36.2
67,87,44.66112,1.7
67,91,1480.512,57.5
67,91,3223.583,122.2
67,91,10.63056,0.4
67,91,6448.809,227.8
67,91,663.1937,24
67,91,2721.909,97.5
67,95,8615.021,285.6
67,95,6.346945,0.2
67,95,5111.298,163.1
67,95,1212.327,40.9
67,95,18.91556,0.7
67,95,1357.792,51.8
67,95,9768.413,307.5
67,95,6.511668,0.2
67,95,6.182223,0.2
67,95,5.627501,0.2
67,95,3319.167,108.9
67,97,663.5234,23.6
67,97,3214.491,114
67,97,3254.139,114.4
67,97,8704.117,315.5
67,97,1200.421,38.4
67,97,53.11362,1.9
67,97,189.9506,6.8
67,97,20.45861,0.7
67,97,1090.853,39.9
67,97,9786.09,317.8
67,97,954.044,31.7
67,97,11.08028,0.4
67,97,2697.349,94.7
67,99,682.9976,22.8
67,99,4742.181,167.1
67,99,1842.465,57
67,99,8692.214,312.8
67,99,1224.843,38.6
67,99,958.0334,28.5
67,99,5443.034,175.4
67,99,2324.135,74.7
67,99,8760.684,281.8
67,100,11243.67,351.5
67,100,6197.722,197.9
67,100,99.7864,3.3
67,100,18524.74,600.9
67,100,5.855834,0.2
67,100,2.953334,0.1
67,100,3316.983,97.4
67,100,1483.116,46.4
67,100,1257.896,45.4
67,101,4897.887,183.6
67,108,4431.854,156.8
67,108,1350.783,49.2
67,108,7.684723,0.3
67,108,6.044168,0.2
67,108,1410.747,42.8
67,108,13.42639,0.4
67,108,9195.301,287.9
67,108,1504.814,51
67,108,14059.38,449.7
67,110,630.6003,23.4
67,110,619.122,21.8
67,110,4513.484,162.2
67,110,1790.146,58.7
67,110,3206.615,96.6
67,110,2710.675,83.8
67,110,2063.507,70.8
67,112,933.8568,28.7
67,116,681.4331,27.4
67,116,6700.479,357.6
67,116,8383.999,419.6
67,116,231.2095,10.2
67,116,4707.318,237.7
67,116,2326.071,230.7
67,116,8807.616,308
67,121,176.2583,6.6
67,121,1005.029,40.8
67,121,9799.257,320.4
67,121,963.279,29.2
67,121,2741.962,92
67,122,2460.017,89.7
67,122,3397.503,138.8
67,122,1026.788,58.7
67,124,9117.589,352.9
67,124,13525.13,503.4
67,124,1138.705,44.8
67,125,158.1486,6.7
67,125,1209.858,47.8
67,125,9794.409,334.1
67,125,5.070278,0.2
67,125,5.165834,0.2
67,125,10.54528,0.4
67,125,10.71667,0.4
67,125,3392.661,125.3
67,130,14097.97,475.8
67,130,1256.943,41.6
67,130,24.58111,1
67,136,9789.715,320.5
67,136,3779.664,122.1
67,138,519.6453,15.6
67,138,13538.2,430.4
67,138,1235.022,41.9
67,138,46.43862,1.6
67,140,162.9014,6.9
67,140,1691.315,82.3
67,140,9802.515,372.6
67,140,3438.104,127.2
67,144,3944.849,131
67,144,3262.109,119.4
67,144,8388.748,325.1
67,144,246.1681,12
67,144,1282.513,43.2
67,144,35.19834,1.1
67,144,56.21417,1.8
67,144,5368.576,163.3
67,144,834.8829,31.6
67,144,1461.335,48.8
67,144,8720.063,277.5
67,144,13184.55,372.1
67,144,8722.616,298.1
67,155,7403.469,264.8
67,155,8690.811,305.2
67,155,23340.83,858.1
67,159,619.894,25.7
67,159,3209.274,110.1
67,159,3300.432,122.9
67,159,8705.366,312.9
67,164,8013.328,353.8
67,166,100.8964,4.1
67,166,1656.747,87
67,166,9808.597,367.9
67,166,12.47167,0.4
67,166,12.56972,0.4
67,166,3.148612,0.1
67,166,9.514168,0.3
67,166,13.015,0.4
67,166,476.6017,14.6
67,166,2738.789,97.4
67,167,17315.46,520.1
67,167,7802.371,233.6
67,168,17855.67,519
67,168,4339.569,129.8
67,168,4433.129,148.3
67,169,630.4576,22.3
67,169,3185.269,110.4
67,169,1323.161,41.4
67,169,1738.689,53.8
67,169,8693.147,307.2
67,169,1221.053,39.6
67,169,61.21917,2.2
67,171,18248,557.6
67,171,1903.389,63.9
67,171,1917.707,77.7
67,174,6078.619,232.3
67,174,324.3723,14.9
67,177,1589.459,65
67,177,10.20028,0.3
67,177,7725.663,243.2
67,177,3757.748,121.3
67,181,8730.111,241.1
67,181,1671.544,49.7
67,181,2403.46,85.3
67,181,9774.231,294.6
67,181,10.87583,0.3
67,181,3740.439,111
67,184,7417.243,232.3
67,184,4793.938,145.6
67,184,3487.91,96.1
67,184,222.0731,6.4
67,184,1254.639,33.6
67,184,71.46556,2.1
67,184,71.25973,2
67,184,11615.08,332.2
67,184,2905.48,99.9
67,186,7155.421,250.9
67,186,3232.897,101.4
67,186,6494.574,194.8
67,186,945.1667,30.6
67,186,2756.139,93.4
67,187,5455.003,176.3
67,187,1808.529,65
67,187,8378.019,291.1
67,187,249.4917,10.6
67,187,1211.867,43.6
67,187,29.99917,1.2
67,187,7309.781,269.5
67,191,6864.027,253.5
67,191,178.7583,9.6
67,191,9790.152,308.6
67,191,3826.84,117
67,193,8002.381,246.7
67,193,1341.248,44.5
67,193,735.4309,24.6
67,193,5463.537,208.1
67,193,2339.761,81.2
67,193,9626.038,317.5
67,195,11268.26,406.2
67,195,6.650556,0.3
67,195,2732.96,108
67,197,642.5054,22.1
67,197,3187.072,108.4
67,197,3210.696,114.1
67,197,8314.658,278.9
67,197,226.2525,7.5
67,201,9708.149,298.6
67,201,6.025834,0.2
67,201,12.93222,0.4
67,201,3004.339,89.3
67,201,3643.066,127.7
67,201,2651.193,96.1
67,201,2106.651,81.3
67,201,1264.565,51.8
67,203,4337.379,137.8
67,203,4296.92,151.2
67,205,8548.42,259.5
67,205,8120.207,234.8
67,205,24975.96,687.1
67,205,3921.581,131.5
67,207,9565.586,305
67,207,5487.948,151.1
67,207,13948.75,459.3
67,207,3318.151,94.5
67,207,5659.795,162.5
67,207,7306.979,270.2
67,213,6965.03,281.1
67,213,9.972779,0.4
67,213,7058.079,238.4
67,213,1223.558,37.8
67,213,79.08668,2.2
67,213,5457.862,185.3
67,213,749.8643,30.8
67,213,1473.134,48.9
67,213,8746.559,267
67,222,9789.874,304
67,222,8.541668,0.3
67,222,3250.478,105.8
67,223,7422.438,242.7
67,223,8673.274,272.7
67,223,1201.049,44.1
67,223,59.77028,2.4
67,227,9488.893,293.2
67,227,181.165,6.9
67,227,1069.452,39.8
67,227,9806.847,314.8
67,227,6.398612,0.2
67,227,6.460001,0.2
67,227,13.03417,0.4
67,227,3328.627,107.7
67,229,3958.681,145.9
67,229,3255.306,122.6
67,229,3223.964,111.1
67,229,1508.285,46.5
67,229,3818.191,125.1
67,229,1219.753,38
67,229,48.96389,1.7
67,231,38.65695,4.3
67,231,1359.56,164
67,231,4879.143,186.7
67,231,8.446112,0.3
67,231,4349.571,161.2
67,231,5.660834,0.2
67,231,5.745556,0.2
67,231,5.659167,0.2
67,231,14.27417,0.5
67,231,500.6853,17.2
67,231,2736.447,99.2
67,234,2248.029,73.7
67,234,6650.005,236.4
67,234,1489.8,53
67,234,6.24139,0.2
67,234,3.174722,0.1
67,237,3091.052,113.6
67,240,3887.372,122.9
67,242,6938.058,261.2
67,242,3963.988,154.6
67,243,11320.31,389.6
67,248,1562.108,51.7
67,248,1650.147,50.5
67,248,6464.231,196.8
67,248,3.358889,0.1
67,248,10.02611,0.3
67,248,9.966112,0.3
67,248,537.1817,15.5
67,248,2753.435,80.3
67,249,3698.765,117.3
67,249,562.8937,17.2
68,1,1520.925,53
68,1,10385.9,301.6
68,1,12524.9,376.1
68,1,8527.088,267.4
68,1,16414.37,493.4
68,1,2556.288,77.4
68,1,5446.656,168.3
68,1,834.8023,29.2
68,1,1453.07,46.5
68,1,8520.734,268.2
68,2,9607.811,1225.1
68,3,6769.761,201.9
68,13,471.1765,15
68,13,6204.416,190
68,13,4160.289,125.3
68,13,13872.28,428.1
68,13,3344.234,100.2
68,13,1522.953,45.6
68,13,1355.404,41.9
68,13,470.5823,15.9
68,14,5707.427,179.8
68,14,14687.49,454.6
68,14,1675.272,51.2
68,14,2519.539,78.5
68,14,721.3109,22
68,14,71.54917,2.2
68,14,4121.363,131.4
68,14,585.327,41.6
68,15,582.3079,17.8
68,15,3144.468,100.6
68,15,5300.894,167.4
68,15,913.0129,37.6
68,18,12888.88,420.5
68,19,2673.348,135.7
68,19,6.012778,0.3
68,19,1422.586,64.8
68,19,8532.568,278.6
68,21,12921.47,431.1
68,22,4154.522,147.7
68,22,8546.585,274.2
68,33,157.1989,12.8
68,33,98.96445,8.7
68,33,40.41139,2.5
68,33,860.9468,31.9
68,33,3223.669,101.2
68,33,5316.166,164.8
68,35,9591.96,526.5
68,36,864.1807,27.4
68,36,3343.789,110.3
68,36,8547.619,297.2
68,39,2289.982,80.6
68,39,1433.524,173.5
68,40,2672.948,83.5
68,40,1508.148,50.1
68,40,8553.079,269.8
68,41,11106.05,370.1
68,41,44.49306,1.4
68,41,1664.691,52.5
68,42,4155.604,130.4
68,42,8578.586,274.3
68,44,9630.13,491.7
68,45,2684.059,84.6
68,45,1458.23,50.1
68,45,3479.653,113.7
68,45,4402.036,144.2
68,49,375.2534,13.9
68,51,1966.306,60.6
68,51,468.0628,14.1
68,51,1473.127,45.4
68,51,8548.925,270
68,55,1172.826,39.9
68,55,4100.931,271.3
68,55,4211.589,332.3
68,56,3610.856,101.1
68,56,359.4842,10.3
68,56,22472.78,663.2
68,58,16470.69,493.3
68,58,4320.984,132.9
68,58,557.3314,27.8
68,59,5251.132,160.9
68,59,6640.709,212
68,59,858.0657,29.8
68,59,607.0248,20.3
68,59,35396.52,1113.1
68,59,25031.01,774.2
68,60,901.8312,27.5
68,60,10031.64,324.8
68,60,1904.877,65.1
68,60,642.5815,23.5
68,60,538.8156,19.6
68,60,2392.689,80.7
68,60,6307.688,214.7
68,60,7237.886,246.3
68,63,6819.874,226.3
68,63,595.3934,19.5
68,63,4324.043,146.8
68,63,4319.925,148.3
68,63,28534.28,928.3
68,63,60327.11,1878.4
68,63,2635.112,94.8
68,63,13512.28,435.5
68,63,140.082,5.6
68,64,513.1003,15.6
68,64,8509.217,277.3
68,68,17403.82,589.3
68,69,1311.069,40.6
68,69,1489.017,49.7
68,69,8466.443,273.8
68,72,977.512,31.9
68,72,6438.995,339.1
68,72,1473.759,112.5
68,73,6122.253,196.3
68,78,5.96639,0.3
68,78,699.8759,24.5
68,78,13064.02,441.9
68,78,185.1736,7
68,79,17427.21,927.9
68,80,2215.066,64.1
68,80,209.52,5.9
68,80,4292.021,126.6
68,80,13785.45,409.2
68,80,4894.271,141.9
68,80,1203.154,37.2
68,80,54.17334,1.7
68,81,5662.198,169.6
68,81,16294.63,496.3
68,81,2565.987,82.4
68,81,48.48223,1.5
68,81,4575.381,150.2
68,83,865.5304,29.1
68,83,1539.521,48.3
68,83,1450.917,45
68,83,8639.327,276.9
68,86,12892.34,432.7
68,87,828.9943,39.3
68,87,8456.146,298.6
68,93,895.8665,32.9
68,93,1618.719,49.6
68,93,1515.832,45.2
68,93,8447.363,267.5
68,96,9596.088,694.2
68,97,798.104,32.4
68,97,6329.279,210.6
68,97,2115.279,67.3
68,102,12838.4,689.6
68,102,494.6567,39.9
68,102,43.91417,4.4
68,103,2626.378,83.2
68,103,1456.814,46.4
68,103,8477.687,268.3
68,106,2360.188,72.1
68,106,2071.942,81.6
68,106,184.7647,7.6
68,106,3028.719,102.6
68,108,3941.924,148.3
68,108,4191.33,135.3
68,109,3913.624,138.8
68,109,8504.84,258.2
68,113,2411.978,89.8
68,113,80.15807,2.9
68,114,4143.663,136.9
68,114,8500.845,275.3
68,117,9552.646,400.8
68,117,108.1953,6.1
68,117,94.00224,5.8
68,117,42.33695,3.7
68,117,70.66001,22.6
68,118,1584.201,184.7
68,118,8483.76,376.5
68,119,1247.068,40.6
68,119,3564.439,121.9
68,119,436.5589,16.7
68,119,8.753057,0.5
68,121,18957.99,685.8
68,121,3073.241,142.8
68,122,2704.69,92.8
68,122,21710.8,660.4
68,122,4782.115,170.2
68,124,2632.842,86.7
68,124,1447.47,49.9
68,124,8465.185,285.6
68,128,10230.06,435.2
68,128,1553.125,56
68,130,1402.283,50.6
68,130,7984.104,267.7
68,130,111.0586,5.5
68,130,3172.132,115.2
68,130,1785.696,62.4
68,130,29863.01,962.6
68,130,10017.97,305.5
68,130,20343.86,618.3
68,130,10412.04,311.1
68,130,13266.24,599.9
68,130,1195.966,334.9
68,131,1677.499,61.3
68,131,341.7689,12.4
68,131,2061.76,73.6
68,131,5410.828,180.9
68,132,79045.08,2427.4
68,132,2649.522,91.8
68,132,8797.553,298.6
68,132,4735.084,158.6
68,132,142.8653,5.8
68,134,543.6476,18
68,137,19.28083,1.1
68,137,8.286668,0.5
68,138,6196.601,195
68,138,277.3297,8.4
68,138,4406.172,134.9
68,138,17495.69,535.6
68,139,2314.463,71
68,139,2474.363,75.7
68,139,4012.049,129
68,139,547.8887,39
68,140,1380.074,42
68,140,2760.23,79.7
68,140,1342.293,41
68,140,214.0995,6.2
68,140,4272.962,126.5
68,140,13752.53,407.7
68,140,3264.333,102.3
68,140,2935.488,86.8
68,141,3712.779,123.6
68,141,18932.5,611.7
68,141,26.07917,0.9
68,141,69.84945,2.3
68,141,4060.344,129.1
68,143,3666.686,113.7
68,144,1124.365,37.1
68,144,11609.44,374.8
68,145,811.8546,30.2
68,145,6173.03,189.1
68,145,383.0348,11.7
68,145,4370.505,132.4
68,145,13766.82,413.1
68,145,3280.277,100.1
68,145,1513.211,46.5
68,145,4221.388,131
68,145,97.39862,3.5
68,145,2505.727,90.8
68,145,93.66557,3.3
68,146,15047.94,463.1
68,146,3923.171,117.9
68,146,37.13084,1.5
68,146,478.6409,15.1
69,2,29860.41,1014.5
69,2,8563.119,298.4
69,2,10461.72,355.2
69,2,647.355,23.6
69,2,67.28889,3.2
69,2,2068.743,71.6
69,2,663.6881,22.1
69,2,3255.218,114.7
69,23,9063.393,355.9
69,42,9048.48,303
69,110,5314.702,199
69,110,1858.664,66.2
69,129,12246.58,489.6
69,129,79.13084,5.1
69,129,2522.928,102.6
69,129,11248.72,351.9
69,129,3289.924,112.8
69,130,728.4254,24.3
69,130,4502.601,166.4
69,130,13.17361,0.6
69,130,22790.6,686.3
69,130,599.137,19.9
70,1,5719.422,190.4
70,1,1170.655,41.3
70,1,5251.589,166.1
70,1,2163.222,68
70,1,51307.87,1633.5
70,1,61430.95,1932.2
70,1,4929.391,176.7
70,2,2958.826,103.3
70,2,895.5073,37.7
70,5,5849.397,218.9
70,8,5479.568,185.1
70,8,61934.55,1921.5
70,9,20281.29,634
70,9,4845.916,149.7
70,9,28547.36,891.1
70,9,34539.54,1147.5
70,9,1808.855,128.8
70,9,1597.679,108.4
70,9,38.35834,1.6
70,9,4.878056,0.2
70,9,158.0422,6.4
70,9,62.61501,2.6
70,11,8961,308.4
70,14,4729.622,153.7
70,14,3286.611,96.7
70,14,1149.587,34.2
70,14,4437.098,139.5
70,14,5367.684,167
70,14,17341.26,521.6
70,14,595.4918,19.6
70,16,1542.595,52
70,16,3567.081,116.3
70,16,16074.31,503.4
70,16,2451.496,80.4
70,16,8528.416,300.8
70,16,4788.773,153.5
70,16,10553.85,329.2
70,16,2525.933,80.8
70,16,34.01806,1.1
70,16,40.66973,2
