Driver,Trip,Distance,SecInMotion
25,348,11569.57,366.4
25,348,15962.73,500
25,349,6086.729,195
25,349,5075.338,150.9
25,349,1619.994,48.3
25,350,6198.22,201.2
25,350,4901.198,155.5
25,350,1228.187,39
25,359,6047.234,193.6
25,359,4921.316,141.2
25,359,1405.406,39.2
25,360,6183.206,192.5
25,360,3279.531,98.9
25,360,2913.067,82.6
25,360,111.0033,3.4
25,360,19.01056,0.6
25,360,320.8934,10.6
25,370,1246.207,42
25,370,738.3654,22
25,376,6084.114,183.9
25,376,405.5509,14.6
25,382,6091.661,197.5
25,382,6723.664,219.2
25,383,6231.417,184.3
25,383,3117.085,91.1
25,384,739.7351,26.4
25,384,4243.996,133.1
25,384,89.55779,2.8
25,384,18395.57,590.2
25,384,8314.672,262.7
25,384,1792.73,68.3
25,387,22582.4,722.2
25,388,1287.033,36.5
25,388,752.0837,22.7
25,395,913.6848,31.5
25,395,39.57556,1.3
25,404,6086.217,179.9
25,404,6779.133,204.3
25,405,6170.788,209.6
25,405,3310.219,88.2
25,405,2997.059,83.4
25,405,4.803056,0.2
25,410,15156.84,481.5
25,410,8286.796,261.7
25,410,1150.518,39.1
25,410,411.8981,18.1
25,411,10289.88,342.8
25,411,11535.87,368.8
25,413,6084.68,191.7
25,413,6734.42,205.8
25,430,1467.184,46.1
25,430,180.6486,5.7
25,430,5353.141,170.8
25,430,12844.5,373.3
25,430,4112.078,128.4
25,430,594.9592,17.5
26,14,801.1484,28.2
26,14,2159.782,62.2
26,14,11191.51,330.7
26,14,26800.21,795.4
26,14,1924.577,62.7
26,15,11479.18,348.6
26,15,1156.91,36.8
26,15,3025.487,95.8
26,16,673.8812,20.2
26,16,1983.309,60.6
26,16,10537.15,311.6
26,19,7350.2,214.8
26,19,6448.068,180.6
26,19,657.072,20.5
26,45,790.0659,27.5
26,45,2159.684,73
26,45,11143.77,363.1
26,46,13855.31,404.1
26,46,668.3051,21
26,49,16445.03,514.4
26,49,67.53639,3.9
26,58,16472.85,513.6
26,58,69.66945,4.2
26,58,2475.623,90.2
26,58,10866.73,340.7
27,1,1536.985,59.5
27,1,3425.378,103.2
27,1,19354.69,589.2
27,1,8542.232,272.6
27,1,393.8039,13.9
27,4,554.5767,19.7
27,4,26217.34,837.6
27,4,16559.87,491.8
27,5,6206.565,191.5
27,5,27158.85,813.9
27,5,67.49584,2.9
27,5,8525.008,260.2
27,5,392.3514,21.5
27,6,547.6362,21
27,6,3316.559,99.6
27,6,1523.238,45.8
27,6,7394.965,236.8
27,7,7781.064,242.1
27,7,6584.75,224.6
27,7,2173.025,68.2
27,8,1146.538,37.1
27,8,15021.31,451.2
27,8,144.21,5.5
27,8,3051.126,95.5
27,10,3627.827,118.3
27,10,15980.69,485.6
27,11,6211.818,190.7
27,11,7782.683,231.4
27,11,19515.58,588.7
27,11,8546.479,269.5
27,11,404.4536,21.1
27,12,552.132,18.7
27,12,26215.96,881.8
27,12,101.03,4.7
27,12,6069.835,183.2
27,12,10044.42,301
27,13,6197.051,187.1
27,13,27395.13,836.8
27,13,8529.121,261.7
27,13,405.5295,13.8
27,15,381.8856,12.7
27,15,3267.95,97.3
27,15,5969.056,181.7
27,15,26865.59,810.5
27,15,6602.68,216.5
27,15,5307.319,168.8
27,17,6210.869,186.1
27,17,27161.54,811.5
27,17,50.62417,2.9
27,17,1829.92,57.7
27,17,6640.963,211.3
27,17,440.5725,19.8
27,18,549.0256,19.5
27,18,3372.337,102.8
27,18,9046.009,311.5
27,19,11518.22,368.3
27,19,400.4839,15.4
27,20,549.3248,18.6
27,20,3323.192,145.7
27,20,1515.353,84
27,20,1415.995,142.7
27,20,15161.48,464.3
27,20,8327.943,345.9
27,20,1173.315,44
27,20,420.942,15.6
27,20,4781.367,157.5
27,20,2147.085,70
27,21,2146.907,68.3
27,21,4014.12,121
27,21,26585.75,789.5
27,21,222.4498,6.9
27,21,37.445,2
27,21,8533.708,269.2
27,21,410.5092,14.8
27,25,554.2562,23.6
27,25,3338.078,102.4
27,25,26.24667,0.8
27,25,1409.463,42.1
27,25,4249.076,132.2
27,25,105.2692,3.4
27,25,12.38111,0.4
27,25,18417.34,561.9
27,25,8318.432,248.8
27,25,1775.071,64.9
27,25,4770.498,158.1
27,25,1974.47,60
27,26,8629.754,262
27,27,8258.286,247.5
27,28,6210.711,187.6
27,28,27355.43,838.4
27,28,30.28084,1.7
27,28,8529.249,268.8
27,28,415.7398,14.7
27,29,555.0248,19
27,29,3293.086,97.4
27,29,1352.25,39.9
27,29,4527.102,141.6
27,29,26828.33,805.8
27,29,1765.2,64.3
27,29,4745.996,151.9
27,29,1970.197,64.6
27,30,6189.634,193.1
27,30,27360.73,835.3
27,30,8539.942,267.8
27,30,408.4192,19.1
27,31,548.407,18.5
27,31,3316.834,102.9
27,31,5846.329,172.9
27,31,154.4395,4.9
27,31,5349.612,167.4
27,31,12868.96,386
27,31,3974.425,122.1
27,31,147.9897,6.1
27,31,599.7943,18
27,31,5726.565,309.9
27,31,6591.083,218.7
27,31,2164.067,63.7
27,31,3074.658,91.9
27,33,1193.576,39.8
27,33,6.449445,0.2
27,33,14708.18,451.1
27,33,10466.71,349.9
27,33,13956.77,447
27,33,422.6256,16.3
27,34,549.3784,21.2
27,34,3330.646,110.1
27,34,1510.667,47.9
27,34,4122.946,133
27,34,110.1775,3.6
27,34,24.45778,0.8
27,34,18416.9,580.9
27,34,8327.076,257.3
27,34,6593.91,221.9
27,34,2186.952,69.3
27,35,6216.664,229.3
27,35,27265.24,833.2
27,35,39.66473,2.2
27,35,8538.958,272.4
27,35,411.0567,15
27,36,399.6039,13.6
27,36,3288.706,97.3
27,36,5698.458,173.4
27,36,189.96,7.5
27,36,5277.993,168.9
27,38,7788.963,234.5
27,38,1163.796,41.4
27,38,5255.22,175.8
27,38,2157.408,64.1
27,39,6196.277,189.8
27,39,27397.23,832.4
27,39,8526.702,262.1
27,39,413.262,16.7
27,42,556.3681,19.8
27,42,3348.456,102.2
27,42,6199.828,182.7
27,42,10701.48,329.9
27,43,1129.081,34.8
27,43,8341.751,243.4
27,43,5975.074,180.3
27,43,202.0775,7.9
27,43,8.506112,0.5
27,43,10449.27,355.3
27,43,13960.99,448.5
27,43,361.3953,12.2
27,44,544.8767,16.9
27,44,3325.274,100.7
27,44,1507.668,44
27,44,4612.528,145.1
27,44,22605.65,673.9
27,44,4069.399,116.6
27,44,1764.779,63.2
27,44,4769.979,146
27,44,5291.99,154.9
27,46,6202.098,178.1
27,46,27152.06,768.8
27,46,3401.662,107.9
27,46,5023.093,151.8
27,46,419.322,15
27,47,548.53,21.8
27,47,3322.88,96
27,47,1528.668,49.7
27,47,7420.65,681.9
27,47,5.728334,0.8
27,48,7752.122,231.8
27,48,1165.708,40.8
27,48,5260.327,163.1
27,48,2148.718,63.8
27,49,6209.719,187.1
27,49,7925.894,236.3
27,49,18601.52,547.9
27,49,403.7153,13.9
27,49,8538.791,269.1
27,49,422.8881,15.8
27,50,553.4445,19.3
27,50,1048.551,37.9
27,50,24195.27,748.9
27,50,9.856946,0.6
27,50,106.597,4.8
27,50,16361.92,492.6
27,51,6214.432,192
27,51,27351.1,791
27,51,8539.04,279.5
27,51,414.9942,15.4
27,53,560.9745,19.5
27,53,1019.168,38.9
27,53,3435.603,111.6
27,53,19716.98,622.5
27,53,627.1484,20.2
27,53,1850.789,67
27,54,13803.09,405.7
27,55,1139.506,36.6
27,55,5835.945,177.3
27,55,152.4353,4.3
27,55,8383.638,257.2
27,55,17.72028,0.8
27,55,10438.48,332.1
27,55,14916.4,477.2
27,55,363.6984,11.7
27,56,532.0615,23.7
27,56,7228.946,237.8
27,56,18911.37,595.3
27,56,165.26,6.8
27,56,16315.37,494.2
27,57,1159.232,36.3
27,57,14706.36,440.8
27,57,10229.56,324.1
27,57,59.37584,1.9
27,57,14543.29,467.8
27,57,363.6361,11.3
27,58,546.4453,18.9
27,58,16990.51,648.1
27,58,5641.649,201.2
27,58,3313.427,129.8
27,58,12.68222,0.8
27,58,1849.318,58.9
27,59,13919.19,408.8
27,60,15882.52,472.1
27,60,8.922223,0.4
27,60,10432.54,342.1
27,60,14887.34,457.7
27,60,424.1695,16.8
27,61,556.3145,19.3
27,61,17001.54,625.6
27,61,12131.05,446.6
27,62,3608.34,118.6
27,62,16048.01,493.8
27,65,40261.25,2588.9
27,65,35.58917,1.9
27,65,8931.318,273.6
27,65,253.9475,9.3
27,69,1137.578,35.5
27,69,14725.66,438.5
27,69,10.47972,0.6
27,69,10448.87,348.6
27,69,14935.25,454.7
27,69,438.4875,15
27,70,525.8667,18.7
27,70,26239.98,836.8
27,70,8.746668,0.5
27,70,8943.637,272
27,70,7547.28,224.4
27,71,16087.14,483.3
27,71,10465.34,338.3
27,71,14943.02,471.6
27,71,429.2659,14.6
27,72,551.3828,18.2
27,72,1741.214,62.9
27,74,897.8715,37.3
27,74,7224.543,246
27,75,11130.21,368.3
27,75,1883.186,64.3
27,76,13907.83,420.4
27,77,1146.232,37.2
27,77,6049.824,182
27,77,8420.632,256.5
27,77,10.17583,0.5
27,77,4893.289,182.2
27,77,5288.052,177.3
27,77,13108.69,677.3
27,77,628.7579,24
27,77,355.5528,11.6
27,78,557.9684,18.9
27,78,1655.802,60.4
27,78,24212.19,749.7
27,78,146.1364,6.4
27,78,6043.67,180.3
27,78,4110.284,121.2
27,78,5689.2,167.5
27,79,1129.823,34.5
27,79,14512.91,438.6
27,79,24.8825,1.1
27,79,10453.62,353.4
27,79,13974.52,430.1
27,79,684.062,23.4
27,79,359.995,11.4
27,82,3597.044,123.4
27,82,6907.786,223.5
27,82,3609.768,127.1
27,82,6200.024,204.3
27,82,6.021667,0.2
27,82,501.0087,16.1
27,82,4557.924,145.9
27,82,13825.44,425.5
27,82,402.3603,14.2
27,83,546.4909,20
27,83,1778.665,59.2
27,83,24204.11,745.1
27,83,127.6645,6.1
27,83,16370.27,547.6
27,84,1134.906,36
27,84,14744.47,444
27,84,10459.78,341.1
27,84,14880.29,464.4
27,84,409.8531,15
27,85,553.9284,20.1
27,85,26212.99,927.1
27,85,47.68223,2.7
27,85,16356.72,486.3
27,86,6172.608,196.8
27,86,5047.759,179.9
28,1,8846.207,288
28,1,19762.63,630.2
28,1,7726.78,240.8
28,4,1543.161,48.6
28,4,19878.55,614.2
28,5,9136.842,296.1
28,5,4364.021,146.1
28,5,5209.58,171.5
28,13,17277.89,531.6
28,14,9134.404,284
28,14,4402.077,133.2
28,14,7956.977,246.8
28,19,4530.051,152
28,19,19761.15,606.2
28,21,9136.91,295.6
28,21,2089.244,65.8
28,21,2193.54,66.6
28,21,5260.836,190.2
28,23,1558.398,53.8
28,23,19863.87,612
28,24,13585.32,419.8
28,24,7815.782,260.5
28,27,4542.403,178.2
28,27,7216.353,225.4
28,27,12500.71,395.3
28,30,2202.639,81.4
28,33,2268.258,71
28,35,13614.13,425.5
28,35,5258.157,193.8
28,38,1603.07,60.1
28,38,7300.457,234.5
28,38,12402.4,392.5
28,39,9119.411,285.8
28,39,4356.131,134.8
28,39,3232.241,99.6
28,42,1546.352,50.6
28,42,19727.31,604.4
28,43,9143.728,290.4
28,43,4343.442,136.7
28,43,5248.636,171.9
28,48,1541.337,55.2
28,48,19862.94,617.1
28,49,9121.818,287.7
28,49,4367.713,135.5
28,49,7874.576,259.1
28,54,1536.97,49.7
28,54,13607.24,411.4
28,54,6095.575,190
28,55,9149.425,287
28,55,4317.784,158.3
28,55,3241.948,101.8
28,55,1789.883,63.9
28,57,568.8898,21
28,57,1757.955,59.6
28,57,11574.22,411.4
28,57,2647.068,100
28,57,8844.46,293.5
28,57,2538.528,89.3
28,59,3344.739,125.1
28,59,4869.872,170.8
28,59,21467.78,743.7
28,59,121.0895,18.5
28,59,34.81306,3.6
28,61,1540.762,49.2
28,61,19756.57,617.2
28,62,20958.48,683.1
28,62,5039.127,184.9
28,62,8.744723,1.8
28,63,4692.479,173.3
28,63,3334.169,111.7
28,63,1496.848,51.3
28,63,16560.15,541.4
28,64,11389.14,356
28,64,3434.49,109
28,64,4093.882,144.2
28,64,18317.38,611.7
28,64,2670.17,97.6
28,64,8834.396,331.1
28,64,1.545556,0.2
28,64,1.621945,0.2
28,64,1413.599,89.1
28,65,10611.85,389.6
28,65,5.198056,0.2
28,65,620.9948,24.9
28,65,13813.72,499.8
28,65,6926.56,239
28,68,4518.4,166.9
28,68,19861.68,631.1
28,71,3345.386,115.5
28,71,9732.141,313.3
28,72,4641.922,157.3
28,72,1734.38,59.6
28,72,1793.07,55
28,72,4108.698,134.1
28,72,8181.547,443.3
28,72,235.9803,100
28,72,4163.697,508.7
28,72,567.0217,64.3
28,72,3982.469,463.3
28,72,1593.734,127.9
28,73,3314.894,125.2
28,73,5279.9,205.1
28,73,17145.99,609.7
28,73,3991.07,130.9
28,73,143.2442,21.1
28,74,1544.937,48.6
28,74,19897.53,607.7
28,76,9133.643,286.8
28,76,9740.163,347
28,77,14941.09,716.7
28,78,3380.734,118
28,78,5272.774,182.9
28,78,3294.778,125.7
28,78,13758.06,464.2
28,78,3962.127,126.2
28,78,154.0528,42.6
28,81,1523.833,51.8
28,81,19901.19,624.7
28,84,9125.246,289.4
28,84,7666.176,247
28,85,1571.856,53.1
28,85,19896.58,622.3
28,87,11351.28,347.1
28,87,7559.084,233
28,88,1554.371,52.5
28,88,9894.693,306.4
28,88,9690.02,303.4
28,89,9140.833,288.8
28,89,4339.386,138.3
28,89,5277.691,168.8
28,92,5395.67,169.1
28,92,13243.89,445.8
28,92,386.1317,15.5
28,93,836.3048,33.8
28,93,22733.01,769.2
28,93,166.145,49.5
28,94,1531.557,49.1
28,94,7279.782,219.4
28,94,17706.54,595.4
28,94,2258,66.1
28,95,238.6414,8.1
28,96,666.5581,24.3
28,97,2205.858,72.3
28,101,14900.62,482.2
28,101,4421.453,139.3
28,101,5246.024,171.6
28,102,1547.586,48.5
28,102,18670.06,582.1
28,102,1048.113,34.3
28,105,2896.156,96.7
28,106,2044.715,67.6
28,107,14916.62,495.5
28,107,9756.267,319.2
28,109,1546.904,50.5
28,109,18459.24,579.3
28,112,7868.274,246.4
28,112,2010.97,66.8
28,112,5377.035,166.3
28,115,1549.285,49.3
28,115,19843.37,598.7
28,116,2040.834,70
28,117,2152.299,67.9
28,118,9147.954,286.2
28,118,4369.17,135.3
28,118,7795.618,257
28,120,1550.178,48.8
28,120,18620.71,573.8
28,123,9134.629,306.1
28,123,4398.768,151.1
28,123,5228.886,195.5
28,124,1546.298,50.3
28,124,19874.46,604.1
28,125,9127.561,274.1
28,125,4358.663,135.2
28,125,5246.721,186.6
28,128,1559.051,51.7
28,128,19765.71,612
28,132,278.84,12
28,133,701.1976,26.7
28,135,9134.493,318.2
28,135,4356.279,137.5
28,135,5256.125,187.7
28,136,1533.849,49.4
28,136,19893.4,612.6
28,136,2047.598,73.5
28,137,22744.42,707.6
28,146,4526.708,168
28,146,18482.57,652.9
28,147,671.3867,27.2
28,148,9164.682,317.3
28,148,4381.314,171
28,148,1070.39,40.5
28,148,4076.718,153.7
28,149,1535.925,51.8
28,149,18446.97,567.8
28,150,7867.082,243.6
28,150,4376.322,136.5
28,150,3114.687,97.9
28,163,17085.1,530.7
28,164,9129.907,293.4
28,164,4339.047,138
28,164,5268.878,173.4
28,165,4192.416,135.9
28,166,1200.473,39.1
28,168,17270.14,548.9
28,169,9136.428,287.2
28,169,4370.907,140.6
28,169,5240.107,183.7
28,172,4784.097,166.7
28,173,1552.695,49.7
28,173,18632.76,577.4
28,174,7865.351,248.1
28,174,4375.38,139.1
28,174,5258.051,170.4
28,177,1532.725,51.3
28,177,7296.293,226.7
28,177,12319.48,382.5
29,2,3497.628,119.5
29,2,4344.168,127.1
29,2,3561.483,117.3
29,2,12.25639,0.4
29,2,20447.39,635.6
29,2,53508.61,1708.7
29,3,9831.088,299
29,3,13642.93,417.8
29,4,17538.06,532
29,4,5750.707,167.5
29,4,2520.151,94
29,4,35374.87,1135
29,4,16435.92,517.8
29,6,877.6776,27.5
29,7,1398.089,42.8
29,13,981.6201,30.6
29,13,16.65945,0.5
29,13,3.3075,0.1
29,13,8037.943,244.5
29,13,14075.03,405.9
29,13,27090.89,760.8
29,16,35355.11,1224.2
29,16,16435.42,511.3
29,21,12737.7,382.2
29,23,4918.884,138.1
29,23,3710.401,135.8
29,46,1944.478,53.9
29,46,12159.5,367.7
29,48,7989.416,240
29,48,3721.75,139.7
29,54,21560.74,589.8
29,54,12574.31,345.5
29,54,5557.427,152.1
29,54,20971.56,614.2
29,54,12202.15,364.8
29,54,48854.76,1483.9
29,59,48870.59,1531.7
29,59,315.6553,9.7
29,59,5037.491,154.7
29,59,109.3886,3.4
29,59,23872.7,760.9
29,59,3125.135,91.5
29,59,18570.37,542.1
29,59,22072.32,651
29,62,21536.1,602.2
29,62,12580.94,350.5
29,62,26613.74,794.5
29,62,13115.02,418.5
29,62,16325.78,512.6
29,63,31636.56,948
29,64,16058.7,491.8
29,64,32425.72,985.3
29,64,5389.156,163.7
29,64,115.3172,3.5
29,64,21450.08,656.5
29,64,5539.272,163.1
29,64,18588.07,534.7
29,64,21855.62,642.5
29,68,25908.26,753.6
29,68,1581.443,48.5
29,68,1555.82,53.3
29,68,14723.54,435
29,68,61.71529,2.2
29,68,145.26,5.6
29,69,13594.98,407.1
29,69,19036.68,600.7
29,69,3294.705,97.7
29,69,4030.092,146
29,85,26922.48,819.5
29,85,5618.906,172.5
29,85,6899.669,205.4
29,85,39832.79,1248.8
29,85,20927.25,686.4
29,85,21903.78,703.2
29,85,30700.44,954
29,85,49850.68,1609.1
29,85,30684.06,954.2
29,85,20430.18,632.2
29,86,19252.69,576.6
29,86,2860.565,85.7
29,86,20167.94,647.9
29,86,7.017501,0.3
29,86,750.7601,38.5
29,86,90.23001,4.6
29,86,14.46611,0.7
29,86,4.191945,0.2
29,86,4.213334,0.2
29,86,5161.031,180
29,86,5182.092,160.1
29,86,16572.65,524.7
29,86,22280.32,752
29,86,95846.01,3047.5
29,87,3825.3,116.9
29,87,44688.07,1414.7
29,87,5.33639,0.2
29,87,42676.98,1316.1
29,91,13664.85,418.7
29,91,7926.201,252.5
29,91,8950.93,264.5
29,91,12736.6,403.6
29,91,10560.89,345.1
29,92,10812.67,354.6
29,92,42735.73,1353.1
29,93,3140.59,106.6
29,101,17882.63,511.5
29,101,7919.579,247.9
29,101,8947.934,249.9
29,101,5605.17,158.9
29,101,7199.613,212.7
29,101,10542.81,345.4
29,105,10797.04,332
29,105,46910.44,1411.2
29,107,25888.91,744.6
29,107,6536.223,188.6
29,107,2304.711,69.8
29,107,12749.86,348.7
29,107,10639.93,306
29,116,10804.98,359.4
29,116,5526.435,183.9
29,117,40963.42,1295.2
29,118,17861.28,532.3
29,118,8.616389,0.4
29,118,7599.326,226.7
29,118,9029.457,267.9
29,118,5599.444,166.1
29,118,7211.118,211.9
29,118,14333.83,439
29,118,45594.89,1403.9
29,118,35338.52,1032.6
29,119,21296.08,693.4
29,119,317.9028,14.8
29,119,19339.18,675.4
29,119,11.78806,0.4
29,119,11510.14,371.5
29,119,57245.09,1913.6
29,119,20569.3,659.3
29,119,162967.2,4929.6
29,119,32442.29,993.7
29,119,316.0584,10.9
29,119,5045.736,151.6
29,119,26343.96,810
29,119,18557.11,550.5
29,119,22020.19,675.8
29,147,11351.59,327.6
29,148,3515.733,109.6
29,148,4376.132,137.8
29,156,10524.92,314.6
29,168,23100.42,708.2
29,169,3094.066,97.1
29,202,3519.68,112.2
29,202,2420.801,76.1
29,202,7357.382,223.8
29,202,18.71556,0.6
29,202,3340.193,106.8
29,203,3390.024,102.6
29,203,9916.141,301.3
29,203,3757.5,116.3
29,211,6895.333,205.2
29,215,6677.942,208.3
29,247,6639.703,208.4
29,247,199.5145,6.7
29,255,10491.18,317.3
29,256,3511.934,122.8
29,256,8009.966,254.3
30,1,1526.702,54.4
30,1,22866.18,689.5
30,1,8551.309,276
30,1,19035.88,640.7
30,1,20.42611,0.8
30,1,4237.467,140.1
30,1,1085.643,40.5
30,1,732.6967,24.3
30,3,3176.669,118.2
30,4,306.8261,50.8
30,13,2385.954,83.4
30,20,649.0756,31.8
30,20,835.0801,30.6
30,20,4600.628,153.4
30,23,3140.782,121.6
30,23,206.4958,9.7
30,23,11058.61,390
30,30,868.2465,36.2
30,30,543.0417,22.5
30,57,873.7792,33.4
30,57,1642.596,54.2
30,58,1485.925,58.3
30,58,759.6642,29.6
30,69,3242.898,104.3
30,69,4516.191,142.6
30,69,581.1731,18.2
30,69,4528.084,148
30,69,17778.58,582.4
30,69,24422.35,774.3
30,69,22536.32,714.3
30,70,33384.89,1044.5
30,70,11952.67,375.2
30,70,1787.287,58.5
30,70,19449.86,586.1
30,70,2507.217,91.6
30,70,42.28167,1.5
30,70,3093.272,101.9
30,70,3113.098,103.1
30,72,880.6615,31.3
30,72,4587.211,155.9
30,72,252.095,10.7
30,72,120.7161,4.4
30,72,4559.408,156.2
30,72,1203.721,39.6
30,74,89.02418,5
30,74,715.5468,25.7
30,74,3384.63,110.6
30,74,2502.746,88.6
30,74,56.46945,1.8
30,74,4727.958,151
30,74,761.2448,24.8
30,83,866.3398,33
30,83,1639.522,66.4
30,89,5512.159,225.3
30,89,1516.159,49.5
30,106,874.1078,30.3
30,106,1564.969,54.2
30,110,879.1132,32
30,110,6303.479,210.9
30,110,615.3812,22.1
30,110,4507.661,151.7
30,110,13904.46,448.3
30,110,3334.262,99
30,110,1532.141,58.1
30,110,3637.531,118.8
30,110,616.0581,21.2
30,110,87.78918,3.1
30,111,869.8356,30.2
30,111,8146.335,284.4
30,111,14722.88,487.7
30,111,1643.881,60.6
30,111,2476.914,82.6
30,111,26.90167,0.8
30,111,83.68251,2.5
30,111,5837.456,180.5
30,111,1330.227,41.8
30,120,513.3895,19.1
30,120,808.6678,29.8
30,120,1456.767,52.9
30,120,19618.42,615
30,126,102.2906,6.2
30,126,680.772,25.5
30,126,1670.461,64.1
30,126,1633.864,62.9
30,126,2437.732,92.4
30,126,917.7781,35.9
30,126,5619.434,198.2
30,126,837.1129,31.8
30,127,515.5939,19.5
30,127,738.3143,30
30,127,11.22139,0.4
30,127,1272.922,48
30,127,19615.51,656.2
30,128,21748.04,727.5
30,128,5108.989,164.3
30,128,3112.032,117.1
30,133,2359.96,82.3
30,134,527.7837,18.8
30,134,21958.37,746.2
30,135,23589.37,886.6
30,145,516.4459,20.5
30,145,748.8948,24
30,145,12.27584,0.4
30,145,9.10139,0.3
30,145,1150.736,203.6
30,145,19608.72,767.9
30,146,11671.85,377
30,165,875.9765,33.3
30,165,1630.298,65.8
30,165,578.0364,22
30,165,4911.435,177.5
30,167,2369.109,86.4
30,171,739.1126,27.2
30,171,2323.125,77.5
30,173,373.3195,13.9
30,178,2419.779,80.4
30,191,2357.082,86.8
30,191,2069.688,97.5
30,192,419.2056,15.2
30,194,869.0695,35.2
30,194,1629.826,59.5
30,195,7713.02,283.8
30,199,2166.998,86
30,211,2159.463,86.4
30,214,879.8373,33.4
30,214,1551.171,61.2
30,214,11194.52,374.6
30,233,2418.774,80
30,237,3135.282,114.3
30,237,1526.476,53.8
30,237,885.6332,30.5
30,239,2199.398,80.9
30,242,1423.832,57.4
30,242,789.6887,33.4
30,249,2436.621,85.9
30,257,14434.73,475.7
30,257,387.5092,13.8
30,259,9948.844,408.1
30,259,4761.095,160.9
30,259,160.872,6.8
30,269,505.8012,19.3
30,269,748.2015,25.3
30,269,6.027501,0.2
30,269,1184.145,38.5
30,269,2947.457,101.6
30,272,3197.523,107.7
30,272,3115.696,97.3
30,273,873.3309,35.7
30,273,19473.28,644
30,273,98.54585,3.1
30,274,20195.74,876.3
30,285,3182.055,110
30,285,4471.031,155.8
30,285,108.7995,4.1
30,285,4457.642,159.4
30,285,13808.8,474.6
30,285,3362.872,104.1
30,285,2989.475,95.6
30,285,2719.723,101
30,285,20.61028,0.8
30,285,18480.12,603.7
30,285,4173.235,139
30,285,508.7942,18.4
31,1,8819.279,282.2
31,1,4276.764,131
31,2,2372.148,75.5
31,2,11626.1,390
31,2,2070.726,64.1
31,2,2016.122,63.7
31,2,9828.542,305.2
31,9,188.7842,7.9
31,9,3304.922,101.8
31,11,3783.568,133.1
31,12,2296.387,69.9
31,13,3713.279,119.8
31,17,4242.165,134.8
31,18,3772.829,116.9
31,19,437.7928,17.8
31,19,3521.375,107
31,20,1938.922,62.4
31,20,1747.334,58.8
31,24,4348.93,137.3
31,25,3783.023,112.8
31,28,10936.22,339.8
31,28,41287.86,1227.2
31,28,13280,438.3
31,28,9235.646,333.3
31,28,7878.905,261.8
31,30,59173.8,1896.4
31,34,23206.72,763.4
31,34,36935.64,1187.6
31,35,13588.92,467
31,35,7834.504,261.1
31,35,6951.385,223.1
31,35,13932.49,421.3
31,35,38387.15,1184.9
31,36,456.8562,18.8
31,36,3730.068,117.3
31,37,3772.897,112.7
31,39,4366.423,147.7
31,40,3764.01,116.6
31,42,2568.652,77.3
31,43,1930.772,65.5
31,43,1727.293,59.2
31,48,4358.433,137.8
31,49,3790.203,123
31,57,4375.735,154.4
31,58,3786.211,123.9
31,63,335.5539,13.2
31,63,3356.687,106.8
31,64,3756.851,122.4
31,67,4365.815,148.3
31,68,3791.055,135.2
31,68,1273.197,45.7
31,72,4348.668,130.1
31,73,3778.002,119.5
31,76,4311.115,140.6
31,77,3733.627,121.3
31,83,3774.64,120.7
31,86,4369.017,141.8
31,87,3739.28,125.7
31,89,4238.778,140.1
31,95,4310.984,132
31,96,3758.545,121.2
31,100,4355.761,133.3
31,101,3764.049,120.7
31,102,4380.754,142.3
31,102,27936.14,892.5
31,102,3254.765,127.9
31,102,28516.5,884.5
31,103,28878.99,888.2
31,103,19727.86,594.5
31,103,4329.126,135
31,103,9753.074,292.7
31,108,4268.883,136.3
31,109,3736.664,114.9
31,112,4318.004,134.4
31,113,3772.092,112.2
31,115,4400.448,148.3
31,115,8244.426,256.4
31,115,14647.97,437.8
31,115,296.8331,10.5
31,117,4356.416,140
31,118,2299.881,70.9
31,118,116.7458,4.2
31,118,1031.274,34.9
31,118,17802.64,526.6
31,118,2898.21,90.2
31,118,7970.473,252.1
32,1,8867.536,283.3
32,1,1097.53,34.7
32,20,712.4651,26.8
32,20,7854.278,250.5
32,34,2344.164,72.4
32,34,14.67417,0.6
32,57,2324.143,88.3
32,59,8954.839,268.7
32,68,707.0987,26.3
32,68,7677.29,244.9
32,69,8950.088,269
32,69,325.2289,12.7
32,85,8581.01,268.1
32,98,694.0006,21.6
32,98,7875.124,230.3
32,118,8764.375,259.6
32,118,2320.989,65.8
32,118,1037.889,35.1
32,118,4052.118,133
32,119,16458.72,501.8
32,123,4497.018,145.6
32,123,9841.976,295.1
32,123,3309.582,817.4
32,127,12304.13,347.3
32,127,9796.868,292.7
32,136,709.2712,27.1
32,136,11451.71,353.7
32,136,4048.751,129.7
32,137,21262.67,641.6
32,147,2305.634,75.4
32,148,2343.516,67.1
32,152,7209.441,211.5
32,152,9778.997,285.4
32,158,4502.008,133
32,158,7264.765,208
32,158,6197.158,176.5
32,164,5755.207,160.1
32,172,651.0495,20.8
32,176,2433.771,70.8
32,176,2880.754,105.1
32,176,4376.585,130.7
32,176,5445.807,200.2
32,176,4254.009,129.8
32,183,704.357,27.5
32,183,4872.736,157.4
32,183,228.3939,7.8
32,186,688.6784,25.6
32,186,7962.01,254.8
32,186,7521.932,272.1
32,192,1485.6,54.9
32,192,1535.993,50.6
32,192,3755.162,135.7
32,192,10894.21,351.1
32,200,5841.296,181.5
32,200,232.8784,7.1
32,203,706.4517,21.7
32,203,7906.453,249.8
32,203,3422.349,221.5
32,203,4046.64,137.5
32,208,697.3412,22.1
32,208,4896.16,155.6
