Driver,Trip,Hardbraking,Distance,Frequency
36,177,2,11.512527744609999,0.17372379414558817
36,188,2,11.0844765149,0.18043251725163162
36,189,2,26.11310842535,0.07658988609944446
36,190,6,24.972606781040003,0.2402632633672585
36,195,2,11.059320847546003,0.18084293127672374
36,201,1,3.0599773392994,0.3267998057230567
36,203,1,12.54865849139,0.07968979319073263
36,208,5,14.463833468994011,0.3456898208015499
37,308,1,17.6321760505166,0.056714497242709945
37,326,3,188.13302564820216,0.015946163570503703
38,78,1,4.7832238601243,0.20906401816912104
38,136,1,10.879194508000001,0.09191856982285328
40,5,1,38.32532543182012,0.026092407272026358
40,21,1,43.19078309657,0.02315308795777345
40,34,1,15.61590115964672,0.06403729056534468
40,47,2,29.106819624298,0.06871241948847016
40,54,1,28.970364659639998,0.0345180328845894
40,139,1,27.071805148147227,0.036938800147519504
40,145,2,36.0488509325799,0.055480270473543945
40,176,4,40.5869049079914,0.09855395500267417
40,178,1,13.44809840146,0.07435995559724894
40,185,2,19.243667389160006,0.10393029351185959
40,186,3,39.909264187596996,0.07517051644696422
40,215,3,40.304224233683,0.0744338852078151
41,65,2,91.58204947794309,0.021838340716339683
41,67,6,142.9301438523686,0.04197854866918312
41,69,1,8.754111966302002,0.11423203219805628
41,202,2,143.61401225358796,0.013926217704080845
41,246,2,66.83482252498999,0.02992452024918876
42,54,2,74.16180940603999,0.026968058304104876
42,61,3,47.31948724623,0.06339882730320612
42,64,1,9.56565312472,0.10454069230419342
42,103,1,131.2705268510148,0.007617856224001811
42,107,3,132.90959767970986,0.02257173336141987
42,108,1,103.65624106548901,0.009647272462525528
43,20,2,61.6366740006797,0.03244821419108281
43,51,1,1.3392008574299998,0.7467139783042367
43,56,1,10.321982327514002,0.09688061539636883
43,57,1,5.0317067219072,0.1987397229743477
43,74,1,8.482471930854999,0.11789016316841547
43,110,2,0.63470211472,3.151084506599294
43,119,1,13.601325198746999,0.07352224767716924
43,122,1,6.538186994714,0.1529475985939957
43,124,1,8.173247274629,0.1223503910256272
43,130,2,1.05585427332,1.8942007912808396
43,138,1,17.632420447765,0.056713711141498736
43,169,1,12.702708666064002,0.07872336729815398
43,182,1,3.72313284381,0.26859100707689715
43,201,1,5.919143901089999,0.16894335003679364
43,229,1,35.624221444544794,0.028070788902900556
45,42,1,8.031188608899999,0.12451457046990784
45,59,1,7.9940384158496505,0.1250932192191266
45,80,2,30.312907742025995,0.06597849394788308
45,88,1,5.12207594126,0.1952333412210218
47,100,1,109.0523554309768,0.009169907390335427
47,238,1,1.70654050992,0.5859808156835834
48,100,1,8.770004436107,0.11402502784182166
48,116,1,30.150943426209995,0.03316645803960838
49,44,1,21.65917176125,0.046169817157509244
49,117,1,6.96574038278,0.1435597574770514
49,155,1,23.1844701064465,0.043132320704709466
50,3,1,21.474306878938798,0.046567277148337805
51,1,5,41.676043971400006,0.1199729994389877
51,3,1,13.266466979499999,0.07537801899671175
51,7,1,3.87146131925,0.258300398102318
51,75,1,7.017880160850001,0.1424931713109904
51,90,2,7.428480120904499,0.2692340784990184
51,91,4,11.2263551635263,0.3563044230950167
51,119,1,5.636203500956669,0.17742439566461068
51,152,4,41.1546569279736,0.09719434685120955
52,117,1,6.33083818692,0.15795696722529998
52,229,1,63.57887762693719,0.015728494074206786
53,120,1,11.32903159128,0.08826879790587784
53,172,4,43.071921531877194,0.09286792550083077
53,235,1,4.061121152295,0.2462374212684803
53,285,3,10.639575594899998,0.2819661341978742
54,12,1,46.40085321686,0.02155132784576997
56,42,1,5.8115708788979,0.1720705160167708
56,44,1,5.83779973302,0.17129741439120624
56,49,1,114.604923567,0.008725628610671188
56,61,1,10.588988744734,0.09443772432918196
56,62,1,14.074915952249999,0.07104838163102077
56,83,1,10.55860735568,0.09470945990448734
56,127,1,8.0401229712313,0.1243762071274459
57,503,2,42.52851203769,0.047027274272552544
58,4,1,13.992553607298,0.07146658344610071
58,48,1,21.552911364541796,0.04639744408939435
58,50,1,14.081079134868999,0.07101728428779996
58,52,1,13.636553851675101,0.0733323104119272
58,54,2,71.77549322297,0.02786466397084888
58,60,1,22.9702160076288,0.04353463631634474
58,76,1,14.046444095343,0.07119239525763983
58,80,1,13.503529719335102,0.07405471167795073
58,87,2,21.497469849985,0.09303420420898488
58,106,1,30.1869036677487,0.033126948394789725
58,123,4,14.048930880219999,0.28471917429900273
58,128,4,13.978163548016001,0.28616062376575513
58,152,3,13.740451308760997,0.21833343989852658
58,174,1,13.760044471874998,0.07267418372403966
58,177,1,14.14522956008,0.07069521182053862
58,192,1,13.982331946524,0.07151882846327356
59,22,2,17.2859095650614,0.11570117224507741
59,33,1,10.20321540555,0.0980083199513806
59,184,1,8.90550715124,0.11229006759719017
60,151,3,66.699539774837,0.044977821588085026
60,169,1,178.7518154320594,0.005594348776726597
61,73,1,24.534291140300002,0.04075927828040652
61,102,1,82.562923188,0.012111974254144913
62,485,3,62.49207610775899,0.04800608632087871
62,537,2,77.5211605389893,0.025799407363027015
62,582,3,76.867393635057,0.039028251878073135
63,97,1,15.473294162233001,0.06462747941810516
64,1,3,86.69425821824001,0.03460436782846613
64,9,1,78.48523662219,0.012741249731000642
64,15,3,17.985063767699998,0.16680507996795677
64,85,1,28.7845240773,0.03474089053251425
64,148,1,12.37704790342,0.08079471032213442
64,171,2,12.622016190850001,0.15845329064383926
64,182,1,12.6834914318,0.07884264402882032
64,183,1,12.377077729180002,0.08079451562644839
64,228,3,12.3965986891,0.24200186480488559
64,238,1,93.53492179098,0.010691194057281337
65,5,2,3.88724287451,0.5145034834624546
65,29,1,3.65269434061,0.2737705120524812
65,33,2,0.623154947462,3.209474638925113
65,61,1,4.01264963202,0.24921189032310107
65,70,1,17.318936673011002,0.05774026540314983
65,97,2,3.81581949986,0.524133806662862
65,103,1,1.465911808433,0.6821692780201827
65,138,1,3.811378257785,0.262372279098101
65,145,1,3.8813429663599996,0.2576427820646367
65,146,1,4.007030583110001,0.24956135953019457
65,174,1,3.7942278865519996,0.2635582336907942
65,224,1,3.87028009488,0.2583792323772385
65,245,1,35.036079801810004,0.028542006002290784
65,284,1,35.618148087173005,0.02807557533739732
65,285,1,24.511883202154504,0.04079653903997485
66,1,1,27.471824588232998,0.03640093131740255
66,37,1,1.5373203323400002,0.6504825175101085
66,65,1,22.087996490977098,0.04527345884034788
67,6,1,4.915208819489999,0.20345015577664913
67,7,1,6.94019011130065,0.14408827192956988
67,14,1,15.0570751159863,0.06641396103140154
67,50,1,16.13867586147,0.06196295213955146
67,60,1,9.706901399694999,0.10301948673666562
67,72,1,22.107025182941996,0.04523448956721731
67,99,1,21.54326264419,0.046418224412711685
67,108,1,19.871433901184968,0.050323494770066306
67,116,1,19.783256104072,0.05054779631519654
67,138,1,9.5313845195104,0.10491655204477755
67,155,4,24.5037943007,0.1632400252350197
67,181,1,16.361082719937098,0.06112064935540187
67,184,2,19.7838543528943,0.10109253557598133
67,186,1,12.790402924849001,0.07818361984963078
67,205,1,28.313449810159998,0.03531890344359097
67,234,1,6.46053930209344,0.15478583957781436
67,237,2,1.9206869812400003,1.0412940887998288
68,22,1,7.89208685659,0.12670919848848172
68,39,1,2.3136749232200002,0.4322128359364653
68,55,3,5.89390944402,0.509000015777952
68,69,1,7.000683124730001,0.1428432028965127
68,108,1,5.05376003798,0.19787247366016658
68,117,1,6.131580051485,0.16309009938764663
68,128,1,7.32171766345,0.13657997289242632
69,2,1,34.5404309663263,0.028951578542112194
70,9,3,57.09429264676022,0.05254465658346733
70,34,1,3.6281023801199996,0.2756261800878191
70,102,2,9.55502407326879,0.20931396767436888
70,274,1,103.60512570285579,0.009652032109569999
70,316,1,2.07177496085,0.4826779060934899
71,36,2,2.5923481835600004,0.7715013024421183
71,212,2,12.549261841659998,0.15937192364259753
72,15,3,30.26918454488,0.09911069773128219
72,23,3,31.60271906030793,0.09492854061940229
72,24,1,29.826137792959997,0.03352763964753206
72,26,1,31.84481730868,0.03140228409247078
72,33,1,30.280329437199995,0.0330247397761624
72,36,3,30.37792678036,0.0987559164814225
72,46,1,30.202079194634,0.03311030321970912
72,67,1,31.356877506315,0.03189093046010748
72,71,1,31.0042068461,0.03225368753872152
72,76,4,30.651306322480895,0.13050014762555942
72,79,1,30.39842826214,0.03289643765054324
72,92,1,30.5890361504625,0.03269145176988129
72,127,1,30.387021773049995,0.03290878610838038
73,47,1,80.80826067843,0.012374972454603618
73,192,2,153.085843789953,0.013064565282366492
73,209,1,67.59449677028012,0.014794103777390337
74,51,1,17.451798006411,0.05730068613174673
74,109,1,20.0565995011,0.04985890055515917
74,181,1,30.31963668203,0.032981925558253314
75,62,1,14.7644229133974,0.06773038173355146
75,187,1,34.094162100892675,0.029330534566028164
76,37,2,7.173430819800001,0.2788066199062837
76,92,1,14.84301070092439,0.06737177653167913
76,93,1,6.817526742729698,0.14668075942150333
76,138,1,8.665384369207,0.11540168991851812
76,183,2,2.88394531853,0.6934944248594272
76,199,2,20.06856987041623,0.09965832208842489
77,136,1,13.799466173058999,0.07246657134841361
78,1,1,27.422403801009,0.03646653324983878
78,12,1,20.723219528610002,0.048255050264724694
78,36,1,19.442912119779997,0.051432624590359736
78,38,1,12.2971857028,0.08131941926942728
78,60,3,23.041124490241998,0.13020197869554984
78,65,1,15.853967035481599,0.06307569567679644
78,73,2,24.6101585283352,0.08126725383330123
78,140,1,7.839595383099999,0.1275576035665978
78,182,2,3.2691083481,0.6117876151649719
78,187,1,5.6569843127851005,0.17677263091218834
78,224,1,12.5727632978,0.0795370099884869
81,70,1,11.6366196832,0.08593560907070963
81,99,1,18.9047845732,0.05289666201315145
81,174,1,33.31973531603,0.030012243210074476
81,209,1,25.69887770718,0.03891220509293331
82,2,1,46.537567354945,0.0214880161735343
82,57,1,10.2916220339715,0.09716641329220128
82,163,2,8.57289524668,0.23329341400439182
84,82,2,20.7568140778573,0.09635390057925776
84,88,1,4.97814179446,0.20087816725366583
84,114,1,4.96659611849,0.20134514185220906
84,119,1,18.912501988600003,0.052875077057640274
85,58,1,13.235451090897898,0.07555465946209466
85,71,1,13.704841215431,0.0729669161634684
85,83,2,13.3462324203836,0.14985502552356386
85,89,1,13.956869384527,0.07164930561782212
85,111,1,13.734621615421002,0.07280870401826119
85,119,2,13.503786015819,0.14810661229799565
85,133,1,12.0501592950149,0.08298645482750554
85,139,2,13.667009413666001,0.1463377934019821
86,30,1,9.452777536,0.10578901240313714
86,42,2,9.385854682123,0.21308661467019613
86,74,1,9.318410933774999,0.10731443452181907
86,103,2,9.384381973086,0.2131200547607624
86,124,3,90.41748669089299,0.033179422585102286
86,130,1,295.5993515592498,0.003382957353340339
86,137,1,9.33655462709,0.1071058907638693
86,163,3,9.44229005314,0.31771953446847995
86,171,1,15.6366885673177,0.06395215941629123
86,180,2,9.310111108274,0.2148202074863078
87,82,1,4.23356965771,0.23620728625046755
87,94,1,8.747255396900002,0.114321573410832
87,336,1,9.02197674404,0.11084045418988794
87,350,1,8.95361299589137,0.11168675711792317
87,366,1,9.197931329679998,0.10872009848270858
87,541,1,36.440365500657,0.027442095771019928
89,85,2,15.58992350926,0.1282879931265893
91,91,1,3.034445295709,0.32954952307563334
91,135,1,15.553590159891103,0.06429383761048012
91,185,1,0.88404857517,1.1311595630451674
91,248,1,0.8770724541799999,1.1401566600731163
92,1,9,37.806786402991996,0.23805249946575063
92,8,1,5.4329021662336,0.1840636862955435
92,25,1,9.758619578220001,0.10247350990419515
92,42,3,72.55364702548174,0.04134871399292117
92,64,1,11.31018543918,0.08841588012658624
92,73,7,74.395275451263,0.09409199653526065
92,79,1,68.64550627489939,0.014567595961713455
92,112,8,70.39764936524,0.11364015804695507
92,116,2,79.14584778121365,0.0252698032312281
92,118,1,26.9096270941,0.03716142169131925
92,129,1,11.508704455,0.08689075333458113
92,132,1,9.63565542618,0.10378121215117427
92,152,3,53.75293774981121,0.05581090309823181
92,153,1,56.1319517212648,0.017815165326260412
92,165,1,9.845097629503998,0.10157339598168927
92,171,2,19.79382896317,0.101041592494376
92,175,1,11.0437705662,0.09054878440344903
92,176,4,16.5659976028,0.24145844372957753
92,187,2,11.336506051009998,0.17642119988299348
92,195,1,11.9123774755,0.08394629888590119
93,33,1,3.5956730922473996,0.27811204587983585
93,150,4,151.90470945708736,0.026332297492922617
93,154,1,9.9123938894688,0.10088380376635632
93,255,1,30.335205289441408,0.03296499860339049
93,311,1,1.5704371474765,0.6367653755560211
93,316,2,5.805781779659999,0.3444841841983811
93,328,1,2.6803124276099997,0.37309083437399393
93,424,3,15.32202389689843,0.19579658798256258
93,431,1,25.898635424094998,0.03861207293839281
93,432,1,39.09152155649786,0.025580994552865603
95,25,1,25.85667648279,0.038674730708936705
95,126,1,159.80754328624172,0.006257526894139376
95,224,2,27.058407616214996,0.07391417959131792
96,71,1,1.6981743842400001,0.5888676741803165
96,181,1,44.22271828724478,0.02261281166627044
98,25,1,41.719904056356995,0.02396937439379434
100,3,1,21.73645216952,0.046005667907583044
100,4,1,3.88151757133,0.25763119234247095
100,19,1,54.51963964792099,0.01834201411560748
100,39,1,48.69342848714896,0.020536652091850904
100,52,4,47.220086401499806,0.08470971370084049
100,62,1,3.18772068413,0.31370377115488157
100,108,1,11.992876766781,0.08338282961181542
100,138,1,17.20473116608,0.05812354696779865
102,1,1,23.434099632,0.042672857745917774
103,22,1,9.17532526771,0.10898796182400435
103,144,3,9.19587335224,0.32623328802905244
103,158,2,9.14415051344,0.2187190594752805
104,19,5,22.6095286740081,0.22114569799714565
104,49,1,11.791434018699999,0.08480732694718074
104,128,1,23.119354600419996,0.04325380259455139
104,129,1,24.582959324180003,0.040678584982906905
104,185,1,6.7610896878,0.14790515230177212
105,90,1,5.66558082382,0.17650440989133276
105,108,3,10.2769050097955,0.29191668086262645
105,151,1,13.142395670394,0.07608962818344524
105,185,2,8.518830588623999,0.23477400791028635
105,194,1,8.030194106215,0.12452999102799348
106,11,7,32.6621052013293,0.21431564061324226
106,42,2,71.29081903063998,0.028054103279980876
108,75,1,12.22276670338,0.08181453710668199
108,91,1,22.147372849699998,0.04515208222602103
108,233,1,11.97783072719,0.08348757156251782
109,108,1,11.9937831592,0.08337652821686509
109,154,2,7.752822926709999,0.2579705507150959
109,282,1,3.9333050326100008,0.2542391174112514
109,302,1,7.857354137699999,0.12726930496895225
109,337,1,7.437201142060001,0.1344591844295627
110,5,1,4.75662649631,0.21023302981130848
110,19,1,23.035480938848792,0.04341129246029866
110,43,2,42.598065958557996,0.04695048836127261
110,198,2,30.524639693799998,0.06552083890465149
110,202,5,24.661215283350003,0.2027475103133196
110,228,1,8.77210771142,0.11399768822926631
110,260,1,20.723000744233,0.04825555972043719
111,5,1,81.00051131369,0.012345601080557485
111,12,1,157.94204725210602,0.006331436228655482
111,30,1,11.4990416792588,0.0869637686246266
111,51,1,41.1383849378,0.024308197842768255
111,73,1,41.380773713307896,0.02416581204904837
111,115,2,41.31623706873833,0.048407118893053484
114,51,1,13.454188697378001,0.07432629514070094
114,137,2,10.850129491291002,0.18432959732004361
115,56,1,55.412912895699996,0.018046335190540025
115,161,1,1.70532573157,0.5863982355320205
115,266,1,118.25379026841,0.008456388566744633
115,267,1,92.64136314796,0.010794314397154035
117,214,1,31.743744226792096,0.03150226995453133
