Driver,Trip,TripTime,Distance
9,75,12030,3711.314
9,77,34110,11740.5
9,78,15330,5163.204
9,78,9290,2879.862
9,80,9160,2755.906
9,80,16390,5213.22
9,81,15850,5161.512
9,81,25920,8516.819
9,82,29880,9509.437
9,82,16700,5211.629
9,83,17370,5174.745
9,83,30810,8531.647
9,84,30590,9506.919
9,84,17150,5211.356
9,85,17220,5171.05
9,85,33710,8534.722
9,87,16390,5170.355
9,87,28520,8529.197
9,88,28470,8927.525
9,88,2410,555.7705
9,88,16750,5211.959
9,89,30730,10168.73
9,91,15520,5171.428
9,91,27270,8529.842
9,92,17240,5809.621
9,93,37690,11742.52
9,94,15790,5171.953
9,94,28700,8534.501
9,96,31600,9514.18
9,96,16790,5214.116
9,98,16000,5171.169
9,98,9760,2882.406
9,100,8000,2520.083
9,101,15420,5166.587
9,101,26350,8524.492
9,102,17050,5809.951
9,103,7250,2197.872
9,103,16520,5653.986
9,105,9660,3360.397
9,107,27380,8948.082
9,107,17210,5652.082
9,109,34990,11734.14
9,111,22840,5185.597
9,111,31640,8549.855
9,112,36370,9530.263
9,112,19160,5223.981
9,113,16290,5167
9,113,70850,1813.375
9,114,7880,2476.479
9,116,16370,5171.951
9,116,29770,8536.398
9,118,17610,5805.88
9,120,18100,5173.771
9,120,30780,8530.302
9,121,31970,9507.974
9,121,17210,5214.061
9,122,34520,5178.318
9,122,25990,5705.673
9,123,18210,5813.344
9,128,18790,5181.005
9,128,28540,8543.754
9,129,18110,5810.251
9,134,15890,5165.903
9,134,120780,37781.05
9,134,15940,4889.297
9,138,28320,9506.926
9,138,16970,5219.101
9,139,16540,5166.919
9,139,23310,7610.347
9,145,16670,5674.048
9,145,16540,5215.724
9,146,14830,5157.545
9,146,10260,2882.836
9,149,9750,2751.942
9,149,16910,5214.696
9,150,20520,5176.965
9,150,36510,8552.57
9,151,29640,9511.556
9,151,16520,5214.989
9,154,30490,10178.03
9,155,10440,2758.712
9,155,16080,5215.913
9,156,17120,5172.547
9,156,30880,8535.14
9,157,16810,5242.548
9,159,3600,1152.196
9,161,9030,2756.347
9,161,17420,5225.543
9,162,18070,5963.79
9,162,550,123.8564
9,162,500,105.4004
9,162,11260,3402.565
9,166,34170,10596.29
9,167,20050,6639.975
9,167,21400,2763.494
9,168,7560,2516.832
9,169,18500,5175.294
9,169,33670,8546.767
9,170,27820,8936.489
9,170,2550,557.0117
9,170,16640,5217.021
9,172,18690,5812.167
9,174,80940,5180.723
9,174,43690,8542.382
9,175,30190,9513.079
9,175,16240,5211.432
9,177,17360,5176.784
9,177,36300,8542.878
9,178,18130,5808.499
9,180,36860,11735.41
9,183,15880,5171.429
9,183,28450,8536.412
9,184,30050,9511.563
9,184,17380,5212.651
9,185,18330,5176.921
9,185,30110,8537.763
9,187,27940,8934.323
9,187,16170,5211.438
9,188,16560,5174.668
9,188,28070,8536.878
9,191,16820,5172.484
9,191,27020,8531.511
9,192,17330,5809.718
9,198,17490,4893.544
9,198,31880,9475.287
9,199,33280,9986.441
9,199,17260,5215.112
9,201,16170,5172.063
9,201,31850,8534.369
9,202,17250,5810.758
9,204,17580,5178.462
9,204,26320,8533.702
9,206,30820,9517.904
9,206,16600,5213.149
9,209,18960,5180.57
9,209,33160,8545.414
9,212,17570,5814.627
9,213,11070,2761.216
9,213,16660,5220.728
9,214,18470,5183.048
9,214,39310,8549.067
9,216,16140,5175.494
9,216,28430,8542.347
9,220,39930,11764.33
9,221,19650,5184.783
9,221,27720,8536.535
9,222,30480,9525.954
9,222,15910,5215.522
9,225,25040,5185.259
9,225,35590,8548.547
9,226,30530,9520.275
9,226,17130,5215.553
9,227,18530,5176.857
9,227,37610,8546.427
9,229,18790,5819.043
9,230,9790,2760.871
9,230,16160,5218.451
9,231,16860,5174.237
9,231,31900,8541.846
9,232,29020,9517.063
9,232,16720,5215.74
9,233,17030,5180.368
9,233,29400,7631.57
9,234,17470,5816.595
9,239,16730,5182.022
9,239,26310,7628.984
9,240,18270,5812.673
9,241,38350,10013.17
9,242,46590,10197.66
9,243,20680,6649.072
9,243,18250,5825.191
9,245,9090,2759.808
9,245,16110,5223.098
9,247,16210,5326.225
9,248,31100,9528.141
9,248,16050,5218.81
9,249,39200,12145.2
9,253,36040,11706.64
9,255,5820,1685.5
9,255,36370,11490.68
9,257,36520,12232.79
9,257,9470,2762.064
9,259,30870,10193.13
9,260,10130,2757.589
9,260,15740,5212.744
9,262,74450,5186.646
9,262,36380,7638.042
9,263,27690,8966.648
9,263,16410,5658.12
9,264,35320,11747.8
9,265,18740,5581.482
9,265,14970,4873.934
9,267,52880,17224.81
9,268,46900,14468.14
9,268,4940,1259.01
9,269,1950,603.1768
9,269,78320,25622.37
9,270,3640,1152.338
9,271,9990,2757.733
9,271,16330,5220.314
9,272,18660,5181.164
9,272,26920,7631.303
9,273,29290,9517.297
9,273,16200,5216.046
9,274,36860,5184.97
9,274,26520,7629.522
9,275,16960,5812.403
9,277,3820,1151.398
9,285,33720,11743.39
9,286,30170,10195.78
9,289,7710,2522.978
9,292,16030,5174.287
9,292,28840,8537.949
9,297,17280,5179.327
9,297,35880,8548.313
9,298,17860,5812.909
9,300,9590,2757.477
9,300,16490,5220.594
9,301,46420,5188.992
9,301,35010,8412.302
9,302,30540,9520.354
9,302,16530,5217.127
9,304,17500,5181.621
9,304,35620,8543.64
9,305,29500,9530.098
9,305,16500,5219.583
9,306,16610,5177.338
9,306,27170,8537.797
9,308,30240,8955.203
9,308,17460,5221.077
9,309,16370,5174.953
9,309,28010,8537.264
9,310,28180,8949.577
9,310,2130,555.4961
9,310,16490,5222.656
9,311,31020,10190.94
9,312,10020,2758.572
9,312,15580,5216.867
9,313,16120,5177.174
9,313,28260,8536.915
9,314,17360,5815.592
9,317,15110,5176.89
9,317,30330,8541.178
9,318,30640,9525.233
9,318,16400,5215.534
9,319,16900,5179.612
9,319,28510,8544.732
9,321,15540,5240.771
9,324,4540,1155.237
9,325,13800,2766.272
9,325,16900,5221.303
9,326,12120,3498.789
9,327,22190,6373.772
9,327,4340,1176.54
9,327,7270,1792.244
9,327,37910,11408.46
9,330,13610,4314.554
9,330,6710,2143.203
9,331,16810,5178.797
9,331,25570,8537.798
9,332,30160,9526.622
9,332,17310,5222.997
9,333,9320,3025.34
9,334,6680,2139.609
9,335,30050,10185.25
9,337,8260,2759.244
9,337,15870,5219.32
9,338,17270,5181.127
9,338,31180,8547.745
10,7,29830,8141.873
10,7,33570,9838.848
10,7,33310,10409.92
10,7,3060,823.3008
10,8,45660,12134.72
10,8,55530,16633.91
10,28,35510,9416.094
10,28,12980,3707.267
10,30,24700,7227.132
10,30,34140,9460.075
10,47,28910,8950.074
10,47,12090,3709.287
10,48,13850,4291.48
10,48,31820,9472.973
10,79,90200,26590.08
10,80,5150,1584.997
10,80,4790,1253.896
10,83,72370,21933.15
10,111,55980,13541.86
10,121,8880,2770.146
10,155,42510,7818.729
10,155,2410,625.5566
10,155,130,22.20605
10,156,32540,9732.188
10,163,6830,2181.031
10,243,50860,14955.61
10,243,9420,2112.041
10,244,7970,2093.444
10,245,15490,4797.922
10,245,65970,23051.93
10,245,7620,2329.625
10,269,45780,12935.66
10,271,44800,13471.37
10,273,7680,1004.228
10,332,59150,17689.51
10,334,16010,4844.948
10,334,88760,28562.01
10,334,11650,3470.223
10,337,7790,2176.865
10,337,1940,554.3884
10,337,16610,5217.761
10,337,12160,3491.903
10,350,71670,8989.316
10,350,33640,5680.906
10,351,15580,4298.895
10,351,40090,11432.71
10,351,39000,11213.71
11,7,11280,3615.27
11,8,2290,600.1836
11,8,98290,28328.35
11,9,41720,13370.05
11,9,2300,623.5977
11,9,14150,3990.709
11,12,2170,601.272
11,12,109380,28324.61
11,16,89590,28579.8
11,16,4410,1256.762
11,17,2470,601.8306
11,17,109930,28341.48
11,18,19920,5817.043
11,20,2280,604.0366
11,20,105880,29086.78
11,21,74260,19576.21
11,28,6800,1983.57
11,28,18640,5738.085
11,29,57350,19544.87
11,30,16260,5799.445
11,30,99560,34970.7
11,30,73370,22929.46
11,31,68970,24458.34
11,32,2360,599.0083
11,32,114310,28333.69
11,33,87510,27008.55
11,36,110670,26225.58
11,37,98100,27049.49
11,40,2460,601.583
11,40,109560,28340.32
11,41,58240,11749.05
11,42,2240,601.5645
11,42,115030,29110.32
11,45,96290,28833.21
11,48,2560,602.8862
11,48,98640,28349.8
11,51,84130,11728.95
11,52,1920,598.1323
11,52,18480,5726.065
11,54,14290,1940.523
11,55,20100,6440.378
11,59,2740,605.6743
11,59,19560,5733.846
11,63,4310,604.3325
11,63,146930,28383.88
11,64,99400,27088.62
11,69,4080,602.979
11,69,121250,28352.98
11,70,91690,27044.93
11,73,720,222.6169
11,73,460,136.1763
11,76,107150,21968.06
11,78,95790,28557.24
11,78,4910,1257.215
11,85,2140,600.5591
11,85,100150,28334.58
11,87,54920,17359.03
11,88,2400,602.0356
11,88,111980,28367.28
11,89,19170,5816.883
11,93,16680,4897.887
11,93,98030,30058.41
11,101,5260,605.311
11,101,165800,28399.19
11,102,88810,27057.14
11,105,2210,601.853
11,105,112130,28351.09
11,106,97040,28581.65
11,106,11520,3464.266
11,108,2610,603.3774
11,108,132260,28362.86
11,110,92520,27061.15
11,113,2370,601.9707
11,113,126400,28338.34
11,135,102840,28435.8
11,135,14160,4911.836
11,158,2020,602.2397
11,158,128210,28461.34
11,159,93900,29143.83
11,159,4440,1257.359
11,161,2210,602.6084
11,161,111480,28422.59
11,162,89610,28629.29
11,162,3810,1259.086
11,163,2100,603.0039
11,163,111600,28419.82
11,165,90750,28621.03
11,165,4570,1259.488
11,168,2460,601.5503
11,168,134210,28428.63
11,171,83440,27097.78
11,172,2100,601.8564
11,172,111690,28409.23
11,174,58790,11753.27
11,174,28770,7028.582
11,178,2080,603.5771
11,178,87720,28357.2
11,180,105300,29106.42
11,180,4160,1257.674
11,189,2860,604.8555
11,189,129560,28418.64
11,190,91240,28609.78
11,190,10750,3472.906
11,195,2130,605.0039
11,195,152030,28429.89
11,197,92180,27589.07
11,199,1940,605.5078
11,199,84600,25644.86
11,200,84190,25833.75
11,200,4330,1254.699
11,202,2240,604.1069
11,202,84690,25664.24
11,204,76250,24296.48
11,207,2420,611.4067
11,207,124540,28407.83
11,208,82900,26630.27
11,210,2450,603.6841
11,210,94970,28391.39
11,214,2310,604.939
11,214,19170,5745.671
11,216,1890,603.2134
11,216,85010,28380.32
11,217,52900,17411.42
11,228,3320,618.1216
11,228,27110,6135.995
11,229,85880,27098.05
11,233,2480,604.6191
11,233,36690,8365.209
11,235,34890,11743.12
11,236,2740,606.3442
11,236,63580,10304.64
11,237,97340,27149.83
11,240,43290,13952.97
11,240,5550,1593.523
11,240,13340,3484.098
11,243,3560,605.7666
11,243,67150,8369.469
11,245,55540,11770.87
11,246,2140,605.2842
11,246,105140,28408.55
11,249,32210,8566.799
11,249,11780,3476.245
11,252,61180,19348.06
11,252,97050,31364.34
11,252,3090,912.7422
11,254,2220,603.8975
11,254,24230,8346.583
11,254,24290,8541.299
11,254,3870,1257.371
11,256,45170,14645.87
11,256,1090,206.707
11,257,79150,25943.72
11,261,2300,603.5859
11,261,49290,10299.8
11,261,57820,13877.16
11,262,90220,27099.38
11,264,1990,603.3467
11,264,92780,28380.17
11,265,98140,28654.1
11,265,4570,1258.129
11,268,2100,605.1616
11,268,115650,28411.6
11,269,59720,20076.13
11,269,2430,624.7852
11,269,15480,4001.992
11,295,9130,2511.89
11,296,15890,4593.856
11,302,2170,606.4258
11,302,84070,25760.09
11,303,76240,23929.11
11,306,1950,604.4712
11,306,9070,1853.413
11,308,2230,604.8584
11,308,120200,28466.8
11,309,91080,28408.4
11,309,13760,4899.002
11,311,17010,6472.757
11,314,16820,6458.491
11,316,10380,3249.455
11,316,5800,1377.584
11,317,6110,1591.851
11,317,12050,3482.583
11,320,2560,607.9844
11,320,27910,8363.074
11,320,61570,19612.46
11,321,54070,16851.78
11,321,2730,628.0039
11,321,14870,4006.807
11,322,2370,605.1709
11,322,149380,28454.22
11,324,90300,27135.15
11,325,2810,603.8989
11,325,176680,29608.51
11,330,92900,27156.83
11,335,2270,605.3418
11,335,18410,5751.465
11,339,2300,604.3691
11,339,28640,6131.561
11,340,46500,12091.32
11,340,50780,12968.98
11,343,14540,3259.809
11,343,111550,8384.777
11,344,101470,27137.34
11,347,2710,605.9209
11,347,164990,28474.61
11,348,91960,28678.79
11,348,4520,1259.137
11,349,3930,607.6821
11,349,141770,28444.78
11,350,22260,5846.891
11,351,13760,4500.058
11,351,17700,5973.617
11,352,25350,7938.562
11,352,24850,7652.766
11,352,91090,28660.41
11,352,5030,1260.375
11,353,2130,604.0762
11,353,159610,29290.74
11,354,62090,20095.33
11,354,3690,628.8789
11,354,13670,4003.242
11,364,1990,600.7061
11,364,107540,28418.47
11,365,62890,20098.97
11,365,13970,4265.266
11,365,120,21.79297
11,366,2580,605.8872
11,366,114190,28423.04
11,367,87880,26667.34
11,368,2020,603.4043
11,368,103590,28411.83
11,369,62930,20105.63
11,369,14290,4265.299
11,369,110,21.34375
11,370,3410,607.0469
11,370,60120,11663.13
11,370,35040,11816.18
11,371,26710,8968.73
11,371,2110,557.5
11,371,15910,5235.192
11,371,10950,3499.957
11,374,2020,605.8984
11,374,120660,28444.85
11,375,69010,20096.83
11,375,15010,4265.809
11,375,110,20.92578
11,376,2360,602.8872
11,376,51570,16424.8
11,378,99880,29248
11,378,11480,3474.521
11,380,1910,602.7261
11,380,80960,25688.45
11,382,7460,2023.548
11,382,113690,37221.87
11,383,53600,14532.99
11,384,109750,35377.06
11,385,1980,602.708
11,385,148180,28444.94
11,391,17980,5825.546
11,393,20020,5778.409
11,394,61930,20108.38
11,394,2310,627.2656
11,394,120,22.41602
11,396,2140,604.2451
11,396,74250,16171.27
11,399,119080,28730.36
11,399,12850,3484.209
11,400,1950,602.5078
11,400,79730,28375.73
11,401,60340,20087.56
11,401,3360,627.6699
11,401,100,20.87305
11,402,4250,1270.031
11,406,20230,6464.238
11,409,2000,602.5439
11,409,86220,28384.35
11,411,80330,28579.29
11,411,4440,1257.453
11,412,20810,6483.941
11,418,2100,602.7148
11,418,115980,37883.56
11,418,1870,553.8398
11,418,28750,9322.176
11,421,75830,22472.66
11,426,2210,602.5869
11,426,131570,28427.88
11,427,38470,12075.24
11,428,31520,8525.886
11,429,3320,604.9121
11,429,134990,28482.37
11,431,44270,13919.21
11,432,18040,5936.229
11,432,2490,627.8418
11,432,130,21.99609
11,436,1960,599.3169
11,436,84060,28377.04
11,437,57690,20078.82
11,437,2060,626.6836
11,437,110,21.24414
11,440,2180,603.9209
11,440,86500,28413.74
11,442,83160,26668.58
11,443,3260,604.5303
11,443,158020,28489.97
12,74,470,67.9624
12,110,10310,2767.87
12,110,180110,58114.63
12,110,3630,986.668
12,111,3620,958.6665
12,111,194730,62695.55
12,124,490,69.41846
12,129,15020,4253.122
12,129,16470,4886.284
12,135,520,68.36572
12,137,14790,4253.034
12,137,15580,4887.228
12,151,7970,2022.782
12,151,72250,23431.4
12,152,73570,23575.69
12,152,8570,2115.402
12,156,29290,8554.568
12,159,500,66.26758
12,173,510,67.53418
12,176,560,69.50293
12,180,14240,4509.432
12,187,590,69.19092
12,201,44520,15367.89
12,201,13860,4068.205
12,206,640,66.51563
12,212,16630,4092.291
12,224,490,65.72559
12,233,11570,3564.589
12,234,550,67.09717
12,237,540,68.28906
12,252,540,67.65332
12,256,490,66.06152
12,263,510,68.50391
12,267,560,68.81104
12,276,520,66.59277
12,288,550,69.51123
12,301,14890,4263.541
12,301,38870,11744.31
12,313,580,69.46777
12,315,540,67.41113
12,339,480,68.13281
12,344,590,66.49023
12,348,14680,4261.536
12,348,40170,11751.96
12,367,18770,4584.296
12,368,580,66.69727
12,376,500,69.45068
12,389,520,69.96387
12,398,580,69.0835
12,403,530,67.77783
12,405,10670,3892.322
12,410,500,68.47119
13,7,34680,8820.421
13,7,8170,2135.078
13,9,7000,2037.879
13,9,27740,9008.174
13,10,28030,4617.97
13,10,14060,4587.141
13,10,26780,9102.727
13,10,13780,4355.266
13,11,13580,4286.82
13,11,29420,8999.516
13,19,7500,2041.109
13,19,29730,9001.873
13,21,19000,5880.62
13,22,19650,5820.25
13,25,17930,5742.644
13,25,7650,2128.992
13,27,3130,868.0869
13,27,28720,8997.655
13,35,7440,2042.977
13,35,28090,9009.463
13,36,36100,8817.148
13,36,16690,4362.57
13,37,13420,4292.395
13,37,28010,9000.483
13,42,17100,5562.555
13,42,8160,2133.9
13,43,7690,2037.939
13,43,27480,9005.699
13,45,19000,5879.41
13,46,21460,5825.887
13,51,6970,2039.432
13,51,28790,9008.453
13,53,18660,5885.839
13,54,22800,7362.562
13,54,17300,4572.318
13,58,18170,6070.892
13,58,13590,4364.798
13,60,14260,4289.282
13,60,28320,9010.492
13,61,27570,8810.655
13,61,14270,4365.834
13,64,14110,4289.196
13,64,14960,4926.195
13,66,55740,18173.16
13,67,54170,16141.36
13,71,7490,2034.498
13,71,29060,9014.998
13,74,21080,5894.157
13,76,40320,13011.02
13,90,29170,8815.878
13,90,8720,2131.387
13,91,7740,2039.537
13,91,48210,14920.73
13,101,31380,8830.977
13,101,8960,2140.582
13,102,7150,2041.669
13,102,50490,14949.63
13,126,19510,5853.264
13,127,27940,5361.459
13,132,17560,5841.539
13,133,17760,5348.215
13,147,8410,2026.212
13,147,40130,8976.66
13,149,17850,5840.322
13,150,24240,7306.508
13,150,17510,4537.203
13,155,6650,2023.74
13,155,26300,8933.878
13,156,14020,4576.619
13,156,21390,7018.041
13,157,26490,7742.163
13,157,51150,15975.15
13,167,26420,8744.433
13,167,14180,4325.441
13,169,12820,4262.458
13,169,17760,4888.161
13,174,27170,8744.789
13,174,7820,2109.088
13,175,7100,2022.231
13,175,49080,11619.38
13,177,17970,5835.461
13,178,18540,5347.297
13,183,30340,8752.813
13,183,8480,2114.389
13,184,8440,2022.833
13,184,50040,11620.03
13,187,19170,5832.925
13,188,20280,5780.903
13,193,7630,2023.054
13,193,67730,21202.83
13,198,13220,4265.42
13,198,26890,8922.896
13,201,27600,8736.023
13,201,8050,2113.977
13,202,7100,2020.206
13,202,26290,8927.344
13,205,17260,5826.093
13,206,19230,5346.185
13,210,59980,19593.18
13,212,16520,5174.545
13,212,2530,690.9746
13,212,34420,11496.47
13,224,3170,958.6378
13,224,47650,15962.18
13,227,15240,4577.296
13,227,21570,7014.006
13,236,27670,9074.743
13,236,16380,4762.172
13,238,14820,4263.041
13,238,26620,8927.115
13,239,27640,8743.178
13,239,8800,2112.789
13,240,6810,2022.607
13,240,15420,4887.62
13,242,18460,5834.943
13,243,20090,5781.623
13,248,18980,5834.945
13,250,18150,5774.816
13,252,18220,5834.396
13,253,25510,7733.719
13,253,14780,4525.29
13,254,28650,9061.67
13,254,7630,2111.174
13,256,7580,2023.698
13,256,26620,8919.499
13,257,27230,9066.215
13,257,13270,4324.725
13,260,13200,4254.62
13,260,25910,8918.819
13,265,31260,9067.801
13,265,8580,2111.352
13,266,6660,2022.856
13,266,27600,8923.764
13,268,16830,5826.055
13,269,26860,7733.306
13,269,14950,4528.071
13,278,17150,5688.65
13,278,7800,2107.284
13,279,19380,5786.513
13,281,18450,5838.024
13,282,28200,5784.913
13,288,27030,8743.959
13,288,13570,4327.281
13,289,13260,4252.976
13,289,26890,8928.552
13,298,5220,1462.096
13,298,49880,15983.47
13,300,17500,5832.167
13,301,19720,5783.803
13,306,17570,5832.797
13,308,22500,5370.894
13,318,28170,8737.952
13,318,9050,2110.106
13,319,8820,2024.327
13,319,46220,14785.95
13,330,13630,4572.605
13,330,20640,7007.121
13,332,20130,5778.551
13,339,17610,5831.347
13,340,27790,6551.817
13,348,28610,8731.544
13,348,7020,1936.391
13,348,390,70.28125
13,349,6880,2019.1
13,349,14640,4884.73
13,353,27140,9064.456
13,353,13210,4328.004
13,354,13420,4263.642
13,354,27460,8938.557
13,359,18030,5830.74
13,360,19290,5770.773
13,364,14020,4573.804
13,364,31000,10161.54
13,364,21250,5675.723
13,365,7350,2020.652
13,365,26560,8918.146
13,367,18230,5829.274
13,368,15680,4856.964
13,376,25830,8730.512
13,376,12850,4317.168
13,377,12990,4257.177
13,377,25790,8913.693
14,4,12130,1578.611
14,22,10320,1578.654
14,70,10150,1577.729
14,231,47260,13081.99
14,232,32410,9586.969
14,634,15160,1579.631
14,658,40200,11603.23
14,658,10460,3153.58
14,678,23330,5693.996
14,678,11060,2787.995
14,678,65770,19049.43
14,699,3890,198.2266
14,704,6170,392.2852
15,2,10350,2877.087
15,3,10380,2979.127
15,4,9740,2878.308
15,5,15130,3675.045
15,9,9250,2881.637
15,10,9990,2973.717
15,11,9770,2875.268
15,12,14840,3678.567
15,14,9300,2877.394
15,15,10630,2974.304
15,24,9730,2877.185
15,25,10400,2972.277
15,26,24510,5264.563
15,28,9970,2873.465
15,29,15580,3677.419
15,38,11360,2881.068
15,40,10210,2971.847
15,41,11450,2881.508
15,42,12100,2979.486
15,43,12170,2883.295
15,47,28800,6120.359
15,52,11610,2881.817
15,54,14930,4230.838
15,55,16350,3996.999
15,55,10920,2972.062
15,56,3080,929.1099
15,70,10700,2880.435
15,73,10950,2975.816
15,76,10310,2974.591
15,77,10300,2878.226
15,78,10430,2974.758
15,79,11110,2880.526
15,80,10190,2975.685
15,81,11330,2870.929
15,96,10550,2877.704
15,99,10440,2877.286
15,100,11740,2973.983
15,101,10480,2880.153
15,104,10860,2876.47
15,105,9750,2972.059
15,111,10690,2878.721
15,112,9240,2770.471
15,112,70,15.6167
15,113,10310,2873.656
15,118,10340,2879.159
15,121,10560,2883.562
15,122,10210,2974.297
15,124,11280,2879.735
15,125,11120,2975.019
15,127,10890,2881.747
15,128,52200,15186.29
15,154,28430,8977.673
15,154,12450,3029.367
15,162,19570,5784.333
15,234,10840,2900.11
15,235,9680,2785.995
15,235,80,15.29883
15,236,16100,2908.897
15,237,11440,2994.138
15,239,6690,1833.836
15,248,11170,2901.862
15,250,11900,2993.383
15,252,10890,2900.395
15,255,10680,2994.63
15,256,12210,2911.998
15,257,10220,2994.97
15,258,10270,2902.036
15,259,10110,2995.407
15,263,10370,2905.124
15,264,10150,2993.633
15,269,11100,2902.201
15,270,9850,2990.095
15,274,10350,2900.984
15,275,10470,2993.404
15,276,11170,2900.157
15,277,9940,2992.045
15,280,10660,2900.661
15,281,10730,2993.833
15,284,11210,2898.35
15,285,9720,2783.207
15,285,80,15.96631
15,299,9720,2898.177
15,300,9990,2992.8
15,301,10110,2900.101
15,302,10360,2993.177
15,303,10950,2902.117
15,304,10600,2990.732
15,307,10410,2903.076
15,308,10320,2991.391
15,309,10530,2903.688
15,311,10690,2991.156
15,320,10010,2897.483
15,321,9820,2990.496
15,326,10080,2902.728
15,329,10140,2900.717
15,330,10560,2995.396
15,331,10000,2901.836
15,332,9840,2991.703
15,333,10170,2897.167
15,340,9570,2904.278
15,341,10490,2992.803
16,63,42880,11766.86
16,285,17750,5147.035
16,285,20500,5687.946
16,285,25630,6675.211
16,285,28230,6406.07
17,15,69920,12318.61
17,20,11740,3569.696
17,26,26060,4553.87
17,33,23290,5227.541
17,42,28280,4549.081
17,52,11750,3523.466
17,56,11950,3902.973
17,58,11610,3565.734
17,60,14880,4517.019
17,63,11120,3562.239
17,68,3800,1160.348
17,69,16700,6104.774
17,71,11990,3531.402
17,73,13540,3902.832
17,79,38920,9257.488
17,79,103770,30874.53
17,80,73440,21321.19
17,80,14260,3530.943
17,80,14200,3906.246
17,85,28090,8220.74
17,91,10940,3562.799
17,92,15050,4518.897
17,97,32860,10451.85
17,98,47120,12161.4
17,106,11020,3561.87
17,107,18100,4514.742
17,109,4480,1.20459
17,120,16540,4840.04
17,121,12320,3528.214
17,122,23440,4516.368
17,126,27380,8215.311
17,127,14030,3559.777
17,132,14260,4227.169
17,135,26210,8440.243
17,135,10190,3517.321
17,140,14790,4504.78
17,146,12040,3562.916
17,150,15050,4516.984
17,153,3100,920.8606
17,155,57410,16960.42
17,157,27110,8414.184
17,157,15870,5675.905
17,162,29560,9053.145
17,170,15160,4233.875
17,175,23330,8206.811
17,189,35690,11567.3
17,203,26080,4544.574
17,223,10510,3564.376
17,232,13480,3901.257
17,239,12110,3892.439
17,241,26580,8428.554
17,242,27400,8217.968
17,245,12270,3557.645
17,259,29200,8217.053
17,263,16150,4515.03
17,277,38610,10480.79
17,278,48500,12200.71
17,280,28070,8219.654
17,304,15640,3909.09
17,307,27710,8214.899
17,321,33260,10472.32
17,322,45620,12192.3
17,322,28450,8216.02
17,324,15020,4509.386
17,331,14040,3531.816
17,352,14470,4231.898
17,359,27120,8450.322
17,359,19210,4596.863
17,360,14980,4511.724
17,369,15260,4514.156
17,371,14030,4509.757
17,422,13660,4499.411
17,427,13580,4500.65
17,449,10540,3043.019
17,467,12050,3557.742
17,471,27140,8437.75
17,471,27880,8199.685
17,489,17700,4837.104
17,489,13360,3522.931
17,502,10920,3518.04
17,515,13870,4498.702
17,517,13070,3893.437
17,524,14790,4502.684
17,542,14210,4502.86
17,543,25440,8433.072
17,544,63700,18879.97
17,545,48760,15082.2
17,545,30860,9711.076
17,550,15280,4510.893
17,558,27340,4613.185
17,578,26740,8444.121
17,579,11630,3316.728
17,581,15070,4504.656
17,585,14290,4225.601
17,596,15990,4508.797
17,597,15420,4506.275
17,604,14430,4500.316
17,634,14570,4503.902
17,661,15400,4508.477
17,667,14720,4499.961
17,688,25780,8210.615
17,700,21320,6672.085
17,700,341510,111817.1
17,701,106870,32667.89
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,0,0
17,701,27330,8461.848
17,701,0,0
17,701,600,198.0117
17,701,30,9.84375
17,701,30,9.921875
17,701,30,9.960938
17,701,30,9.960938
17,701,272200,90323.77
17,703,282610,93743
17,707,6120,1857.381
17,708,613190,191824.9
17,709,377770,125232.9
17,731,14400,4502.407
17,756,25750,8202.133
17,758,22480,4508.937
17,771,32020,6670.938
17,771,38260,10264.37
18,1,53310,16139.33
18,186,55990,12621.3
18,186,8350,1799.939
18,195,10330,3125.874
18,195,32630,9647.764
18,610,46000,12454.15
18,610,17290,5170.434
18,610,34550,9288.203
19,1,67250,16191.21
20,1,44220,11473.08
20,9,34520,9345.767
20,9,1940,100.166
20,10,59190,6879.099
20,11,104070,30105.22
20,12,80410,26715.08
20,17,29230,9735.313
20,18,37670,11762.26
20,52,5250,1691.257
20,52,13870,4392.807
20,53,23760,6858.913
20,62,16780,4984.36
20,63,21570,6852.936
20,119,34720,10659.82
20,120,39470,11296.77
20,136,30320,9740.107
20,137,38990,11762.64
20,162,5560,1688.691
20,162,15050,4394.91
20,163,20220,6856.181
20,179,17630,5575.98
20,179,117100,39490.35
20,181,139650,46719.03
20,215,58180,18106.2
20,215,72610,23124.19
20,215,8950,2338.906
20,216,68680,21073.62
