Driver,Trip,Tailgating,Total,Ratio
4,17,89450,148890,0.6007790986634428
4,19,62390,148950,0.41886539107082915
4,53,900,9210,0.09771986970684039
4,60,8660,11390,0.7603160667251976
4,61,2690,9280,0.28987068965517243
4,65,7530,11120,0.677158273381295
4,84,3330,9440,0.3527542372881356
4,89,1260,8670,0.1453287197231834
4,106,11920,36870,0.3232980743151614
4,107,1940,9850,0.19695431472081218
4,108,1460,9570,0.15256008359456635
4,115,980,9980,0.09819639278557114
4,118,1480,10390,0.1424446583253128
4,124,7990,9550,0.8366492146596859
4,126,1850,9400,0.19680851063829788
4,136,3210,9460,0.339323467230444
4,138,8330,11120,0.7491007194244604
4,140,560,9510,0.058885383806519455
4,152,2130,36160,0.05890486725663717
4,185,66620,158170,0.4211923879370298
4,192,16750,38000,0.4407894736842105
4,194,6290,25530,0.2463768115942029
4,196,6570,9540,0.6886792452830188
4,197,7820,10100,0.7742574257425743
4,229,5790,28050,0.20641711229946524
4,231,1610,9300,0.17311827956989248
4,232,5620,9910,0.5671039354187689
4,233,1120,9180,0.12200435729847495
4,234,6910,9380,0.7366737739872068
4,235,1280,9690,0.13209494324045407
4,237,2200,8550,0.2573099415204678
4,251,14910,63990,0.23300515705578997
4,252,1690,9200,0.18369565217391304
4,253,5100,10230,0.49853372434017595
4,255,4900,10720,0.457089552238806
4,256,2120,11470,0.18482999128160418
4,263,2280,9490,0.24025289778714437
4,266,1140,9970,0.11434302908726178
4,267,4520,10490,0.43088655862726405
4,271,3370,4180,0.80622009569378
4,282,8050,10480,0.7681297709923665
4,285,1250,8540,0.14637002341920374
4,286,5580,10000,0.558
4,291,510,8950,0.05698324022346369
4,292,7460,10250,0.7278048780487805
4,293,570,9200,0.06195652173913044
4,298,5470,9130,0.5991237677984665
4,299,7020,10520,0.6673003802281369
4,304,6820,18060,0.37763012181616834
4,305,3420,9120,0.375
4,322,7260,9680,0.75
4,325,3520,10020,0.35129740518962077
4,334,5420,9860,0.5496957403651116
4,335,4240,10060,0.42147117296222664
4,336,7570,10060,0.7524850894632207
4,337,17130,42640,0.4017354596622889
4,341,3410,21430,0.15912272515165657
4,347,4340,8950,0.4849162011173184
4,349,4850,9500,0.5105263157894737
4,350,1520,9430,0.16118769883351008
4,351,8120,9960,0.8152610441767069
4,352,5570,9230,0.6034669555796316
4,353,3000,9340,0.32119914346895073
4,354,4490,9530,0.47114375655823715
4,355,4590,13500,0.34
4,356,1940,8420,0.23040380047505937
4,359,16760,27930,0.6000716075904046
4,362,2880,11380,0.2530755711775044
4,370,2050,9860,0.2079107505070994
4,372,1350,17960,0.07516703786191536
4,386,8180,10860,0.7532228360957642
4,387,3530,9140,0.3862144420131291
4,388,4190,9530,0.43966421825813223
4,401,6750,9860,0.6845841784989858
4,402,5060,10080,0.501984126984127
4,404,4710,10570,0.445600756859035
4,405,1410,9380,0.15031982942430705
4,417,6690,31160,0.21469833119383824
4,421,5610,9920,0.5655241935483871
4,424,5310,10360,0.5125482625482626
4,427,23800,53000,0.4490566037735849
4,441,8260,11170,0.7394807520143241
4,444,9080,10210,0.8893241919686582
4,445,5830,9980,0.5841683366733467
5,1,9280,45440,0.20422535211267606
5,33,2750,10250,0.2682926829268293
5,36,5160,74860,0.06892866684477691
5,155,16750,40910,0.4094353458812026
5,156,7290,34540,0.21105964099594673
5,209,24140,53320,0.4527381845461365
5,237,23880,42600,0.5605633802816902
5,238,15500,33280,0.4657451923076923
6,1,18020,26670,0.6756655418072741
6,4,13170,19530,0.674347158218126
6,5,10660,21150,0.5040189125295508
6,6,10150,119390,0.08501549543512857
6,12,9410,24860,0.37851971037811744
6,16,3420,11380,0.30052724077328646
6,17,1950,29100,0.06701030927835051
6,18,4220,19110,0.2208267922553637
6,19,2340,11980,0.19532554257095158
6,22,3890,17920,0.21707589285714285
6,24,2080,20340,0.10226155358898721
6,26,2780,17400,0.15977011494252874
6,27,9450,16530,0.5716878402903811
6,28,3110,18570,0.1674744211093161
6,29,4290,11830,0.3626373626373626
6,35,5080,11030,0.4605621033544878
6,36,4370,19780,0.22093023255813954
6,37,7370,11840,0.6224662162162162
6,38,6140,15930,0.3854362837413685
6,39,12310,20960,0.5873091603053435
6,40,20450,52420,0.39011827546737887
6,42,54080,66030,0.8190216568226564
6,43,10190,65660,0.15519342065184283
6,44,8430,19280,0.43724066390041494
6,45,720,19870,0.03623553095118269
6,47,3400,16810,0.20226055919095776
6,48,6310,11680,0.5402397260273972
6,49,3750,17140,0.21878646441073513
6,52,4630,19680,0.23526422764227642
6,53,3640,15990,0.22764227642276422
6,54,5130,19150,0.2678851174934726
6,55,3700,16910,0.21880544056771142
6,60,3230,11040,0.29257246376811596
6,64,43570,95800,0.45480167014613776
6,65,31130,93730,0.33212418649311853
6,66,1960,17160,0.11421911421911422
6,70,10040,15480,0.648578811369509
6,71,7430,11170,0.6651745747538048
6,72,2320,22590,0.10270030987162461
6,73,1240,17920,0.06919642857142858
6,74,5550,19440,0.2854938271604938
6,76,4490,43360,0.10355166051660517
6,78,23850,42120,0.5662393162393162
6,81,36170,49450,0.7314459049544995
6,84,710,9720,0.07304526748971193
6,85,9940,16800,0.5916666666666667
6,86,4020,10550,0.381042654028436
6,88,7840,19460,0.4028776978417266
6,90,3620,10380,0.348747591522158
6,92,6600,19190,0.3439291297550808
6,96,9520,18070,0.5268400664084117
6,98,4560,11020,0.41379310344827586
6,100,9550,29480,0.3239484396200814
6,101,5420,12210,0.4438984438984439
6,104,3050,10980,0.2777777777777778
6,109,2140,35050,0.06105563480741798
6,110,7820,19180,0.40771637122002086
6,111,9340,11650,0.8017167381974248
6,113,11160,42210,0.26439232409381663
6,116,3800,10130,0.3751233958538993
6,117,7460,18340,0.40676117775354415
6,118,9380,36660,0.2558647026732133
6,120,8890,34980,0.25414522584333904
6,121,6620,45970,0.14400696106156188
6,123,1580,10420,0.15163147792706333
6,131,10530,55720,0.18898061737257718
6,132,7430,12410,0.5987107171635777
6,133,5490,12090,0.45409429280397023
6,138,1940,32280,0.060099132589838906
6,141,3150,16530,0.19056261343012704
6,142,7110,20050,0.3546134663341646
6,146,3380,13500,0.25037037037037035
6,147,5160,11710,0.4406490179333903
6,151,6020,11590,0.5194132873166523
6,152,3340,9650,0.3461139896373057
6,153,1110,8770,0.1265678449258837
6,154,4620,11270,0.40993788819875776
6,155,9140,29930,0.3053792181757434
6,156,4060,9970,0.40722166499498497
6,159,6010,10260,0.5857699805068226
6,160,7010,18840,0.37208067940552014
6,162,3850,10800,0.35648148148148145
6,163,11440,23730,0.48209018120522545
6,166,9900,12730,0.7776904948939513
6,169,1690,21490,0.07864122847836202
6,170,3950,10660,0.3705440900562852
6,171,8790,17800,0.49382022471910114
6,175,8840,16920,0.5224586288416075
6,176,11790,22310,0.5284625728372927
6,179,9080,10680,0.850187265917603
6,181,8070,19730,0.40902179422199697
6,182,5060,10540,0.48007590132827327
6,183,4440,10910,0.4069660861594867
6,186,10550,51030,0.2067411326670586
6,190,11680,15500,0.7535483870967742
6,191,3260,23760,0.13720538720538722
6,192,5120,33050,0.15491679273827533
6,193,15240,28940,0.5266067726330339
6,195,3470,11140,0.3114901256732496
6,196,2760,10770,0.2562674094707521
6,202,7260,12220,0.5941080196399345
6,203,4640,15310,0.3030698889614631
6,205,7150,25850,0.2765957446808511
6,207,5040,19770,0.2549317147192716
6,208,12250,53100,0.23069679849340866
6,209,27470,67560,0.4066015393724097
6,211,12090,26490,0.4563986409966025
6,212,9420,33670,0.27977427977427977
6,213,5840,11320,0.5159010600706714
6,214,2690,11150,0.24125560538116592
6,215,4810,11060,0.4349005424954792
6,216,8500,16800,0.5059523809523809
6,219,8650,11910,0.7262804366078925
6,221,5590,25650,0.2179337231968811
6,222,5480,25630,0.21381193913382754
6,223,4030,11120,0.36241007194244607
6,226,13290,29710,0.44732413328845505
6,227,4060,16470,0.24650880388585306
6,228,7470,25240,0.2959587955625991
6,229,6640,12390,0.5359160613397902
6,234,9120,12280,0.742671009771987
6,236,8900,11990,0.7422852376980817
6,237,12610,20280,0.6217948717948718
6,242,41960,57890,0.724822940058732
6,247,8490,20720,0.40974903474903474
6,249,9100,45120,0.20168439716312056
6,250,5250,11970,0.43859649122807015
6,251,3070,11440,0.26835664335664333
6,259,7760,11580,0.6701208981001727
6,260,8010,17730,0.4517766497461929
6,261,4690,9840,0.4766260162601626
6,262,4520,11190,0.40393208221626453
6,263,8720,31490,0.2769133058113687
6,268,2720,10810,0.25161887141535616
6,269,5670,12120,0.46782178217821785
6,272,8340,11190,0.7453083109919572
6,273,1020,12160,0.08388157894736842
6,277,10740,13530,0.7937915742793792
6,278,3060,12200,0.25081967213114753
6,279,5550,11010,0.5040871934604905
6,280,3280,11400,0.28771929824561404
6,282,570,11450,0.04978165938864629
6,286,4130,15900,0.259748427672956
6,287,510,18820,0.02709883103081828
6,288,8090,11530,0.7016478751084129
6,290,5410,12640,0.42800632911392406
6,291,1710,10910,0.15673693858845097
6,292,3140,11830,0.2654268808114962
6,293,1870,11480,0.16289198606271776
6,295,10560,19380,0.544891640866873
6,299,5780,11030,0.5240253853127833
6,300,4780,30660,0.15590345727332028
7,7,14420,19350,0.7452196382428941
7,8,6300,19830,0.3177004538577912
7,18,16580,47400,0.349789029535865
7,33,8270,40970,0.20185501586526727
7,91,14690,44070,0.3333333333333333
7,92,29780,57550,0.5174630755864466
7,110,26520,27930,0.949516648764769
7,111,2780,22870,0.1215566243987757
7,116,20960,49270,0.4254110006088898
7,120,12750,26930,0.47344968436687707
7,136,23270,52110,0.44655536365380927
7,142,3260,15930,0.20464532328939108
7,166,11680,18290,0.6386003280481137
7,184,31910,48280,0.6609362054681027
7,188,32570,59680,0.5457439678284183
7,190,48400,151370,0.31974631697165884
7,227,7370,9660,0.7629399585921325
7,229,17890,50870,0.351680754865343
7,236,8780,47610,0.1844150388573829
8,1,13940,53370,0.2611954281431516
8,2,4470,24320,0.18379934210526316
8,8,56280,83970,0.6702393712040015
8,12,8180,21730,0.37643810400368155
8,46,7800,18130,0.4302261445118588
8,48,11070,23260,0.4759243336199484
8,50,24790,66400,0.3733433734939759
8,51,9560,88090,0.10852537177886253
8,56,14950,22610,0.6612118531623176
8,73,10290,110520,0.09310532030401737
8,74,27630,132930,0.20785375761679079
8,93,14280,20590,0.6935405536668285
8,138,21700,31750,0.6834645669291338
8,155,5080,30360,0.1673254281949934
8,158,12490,54750,0.22812785388127854
8,177,135610,284810,0.47614198939643976
8,183,19640,43940,0.44697314519799725
8,200,5310,27680,0.19183526011560695
8,240,4220,31560,0.13371356147021546
8,241,9350,46900,0.19936034115138593
8,258,4780,37980,0.12585571353343866
8,259,2150,60120,0.035761809713905524
8,260,3140,30330,0.10352786020441807
9,7,8050,9000,0.8944444444444445
9,9,2940,8420,0.3491686460807601
9,11,19760,32980,0.5991510006064281
9,23,16200,66070,0.24519449069169064
9,26,39870,95800,0.4161795407098121
9,27,50490,358710,0.140754369825207
9,28,122480,410470,0.29838965088800645
9,29,20890,65020,0.32128575822823746
9,30,13290,52180,0.2546952855500192
9,36,24950,32580,0.7658072437077962
9,39,7430,9150,0.8120218579234972
9,40,14610,33640,0.4343043995243757
9,42,13680,121130,0.11293651448856601
9,43,129190,202750,0.6371886559802713
9,47,6820,8760,0.7785388127853882
9,52,21500,50360,0.42692613185067513
9,53,27150,40190,0.6755411793978602
9,54,6830,8110,0.842170160295931
9,55,28960,43510,0.6655941162951046
9,58,32300,49180,0.6567710451403009
9,59,22740,49850,0.45616850551654964
9,60,16380,45600,0.3592105263157895
9,63,25530,49630,0.5144066089059037
9,64,35460,55770,0.6358257127487896
9,65,13710,36080,0.3799889135254989
9,67,7570,9160,0.8264192139737991
9,68,33510,67060,0.4997017596182523
9,69,16100,45910,0.3506861250272272
9,70,30470,44520,0.6844115004492363
9,71,2390,16650,0.14354354354354354
9,73,27170,42050,0.6461355529131986
9,75,16880,40870,0.41301688279911913
9,80,5330,25550,0.2086105675146771
9,81,13070,41770,0.31290399808474983
9,82,33500,46580,0.7191927866036926
9,83,35770,48180,0.7424242424242424
9,84,22190,47740,0.46480938416422285
9,85,41770,50930,0.8201452974671117
9,87,26840,44910,0.5976397238922289
9,88,23130,47630,0.4856183077892085
9,89,11190,30730,0.3641392775789131
9,91,16420,42790,0.38373451741060993
9,92,15520,17240,0.9002320185614849
9,93,25480,37690,0.6760413902892014
9,94,33690,44490,0.7572488199595415
9,96,38430,48390,0.7941723496590205
9,98,10280,25760,0.39906832298136646
9,100,3650,8000,0.45625
9,101,16790,41770,0.40196313143404355
9,102,11980,17050,0.7026392961876833
9,103,3550,23770,0.14934791754312157
9,105,2950,9660,0.3053830227743271
9,107,29840,44590,0.6692083426777304
9,109,28870,34990,0.8250928836810517
9,111,38890,54480,0.7138399412628488
9,112,31050,55530,0.5591572123176661
9,113,10730,87140,0.12313518476015607
9,116,23050,46140,0.499566536627655
9,118,16020,17610,0.909710391822828
9,120,24130,48880,0.493657937806874
9,121,32640,49180,0.6636844245628304
9,122,21780,60510,0.35994050570153696
9,123,12440,18210,0.6831411312465678
9,128,22400,47330,0.4732727656877245
9,129,9980,18110,0.5510767531750415
9,134,115910,152610,0.75951772491973
9,138,16080,45290,0.35504526385515567
9,139,26530,39850,0.6657465495608532
9,145,13930,33210,0.41945197229750075
9,146,4480,25090,0.17855719410123555
9,149,6440,26660,0.2415603900975244
9,150,29610,57030,0.5192004208311415
9,151,23960,46160,0.5190641247833622
9,154,8020,30490,0.2630370613315841
9,155,14970,26520,0.5644796380090498
9,156,37310,48000,0.7772916666666667
9,157,14940,16810,0.8887566924449732
9,161,6200,26450,0.23440453686200377
9,162,9310,30380,0.3064516129032258
9,166,25110,34170,0.7348551360842844
9,167,28590,41450,0.6897466827503016
9,168,2040,7560,0.2698412698412698
9,169,23460,52170,0.44968372627947095
9,170,19450,47010,0.4137417570729632
9,172,15440,18690,0.8261102193686464
9,174,24830,124630,0.1992297199711145
9,175,38100,46430,0.8205901356881327
9,177,41250,53660,0.768729034662691
9,178,16660,18130,0.918918918918919
9,180,31400,36860,0.8518719479110146
9,183,32630,44330,0.7360703812316716
9,184,35780,47430,0.7543748682268606
9,185,27270,48440,0.5629644921552436
9,187,15000,44110,0.3400589435502154
9,188,34470,44630,0.7723504369258346
9,191,29200,43840,0.666058394160584
9,192,7620,17330,0.4396999422965955
9,198,34560,49370,0.7000202552157181
9,199,25670,50540,0.5079145231499802
9,201,37680,48020,0.7846730528946272
9,202,4720,17250,0.2736231884057971
9,204,19980,43900,0.455125284738041
9,206,28580,47420,0.6026992830029524
9,209,40670,52120,0.7803146584804298
9,212,12160,17570,0.6920887877063175
9,213,13290,27730,0.47926433465560764
9,214,46750,57780,0.8091034960193839
9,216,34290,44570,0.7693515817814673
9,220,24050,39930,0.6023040320560982
9,221,28780,47370,0.6075575258602491
9,222,33290,46390,0.7176115542142704
9,225,44320,60630,0.7309912584529111
9,226,14180,47660,0.29752412924884597
9,227,36550,56140,0.6510509440684005
9,229,16030,18790,0.8531133581692389
9,230,1840,25950,0.07090558766859345
9,231,32660,48760,0.6698113207547169
9,232,25410,45740,0.5555312636641889
9,233,33020,46430,0.7111781175963816
9,234,15580,17470,0.8918145392100744
9,239,35680,43040,0.828996282527881
9,240,1810,18270,0.09906951286261631
9,241,30920,38350,0.80625814863103
9,242,33120,46590,0.7108821635544108
9,243,25990,38930,0.6676085281274081
9,245,11040,25200,0.4380952380952381
9,248,12720,47150,0.26977730646871684
9,249,18200,39200,0.4642857142857143
9,253,19570,36040,0.5430077691453941
9,255,2110,42190,0.050011851149561505
9,257,11750,45990,0.25549032398347465
9,259,19040,30870,0.6167800453514739
9,260,2230,25870,0.08620023192887515
9,262,35680,110830,0.32193449427050436
9,263,28050,44100,0.6360544217687075
9,264,26490,35320,0.75
9,265,25650,33710,0.7609018095520617
9,267,42540,52880,0.8044629349470499
9,268,28470,51840,0.5491898148148148
9,269,14030,80270,0.17478510028653296
9,271,9010,26320,0.3423252279635258
9,272,34280,45580,0.7520842474769636
9,273,9830,45490,0.21609144867003738
9,274,40550,63380,0.6397917324076996
9,275,10890,16960,0.6420990566037735
9,277,3500,3820,0.9162303664921466
9,285,22130,33720,0.6562870699881376
9,286,2090,30170,0.06927411335764004
9,289,1280,7710,0.16601815823605706
9,292,32620,44870,0.7269890795631825
9,297,43350,53160,0.8154627539503386
9,298,16010,17860,0.8964165733482643
9,300,10710,26080,0.410659509202454
9,301,68420,81430,0.8402308731425765
9,302,19880,47070,0.4223496919481623
9,304,32240,53120,0.6069277108433735
9,305,29060,46000,0.6317391304347826
9,306,29350,43780,0.6703974417542257
9,308,35810,47700,0.7507337526205451
9,309,29310,44380,0.660432627309599
9,310,34100,46800,0.7286324786324786
9,311,9730,31020,0.3136686009026435
9,312,7550,25600,0.294921875
9,313,29130,44380,0.6563767462821091
9,314,7970,17360,0.45910138248847926
9,317,24320,45440,0.5352112676056338
9,318,25240,47040,0.5365646258503401
9,319,31000,45410,0.6826690156353226
9,321,3060,15540,0.1969111969111969
9,324,1650,4540,0.3634361233480176
9,325,10310,30700,0.33583061889250815
9,326,3950,12120,0.3259075907590759
9,331,30480,42380,0.7192071731949032
9,332,27000,47470,0.5687802822835475
9,333,1890,9320,0.20278969957081544
9,335,9000,30050,0.2995008319467554
9,337,7050,24130,0.29216742644011606
9,338,33550,48450,0.6924664602683178
10,7,16370,99770,0.16407737796932945
10,8,18300,101190,0.18084790987251706
10,30,4370,58840,0.07426920462270564
10,47,13570,41000,0.3309756097560976
10,83,58150,72370,0.8035097416056377
10,111,45340,55980,0.8099321186137907
10,155,32210,45050,0.7149833518312986
10,156,27230,32540,0.8368162261831592
10,163,2260,6830,0.3308931185944363
10,243,31480,60280,0.522229595222296
10,245,14930,89080,0.16760215536596318
10,271,12470,44800,0.27834821428571427
10,334,12000,116420,0.10307507301151005
10,337,13880,38500,0.3605194805194805
10,350,29860,105310,0.28354382299876557
10,351,14350,94670,0.1515791697475441
11,8,77450,100580,0.7700338039371645
11,9,25040,58170,0.4304624376826543
11,12,97970,111550,0.8782608695652174
11,16,51120,94000,0.5438297872340425
11,17,103010,112400,0.9164590747330961
11,18,14390,19920,0.7223895582329317
11,20,81110,108160,0.7499075443786982
11,21,48690,74260,0.6556692701319687
11,28,7260,25440,0.28537735849056606
11,29,19560,57350,0.34106364428945074
11,30,65000,189190,0.34356995612875946
11,31,9830,68970,0.14252573582717123
11,32,104330,116670,0.8942315933830463
11,33,50550,87510,0.5776482687692835
11,36,97480,110670,0.8808168428661788
11,37,54950,98100,0.5601427115188583
11,40,93060,112020,0.8307445099089449
11,41,35740,58240,0.6136675824175825
11,42,52120,117270,0.4444444444444444
11,45,37210,96290,0.38643680548343545
11,48,77070,101200,0.7615612648221344
11,51,72370,84130,0.8602163318673481
11,52,6170,20400,0.30245098039215684
11,55,1270,20100,0.06318407960199005
11,59,1530,22300,0.06860986547085202
11,63,140500,151240,0.9289870404654853
11,64,28350,99400,0.2852112676056338
11,69,95650,125330,0.7631851910955079
11,70,67160,91690,0.732468099029338
11,76,25690,107150,0.23975734951003266
11,78,59530,100700,0.5911618669314797
11,85,89140,102290,0.8714439339133835
11,87,5840,54920,0.10633648943918426
11,88,88630,114380,0.7748732295855919
11,89,5250,19170,0.27386541471048514
11,93,28580,114710,0.2491500305117252
11,101,121920,171060,0.7127323746054016
11,102,56400,88810,0.6350636189618286
11,105,92500,114340,0.8089907294035333
11,106,35140,108560,0.32369196757553426
11,108,97260,134870,0.7211388744717135
11,110,72790,92520,0.7867488110678772
11,113,74650,128770,0.5797157723072144
11,135,83720,117000,0.7155555555555555
11,158,106180,130230,0.8153267296321892
11,159,69080,98340,0.7024608501118568
11,161,71480,113690,0.6287272407423696
11,162,56790,93420,0.6078998073217726
11,163,97490,113700,0.8574318381706244
11,165,57310,95320,0.601237935375577
