Event,Driver,Trip,Starttime,Endtime,TailgatingStarttime,TailgatingEndtime
8440,88,139,263820,271650,266470,270650
8441,88,139,269660,272390,270660,271390
8442,88,139,294220,303250,295220,302250
8443,88,139,349430,353130,350430,352130
8444,88,140,38160,42460,39160,41460
8445,88,146,38080,49580,41230,46780
8446,88,149,54870,63180,55870,60500
8447,88,151,75990,82420,77010,79260
8448,88,151,75990,82420,79270,81420
8449,88,152,19370,29080,21980,28080
8450,88,158,143030,149440,144030,148260
8451,88,158,170290,174710,171290,173710
8452,88,158,179820,189220,180820,184050
8453,88,158,179820,189220,184060,188220
8454,88,159,295310,301410,296310,300410
8455,88,165,117160,129180,118160,128180
8456,88,165,136250,141820,137250,140820
8457,88,165,143080,146260,144080,145260
8458,88,165,144270,147640,145270,146640
8459,88,167,69680,80110,73440,78920
8460,88,167,93400,96250,94400,95250
8461,88,171,55970,68970,58160,63800
8462,88,171,69590,75940,70590,74800
8463,88,171,81710,90100,82710,85180
8464,88,171,81710,90100,85190,89100
8465,88,183,107380,113390,108380,112390
8466,88,183,149890,155100,151180,154100
8467,88,190,77430,83310,78430,82310
8468,88,191,114160,123410,118020,122410
8469,88,192,231560,237900,235680,236900
8470,88,199,105490,115210,106490,109830
8471,88,199,105490,115210,109840,114210
8472,88,199,113220,118000,114220,117000
8473,88,199,116240,119380,117240,118380
8474,88,199,117390,121010,118390,120010
8475,88,200,62410,75230,63410,74230
8476,88,200,85280,88200,86280,87200
8477,88,200,107580,116070,110910,114130
8478,88,200,107580,116070,114140,115070
8479,88,200,114080,118830,115570,117830
8480,88,200,116890,127470,117890,124930
8481,88,200,116890,127470,118500,126470
8482,88,207,140930,143690,141930,142570
8483,88,207,148540,152960,150120,151960
8484,88,207,164820,174280,167750,173240
8485,88,218,103320,116030,104320,108940
8486,88,218,103320,116030,108950,115030
8487,88,219,24570,32440,25570,31440
8488,88,219,34430,37930,35430,36930
8489,88,219,38310,48390,41050,47390
8490,88,219,73080,76200,74080,75060
8491,88,248,238910,244320,239910,243320
8492,88,248,343570,362320,350600,361190
8493,88,248,360330,382630,361330,380030
8494,89,1,130790,134890,131790,133420
8495,89,1,171070,174050,172070,173050
8496,89,1,191700,195840,192700,194540
8497,89,45,214610,219140,215830,218140
8498,89,46,47410,54240,49070,53240
8499,89,46,68580,78870,69580,77870
8500,89,84,79350,82630,80940,81630
8501,89,84,120410,125970,121410,123910
8502,89,85,40610,48980,41610,47980
8503,89,85,63070,80210,64070,79210
8504,89,103,64720,71290,65720,67600
8505,89,117,155130,163150,157620,162150
8506,89,117,167840,171780,169320,170780
8507,89,117,173850,176460,174850,175460
8508,89,117,237440,246290,240700,245290
8509,90,48,175890,184970,176890,183970
8510,90,71,134910,142960,135910,139720
8511,90,198,54720,61500,56920,60500
8512,90,198,99210,103340,100210,102340
8513,90,341,47610,51920,48610,49780
8514,90,341,47610,51920,49790,50870
8515,91,1,16570,21380,18000,20380
8516,91,1,52430,58350,53430,57350
8517,91,57,129850,136690,130850,135690
8518,91,91,27380,31330,28380,30330
8519,91,91,29340,38500,30340,35930
8520,91,126,25430,31900,26430,28710
8521,91,135,62250,65790,63250,64680
8522,91,135,71560,74370,72650,73320
8523,91,135,85220,91120,87160,90120
8524,91,135,201820,207780,204050,205110
8525,91,135,257800,262840,260030,261840
8526,91,143,77330,94000,78840,84450
8527,91,228,8170,19480,17240,18480
8528,91,228,17600,21870,18600,20870
8529,91,279,59400,64860,60400,62990
8530,91,279,67600,74440,69700,73440
8531,91,279,85760,89330,86760,88330
8532,91,292,95430,101090,96660,99430
8533,91,292,202630,206050,203650,205050
8534,91,292,241050,244620,242050,243480
8535,91,292,242630,247270,243630,246270
8536,91,292,252490,256990,253490,255190
8537,91,292,252490,256990,255200,255990
8538,92,1,136080,141440,137660,140440
8539,92,1,284550,290710,285550,288560
8540,92,6,54630,62100,56980,61100
8541,92,42,120490,128760,122450,127760
8542,92,42,184280,189640,185490,188500
8543,92,42,277870,288220,278870,287220
8544,92,42,290610,298270,292570,297270
8545,92,42,296280,305860,297280,301320
8546,92,42,296280,305860,301330,304860
8547,92,42,339780,342500,340780,341500
8548,92,49,41350,45940,42350,44940
8549,92,49,47370,56710,48370,55710
8550,92,70,233360,236320,234450,235320
8551,92,70,390650,394340,392150,393340
8552,92,70,447640,452230,449550,451120
8553,92,73,130300,133640,131300,132350
8554,92,73,299660,321300,302380,320300
8555,92,73,321760,339490,322760,338490
8556,92,73,422100,426010,423990,425010
8557,92,73,500810,503920,501810,502920
8558,92,73,506570,510490,507570,509110
8559,92,78,141610,146160,143900,145160
8560,92,78,218630,225740,219630,224740
8561,92,78,371990,380230,373680,379230
8562,92,79,137840,142280,138840,141280
8563,92,79,174100,181090,175100,180090
8564,92,79,255520,271470,257630,270470
8565,92,79,269650,279170,270650,278170
8566,92,79,277180,280870,278380,279870
8567,92,79,297900,305170,299810,303990
8568,92,79,343340,349970,345830,348840
8569,92,79,343340,349970,347320,348270
8570,92,79,347980,356450,348980,355450
8571,92,79,347980,356450,350130,354920
8572,92,79,365770,372020,367320,371020
8573,92,79,370060,372800,371060,371800
8574,92,96,29220,32530,30770,31530
8575,92,96,30630,35030,31630,33550
8576,92,96,47360,53180,50220,52180
8577,92,111,344050,350590,347010,349590
8578,92,111,348680,353360,349680,350560
8579,92,111,348680,353360,350570,352360
8580,92,112,221050,230180,224130,229140
8581,92,112,234420,237280,235560,236280
8582,92,112,468130,471450,469360,470450
8583,92,112,484870,517860,487010,489850
8584,92,116,192640,198100,193640,195080
8585,92,116,192640,198100,195090,196260
8586,92,116,395060,401850,396900,400850
8587,92,116,534220,539290,537190,538290
8588,92,116,605230,613090,607140,612090
8589,92,118,109470,131160,110470,130160
8590,92,118,109470,131160,111880,126850
8591,92,119,18150,26360,19150,25360
8592,92,119,24370,31050,25370,28320
8593,92,119,105380,109750,107850,108750
8594,92,119,131380,145110,138620,144110
8595,92,119,143120,150340,144120,149340
8596,92,119,143120,150340,146170,147470
8597,92,119,148350,167550,149350,166550
8598,92,119,171640,175100,172640,174100
8599,92,119,173110,178970,174110,177970
8600,92,119,199170,205400,200170,201250
8601,92,129,18780,24860,23040,23860
8602,92,132,58800,61970,59800,60970
8603,92,132,59980,73830,60980,72700
8604,92,144,36310,42620,38870,41620
8605,92,144,40670,56150,41670,45660
8606,92,144,40670,56150,45670,55150
8607,92,149,20990,24130,21990,22930
8608,92,153,40020,44710,42670,43710
8609,92,159,134770,137770,135860,136770
8610,92,159,136090,139410,137090,138410
8611,92,159,278190,285060,279870,284050
8612,92,163,91390,94300,92690,93300
8613,92,163,119470,123590,120470,122590
8614,92,164,13670,18430,15520,17430
8615,92,165,25390,28760,26500,27760
8616,92,165,27010,53650,28010,50690
8617,92,172,57810,61220,58940,60040
8618,92,172,59230,70050,64460,66390
8619,92,176,354080,358250,355580,357170
8620,92,176,362530,372020,363530,370900
8621,92,176,362530,372020,363540,367590
8622,92,176,470280,477930,471280,474090
8623,92,191,32530,35320,33530,34320
8624,92,191,33490,45800,34490,44800
8625,92,191,46030,64060,47030,63060
8626,92,191,67370,70410,68630,69410
8627,92,191,71900,76100,72900,75100
8628,92,191,74560,78220,76460,77160
8629,92,196,194950,199220,195950,198220
8630,92,196,197230,207510,198230,206140
8631,93,1,47130,51820,48130,50820
8632,93,1,49830,56020,50830,55020
8633,93,1,97900,101570,98900,100570
8634,93,4,75430,83230,77600,79690
8635,93,4,75430,83230,79700,82060
8636,93,4,81330,91100,85380,90100
8637,93,13,62590,76090,63700,73840
8638,93,27,155520,162570,156520,161570
8639,93,27,160580,166360,161580,165360
8640,93,48,65140,69830,66370,68830
8641,93,54,94190,103660,95190,102430
8642,93,77,109250,117630,111120,113440
8643,93,79,22510,25950,23510,24950
8644,93,80,122730,130200,123730,129200
8645,93,85,47830,56430,48830,55430
8646,93,86,26880,35970,29050,34970
8647,93,88,47080,52260,49750,51260
8648,93,88,50990,64290,51990,63290
8649,93,94,35890,39550,36890,38550
8650,93,94,49910,54020,50910,53020
8651,93,94,67640,70680,68640,69680
8652,93,128,42220,48630,43640,47630
8653,93,146,33990,41100,36170,40100
8654,93,148,37520,43670,38520,42670
8655,93,148,41680,49300,43390,48300
8656,93,150,29610,45110,30610,44110
8657,93,150,154350,171760,155350,165600
8658,93,150,154350,171760,165610,170760
8659,93,150,172160,183870,175050,182870
8660,93,150,172160,183870,175700,180610
8661,93,150,243470,247360,244470,246360
8662,93,150,245470,257560,246470,256560
8663,93,150,257300,284550,260170,283550
8664,93,150,257300,284550,264700,271410
8665,93,150,257300,284550,277420,282040
8666,93,150,344220,354800,346500,353800
8667,93,150,431180,438190,434790,437190
8668,93,150,464080,468010,466000,466920
8669,93,150,487460,493500,490310,492500
8670,93,150,525940,530490,528560,529490
8671,93,150,575710,582970,578680,580820
8672,93,150,575710,582970,580830,581970
8673,93,150,588100,601120,591400,600120
8674,93,150,599850,604030,601450,603030
8675,93,150,603690,608920,605630,607920
8676,93,151,38400,51840,39400,44180
8677,93,151,38400,51840,44190,50840
8678,93,151,147350,156920,150310,155920
8679,93,152,105910,115870,106910,112900
8680,93,152,155660,163030,156660,161600
8681,93,152,166720,185470,169790,171390
8682,93,152,166720,185470,171400,184470
8683,93,152,222270,232590,224700,231590
8684,93,152,282490,292290,283490,291290
8685,93,152,375220,390110,376870,389110
8686,93,152,375220,390110,384430,388060
8687,93,154,73770,78390,75340,77390
8688,93,154,93310,101500,94540,99510
8689,93,158,233520,236390,234520,235390
8690,93,167,83840,88750,84950,87750
8691,93,173,77870,86650,84470,85650
8692,93,176,20300,22990,21300,21990
8693,93,176,21130,28350,22130,25370
8694,93,176,21130,28350,25380,26090
8695,93,192,35750,40260,37790,39260
8696,93,192,38270,47030,39270,41790
8697,93,192,38270,47030,41800,46030
8698,93,206,55780,63880,58890,62650
8699,93,206,62020,65040,63030,64040
8700,93,211,16220,22600,19100,20910
8701,93,218,89440,95090,92070,93520
8702,93,221,67700,75150,68700,74150
8703,93,223,36040,41420,37190,40420
8704,93,225,14820,27740,16280,26740
8705,93,225,27400,32780,28400,31510
8706,93,226,52390,57600,53390,54540
8707,93,226,52390,57600,54550,56600
8708,93,227,11980,18920,13320,17300
8709,93,227,11980,18920,17310,17920
8710,93,231,48210,53380,49210,52030
8711,93,246,184390,188160,185390,187160
8712,93,248,271080,274140,272170,272900
8713,93,248,272150,288160,273650,286970
8714,93,255,167350,174110,171340,173110
8715,93,255,172120,175840,173120,174720
8716,93,255,354780,361290,357170,358330
8717,93,255,354780,361290,358340,360290
8718,93,255,361890,365360,362890,364240
8719,93,255,363370,366140,364370,365010
8720,93,255,364150,372630,365150,371630
8721,93,257,27830,36660,28830,34550
8722,93,257,27830,36660,28870,30790
8723,93,257,34790,37490,35790,36490
8724,93,257,55780,67190,56780,66190
8725,93,257,65200,71710,66200,70710
8726,93,259,58160,77140,61000,76140
8727,93,259,261750,272730,262750,271730
8728,93,269,184520,192090,185660,190990
8729,93,269,278220,294300,279580,293300
8730,93,269,293460,307160,294460,304410
8731,93,269,293460,307160,294880,305250
8732,93,272,146590,149240,147590,148240
8733,93,272,185420,193220,186810,192220
8734,93,272,235660,242640,238540,241640
8735,93,282,132980,146090,142290,145020
8736,93,283,131890,142560,132890,141560
8737,93,283,143930,149840,144930,148840
8738,93,303,75760,83750,81100,81870
8739,93,311,21830,25640,22830,24300
8740,93,312,42010,50140,45140,49140
8741,93,316,79340,90600,80370,89490
8742,93,316,89210,99490,92320,98000
8743,93,318,115750,119060,116750,118060
8744,93,319,35720,42280,36820,40860
8745,93,343,22300,24950,23300,23950
8746,93,345,41490,46620,42490,43990
8747,93,345,41490,46620,44000,45610
8748,93,352,54690,65600,59320,64570
8749,93,352,54690,65600,59480,62580
8750,93,360,145650,152760,149090,151520
8751,93,360,157030,162930,158360,161930
8752,93,378,104590,109140,105590,108020
8753,93,391,43190,52410,50810,51410
8754,93,391,62780,70190,65400,69140
8755,93,405,26950,29930,27950,28930
8756,93,405,29620,33570,31260,32570
8757,93,405,40010,44230,42470,43200
8758,93,405,44430,47570,45430,46570
8759,93,405,46810,52510,48390,51510
8760,93,405,50520,56300,51520,54290
8761,93,405,50520,56300,53010,55300
8762,93,405,63250,68330,64250,64990
8763,93,414,92770,97290,94910,96290
8764,93,414,97080,110450,102340,109160
8765,93,415,3310,10350,5540,9350
8766,93,415,8360,13650,9360,12650
8767,93,424,35430,38890,36760,37890
8768,93,424,36900,40720,38560,39720
8769,93,424,38860,44320,40290,42880
8770,93,424,186360,192240,188350,189920
8771,93,424,186360,192240,189930,191240
8772,93,424,253360,257570,254360,256570
8773,93,428,23070,27350,24070,25770
8774,93,431,119660,126690,120660,125690
8775,93,432,93260,99290,94260,98290
8776,93,432,131430,135990,132430,134990
8777,93,432,134000,139470,135090,138470
8778,93,432,167840,175860,171750,174860
8779,93,439,50280,60610,53140,59610
8780,93,439,50280,60610,53870,55620
8781,93,439,58730,63880,59730,62880
8782,95,25,76740,82100,77740,78860
8783,95,25,76740,82100,78870,81100
8784,95,25,80240,82880,81240,81880
8785,95,25,95610,98620,96850,97620
8786,95,25,163210,166100,164210,165100
8787,95,32,31320,36910,32320,35910
8788,95,32,71560,74630,72560,73630
8789,95,32,82610,85830,83610,84830
8790,95,32,162270,167290,163270,166290
8791,95,116,51690,57440,52690,56310
8792,95,120,200040,207990,201040,205800
8793,95,120,226540,233400,227540,232400
8794,95,121,110750,115150,112830,114150
8795,95,125,122780,125550,123780,124550
8796,95,125,168240,178600,169240,174030
8797,95,126,120890,126150,121890,124830
8798,95,126,126800,140470,127800,134950
8799,95,126,384720,390790,385720,387160
8800,95,126,678490,684700,679490,683700
8801,95,170,660410,669590,662470,668590
8802,95,171,366660,437030,367660,436030
8803,95,171,366660,437030,367800,427850
8804,95,171,435610,449060,436610,448060
8805,95,171,435610,449060,436770,445080
8806,95,171,447090,455680,448090,454680
8807,95,172,145760,151530,146760,149490
8808,95,173,271290,276780,272290,275780
8809,95,173,369860,375400,370860,373900
8810,95,224,15980,23610,20490,21860
8811,95,224,15980,23610,21870,22610
8812,95,224,77960,82510,79020,81300
8813,95,228,101360,106050,102360,105050
8814,95,237,75160,79820,76160,78700
8815,95,288,94460,101880,95460,99750
8816,95,319,78470,84040,79550,81020
8817,95,321,251190,263440,252190,262440
8818,95,354,106080,123500,109150,117530
8819,96,1,23560,30480,25070,29480
8820,96,1,35730,45770,36730,37970
8821,96,1,35730,45770,37980,44110
8822,96,1,48120,52420,49120,51420
8823,96,1,73160,88760,74160,74990
8824,96,1,73160,88760,75000,87760
8825,96,1,73160,88760,82670,86170
8826,96,2,33740,38170,35080,35840
8827,96,2,33740,38170,35850,37170
8828,96,2,117750,130620,118860,129620
8829,96,2,280660,283900,281980,282900
8830,96,2,302830,308100,304120,307060
8831,96,2,306110,310050,307110,309050
8832,96,9,36900,46380,39670,42510
8833,96,12,241130,250590,242520,249590
8834,96,16,110870,113510,111870,112510
8835,96,16,112910,124570,114660,123100
8836,96,16,128850,147270,131000,144370
8837,96,16,128850,147270,144380,146270
8838,96,16,291250,297020,292250,293890
8839,96,16,291250,297020,293900,296020
8840,96,19,85120,90050,86120,89050
8841,96,29,77560,92160,78560,91160
8842,96,29,90170,94300,91170,93300
8843,96,29,149340,156470,150340,155470
8844,96,29,149340,156470,151010,153560
8845,96,31,323680,329210,324680,328210
8846,96,31,333630,336990,334740,335990
8847,96,33,17610,21580,18610,19860
8848,96,37,43150,52640,44150,51640
8849,96,39,25460,32490,29000,31140
8850,96,39,35870,40630,36870,39630
8851,96,40,41380,47190,42810,45670
8852,96,40,134380,137850,135380,136850
8853,96,44,41520,50790,42520,44450
8854,96,48,157510,160200,158510,159200
8855,96,51,23180,35350,24180,32320
8856,96,52,45100,51130,46280,47030
8857,96,52,67080,79290,69050,78290
8858,96,52,100190,104150,101190,103150
8859,96,52,102540,115570,103600,114570
8860,96,52,102540,115570,106140,111550
8861,96,52,205910,211550,207510,210550
8862,96,52,263940,270670,264940,269310
8863,96,53,41880,54540,42880,53420
8864,96,53,52870,56470,53870,55470
8865,96,59,93840,99730,94840,98730
8866,96,59,217950,227640,225500,226640
8867,96,65,21070,27460,22070,26460
8868,96,65,25600,30030,26600,29030
8869,96,65,28040,33220,29730,32220
8870,96,65,151700,154310,152700,153310
8871,96,67,158110,166510,159110,165510
8872,96,68,25580,38710,26580,37710
