Event,Driver,Trip,Starttime,Endtime,LaneChangeStarttime,LaneChangeEndtime,DerivedEndtime
20062,92,1,134460,136440,135960,135980,136140
20063,92,1,156080,158170,157580,157600,157870
20064,92,1,163970,165970,165470,165490,165670
20065,92,1,164000,166610,165500,166300,166310
20066,92,1,164810,166820,166310,166330,166520
20067,92,1,188140,190260,189640,189660,189960
20068,92,1,210790,212930,212290,212310,212630
20069,92,1,211820,213920,213320,213340,213620
20070,92,1,217120,219080,218620,218640,218780
20071,92,1,220760,222870,222260,222280,222570
20072,92,1,275710,277550,277210,277240,277250
20073,92,6,45690,47700,47190,47210,47400
20074,92,6,46610,48620,48110,48130,48320
20075,92,6,61300,63350,62800,62820,63050
20076,92,6,64700,66650,66200,66220,66350
20077,92,6,65220,67120,66720,66740,66820
20078,92,6,71510,73450,73010,73030,73150
20079,92,8,21200,23190,22700,22720,22890
20080,92,8,21740,23670,23240,23260,23370
20081,92,8,22430,24430,23930,23950,24130
20082,92,8,25800,27630,27300,27320,27330
20083,92,10,20970,23070,22470,22490,22770
20084,92,10,21490,23490,22990,23010,23190
20085,92,10,28090,30080,29590,29610,29780
20086,92,10,33870,35790,35370,35390,35490
20087,92,10,35430,37420,36930,36960,37120
20088,92,10,36220,38220,37720,37740,37920
20089,92,10,37240,39280,38740,38760,38980
20090,92,10,38460,40510,39960,39980,40210
20091,92,10,41350,43360,42850,42870,43060
20092,92,10,42570,44500,44070,44090,44200
20093,92,10,44610,46610,46110,46130,46310
20094,92,10,46750,48740,48250,48270,48440
20095,92,22,33740,35640,35240,35260,35340
20096,92,22,34600,36610,36100,36120,36310
20097,92,22,35570,37600,37070,37090,37300
20098,92,22,37150,39330,38650,38670,39030
20099,92,22,38990,41000,40490,40510,40700
20100,92,22,47340,49330,48840,48860,49030
20101,92,22,49920,52060,51420,51440,51760
20102,92,22,50830,52840,52330,52350,52540
20103,92,22,53830,55770,55330,55350,55470
20104,92,22,53860,59840,55360,59530,59540
20105,92,22,58040,60250,59540,59560,59950
20106,92,22,60500,62520,62000,62020,62220
20107,92,25,21370,23280,22870,22890,22980
20108,92,25,30120,32080,31620,31640,31780
20109,92,25,35520,37490,37020,37040,37190
20110,92,25,36140,38070,37640,37660,37770
20111,92,25,45660,47670,47160,47180,47370
20112,92,25,54220,56200,55720,55740,55900
20113,92,25,55660,57620,57160,57180,57320
20114,92,34,219130,221150,220630,220650,220850
20115,92,34,252290,254230,253790,253810,253930
20116,92,34,255010,257030,256510,256530,256730
20117,92,34,292210,294380,293710,293730,294080
20118,92,34,310030,312000,311530,311550,311700
20119,92,34,347190,349200,348690,348710,348900
20120,92,34,372690,374570,374190,374210,374270
20121,92,34,391520,393350,393020,393040,393050
20122,92,34,436710,438780,438210,438230,438480
20123,92,34,444270,446130,445770,445790,445830
20124,92,34,492140,494140,493640,493660,493840
20125,92,34,498530,500370,500030,500050,500070
20126,92,34,513170,515180,514670,514690,514880
20127,92,34,544450,546450,545950,545970,546150
20128,92,34,548820,550820,550320,550340,550520
20129,92,34,551800,553640,553300,553320,553340
20130,92,42,108900,110810,110400,110420,110510
20131,92,42,112080,114210,113580,113600,113910
20132,92,42,163820,165650,165320,165340,165350
20133,92,42,165180,167090,166680,166700,166790
20134,92,42,195110,197100,196610,196630,196800
20135,92,42,220560,222500,222060,222080,222200
20136,92,42,221090,223090,222590,222610,222790
20137,92,42,221680,223830,223180,223200,223530
20138,92,42,230910,232800,232410,232430,232500
20139,92,42,233860,236050,235360,235380,235750
20140,92,42,237090,239100,238590,238610,238800
20141,92,42,245270,247340,246770,246800,247040
20142,92,42,247110,248980,248610,248630,248680
20143,92,42,248190,250190,249690,249710,249890
20144,92,42,248840,250800,250340,250360,250500
20145,92,42,249420,251370,250920,250940,251070
20146,92,42,251560,253610,253060,253080,253310
20147,92,42,253210,255070,254710,254730,254770
20148,92,42,254010,255950,255510,255540,255650
20149,92,42,255880,257920,257380,257400,257620
20150,92,42,346140,348140,347640,347660,347840
20151,92,42,371120,373130,372620,372640,372830
20152,92,42,393410,395270,394910,394940,394970
20153,92,42,393450,395720,394950,395410,395420
20154,92,42,393920,395920,395420,395440,395620
20155,92,49,74120,76090,75620,75640,75790
20156,92,64,40390,42350,41890,41910,42050
20157,92,64,40950,42810,42450,42470,42510
20158,92,70,231080,232920,232580,232610,232620
20159,92,70,243140,245100,244640,244660,244800
20160,92,70,266490,268430,267990,268010,268130
20161,92,70,267250,269150,268750,268770,268850
20162,92,70,268010,270130,269510,269530,269830
20163,92,70,275380,277430,276880,276900,277130
20164,92,70,295270,297350,296770,296790,297050
20165,92,70,300110,302120,301610,301630,301820
20166,92,70,314850,316910,316350,316370,316610
20167,92,70,317350,319210,318850,318870,318910
20168,92,70,344530,346570,346030,346050,346270
20169,92,70,345290,347240,346790,346810,346940
20170,92,70,351270,353290,352770,352790,352990
20171,92,70,354020,355980,355520,355540,355680
20172,92,70,367810,369820,369310,369340,369520
20173,92,70,368310,370230,369810,369830,369930
20174,92,70,450890,452900,452390,452410,452600
20175,92,73,97210,99060,98710,98730,98760
20176,92,73,126160,128170,127660,127680,127870
20177,92,73,126190,143890,127690,143580,143590
20178,92,73,142120,152170,143620,151860,151870
20179,92,73,150370,152200,151870,151890,151900
20180,92,73,269760,271600,271260,271280,271300
20181,92,73,287200,289310,288700,288720,289010
20182,92,73,357880,359800,359380,359400,359500
20183,92,73,362400,364410,363900,363920,364110
20184,92,73,367320,369320,368820,368840,369020
20185,92,73,368650,370480,370150,370170,370180
20186,92,73,369740,371650,371240,371260,371350
20187,92,73,370290,372390,371790,371810,372090
20188,92,73,378940,380950,380440,380460,380650
20189,92,73,406900,408940,408400,408420,408640
20190,92,73,408710,410710,410210,410230,410410
20191,92,73,417410,419420,418910,418930,419120
20192,92,73,429180,431190,430680,430700,430890
20193,92,73,432050,434010,433550,433570,433710
20194,92,73,496770,498820,498270,498290,498520
20195,92,73,505020,507040,506520,506540,506740
20196,92,73,534720,536600,536220,536240,536300
20197,92,75,30380,32360,31880,31900,32060
20198,92,75,60400,62450,61900,61920,62150
20199,92,75,60430,62700,61930,62390,62400
20200,92,75,60900,62910,62400,62420,62610
20201,92,75,61670,63730,63170,63190,63430
20202,92,75,61700,63980,63200,63670,63680
20203,92,75,62180,64180,63680,63700,63880
20204,92,75,65850,67710,67350,67370,67410
20205,92,75,72960,74790,74460,74480,74490
20206,92,75,74200,76180,75700,75720,75880
20207,92,78,119160,121260,120660,120680,120960
20208,92,78,170080,172080,171580,171600,171780
20209,92,78,171520,173380,173020,173040,173080
20210,92,78,174950,176940,176450,176470,176640
20211,92,78,178620,180500,180120,180140,180200
20212,92,78,180610,182510,182110,182130,182210
20213,92,78,181450,183530,182950,182970,183230
20214,92,78,182090,184090,183590,183610,183790
20215,92,78,184790,186790,186290,186310,186490
20216,92,78,188060,190080,189560,189580,189780
20217,92,78,226100,228090,227600,227620,227790
20218,92,78,226770,228880,228270,228290,228580
20219,92,78,229990,231890,231490,231520,231590
20220,92,78,230500,232360,232000,232020,232060
20221,92,78,235430,237430,236930,236950,237130
20222,92,78,235460,237730,236960,237420,237430
20223,92,78,235930,237930,237430,237450,237630
20224,92,78,239600,241760,241100,241120,241460
20225,92,78,240780,242900,242280,242300,242600
20226,92,78,245780,247780,247280,247300,247480
20227,92,78,248150,250200,249650,249670,249900
20228,92,78,251940,253970,253440,253470,253670
20229,92,78,258360,260360,259860,259880,260060
20230,92,78,260450,262300,261950,261970,262000
20231,92,78,261390,263390,262890,262910,263090
20232,92,78,301550,303560,303050,303070,303260
20233,92,78,310190,312020,311690,311710,311720
20234,92,78,310220,315750,311720,315440,315450
20235,92,78,313950,315950,315450,315470,315650
20236,92,78,315350,317180,316850,316870,316880
20237,92,79,106480,108320,107980,108000,108020
20238,92,79,161350,163200,162850,162870,162900
20239,92,79,179710,181550,181210,181230,181250
20240,92,79,181030,182860,182530,182550,182560
20241,92,79,181060,200660,182560,200350,200360
20242,92,79,198860,200700,200360,200380,200400
20243,92,79,202590,204520,204090,204110,204220
20244,92,79,206810,208820,208310,208330,208520
20245,92,79,216230,218310,217730,217750,218010
20246,92,79,216260,218530,217760,218220,218230
20247,92,79,216730,218740,218230,218250,218440
20248,92,79,218500,220500,220000,220020,220200
20249,92,79,220550,222470,222050,222070,222170
20250,92,79,221230,223190,222730,222750,222890
20251,92,79,222000,223940,223500,223520,223640
20252,92,79,222810,224800,224310,224330,224500
20253,92,79,222840,225120,224340,224810,224820
20254,92,79,223320,225450,224820,224840,225150
20255,92,79,324010,326010,325510,325530,325710
20256,92,79,326670,328660,328170,328190,328360
20257,92,79,327220,329190,328720,328740,328890
20258,92,79,339330,341330,340830,340850,341030
20259,92,79,341070,343080,342570,342590,342780
20260,92,79,355960,357970,357460,357480,357670
20261,92,79,357630,359750,359130,359150,359450
20262,92,88,5580,7580,7080,7100,7280
20263,92,88,18820,20710,20320,20340,20410
20264,92,88,19940,21930,21440,21460,21630
20265,92,88,20780,22780,22280,22300,22480
20266,92,88,21800,23950,23300,23320,23650
20267,92,88,24360,26360,25860,25880,26060
20268,92,88,27360,29320,28860,28880,29020
20269,92,88,33500,35500,35000,35020,35200
20270,92,88,39210,41380,40710,40730,41080
20271,92,88,46230,48380,47730,47750,48080
20272,92,92,33910,35910,35410,35430,35610
20273,92,103,19140,21140,20640,20660,20840
20274,92,103,30420,32350,31920,31940,32050
20275,92,103,41650,43630,43150,43170,43330
20276,92,103,43810,45780,45310,45330,45480
20277,92,103,48830,50830,50330,50350,50530
20278,92,103,49330,51230,50830,50850,50930
20279,92,103,52210,54100,53710,53730,53800
20280,92,103,54450,56410,55950,55970,56110
20281,92,103,56890,58890,58390,58410,58590
20282,92,108,12440,14440,13940,13960,14140
20283,92,108,28710,30560,30210,30230,30260
20284,92,108,28740,36080,30240,35770,35780
20285,92,108,34280,36220,35780,35800,35920
20286,92,108,36330,38260,37830,37850,37960
20287,92,108,38000,40320,39500,39520,40020
20288,92,108,41500,43500,43000,43020,43200
20289,92,108,46410,48590,47910,47930,48290
20290,92,108,47390,49280,48890,48910,48980
20291,92,110,57420,59380,58920,58940,59080
20292,92,110,59660,61760,61160,61180,61460
20293,92,110,60630,62550,62130,62150,62250
20294,92,111,178890,180790,180390,180410,180490
20295,92,111,179920,181920,181420,181440,181620
20296,92,111,180420,182330,181920,181940,182030
20297,92,111,181600,183430,183100,183120,183130
20298,92,111,182750,184640,184250,184270,184340
20299,92,111,183950,185810,185450,185470,185510
20300,92,111,184600,186730,186100,186120,186430
20301,92,111,187530,189840,189030,189050,189540
20302,92,111,189110,191130,190610,190630,190830
20303,92,111,191390,193400,192890,192910,193100
20304,92,111,193110,194940,194610,194630,194640
20305,92,111,199170,201260,200670,200690,200960
20306,92,111,200110,202200,201610,201630,201900
20307,92,111,200990,202820,202490,202510,202520
20308,92,111,201970,203810,203470,203490,203510
20309,92,111,219430,221260,220930,220950,220960
20310,92,111,220300,222390,221800,221820,222090
20311,92,111,222180,224130,223680,223700,223830
20312,92,111,227020,229020,228520,228540,228720
20313,92,111,233070,235130,234570,234590,234830
20314,92,111,233700,235610,235200,235220,235310
20315,92,111,238630,240630,240130,240150,240330
20316,92,111,241420,243520,242920,242940,243220
20317,92,111,243510,245510,245010,245030,245210
20318,92,111,249620,251710,251120,251140,251410
20319,92,111,251740,253800,253240,253260,253500
20320,92,111,255300,257240,256800,256820,256940
20321,92,111,256040,258150,257540,257560,257850
20322,92,111,325540,327630,327040,327060,327330
20323,92,111,328110,330110,329610,329630,329810
20324,92,111,328700,330750,330200,330220,330450
20325,92,111,334570,336840,336070,336090,336540
20326,92,111,381920,383920,383420,383440,383620
20327,92,111,383940,386050,385440,385460,385750
20328,92,111,387280,389290,388780,388800,388990
20329,92,111,391210,393220,392710,392730,392920
20330,92,111,392270,394300,393770,393790,394000
20331,92,111,398900,400990,400400,400420,400690
20332,92,112,138380,140390,139880,139900,140090
20333,92,112,164130,166130,165630,165650,165830
20334,92,112,165350,167350,166850,166870,167050
20335,92,112,189110,191110,190610,190630,190810
20336,92,112,190030,191970,191530,191550,191670
20337,92,112,201440,203450,202940,202960,203150
20338,92,112,202280,204280,203780,203800,203980
20339,92,112,203580,205590,205080,205110,205290
20340,92,112,207270,209290,208770,208790,208990
20341,92,112,363450,365560,364950,364970,365260
20342,92,112,410470,412470,411970,411990,412170
20343,92,112,412000,414000,413500,413520,413700
20344,92,112,415170,417000,416670,416690,416700
20345,92,112,416120,418130,417620,417640,417830
20346,92,112,416150,422860,417650,422550,422560
20347,92,112,421060,423040,422560,422580,422740
20348,92,112,421620,423640,423120,423140,423340
20349,92,112,425040,427020,426540,426560,426720
20350,92,112,426070,428300,427570,427590,428000
20351,92,112,440880,442870,442380,442400,442570
20352,92,112,441810,443790,443310,443330,443490
20353,92,112,442310,444240,443810,443830,443940
20354,92,112,446860,448870,448360,448380,448570
20355,92,112,448960,450970,450460,450480,450670
20356,92,112,450400,452460,451900,451920,452160
20357,92,112,451820,453920,453320,453340,453620
20358,92,112,453500,455490,455000,455020,455190
20359,92,112,454320,456320,455820,455840,456020
20360,92,112,458690,460650,460190,460210,460350
20361,92,112,461900,463730,463400,463420,463430
20362,92,112,463980,466010,465480,465500,465710
20363,92,112,464760,466770,466260,466280,466470
20364,92,112,466510,468460,468010,468030,468160
20365,92,112,472560,474420,474060,474080,474120
20366,92,112,474880,476770,476380,476400,476470
20367,92,112,478410,480300,479910,479930,480000
20368,92,112,478440,480890,479940,480580,480590
20369,92,112,479090,481060,480590,480610,480760
20370,92,112,480160,482030,481660,481680,481730
20371,92,112,703000,704860,704500,704520,704560
20372,92,116,360200,362170,361700,361720,361870
20373,92,116,385330,387320,386830,386850,387020
20374,92,116,414500,416470,416000,416020,416170
20375,92,116,415240,417180,416740,416760,416880
20376,92,116,415920,417750,417420,417440,417450
20377,92,116,417250,419250,418750,418770,418950
20378,92,116,418330,420240,419830,419850,419940
20379,92,116,424910,426850,426410,426430,426550
20380,92,116,426020,428000,427520,427540,427700
20381,92,116,429120,431130,430620,430640,430830
20382,92,116,431100,433300,432600,432620,433000
20383,92,116,433030,435000,434530,434550,434700
20384,92,116,433730,435710,435230,435250,435410
20385,92,116,436540,438400,438040,438070,438100
20386,92,116,439170,441170,440670,440690,440870
20387,92,116,452480,454500,453980,454000,454200
20388,92,116,454030,456080,455530,455550,455780
20389,92,116,461660,463660,463160,463180,463360
20390,92,116,465560,467630,467060,467080,467330
20391,92,116,467540,469430,469040,469060,469130
20392,92,116,481120,483130,482620,482650,482830
20393,92,116,482660,484700,484160,484180,484400
20394,92,116,483310,485290,484810,484830,484990
20395,92,116,494860,496880,496360,496380,496580
20396,92,116,498010,500010,499510,499530,499710
20397,92,116,511280,513400,512780,512800,513100
20398,92,116,512730,514580,514230,514250,514280
20399,92,116,515650,517880,517150,517170,517580
20400,92,116,517220,519170,518720,518740,518870
20401,92,116,520040,522040,521540,521560,521740
20402,92,116,523770,525780,525270,525290,525480
20403,92,116,532280,534290,533780,533800,533990
20404,92,116,542650,544570,544150,544170,544270
20405,92,116,543320,545150,544820,544840,544850
20406,92,116,545180,547330,546680,546700,547030
20407,92,116,551420,553350,552920,552940,553050
20408,92,116,553600,555700,555100,555120,555400
20409,92,116,553630,555900,555130,555590,555600
20410,92,116,554100,556220,555600,555620,555920
20411,92,116,557670,559650,559170,559190,559350
20412,92,116,558990,561050,560490,560510,560750
20413,92,116,567740,569620,569240,569260,569320
20414,92,116,599960,601880,601460,601480,601580
20415,92,116,601780,603870,603280,603300,603570
20416,92,116,615980,617960,617480,617500,617660
20417,92,116,621760,623770,623260,623280,623470
20418,92,116,649120,651260,650620,650640,650960
20419,92,116,650680,652660,652180,652200,652360
20420,92,116,658500,660500,660000,660020,660200
20421,92,116,681450,683460,682950,682970,683160
20422,92,116,684680,686820,686180,686200,686520
20423,92,118,34430,36260,35930,35950,35960
20424,92,118,39680,41650,41180,41200,41350
20425,92,118,47190,49190,48690,48710,48890
20426,92,118,48040,49950,49540,49560,49650
20427,92,118,48540,50520,50040,50060,50220
20428,92,118,57820,59720,59320,59340,59420
20429,92,118,61770,63610,63270,63290,63310
20430,92,118,72270,74260,73770,73790,73960
20431,92,118,76910,78910,78410,78430,78610
20432,92,118,80360,82360,81860,81880,82060
20433,92,118,81160,83090,82660,82680,82790
20434,92,118,83460,85370,84960,84980,85070
20435,92,118,84370,86420,85870,85890,86120
20436,92,118,98690,100520,100190,100210,100220
20437,92,118,102830,104800,104330,104350,104500
20438,92,118,131120,133430,132620,132640,133130
20439,92,118,132320,134260,133820,133840,133960
20440,92,118,134330,136330,135830,135850,136030
20441,92,118,134980,136980,136480,136500,136680
20442,92,118,135840,137850,137340,137360,137550
20443,92,118,135870,138140,137370,137830,137840
20444,92,118,136340,138350,137840,137860,138050
20445,92,119,11480,13310,12980,13000,13010
20446,92,119,62200,64270,63700,63720,63970
20447,92,119,63090,65090,64590,64610,64790
20448,92,119,65290,67530,66790,66810,67230
20449,92,119,67700,69650,69200,69220,69350
20450,92,119,68280,70290,69780,69800,69990
20451,92,119,69180,71250,70680,70700,70950
20452,92,119,69950,71820,71450,71470,71520
20453,92,119,88810,90870,90310,90330,90570
20454,92,119,91610,93630,93110,93130,93330
20455,92,119,94440,96280,95940,95960,95980
20456,92,119,95020,96950,96520,96540,96650
20457,92,119,98390,100390,99890,99910,100090
20458,92,119,99530,101530,101030,101050,101230
20459,92,119,166180,168310,167680,167700,168010
20460,92,119,167820,169760,169320,169340,169460
20461,92,119,349660,351630,351160,351180,351330
20462,92,119,351430,353760,352930,352950,353460
20463,92,119,353830,355760,355330,355350,355460
20464,92,119,360290,362290,361790,361810,361990
20465,92,119,362760,364680,364260,364280,364380
20466,92,119,367670,369810,369170,369190,369510
20467,92,126,108560,110560,110060,110080,110260
20468,92,126,109360,111370,110860,110880,111070
20469,92,126,121040,122910,122540,122560,122610
20470,92,129,28390,30390,29890,29910,30090
20471,92,129,30290,32300,31790,31810,32000
20472,92,129,31960,34010,33460,33480,33710
20473,92,129,32480,34380,33980,34000,34080
20474,92,129,34130,36040,35630,35650,35740
20475,92,129,35670,37530,37170,37190,37230
20476,92,129,39040,41070,40540,40570,40770
20477,92,129,44810,46740,46310,46330,46440
20478,92,129,48100,50280,49600,49620,49980
20479,92,129,49190,51200,50690,50710,50900
20480,92,129,49910,51900,51410,51430,51600
20481,92,129,50720,52580,52220,52240,52280
20482,92,129,53020,54950,54520,54540,54650
20483,92,131,54510,56510,56010,56030,56210
20484,92,131,54540,56810,56040,56500,56510
20485,92,131,55010,57010,56510,56530,56710
20486,92,131,56400,58400,57900,57920,58100
20487,92,131,56940,58810,58440,58460,58510
20488,92,131,56970,79080,58470,78770,78780
20489,92,131,77280,79250,78780,78800,78950
20490,92,132,35870,37830,37370,37390,37530
20491,92,132,36550,38380,38050,38070,38080
20492,92,132,37090,38970,38590,38610,38670
20493,92,132,38410,40320,39910,39930,40020
20494,92,132,40130,42040,41630,41660,41740
20495,92,132,54700,56590,56200,56220,56290
20496,92,134,42090,44080,43590,43610,43780
20497,92,134,43410,45410,44910,44930,45110
20498,92,134,44630,46660,46130,46150,46360
20499,92,134,55290,57360,56790,56810,57060
20500,92,134,55320,57600,56820,57290,57300
20501,92,134,55800,57630,57300,57320,57330
20502,92,134,57070,59000,58570,58590,58700
20503,92,134,61410,63410,62910,62930,63110
20504,92,134,62190,64100,63690,63710,63800
20505,92,134,63490,65700,64990,65010,65400
20506,92,134,64450,66380,65950,65970,66080
20507,92,134,65310,67160,66810,66830,66860
20508,92,134,65340,67610,66840,67300,67310
20509,92,134,65810,67830,67310,67330,67530
20510,92,134,69250,71210,70750,70770,70910
20511,92,134,69750,71750,71250,71270,71450
20512,92,134,71300,73170,72800,72820,72870
20513,92,134,71330,76310,72830,76000,76010
20514,92,134,74510,76520,76010,76030,76220
20515,92,134,75930,77960,77430,77450,77660
20516,92,134,78660,80660,80160,80180,80360
20517,92,144,20780,22670,22280,22300,22370
20518,92,144,23440,25370,24940,24960,25070
20519,92,144,26640,28570,28140,28160,28270
20520,92,144,27530,29490,29030,29050,29190
20521,92,144,58780,60810,60280,60300,60510
20522,92,144,59280,61170,60780,60800,60870
20523,92,149,25660,27780,27160,27180,27480
20524,92,149,39570,41450,41070,41090,41150
20525,92,149,40460,42470,41960,41980,42170
20526,92,149,43760,45720,45260,45280,45420
20527,92,149,45590,47590,47090,47110,47290
20528,92,149,45620,47890,47120,47580,47590
20529,92,149,46090,47950,47590,47610,47650
20530,92,149,46120,51660,47620,51350,51360
20531,92,149,49860,51970,51360,51380,51670
20532,92,149,51990,53850,53490,53510,53550
20533,92,149,59300,61370,60800,60820,61070
20534,92,152,36480,38690,37980,38000,38390
20535,92,152,37440,39290,38940,38960,38990
20536,92,152,346350,348300,347850,347870,348000
20537,92,152,352100,354150,353600,353620,353850
20538,92,152,356030,357980,357530,357550,357680
20539,92,152,359300,361300,360800,360820,361000
20540,92,152,360600,362470,362100,362120,362170
20541,92,152,360630,362900,362130,362590,362600
20542,92,152,361100,363140,362600,362630,362840
20543,92,152,392980,394910,394480,394500,394610
20544,92,152,396270,398290,397770,397790,397990
20545,92,152,399730,401730,401230,401250,401430
20546,92,152,417880,420000,419380,419400,419700
20547,92,152,434280,436380,435780,435800,436080
20548,92,152,477870,479820,479370,479390,479520
20549,92,152,482660,484670,484160,484180,484370
20550,92,152,493950,496100,495450,495470,495800
20551,92,152,495090,497210,496590,496610,496910
20552,92,152,527660,529660,529160,529180,529360
20553,92,153,34550,36500,36050,36070,36200
20554,92,153,67350,69350,68850,68870,69050
20555,92,153,74530,76540,76030,76050,76240
20556,92,153,77280,79350,78780,78800,79050
20557,92,153,78460,80460,79960,79980,80160
20558,92,153,123090,125100,124590,124610,124800
20559,92,153,182240,184260,183740,183760,183960
20560,92,153,194450,196380,195950,195980,196080
20561,92,159,151730,153800,153230,153250,153500
20562,92,159,173270,175400,174770,174790,175100
20563,92,159,244190,246020,245690,245710,245720
20564,92,159,305080,307120,306580,306600,306820
20565,92,159,307520,309530,309020,309040,309230
20566,92,159,327240,329320,328740,328760,329020
20567,92,159,330120,332050,331620,331640,331750
20568,92,159,343830,345940,345330,345350,345640
20569,92,159,344350,346610,345850,345870,346310
20570,92,159,351070,353070,352570,352590,352770
20571,92,159,354410,356360,355910,355930,356060
20572,92,159,355960,358000,357460,357480,357700
20573,92,159,357710,359710,359210,359230,359410
20574,92,159,358830,360880,360330,360350,360580
20575,92,159,359890,362030,361390,361410,361730
20576,92,159,361110,363230,362610,362630,362930
20577,92,159,363690,365640,365190,365210,365340
20578,92,159,364420,366380,365920,365940,366080
20579,92,159,367970,370160,369470,369490,369860
20580,92,159,375210,377250,376710,376730,376950
20581,92,159,378610,380580,380110,380130,380280
20582,92,159,382270,384410,383770,383790,384110
20583,92,159,384620,386630,386120,386140,386330
20584,92,159,387830,389820,389330,389350,389520
20585,92,159,398600,400620,400100,400120,400320
20586,92,163,83750,85750,85250,85270,85450
20587,92,163,84650,86650,86150,86170,86350
20588,92,163,87500,89550,89000,89020,89250
20589,92,163,113720,115700,115220,115240,115400
20590,92,165,64450,66380,65950,65970,66080
20591,92,165,65830,67850,67330,67350,67550
20592,92,168,8840,10840,10340,10360,10540
20593,92,168,17230,19220,18730,18750,18920
20594,92,171,32900,35060,34400,34420,34760
20595,92,171,35230,37330,36730,36750,37030
20596,92,171,58000,60580,59500,59520,60280
20597,92,171,96850,98830,98350,98370,98530
20598,92,171,98530,100480,100030,100050,100180
20599,92,171,101950,103950,103450,103470,103650
20600,92,171,103710,105690,105210,105230,105390
20601,92,171,105270,107280,106770,106800,106980
20602,92,172,17490,19360,18990,19010,19060
20603,92,172,18610,20520,20110,20130,20220
20604,92,172,19760,21590,21260,21280,21290
20605,92,172,20260,22130,21760,21780,21830
20606,92,172,21320,23280,22820,22840,22980
20607,92,172,22020,23940,23520,23540,23640
20608,92,172,23370,25440,24870,24890,25140
20609,92,172,23400,25670,24900,25360,25370
20610,92,172,23870,25700,25370,25390,25400
20611,92,172,26580,28420,28080,28100,28120
20612,92,172,27940,29940,29440,29460,29640
20613,92,172,29510,31400,31010,31030,31100
20614,92,172,31440,33550,32940,32960,33250
20615,92,172,38960,40820,40460,40480,40520
20616,92,172,39770,41620,41270,41300,41320
20617,92,175,11650,13650,13150,13170,13350
20618,92,175,25940,27940,27440,27460,27640
20619,92,175,43490,45320,44990,45010,45020
20620,92,176,400610,402440,402110,402130,402140
20621,92,176,404440,406330,405940,405960,406030
20622,92,184,103150,105220,104650,104670,104920
20623,92,184,110040,111870,111540,111560,111570
20624,92,184,112230,114110,113730,113750,113810
20625,92,184,140230,142090,141730,141760,141790
20626,92,184,142270,144430,143770,143790,144130
20627,92,184,144690,146630,146190,146210,146330
20628,92,184,146630,148630,148130,148150,148330
20629,92,186,23790,25790,25290,25310,25490
