Driver,Trip,StartTime,Risky Level,Age,Gender,Brake Reaction Time,Brake Duration,Max Deceleration,Warning TH,Warning TTC,Brake TH,Brake TTC
35.0,107.0,15433.0,1.0,0.0,-1.0,500.0,0.0,-0.5111852,2.160539810871746,2.1942857142857144,-1.0,-1.0
38.0,2.0,331437.0,1.0,0.0,-1.0,500.0,0.0,-0.26238859999999997,2.6754105378126,2.6407766990291264,-1.0,-1.0
4.0,2.0,22961.0,1.0,1.0,1.0,409.0,100.0,-0.6766236,0.5976454940789631,2.838709677419355,1.0772580062304684,11.35483870967742
4.0,6.0,591789.0,1.0,1.0,1.0,471.0,40.0,-0.462604,1.0470187014990398,3.891891891891892,0.0,
4.0,22.0,268328.0,1.0,1.0,1.0,72.0,130.0,-2.038871,0.656706000228909,3.0825688073394497,0.539111936762804,2.6153846153846154
4.0,22.0,323621.0,1.0,1.0,1.0,500.0,0.0,0.08301995,0.3606309960537954,4.266666666666667,-1.0,-1.0
4.0,30.0,10731.0,1.0,1.0,1.0,500.0,0.0,-0.6567406,1.4533220216435982,3.7281553398058254,-1.0,-1.0
4.0,38.0,306230.0,1.0,1.0,1.0,500.0,0.0,-0.6102655,0.2370760228719093,2.6122448979591835,-1.0,-1.0
4.0,38.0,309526.0,1.0,1.0,1.0,500.0,0.0,-0.5886888000000001,0.18022526355691978,3.4285714285714284,-1.0,-1.0
4.0,38.0,370268.0,1.0,1.0,1.0,22.0,490.0,-3.6469129999999996,0.41582440566997375,3.657142857142857,0.4169079086909144,3.3684210526315788
4.0,46.0,115475.0,1.0,1.0,1.0,500.0,0.0,-0.8334529,0.8669616835739816,3.441860465116279,-1.0,-1.0
4.0,81.0,170634.0,1.0,1.0,1.0,500.0,0.0,-0.09849942,0.3184196197432901,2.8656716417910446,-1.0,-1.0
4.0,83.0,248034.0,1.0,1.0,1.0,6.0,500.0,-2.824723,0.9389671361502347,4.363636363636363,0.9389671361502347,4.363636363636363
4.0,85.0,30772.0,1.0,1.0,1.0,238.0,270.0,-2.965364,0.7820417154085028,2.953846153846154,0.0,
4.0,85.0,176997.0,1.0,1.0,1.0,500.0,0.0,-0.1701969,0.17341040462427745,2.909090909090909,-1.0,-1.0
14.0,1.0,486101.0,1.0,2.0,1.0,39.0,380.0,-4.825833,1.8291307361031792,3.630252100840336,1.641025641025641,3.0
14.0,28.0,14545.0,1.0,2.0,1.0,65.0,0.0,-0.7511827,0.7889470575361938,2.944,0.6231966247670802,2.198473282442748
27.0,4.0,214237.0,1.0,2.0,2.0,233.0,120.0,-1.559245,1.8863361547762998,3.135678391959799,2.891966118123852,7.60655737704918
29.0,3.0,54435.0,1.0,2.0,1.0,500.0,0.0,-0.3140797,2.002780861225812,3.248730964467005,-1.0,-1.0
29.0,3.0,296401.0,1.0,2.0,1.0,19.0,360.0,-3.547718,1.357977916563121,3.404255319148936,1.2324073845850483,2.823529411764706
32.0,119.0,264175.0,1.0,1.0,1.0,500.0,0.0,0.3260627,0.6291505586647244,2.823529411764706,-1.0,-1.0
32.0,127.0,402076.0,1.0,1.0,1.0,4.0,350.0,-4.691351,1.340782122905028,3.657142857142857,1.340782122905028,3.657142857142857
32.0,148.0,49200.0,1.0,1.0,1.0,240.0,270.0,-1.8978119999999998,1.0167096226482235,3.226890756302521,1.8123568135142505,6.285714285714286
32.0,158.0,124146.0,1.0,1.0,1.0,500.0,0.0,-0.1511136,0.5281852139831198,2.8411214953271027,-1.0,-1.0
32.0,176.0,141924.0,1.0,1.0,1.0,500.0,0.0,-0.2602846,1.9019663161765408,3.0802139037433154,-1.0,-1.0
32.0,176.0,391017.0,1.0,1.0,1.0,53.0,450.0,-5.473468,3.1152273405468147,3.1020408163265305,2.6778242677824267,2.6482758620689655
34.0,30.0,260197.0,1.0,1.0,1.0,413.0,90.0,-0.47128549999999997,2.0645705922564836,2.057142857142857,0.0,
34.0,104.0,24528.0,1.0,1.0,1.0,500.0,0.0,-0.04064326,0.3143189023704534,2.4827586206896552,-1.0,-1.0
34.0,154.0,220108.0,1.0,1.0,1.0,152.0,360.0,-0.9545664,2.0965904325930835,3.3299492385786804,0.0,
36.0,1.0,172292.0,1.0,2.0,1.0,500.0,0.0,-0.3147909,2.439299555132744,2.4150943396226414,-1.0,-1.0
36.0,4.0,165716.0,1.0,2.0,1.0,500.0,0.0,-0.2300328,2.4272318841180294,2.411764705882353,-1.0,-1.0
36.0,15.0,39091.0,1.0,2.0,1.0,500.0,0.0,-0.3911272,2.415445839542426,2.397553516819572,-1.0,-1.0
36.0,22.0,215246.0,1.0,2.0,1.0,244.0,90.0,-2.305607,2.762448799187017,2.7445255474452557,0.0,
36.0,29.0,172450.0,1.0,2.0,1.0,500.0,0.0,0.1050762,2.6666666666666665,2.6550218340611353,-1.0,-1.0
36.0,32.0,40533.0,1.0,2.0,1.0,500.0,0.0,-0.379438,0.5321770191062194,2.608695652173913,-1.0,-1.0
36.0,46.0,107870.0,1.0,2.0,1.0,500.0,0.0,-0.3212755,2.236445109504485,2.2278481012658227,-1.0,-1.0
36.0,46.0,109559.0,1.0,2.0,1.0,500.0,0.0,-0.18361129999999998,2.8549851098931347,2.8354430379746836,-1.0,-1.0
36.0,50.0,135556.0,1.0,2.0,1.0,500.0,0.0,-0.2039464,2.960526315789474,2.926829268292683,-1.0,-1.0
36.0,54.0,84132.0,1.0,2.0,1.0,500.0,0.0,-0.2207,2.9089592713380243,2.903225806451613,-1.0,-1.0
45.0,24.0,111907.0,1.0,2.0,1.0,500.0,0.0,-0.21244380000000002,0.5174537137653038,4.48,-1.0,-1.0
53.0,30.0,226599.0,1.0,2.0,1.0,500.0,0.0,0.09602446,0.624113475177305,3.52,-1.0,-1.0
61.0,52.0,45557.0,1.0,3.0,1.0,500.0,0.0,-0.3534839,0.8429002511842748,3.2847682119205297,-1.0,-1.0
64.0,9.0,214405.0,1.0,2.0,1.0,500.0,0.0,0.2281688,0.2510679016278301,1.855072463768116,-1.0,-1.0
64.0,75.0,278980.0,1.0,2.0,1.0,500.0,0.0,-0.4164955,2.5522624825268183,2.5365853658536586,-1.0,-1.0
74.0,13.0,14675.0,1.0,1.0,1.0,245.0,260.0,-1.8221009999999997,2.6811478440778473,2.6666666666666665,0.0,
74.0,19.0,13720.0,1.0,1.0,1.0,350.0,160.0,-1.5104469999999999,2.9048234593542577,2.909090909090909,0.0,
78.0,1.0,32136.0,1.0,1.0,2.0,500.0,0.0,-0.6187984000000001,2.5069637883008355,2.5174825174825175,-1.0,-1.0
78.0,55.0,207860.0,1.0,1.0,2.0,10.0,400.0,-4.680186,0.91736446431485,3.6129032258064515,0.8560454257212676,3.1515151515151514
85.0,75.0,225018.0,1.0,1.0,1.0,12.0,330.0,-3.5114660000000004,0.7065749626575133,4.2105263157894735,0.7148530012030976,3.8095238095238093
85.0,76.0,70345.0,1.0,1.0,1.0,45.0,0.0,-0.5862294,0.28024908538709203,4.3076923076923075,0.24212527884761278,4.0
87.0,1.0,321387.0,1.0,1.0,2.0,13.0,60.0,-1.534984,0.7023248709039096,4.465116279069767,0.7034686279372014,4.173913043478261
87.0,9.0,16470.0,1.0,1.0,2.0,160.0,70.0,-0.9894124,1.3812154696132595,3.125,0.9264915790601322,3.324675324675325
87.0,65.0,221550.0,1.0,1.0,2.0,500.0,0.0,-0.1476106,1.7475726612910274,3.8260869565217392,-1.0,-1.0
87.0,93.0,164674.0,1.0,1.0,2.0,16.0,20.0,-0.4968745,1.1716338804452455,2.923076923076923,1.1130197338398808,2.796116504854369
87.0,114.0,88202.0,1.0,1.0,2.0,258.0,120.0,-0.7408855999999999,1.627205638499995,3.111111111111111,0.6688342469887827,2.4150943396226414
92.0,6.0,76538.0,1.0,1.0,1.0,500.0,0.0,0.08893296,0.9662266220126822,3.577639751552795,-1.0,-1.0
93.0,1.0,127950.0,1.0,1.0,1.0,500.0,0.0,0.5300228,0.44653137616504823,2.731707317073171,-1.0,-1.0
93.0,35.0,72048.0,1.0,1.0,1.0,500.0,0.0,-0.3444021,0.689875218819796,4.465116279069767,-1.0,-1.0
93.0,38.0,19214.0,1.0,1.0,1.0,500.0,0.0,0.20527910000000002,0.762858500150838,2.550724637681159,-1.0,-1.0
93.0,48.0,5555.0,1.0,1.0,1.0,500.0,0.0,-0.371684,1.4681894727878422,1.4545454545454546,-1.0,-1.0
93.0,122.0,117673.0,1.0,1.0,1.0,47.0,320.0,-4.201396,3.1347716710684086,3.171171171171171,2.672395908421212,2.6666666666666665
93.0,123.0,2236.0,1.0,1.0,1.0,500.0,0.0,-0.1804034,1.5868562142371296,1.5855855855855856,-1.0,-1.0
96.0,12.0,208919.0,1.0,1.0,1.0,500.0,0.0,0.03301113,0.19372192444651226,1.5238095238095237,-1.0,-1.0
100.0,52.0,86135.0,1.0,1.0,1.0,500.0,0.0,-0.6856262,0.4623403396025777,2.863157894736842,-1.0,-1.0
101.0,5.0,305994.0,1.0,1.0,1.0,500.0,0.0,-0.4606688,2.6640094879722533,2.6496815286624202,-1.0,-1.0
103.0,22.0,129399.0,1.0,1.0,1.0,61.0,190.0,-3.721887,1.0942244488821324,4.072727272727272,0.9490329749415751,2.823529411764706
103.0,24.0,40020.0,1.0,1.0,1.0,500.0,0.0,-0.5591348,0.9495815601028151,3.835616438356164,-1.0,-1.0
103.0,33.0,82365.0,1.0,1.0,1.0,500.0,0.0,-0.04119216,0.3319918849110895,2.3466666666666667,-1.0,-1.0
104.0,32.0,27467.0,1.0,3.0,1.0,500.0,0.0,-0.4812809,2.9803372251570264,2.9883268482490273,-1.0,-1.0
115.0,56.0,278003.0,1.0,2.0,1.0,500.0,0.0,-0.5302486,0.3043110735418428,4.235294117647059,-1.0,-1.0
115.0,82.0,4509.0,1.0,2.0,1.0,51.0,460.0,-1.28677,1.206928574637469,3.789473684210526,1.0236965272119012,3.2432432432432434
115.0,115.0,73578.0,1.0,2.0,1.0,500.0,0.0,-0.4979843,2.0791220283498686,2.0779220779220777,-1.0,-1.0
