Driver,Trip,Week,AgeGroup,Cluster
2,1,1,1,1
2,6,1,1,1
2,14,1,1,0
2,22,1,1,1
2,23,1,1,0
2,37,1,1,1
2,39,1,1,0
2,72,2,1,1
4,2,1,1,1
4,6,1,1,0
4,19,1,1,1
4,22,1,1,0
4,30,1,1,1
4,31,1,1,1
4,33,1,1,1
4,38,1,1,1
4,41,1,1,1
4,44,1,1,1
4,46,2,1,1
4,49,2,1,0
4,74,2,1,1
4,77,2,1,0
4,80,2,1,1
4,81,2,1,1
4,83,2,1,1
4,85,2,1,1
10,9,1,1,0
10,10,1,1,0
10,13,1,1,0
10,14,1,1,0
10,16,1,1,0
10,17,1,1,0
10,18,2,1,0
10,19,2,1,0
10,26,2,1,1
10,27,2,1,0
10,30,2,1,1
16,2,1,1,1
16,3,1,1,1
16,6,1,1,1
16,8,1,1,1
16,10,1,1,0
16,13,1,1,1
16,21,1,1,1
16,22,1,1,0
16,27,2,1,1
16,32,2,1,0
16,33,2,1,0
16,36,2,1,0
16,39,2,1,1
16,40,2,1,0
16,41,2,1,1
16,42,2,1,0
16,43,2,1,0
16,45,2,1,1
17,1,1,1,1
17,27,1,1,0
17,28,1,1,0
17,48,2,1,0
17,57,2,1,1
17,62,2,1,1
17,63,2,1,0
17,64,2,1,1
19,8,1,1,0
19,10,1,1,0
19,12,1,1,1
19,15,1,1,0
19,16,1,1,0
19,17,1,1,0
19,21,1,1,1
19,22,1,1,1
19,24,1,1,0
19,26,2,1,0
19,28,2,1,0
19,45,2,1,0
19,51,2,1,0
19,53,2,1,1
25,4,1,1,1
25,9,1,1,0
25,10,1,1,1
25,11,1,1,0
25,13,1,1,1
25,15,1,1,1
25,25,1,1,0
25,33,1,1,0
25,37,1,1,1
25,45,1,1,0
25,80,1,1,1
25,92,2,1,1
25,100,2,1,0
25,113,2,1,0
25,114,2,1,0
25,116,2,1,0
25,119,2,1,0
25,142,2,1,1
25,143,2,1,1
25,152,2,1,0
25,153,2,1,0
25,156,2,1,0
25,158,2,1,0
32,1,1,1,0
32,20,1,1,1
32,57,1,1,0
32,59,1,1,1
32,68,1,1,0
32,69,1,1,1
32,85,1,1,0
32,98,1,1,1
32,118,2,1,1
32,119,2,1,1
32,123,2,1,0
32,127,2,1,1
32,136,2,1,0
32,137,2,1,1
32,147,2,1,0
32,148,2,1,1
32,152,2,1,1
32,158,2,1,1
32,164,2,1,1
32,172,2,1,0
32,176,2,1,1
33,1,1,1,1
33,21,1,1,0
33,22,1,1,0
33,30,1,1,0
33,31,1,1,0
33,39,1,1,0
33,55,1,1,0
33,57,1,1,0
33,95,2,1,1
33,102,2,1,0
33,103,2,1,0
33,105,2,1,0
34,1,1,1,0
34,30,1,1,1
34,33,1,1,1
34,38,1,1,0
34,39,1,1,1
34,51,1,1,0
34,53,1,1,0
34,55,1,1,0
34,57,1,1,1
34,104,1,1,0
34,107,1,1,0
34,153,2,1,0
34,154,2,1,0
34,198,2,1,0
34,205,2,1,0
34,220,2,1,0
35,1,1,1,1
35,8,1,1,0
35,26,1,1,1
35,29,1,1,0
35,35,2,1,0
35,44,2,1,1
35,45,2,1,1
37,1,1,1,0
37,6,1,1,0
37,8,1,1,0
37,11,1,1,0
37,12,1,1,0
37,13,1,1,0
37,14,1,1,0
37,25,1,1,0
37,27,1,1,0
37,30,1,1,0
37,32,1,1,0
37,45,1,1,1
37,56,2,1,0
37,74,2,1,0
37,80,2,1,1
37,87,2,1,0
37,88,2,1,0
37,101,2,1,0
37,106,2,1,0
41,3,1,1,1
41,65,2,1,1
41,66,2,1,1
41,67,2,1,1
41,69,2,1,0
41,70,2,1,0
41,72,2,1,1
43,1,1,1,0
43,3,1,1,0
43,4,1,1,0
43,6,1,1,0
43,8,1,1,0
43,9,1,1,0
43,15,1,1,0
43,18,1,1,0
43,19,1,1,0
43,20,1,1,0
43,24,1,1,0
43,25,1,1,0
43,26,1,1,0
43,27,1,1,0
43,28,1,1,0
43,32,1,1,0
43,33,1,1,0
43,34,1,1,0
43,35,1,1,0
43,36,1,1,0
43,37,1,1,0
43,41,2,1,0
43,42,2,1,0
43,44,2,1,0
43,47,2,1,0
43,51,2,1,0
43,52,2,1,0
43,53,2,1,0
43,56,2,1,0
43,57,2,1,0
43,61,2,1,0
44,1,1,1,0
44,44,1,1,0
44,45,1,1,0
44,85,2,1,0
63,4,1,1,0
63,5,1,1,0
63,12,1,1,1
63,13,1,1,0
63,35,2,1,1
63,36,2,1,1
65,1,1,1,0
65,4,1,1,0
65,5,1,1,0
65,11,1,1,0
65,12,1,1,0
65,18,1,1,0
65,19,1,1,0
65,20,1,1,0
65,21,1,1,0
65,22,1,1,0
65,23,1,1,0
65,28,1,1,0
65,29,1,1,0
65,31,1,1,0
65,33,1,1,0
65,34,1,1,0
65,35,1,1,0
65,44,2,1,0
65,49,2,1,0
65,56,2,1,0
65,57,2,1,0
65,58,2,1,0
65,61,2,1,0
65,64,2,1,0
65,66,2,1,0
65,67,2,1,0
65,68,2,1,1
65,70,2,1,0
65,74,2,1,0
65,76,2,1,1
65,77,2,1,1
65,79,2,1,1
65,80,2,1,0
65,87,2,1,0
66,1,1,1,0
66,10,1,1,0
66,11,1,1,0
66,17,1,1,0
66,18,1,1,0
66,25,2,1,0
66,27,2,1,0
66,37,2,1,0
66,38,2,1,0
66,39,2,1,0
66,42,2,1,0
66,43,2,1,0
66,51,2,1,0
68,1,1,1,1
68,2,1,1,0
68,3,1,1,1
68,13,1,1,0
68,14,1,1,0
68,15,1,1,0
68,18,1,1,0
68,19,1,1,0
68,21,1,1,0
68,22,2,1,0
68,33,2,1,0
68,35,2,1,0
68,36,2,1,0
68,39,2,1,0
68,40,2,1,0
74,1,1,1,0
74,7,1,1,1
74,8,1,1,0
74,10,1,1,1
74,13,1,1,1
74,16,1,1,1
74,19,1,1,1
74,22,1,1,0
74,23,1,1,1
74,26,1,1,1
74,28,1,1,0
74,29,1,1,1
74,34,2,1,0
74,35,2,1,0
74,46,2,1,1
74,49,2,1,1
74,51,2,1,1
74,52,2,1,1
74,54,2,1,1
74,57,2,1,1
75,3,1,1,1
75,62,2,1,1
75,65,2,1,1
78,1,1,1,1
78,6,1,1,1
78,7,1,1,0
78,12,1,1,0
78,13,1,1,1
78,14,1,1,0
78,15,1,1,1
78,16,1,1,1
78,22,1,1,0
78,35,1,1,0
78,36,1,1,1
78,38,1,1,1
78,39,1,1,1
78,41,1,1,0
78,50,2,1,1
78,51,2,1,0
78,52,2,1,0
78,53,2,1,0
78,55,2,1,1
78,59,2,1,0
78,60,2,1,0
78,61,2,1,0
78,65,2,1,1
78,72,2,1,1
78,73,2,1,1
78,74,2,1,1
79,1,1,1,1
79,14,1,1,1
79,23,1,1,1
80,1,1,1,1
80,4,1,1,0
80,7,1,1,0
80,21,1,1,0
80,29,2,1,0
80,35,2,1,0
80,38,2,1,0
80,39,2,1,1
80,40,2,1,0
80,53,2,1,1
80,54,2,1,0
81,1,1,1,0
81,9,1,1,0
81,12,1,1,1
81,16,1,1,1
81,29,1,1,0
81,34,1,1,0
81,35,1,1,0
81,36,1,1,0
81,40,1,1,1
81,41,1,1,1
81,45,1,1,1
81,48,1,1,1
81,52,1,1,1
81,54,2,1,1
81,55,2,1,1
81,56,2,1,1
81,57,2,1,1
81,59,2,1,1
81,70,2,1,1
81,79,2,1,0
81,81,2,1,0
81,82,2,1,1
81,85,2,1,1
81,86,2,1,1
81,91,2,1,1
81,92,2,1,1
81,96,2,1,0
81,99,2,1,1
81,104,2,1,0
81,110,2,1,1
82,2,1,1,1
82,5,1,1,0
82,7,1,1,0
82,21,1,1,0
82,26,1,1,0
82,28,1,1,1
82,35,1,1,0
82,54,2,1,0
83,1,1,1,0
83,13,1,1,0
83,14,1,1,0
83,16,1,1,0
83,17,1,1,0
83,22,2,1,0
83,24,2,1,0
83,25,2,1,0
83,26,2,1,0
83,28,2,1,0
83,30,2,1,0
83,31,2,1,0
83,32,2,1,0
85,52,1,1,1
85,54,1,1,0
85,55,1,1,0
85,56,1,1,1
85,57,1,1,1
85,58,2,1,1
85,59,2,1,0
85,60,2,1,0
85,61,2,1,1
85,62,2,1,0
85,63,2,1,0
85,65,2,1,0
85,66,2,1,0
85,67,2,1,0
85,71,2,1,0
85,75,2,1,0
85,76,2,1,0
87,1,1,1,1
87,2,1,1,1
87,9,1,1,1
87,10,1,1,1
87,43,1,1,0
87,59,1,1,0
87,64,1,1,1
87,65,1,1,0
87,66,1,1,0
87,79,2,1,1
87,82,2,1,0
87,89,2,1,0
87,90,2,1,0
87,93,2,1,1
87,94,2,1,1
87,108,2,1,1
87,112,2,1,0
87,114,2,1,0
87,117,2,1,0
87,126,2,1,0
87,130,2,1,1
87,132,2,1,1
87,134,2,1,0
87,136,2,1,0
92,1,1,1,0
92,6,1,1,1
92,8,1,1,1
92,10,1,1,1
92,22,1,1,1
92,25,1,1,1
92,34,2,1,1
92,42,2,1,1
92,47,2,1,0
92,49,2,1,1
93,1,1,1,1
93,4,1,1,0
93,5,1,1,0
93,7,1,1,0
93,9,1,1,0
93,10,1,1,0
93,12,1,1,0
93,13,1,1,0
93,21,1,1,0
93,22,1,1,0
93,25,1,1,0
93,26,1,1,1
93,27,1,1,0
93,29,1,1,0
93,33,1,1,0
93,35,1,1,0
93,38,1,1,0
93,45,1,1,0
93,48,1,1,1
93,54,1,1,0
93,65,2,1,0
93,67,2,1,0
93,73,2,1,0
93,77,2,1,1
93,79,2,1,0
93,80,2,1,1
