Driver,Trip,Week,AgeGroup,Cluster
93,84,2,1,0
93,85,2,1,0
93,86,2,1,0
93,88,2,1,0
93,89,2,1,1
93,90,2,1,0
93,94,2,1,1
93,95,2,1,1
93,104,2,1,1
93,106,2,1,1
93,112,2,1,0
93,114,2,1,1
93,115,2,1,0
93,122,2,1,0
93,123,2,1,0
96,1,1,1,0
96,2,1,1,1
96,8,1,1,0
96,9,1,1,0
96,10,1,1,0
96,12,1,1,1
96,13,1,1,1
96,14,1,1,1
96,15,1,1,0
96,16,1,1,1
96,17,1,1,1
96,19,1,1,1
96,23,1,1,1
96,29,1,1,1
96,31,1,1,1
96,32,1,1,0
96,33,1,1,0
96,36,1,1,0
96,37,2,1,0
96,38,2,1,0
96,39,2,1,0
96,40,2,1,1
96,41,2,1,0
96,43,2,1,1
96,44,2,1,1
96,47,2,1,1
96,48,2,1,1
96,51,2,1,1
96,52,2,1,1
96,53,2,1,0
98,1,1,1,0
98,2,1,1,0
98,16,1,1,0
98,20,1,1,0
98,23,1,1,0
98,25,1,1,0
98,26,1,1,0
98,30,1,1,0
98,31,1,1,0
98,32,1,1,0
98,39,2,1,0
98,41,2,1,0
98,46,2,1,0
98,48,2,1,0
100,2,1,1,0
100,3,1,1,0
100,4,1,1,0
100,6,1,1,1
100,7,1,1,0
100,9,1,1,0
100,13,1,1,1
100,14,1,1,0
100,16,1,1,0
100,19,1,1,1
100,22,1,1,1
100,23,1,1,1
100,34,1,1,1
100,35,1,1,1
100,37,1,1,1
100,39,2,1,1
100,42,2,1,1
100,43,2,1,0
100,52,2,1,1
100,53,2,1,0
100,62,2,1,0
100,63,2,1,0
101,1,1,1,0
101,5,1,1,1
101,6,1,1,0
101,20,1,1,0
101,22,1,1,1
101,26,1,1,0
101,28,1,1,1
101,46,1,1,1
101,48,1,1,0
101,54,2,1,0
101,57,2,1,0
101,66,2,1,0
101,67,2,1,0
103,1,1,1,0
103,5,1,1,1
103,7,1,1,1
103,13,2,1,1
103,14,2,1,1
103,15,2,1,1
103,16,2,1,1
103,20,2,1,1
103,22,2,1,1
103,24,2,1,1
103,33,2,1,1
103,34,2,1,1
103,35,2,1,1
103,36,2,1,1
103,37,2,1,0
